"Step","gan_sl_seed2 - 2cover_rate_1step"
"1890000","0.27"
"1904000","0.15"
"1918000","0.22"
"1932000","0.2"
"1946000","0.18"
"1960000","0.1"
"1974000","0.17"
"1988000","0.23"
"2002000","0.17"
"2016000","0.22"
"2030000","0.23"
"2044000","0.23"
"2058000","0.27"
"2072000","0.19"
"2086000","0.23"
"2100000","0.18"
"2114000","0.23"
"2128000","0.21"
"2142000","0.25"
"2156000","0.24"
"2170000","0.14"
"2184000","0.16"
"2198000","0.21"
"2212000","0.2"
"2226000","0.11"
"2240000","0.23"
"2254000","0.26"
"2268000","0.17"
"2282000","0.16"
"2296000","0.24"
"2310000","0.21"
"2324000","0.23"
"2338000","0.25"
"2352000","0.19"
"2366000","0.18"
"2380000","0.23"
"2394000","0.17"
"2408000","0.19"
"2422000","0.21"
"2436000","0.25"
"2450000","0.18"
"2464000","0.2"
"2478000","0.19"
"2492000","0.2"
"2506000","0.17"
"2520000","0.17"
"2534000","0.22"
"2548000","0.14"
"2562000","0.18"
"2576000","0.23"
"2590000","0.26"
"2604000","0.18"
"2618000","0.22"
"2632000","0.18"
"2646000","0.22"
"2660000","0.18"
"2674000","0.18"
"2688000","0.26"
"2702000","0.17"
"2716000","0.17"
"2730000","0.14"
"2744000","0.23"
"2758000","0.16"
"2772000","0.15"
"2786000","0.19"
"2800000","0.26"
"2814000","0.23"
"2828000","0.23"
"2842000","0.25"
"2856000","0.26"
"2870000","0.21"
"2884000","0.24"
"2898000","0.14"
"2912000","0.24"
"2926000","0.2"
"2940000","0.22"
"2954000","0.18"
"2968000","0.3"
"2982000","0.19"
"2996000","0.15"
"3010000","0.23"
"3024000","0.23"
"3038000","0.16"
"3052000","0.22"
"3066000","0.18"
"3080000","0.11"
"3094000","0.13"
"3108000","0.19"
"3122000","0.22"
"3136000","0.2"
"3150000","0.22"
"3164000","0.16"
"3178000","0.26"
"3192000","0.26"
"3206000","0.21"
"3220000","0.22"
"3234000","0.16"
"3248000","0.23"
"3262000","0.2"
"3276000","0.26"
"3290000","0.2"
"3304000","0.29"
"3318000","0.19"
"3332000","0.18"
"3346000","0.14"
"3360000","0.17"
"3374000","0.26"
"3388000","0.25"
"3402000","0.22"
"3416000","0.29"
"3430000","0.2"
"3444000","0.21"
"3458000","0.22"
"3472000","0.2"
"3486000","0.2"
"3500000","0.26"
"3514000","0.23"
"3528000","0.24"
"3542000","0.26"
"3556000","0.19"
"3570000","0.28"
"3584000","0.19"
"3598000","0.27"
"3612000","0.22"
"3626000","0.21"
"3640000","0.17"
"3654000","0.23"
"3668000","0.24"
"3682000","0.24"
"3696000","0.3"
"3710000","0.24"
"3724000","0.23"
"3738000","0.22"
"3752000","0.23"
"3766000","0.2"
"3780000","0.27"
"3794000","0.24"
"3808000","0.21"
"3822000","0.2"
"3836000","0.29"
"3850000","0.18"
"3864000","0.2"
"3878000","0.18"
"3892000","0.22"
"3906000","0.19"
"3920000","0.18"
"3934000","0.18"
"3948000","0.26"
"3962000","0.16"
"3976000","0.24"
"3990000","0.27"
"4004000","0.24"
"4018000","0.16"
"4032000","0.21"
"4046000","0.21"
"4060000","0.22"
"4074000","0.2"
"4088000","0.29"
"4102000","0.28"
"4116000","0.3"
"4130000","0.21"
"4144000","0.15"
"4158000","0.23"
"4172000","0.17"
"4186000","0.26"
"4200000","0.26"
"4214000","0.22"
"4228000","0.13"
"4242000","0.2"
"4256000","0.25"
"4270000","0.25"
"4284000","0.26"
"4298000","0.27"
"4312000","0.19"
"4326000","0.27"
"4340000","0.18"
"4354000","0.21"
"4368000","0.28"
"4382000","0.23"
"4396000","0.15"
"4410000","0.2"
"4424000","0.26"
"4438000","0.17"
"4452000","0.31"
"4466000","0.18"
"4480000","0.27"
"4494000","0.25"
"4508000","0.25"
"4522000","0.17"
"4536000","0.19"
"4550000","0.19"
"4564000","0.25"
"4578000","0.3"
"4592000","0.31"
"4606000","0.25"
"4620000","0.21"
"4634000","0.19"
"4648000","0.35"
"4662000","0.24"
"4676000","0.19"
"4690000","0.17"
"4704000","0.32"
"4718000","0.24"
"4732000","0.22"
"4746000","0.31"
"4760000","0.2"
"4774000","0.12"
"4788000","0.21"
"4802000","0.29"
"4816000","0.21"
"4830000","0.25"
"4844000","0.28"
"4858000","0.23"
"4872000","0.18"
"4886000","0.26"
"4900000","0.26"
"4914000","0.26"
"4928000","0.3"
"4942000","0.35"
"4956000","0.31"
"4970000","0.3"
"4984000","0.27"
"4998000","0.3"
"5012000","0.27"
"5026000","0.32"
"5040000","0.27"
"5054000","0.27"
"5068000","0.25"
"5082000","0.18"
"5096000","0.3"
"5110000","0.22"
"5124000","0.3"
"5138000","0.24"
"5152000","0.28"
"5166000","0.32"
"5180000","0.28"
"5194000","0.32"
"5208000","0.28"
"5222000","0.22"
"5236000","0.28"
"5250000","0.18"
"5264000","0.27"
"5278000","0.21"
"5292000","0.27"
"5306000","0.23"
"5320000","0.33"
"5334000","0.2"
"5348000","0.22"
"5362000","0.25"
"5376000","0.28"
"5390000","0.22"
"5404000","0.35"
"5418000","0.21"
"5432000","0.26"
"5446000","0.26"
"5460000","0.29"
"5474000","0.33"
"5488000","0.3"
"5502000","0.28"
"5516000","0.37"
"5530000","0.24"
"5544000","0.27"
"5558000","0.29"
"5572000","0.29"
"5586000","0.33"
"5600000","0.36"
"5614000","0.27"
"5628000","0.31"
"5642000","0.29"
"5656000","0.36"
"5670000","0.37"
"5684000","0.31"
"5698000","0.32"
"5712000","0.39"
"5726000","0.33"
"5740000","0.24"
"5754000","0.32"
"5768000","0.23"
"5782000","0.28"
"5796000","0.3"
"5810000","0.29"
"5824000","0.29"
"5838000","0.3"
"5852000","0.33"
"5866000","0.29"
"5880000","0.34"
"5894000","0.3"
"5908000","0.35"
"5922000","0.33"
"5936000","0.3"
"5950000","0.28"
"5964000","0.19"
"5978000","0.37"
"5992000","0.26"
"6006000","0.25"
"6020000","0.23"
"6034000","0.37"
"6048000","0.27"
"6062000","0.21"
"6076000","0.29"
"6090000","0.35"
"6104000","0.33"
"6118000","0.32"
"6132000","0.33"
"6146000","0.25"
"6160000","0.27"
"6174000","0.33"
"6188000","0.31"
"6202000","0.35"
"6216000","0.26"
"6230000","0.25"
"6244000","0.32"
"6258000","0.28"
"6272000","0.33"
"6286000","0.32"
"6300000","0.29"
"6314000","0.27"
"6328000","0.32"
"6342000","0.41"
"6356000","0.3"
"6370000","0.35"
"6384000","0.27"
"6398000","0.26"
"6412000","0.34"
"6426000","0.31"
"6440000","0.23"
"6454000","0.32"
"6468000","0.26"
"6482000","0.22"
"6496000","0.31"
"6510000","0.32"
"6524000","0.33"
"6538000","0.35"
"6552000","0.32"
"6566000","0.26"
"6580000","0.29"
"6594000","0.3"
"6608000","0.28"
"6622000","0.32"
"6636000","0.26"
"6650000","0.28"
"6664000","0.27"
"6678000","0.27"
"6692000","0.21"
"6706000","0.29"
"6720000","0.25"
"6734000","0.32"
"6748000","0.25"
"6762000","0.33"
"6776000","0.28"
"6790000","0.35"
"6804000","0.31"
"6818000","0.36"
"6832000","0.27"
"6846000","0.28"
"6860000","0.31"
"6874000","0.21"
"6888000","0.26"
"6902000","0.31"
"6916000","0.32"
"6930000","0.28"
"6944000","0.25"
"6958000","0.31"
"6972000","0.37"
"6986000","0.35"
"7000000","0.36"
"7014000","0.22"
"7028000","0.35"
"7042000","0.29"
"7056000","0.27"
"7070000","0.34"
"7084000","0.33"
"7098000","0.25"
"7112000","0.34"
"7126000","0.27"
"7140000","0.31"
"7154000","0.3"
"7168000","0.3"
"7182000","0.29"
"7196000","0.28"
"7210000","0.29"
"7224000","0.27"
"7238000","0.35"
"7252000","0.36"
"7266000","0.25"
"7280000","0.3"
"7294000","0.34"
"7308000","0.31"
"7322000","0.37"
"7336000","0.29"
"7350000","0.31"
"7364000","0.3"
"7378000","0.16"
"7392000","0.36"
"7406000","0.3"
"7420000","0.29"
"7434000","0.34"
"7448000","0.39"
"7462000","0.37"
"7476000","0.31"
"7490000","0.28"
"7504000","0.35"
"7518000","0.32"
"7532000","0.41"
"7546000","0.37"
"7560000","0.3"
"7574000","0.27"
"7588000","0.23"
"7602000","0.24"
"7616000","0.26"
"7630000","0.3"
"7644000","0.29"
"7658000","0.35"
"7672000","0.37"
"7686000","0.29"
"7700000","0.37"
"7714000","0.37"
"7728000","0.43"
"7742000","0.27"
"7756000","0.37"
"7770000","0.3"
"7784000","0.29"
"7798000","0.34"
"7812000","0.41"
"7826000","0.3"
"7840000","0.29"
"7854000","0.4"
"7868000","0.34"
"7882000","0.37"
"7896000","0.26"
"7910000","0.45"
"7924000","0.34"
"7938000","0.34"
"7952000","0.41"
"7966000","0.45"
"7980000","0.35"
"7994000","0.37"
"8008000","0.39"
"8022000","0.28"
"8036000","0.28"
"8050000","0.29"
"8064000","0.45"
"8078000","0.29"
"8092000","0.42"
"8106000","0.4"
"8120000","0.33"
"8134000","0.35"
"8148000","0.28"
"8162000","0.37"
"8176000","0.38"
"8190000","0.35"
"8204000","0.36"
"8218000","0.35"
"8232000","0.4"
"8246000","0.41"
"8260000","0.37"
"8274000","0.42"
"8288000","0.36"
"8302000","0.31"
"8316000","0.32"
"8330000","0.46"
"8344000","0.37"
"8358000","0.46"
"8372000","0.37"
"8386000","0.39"
"8400000","0.37"
"8414000","0.36"
"8428000","0.33"
"8442000","0.38"
"8456000","0.39"
"8470000","0.38"
"8484000","0.44"
"8498000","0.39"
"8512000","0.41"
"8526000","0.35"
"8540000","0.5"
"8554000","0.45"
"8568000","0.4"
"8582000","0.4"
"8596000","0.31"
"8610000","0.42"
"8624000","0.36"
"8638000","0.35"
"8652000","0.37"
"8666000","0.44"
"8680000","0.41"
"8694000","0.4"
"8708000","0.51"
"8722000","0.44"
"8736000","0.44"
"8750000","0.43"
"8764000","0.35"
"8778000","0.44"
"8792000","0.36"
"8806000","0.47"
"8820000","0.42"
"8834000","0.39"
"8848000","0.46"
"8862000","0.35"
"8876000","0.35"
"8890000","0.39"
"8904000","0.37"
"8918000","0.45"
"8932000","0.36"
"8946000","0.32"
"8960000","0.38"
"8974000","0.39"
"8988000","0.41"
"9002000","0.42"
"9016000","0.4"
"9030000","0.54"
"9044000","0.49"
"9058000","0.37"
"9072000","0.44"
"9086000","0.47"
"9100000","0.46"
"9114000","0.49"
"9128000","0.46"
"9142000","0.39"
"9156000","0.44"
"9170000","0.38"
"9184000","0.47"
"9198000","0.46"
"9212000","0.41"
"9226000","0.47"
"9240000","0.42"
"9254000","0.51"
"9268000","0.39"
"9282000","0.4"
"9296000","0.34"
"9310000","0.38"
"9324000","0.44"
"9338000","0.47"
"9352000","0.49"
"9366000","0.48"
"9380000","0.44"
"9394000","0.43"
"9408000","0.43"
"9422000","0.44"
"9436000","0.45"
"9450000","0.5"
"9464000","0.44"
"9478000","0.36"
"9492000","0.36"
"9506000","0.44"
"9520000","0.44"
"9534000","0.42"
"9548000","0.45"
"9562000","0.45"
"9576000","0.53"
"9590000","0.59"
"9604000","0.47"
"9618000","0.45"
"9632000","0.46"
"9646000","0.38"
"9660000","0.45"
"9674000","0.43"
"9688000","0.42"
"9702000","0.47"
"9716000","0.34"
"9730000","0.49"
"9744000","0.37"
"9758000","0.42"
"9772000","0.38"
"9786000","0.51"
"9800000","0.5"
"9814000","0.53"
"9828000","0.51"
"9842000","0.41"
"9856000","0.38"
"9870000","0.39"
"9884000","0.42"
"9898000","0.48"
"9912000","0.48"
"9926000","0.44"
"9940000","0.41"
"9954000","0.41"
"9968000","0.4"
"9982000","0.44"
"9996000","0.49"
"10010000","0.51"
"10024000","0.43"
"10038000","0.47"
"10052000","0.48"
"10066000","0.44"
"10080000","0.48"
"10094000","0.41"
"10108000","0.38"
"10122000","0.57"
"10136000","0.38"
"10150000","0.34"
"10164000","0.48"
"10178000","0.49"
"10192000","0.42"
"10206000","0.46"
"10220000","0.56"
"10234000","0.48"
"10248000","0.48"
"10262000","0.46"
"10276000","0.5"
"10290000","0.48"
"10304000","0.55"
"10318000","0.47"
"10332000","0.46"
"10346000","0.47"
"10360000","0.4"
"10374000","0.45"
"10388000","0.47"
"10402000","0.48"
"10416000","0.47"
"10430000","0.51"
"10444000","0.51"
"10458000","0.39"
"10472000","0.47"
"10486000","0.42"
"10500000","0.46"
"10514000","0.42"
"10528000","0.47"
"10542000","0.32"
"10556000","0.46"
"10570000","0.49"
"10584000","0.48"
"10598000","0.42"
"10612000","0.48"
"10626000","0.39"
"10640000","0.5"
"10654000","0.46"
"10668000","0.48"
"10682000","0.51"
"10696000","0.51"
"10710000","0.38"
"10724000","0.53"
"10738000","0.49"
"10752000","0.47"
"10766000","0.51"
"10780000","0.37"
"10794000","0.49"
"10808000","0.45"
"10822000","0.49"
"10836000","0.45"
"10850000","0.41"
"10864000","0.53"
"10878000","0.56"
"10892000","0.41"
"10906000","0.44"
"10920000","0.51"
"10934000","0.45"
"10948000","0.48"
"10962000","0.47"
"10976000","0.54"
"10990000","0.47"
"11004000","0.58"
"11018000","0.52"
"11032000","0.49"
"11046000","0.61"
"11060000","0.53"
"11074000","0.44"
"11088000","0.5"
"11102000","0.54"
"11116000","0.41"
"11130000","0.43"
"11144000","0.58"
"11158000","0.49"
"11172000","0.56"
"11186000","0.55"
"11200000","0.52"
"11214000","0.49"
"11228000","0.53"
"11242000","0.52"
"11256000","0.5"
"11270000","0.5"
"11284000","0.48"
"11298000","0.39"
"11312000","0.49"
"11326000","0.48"
"11340000","0.53"
"11354000","0.45"
"11368000","0.42"
"11382000","0.44"
"11396000","0.55"
"11410000","0.48"
"11424000","0.5"
"11438000","0.4"
"11452000","0.45"
"11466000","0.5"
"11480000","0.38"
"11494000","0.46"
"11508000","0.49"
"11522000","0.52"
"11536000","0.45"
"11550000","0.48"
"11564000","0.54"
"11578000","0.56"
"11592000","0.52"
"11606000","0.44"
"11620000","0.56"
"11634000","0.48"
"11648000","0.34"
"11662000","0.48"
"11676000","0.39"
"11690000","0.48"
"11704000","0.59"
"11718000","0.5"
"11732000","0.48"
"11746000","0.44"
"11760000","0.46"
"11774000","0.46"
"11788000","0.51"
"11802000","0.47"
"11816000","0.52"
"11830000","0.41"
"11844000","0.52"
"11858000","0.48"
"11872000","0.47"
"11886000","0.46"
"11900000","0.47"
"11914000","0.51"
"11928000","0.51"
"11942000","0.47"
"11956000","0.49"
"11970000","0.48"
"11984000","0.43"
"11998000","0.51"
"12012000","0.55"
"12026000","0.49"
"12040000","0.53"
"12054000","0.46"
"12068000","0.45"
"12082000","0.44"
"12096000","0.42"
"12110000","0.52"
"12124000","0.45"
"12138000","0.38"
"12152000","0.46"
"12166000","0.47"
"12180000","0.46"
"12194000","0.44"
"12208000","0.44"
"12222000","0.4"
"12236000","0.45"
"12250000","0.53"
"12264000","0.5"
"12278000","0.42"
"12292000","0.47"
"12306000","0.5"
"12320000","0.46"
"12334000","0.53"
"12348000","0.48"
"12362000","0.43"
"12376000","0.42"
"12390000","0.54"
"12404000","0.48"
"12418000","0.53"
"12432000","0.49"
"12446000","0.48"
"12460000","0.42"
"12474000","0.5"
"12488000","0.44"
"12502000","0.44"
"12516000","0.46"
"12530000","0.36"
"12544000","0.39"
"12558000","0.49"
"12572000","0.4"
"12586000","0.47"
"12600000","0.49"
"12614000","0.53"
"12628000","0.55"
"12642000","0.44"
"12656000","0.56"
"12670000","0.54"
"12684000","0.46"
"12698000","0.53"
"12712000","0.5"
"12726000","0.54"
"12740000","0.39"
"12754000","0.57"
"12768000","0.57"
"12782000","0.52"
"12796000","0.53"
"12810000","0.43"
"12824000","0.51"
"12838000","0.46"
"12852000","0.44"
"12866000","0.51"
"12880000","0.56"
"12894000","0.45"
"12908000","0.44"
"12922000","0.52"
"12936000","0.59"
"12950000","0.53"
"12964000","0.6"
"12978000","0.59"
"12992000","0.61"
"13006000","0.52"
"13020000","0.52"
"13034000","0.45"
"13048000","0.48"
"13062000","0.45"
"13076000","0.44"
"13090000","0.56"
"13104000","0.59"
"13118000","0.52"
"13132000","0.54"
"13146000","0.56"
"13160000","0.54"
"13174000","0.55"
"13188000","0.55"
"13202000","0.49"
"13216000","0.54"
"13230000","0.49"
"13244000","0.5"
"13258000","0.43"
"13272000","0.47"
"13286000","0.48"
"13300000","0.6"
"13314000","0.5"
"13328000","0.65"
"13342000","0.51"
"13356000","0.52"
"13370000","0.45"
"13384000","0.44"
"13398000","0.52"
"13412000","0.52"
"13426000","0.43"
"13440000","0.46"
"13454000","0.43"
"13468000","0.52"
"13482000","0.56"
"13496000","0.47"
"13510000","0.47"
"13524000","0.53"
"13538000","0.45"
"13552000","0.44"
"13566000","0.38"
"13580000","0.52"
"13594000","0.51"
"13608000","0.58"
"13622000","0.54"
"13636000","0.54"
"13650000","0.45"
"13664000","0.49"
"13678000","0.45"
"13692000","0.61"
"13706000","0.51"
"13720000","0.48"
"13734000","0.62"
"13748000","0.54"
"13762000","0.48"
"13776000","0.56"
"13790000","0.52"
"13804000","0.53"
"13818000","0.63"
"13832000","0.46"
"13846000","0.51"
"13860000","0.57"
"13874000","0.56"
"13888000","0.47"
"13902000","0.53"
"13916000","0.62"
"13930000","0.45"
"13944000","0.52"
"13958000","0.58"
"13972000","0.52"
"13986000","0.59"
"14000000","0.6"
"14014000","0.53"
"14028000","0.45"
"14042000","0.57"
"14056000","0.55"
"14070000","0.52"
"14084000","0.54"
"14098000","0.62"
"14112000","0.51"
"14126000","0.63"
"14140000","0.52"
"14154000","0.48"
"14168000","0.56"
"14182000","0.43"
"14196000","0.51"
"14210000","0.62"
"14224000","0.5"
"14238000","0.48"
"14252000","0.51"
"14266000","0.49"
"14280000","0.53"
"14294000","0.49"
"14308000","0.56"
"14322000","0.58"
"14336000","0.52"
"14350000","0.54"
"14364000","0.56"
"14378000","0.48"
"14392000","0.54"
"14406000","0.52"
"14420000","0.61"
"14434000","0.56"
"14448000","0.5"
"14462000","0.5"
"14476000","0.46"
"14490000","0.51"
"14504000","0.57"
"14518000","0.48"
"14532000","0.52"
"14546000","0.48"
"14560000","0.55"
"14574000","0.53"
"14588000","0.6"
"14602000","0.51"
"14616000","0.47"
"14630000","0.58"
"14644000","0.56"
"14658000","0.52"
"14672000","0.52"
"14686000","0.46"
"14700000","0.43"
"14714000","0.54"
"14728000","0.53"
"14742000","0.43"
"14756000","0.61"
"14770000","0.56"
"14784000","0.48"
"14798000","0.51"
"14812000","0.66"
"14826000","0.6"
"14840000","0.53"
"14854000","0.46"
"14868000","0.42"
"14882000","0.53"
"14896000","0.5"
"14910000","0.56"
"14924000","0.57"
"14938000","0.5"
"14952000","0.6"
"14966000","0.46"
"14980000","0.43"
"14994000","0.57"
"15008000","0.53"
"15022000","0.51"
"15036000","0.46"
"15050000","0.41"
"15064000","0.52"
"15078000","0.53"
"15092000","0.47"
"15106000","0.64"
"15120000","0.51"
"15134000","0.62"
"15148000","0.68"
"15162000","0.61"
"15176000","0.6"
"15190000","0.49"
"15204000","0.53"
"15218000","0.54"
"15232000","0.51"
"15246000","0.56"
"15260000","0.59"
"15274000","0.55"
"15288000","0.49"
"15302000","0.55"
"15316000","0.57"
"15330000","0.58"
"15344000","0.55"
"15358000","0.58"
"15372000","0.5"
"15386000","0.54"
"15400000","0.6"
"15414000","0.52"
"15428000","0.52"
"15442000","0.61"
"15456000","0.59"
"15470000","0.53"
"15484000","0.51"
"15498000","0.51"
"15512000","0.55"
"15526000","0.62"
"15540000","0.54"
"15554000","0.63"
"15568000","0.43"
"15582000","0.53"
"15596000","0.61"
"15610000","0.51"
"15624000","0.5"
"15638000","0.55"
"15652000","0.46"
"15666000","0.52"
"15680000","0.55"
"15694000","0.56"
"15708000","0.45"
"15722000","0.44"
"15736000","0.56"
"15750000","0.57"
"15764000","0.65"
"15778000","0.6"
"15792000","0.6"
"15806000","0.53"
"15820000","0.57"
"15834000","0.56"
"15848000","0.51"
"15862000","0.57"
"15876000","0.58"
"15890000","0.62"
"15904000","0.62"
"15918000","0.53"
"15932000","0.54"
"15946000","0.52"
"15960000","0.52"
"15974000","0.69"
"15988000","0.66"
"16002000","0.58"
"16016000","0.58"
"16030000","0.57"
"16044000","0.53"
"16058000","0.45"
"16072000","0.53"
"16086000","0.61"
"16100000","0.5"
"16114000","0.66"
"16128000","0.5"
"16142000","0.59"
"16156000","0.61"
"16170000","0.6"
"16184000","0.55"
"16198000","0.48"
"16212000","0.61"
"16226000","0.62"
"16240000","0.54"
"16254000","0.6"
"16268000","0.68"
"16282000","0.5"
"16296000","0.58"
"16310000","0.49"
"16324000","0.46"
"16338000","0.52"
"16352000","0.5"
"16366000","0.56"
"16380000","0.57"
"16394000","0.62"
"16408000","0.61"
"16422000","0.56"
"16436000","0.48"
"16450000","0.51"
"16464000","0.41"
"16478000","0.54"
"16492000","0.55"
"16506000","0.62"
"16520000","0.6"
"16534000","0.6"
"16548000","0.59"
"16562000","0.59"
"16576000","0.61"
"16590000","0.55"
"16604000","0.56"
"16618000","0.53"
"16632000","0.56"
"16646000","0.55"
"16660000","0.56"
"16674000","0.63"
"16688000","0.57"
"16702000","0.53"
"16716000","0.56"
"16730000","0.66"
"16744000","0.61"
"16758000","0.64"
"16772000","0.55"
"16786000","0.55"
"16800000","0.59"
"16814000","0.54"
"16828000","0.71"
"16842000","0.53"
"16856000","0.53"
"16870000","0.63"
"16884000","0.57"
"16898000","0.53"
"16912000","0.59"
"16926000","0.62"
"16940000","0.56"
"16954000","0.57"
"16968000","0.61"
"16982000","0.63"
"16996000","0.64"
"17010000","0.53"
"17024000","0.58"
"17038000","0.58"
"17052000","0.63"
"17066000","0.56"
"17080000","0.57"
"17094000","0.56"
"17108000","0.55"
"17122000","0.56"
"17136000","0.64"
"17150000","0.63"
"17164000","0.59"
"17178000","0.54"
"17192000","0.61"
"17206000","0.54"
"17220000","0.46"
"17234000","0.62"
"17248000","0.65"
"17262000","0.68"
"17276000","0.55"
"17290000","0.57"
"17304000","0.56"
"17318000","0.57"
"17332000","0.51"
"17346000","0.59"
"17360000","0.53"
"17374000","0.53"
"17388000","0.58"
"17402000","0.47"
"17416000","0.57"
"17430000","0.61"
"17444000","0.61"
"17458000","0.57"
"17472000","0.62"
"17486000","0.62"
"17500000","0.59"
"17514000","0.58"
"17528000","0.62"
"17542000","0.66"
"17556000","0.63"
"17570000","0.66"
"17584000","0.69"
"17598000","0.69"
"17612000","0.69"
"17626000","0.53"
"17640000","0.68"
"17654000","0.64"
"17668000","0.65"
"17682000","0.69"
"17696000","0.73"
"17710000","0.7"
"17724000","0.7"
"17738000","0.69"
"17752000","0.65"
"17766000","0.68"
"17780000","0.65"
"17794000","0.72"
"17808000","0.65"
"17822000","0.61"
"17836000","0.67"
"17850000","0.68"
"17864000","0.58"
"17878000","0.68"
"17892000","0.75"
"17906000","0.64"
"17920000","0.75"
"17934000","0.68"
"17948000","0.58"
"17962000","0.73"
"17976000","0.67"
"17990000","0.65"
"18004000","0.7"
"18018000","0.82"
"18032000","0.63"
"18046000","0.65"
"18060000","0.72"
"18074000","0.64"
"18088000","0.74"
"18102000","0.78"
"18116000","0.74"
"18130000","0.75"
"18144000","0.79"
"18158000","0.73"
"18172000","0.6"
"18186000","0.7"
"18200000","0.68"
"18214000","0.73"
"18228000","0.68"
"18242000","0.74"
"18256000","0.7"
"18270000","0.74"
"18284000","0.79"
"18298000","0.78"
"18312000","0.68"
"18326000","0.76"
"18340000","0.69"
"18354000","0.68"
"18368000","0.63"
"18382000","0.7"
"18396000","0.72"
"18410000","0.66"
"18424000","0.77"
"18438000","0.7"
"18452000","0.68"
"18466000","0.73"
"18480000","0.78"
"18494000","0.75"
"18508000","0.74"
"18522000","0.73"
"18536000","0.7"
"18550000","0.76"
"18564000","0.73"
"18578000","0.68"
"18592000","0.77"
"18606000","0.68"
"18620000","0.7"
"18634000","0.71"
"18648000","0.66"
"18662000","0.67"
"18676000","0.66"
"18690000","0.67"
"18704000","0.71"
"18718000","0.76"
"18732000","0.76"
"18746000","0.69"
"18760000","0.78"
"18774000","0.72"
"18788000","0.74"
"18802000","0.76"
"18816000","0.8"
"18830000","0.83"
"18844000","0.72"
"18858000","0.77"
"18872000","0.72"
"18886000","0.77"
"18900000","0.72"
"18914000","0.76"
"18928000","0.72"
"18942000","0.8"
"18956000","0.73"
"18970000","0.7"
"18984000","0.75"
"18998000","0.68"
"19012000","0.85"
"19026000","0.7"
"19040000","0.72"
"19054000","0.73"
"19068000","0.75"
"19082000","0.78"
"19096000","0.75"
"19110000","0.82"
"19124000","0.77"
"19138000","0.78"
"19152000","0.77"
"19166000","0.72"
"19180000","0.75"
"19194000","0.81"
"19208000","0.82"
"19222000","0.68"
"19236000","0.75"
"19250000","0.75"
"19264000","0.77"
"19278000","0.81"
"19292000","0.82"
"19306000","0.77"
"19320000","0.75"
"19334000","0.81"
"19348000","0.8"
"19362000","0.76"
"19376000","0.78"
"19390000","0.8"
"19404000","0.76"
"19418000","0.72"
"19432000","0.81"
"19446000","0.81"
"19460000","0.77"
"19474000","0.8"
"19488000","0.79"
"19502000","0.68"
"19516000","0.76"
"19530000","0.75"
"19544000","0.8"
"19558000","0.75"
"19572000","0.7"
"19586000","0.78"
"19600000","0.75"
"19614000","0.75"
