"Step","phase_pb_warmup6iter_length200_seed3 - 4cover_rate"
"23040000","0.6845"
"23220000","0.6925"
"23400000","0.7188"
"23580000","0.6921"
"23760000","0.6854"
"23940000","0.6898"
"24120000","0.7051000000000001"
"24300000","0.7104"
"24480000","0.7001000000000001"
"24660000","0.6882"
"24840000","0.7079000000000001"
"25020000","0.6990999999999999"
"25200000","0.7042999999999999"
"25380000","0.7043999999999999"
"25560000","0.6952"
"25740000","0.7149"
"25920000","0.7127"
"26100000","0.7352000000000001"
"26280000","0.7122"
"26460000","0.7162999999999999"
"26640000","0.7039"
"26820000","0.715"
"27000000","0.6980999999999999"
"27180000","0.7273"
"27360000","0.7294"
"27540000","0.7068"
"27720000","0.726"
"27900000","0.7132000000000001"
"28080000","0.7202999999999999"
"28260000","0.703"
"28440000","0.7162999999999999"
"28620000","0.7249000000000001"
"28800000","0.7232999999999999"
"28980000","0.7211000000000001"
"29160000","0.7115"
"29340000","0.7084000000000001"
"29520000","0.7007000000000001"
"29700000","0.6947"
"29880000","0.707"
"30060000","0.7196"
"30240000","0.7226"
"30420000","0.7112999999999999"
"30600000","0.7169000000000001"
"30780000","0.7137"
"30960000","0.7289000000000001"
"31140000","0.7322000000000001"
"31320000","0.748"
"31500000","0.7475"
"31680000","0.7206"
"31860000","0.7289000000000001"
"32040000","0.7587"
"32220000","0.7360999999999999"
"32400000","0.7445"
"32580000","0.7482000000000001"
"32760000","0.7482000000000001"
"32940000","0.7352000000000001"
"33120000","0.7483000000000001"
"33300000","0.7486"
"33480000","0.738"
"33660000","0.7513"
"33840000","0.7404"
"34020000","0.7336"
"34200000","0.7493"
"34380000","0.7443"
"34560000","0.7197"
"34740000","0.7657"
"34920000","0.7508"
"35100000","0.7507"
"35280000","0.7457999999999999"
"35460000","0.7536999999999999"
"35640000","0.7586"
"35820000","0.7630999999999999"
"36000000","0.7515999999999999"
"36180000","0.7579"
"36360000","0.765"
"36540000","0.7513"
"36720000","0.7539"
"36900000","0.7639000000000001"
"37080000","0.7362000000000001"
"37260000","0.7686000000000001"
"37440000","0.7509"
"37620000","0.739"
"37800000","0.762"
"37980000","0.7486"
"38160000","0.7653"
"38340000","0.7717999999999999"
"38520000","0.766"
"38700000","0.766"
"38880000","0.7662"
"39060000","0.7775"
"39240000","0.759"
"39420000","0.7697"
"39600000","0.7573"
"39780000","0.7765"
"39960000","0.7743"
"40140000","0.7667999999999999"
"40320000","0.7801000000000001"
"40500000","0.783"
"40680000","0.7793"
"40860000","0.5932999999999999"
"41040000","0.6156999999999999"
"41220000","0.6557000000000001"
"41400000","0.6938"
"41580000","0.6848000000000001"
"41760000","0.7101"
"41940000","0.6997000000000001"
"42120000","0.6938"
"42300000","0.6899"
"42480000","0.7318"
"42660000","0.7213999999999999"
"42840000","0.7273"
"43020000","0.7402000000000001"
"43200000","0.7408"
"43380000","0.7263999999999999"
"43560000","0.7432000000000001"
"43740000","0.7246"
"43920000","0.7562000000000001"
"44100000","0.7318000000000001"
"44280000","0.7503"
"44460000","0.7662"
"44640000","0.7424000000000001"
"44820000","0.7342000000000001"
"45000000","0.7597999999999999"
"45180000","0.7626000000000001"
"45360000","0.7769000000000001"
"45540000","0.7604"
"45720000","0.7641999999999999"
"45900000","0.7697999999999999"
"46080000","0.7684"
"46260000","0.7694"
"46440000","0.7511"
"46620000","0.7833"
"46800000","0.7529"
"46980000","0.7405"
"47160000","0.747"
"47340000","0.7346"
"47520000","0.7309"
"47700000","0.7605"
"47880000","0.7507999999999999"
"48060000","0.7563"
"48240000","0.743"
"48420000","0.7539"
"48600000","0.7524"
"48780000","0.7597999999999999"
"48960000","0.7675"
"49140000","0.7619000000000001"
"49320000","0.7704"
"49500000","0.7636"
"49680000","0.758"
"49860000","0.7513000000000001"
"50040000","0.7657"
"50220000","0.7663"
"50400000","0.7624000000000001"
"50580000","0.7607999999999999"
"50760000","0.7494000000000001"
"50940000","0.7587999999999999"
"51120000","0.741"
"51300000","0.7535"
"51480000","0.7424000000000001"
"51660000","0.7626999999999999"
"51840000","0.7433000000000001"
"52020000","0.7537"
"52200000","0.722"
"52380000","0.7314"
"52560000","0.7313999999999999"
"52740000","0.7172000000000001"
"52920000","0.7096"
"53100000","0.7248"
"53280000","0.7507"
"53460000","0.7593"
"53640000","0.7583"
"53820000","0.7486"
"54000000","0.7532000000000001"
"54180000","0.7296"
"54360000","0.7455"
"54540000","0.7281"
"54720000","0.7637999999999999"
"54900000","0.7572000000000001"
"55080000","0.7476999999999999"
"55260000","0.7397"
"55440000","0.7617"
"55620000","0.755"
"55800000","0.7688"
"55980000","0.7747"
"56160000","0.7674000000000001"
"56340000","0.7788999999999999"
"56520000","0.7567"
"56700000","0.7614"
"56880000","0.7432000000000001"
"57060000","0.7696999999999999"
"57240000","0.7563"
"57420000","0.7672"
"57600000","0.7764"
"57780000","0.7557"
"57960000","0.7776000000000001"
"58140000","0.7467999999999999"
"58320000","0.7627999999999999"
"58500000","0.7573"
"58680000","0.7467999999999999"
"58860000","0.7553999999999998"
"59040000","0.7517"
"59220000","0.7617"
"59400000","0.7552000000000001"
"59580000","0.7637"
"59760000","0.746"
"59940000","0.7464"
"60120000","0.743"
"60300000","0.7575"
"60480000","0.7701999999999999"
"60660000","0.7659"
"60840000","0.7477"
"61020000","0.7452000000000001"
"61200000","0.7871"
"61380000","0.773"
"61560000","0.7659"
"61740000","0.7403"
"61920000","0.7798999999999999"
"62100000","0.7655"
"62280000","0.7366999999999999"
"62460000","0.771"
"62640000","0.7686000000000001"
"62820000","0.7547"
"63000000","0.7681999999999999"
"63180000","0.7823"
"63360000","0.7559"
"63540000","0.7646"
"63720000","0.7632000000000001"
"63900000","0.7617999999999999"
"64080000","0.7572000000000001"
"64260000","0.7785"
"64440000","0.7714000000000001"
"64620000","0.7933"
"64800000","0.7811"
"64980000","0.7867999999999999"
"65160000","0.7887000000000001"
"65340000","0.7783"
"65520000","0.7755"
"65700000","0.7992"
"65880000","0.801"
"66060000","0.8031"
"66240000","0.793"
"66420000","0.7915"
"66600000","0.7784000000000001"
"66780000","0.7813000000000001"
"66960000","0.8029"
"67140000","0.8029"
"67320000","0.7831999999999999"
"67500000","0.7872"
"67680000","0.7857999999999999"
"67860000","0.7767000000000001"
"68040000","0.7782"
"68220000","0.7786000000000001"
"68400000","0.7874000000000001"
"68580000","0.791"
"68760000","0.779"
"68940000","0.7877000000000001"
"69120000","0.7639000000000001"
"69300000","0.7763"
"69480000","0.7878"
"69660000","0.7843"
"69840000","0.789"
"70020000","0.8039"
"70200000","0.7785"
"70380000","0.7997000000000001"
"70560000","0.7985"
"70740000","0.7885"
"70920000","0.7944"
"71100000","0.7820999999999999"
"71280000","0.7913"
"71460000","0.7903"
"71640000","0.796"
"71820000","0.8108000000000001"
"72000000","0.7995999999999999"
"72180000","0.8075"
"72360000","0.8012999999999999"
"72540000","0.8007000000000001"
"72720000","0.7991999999999999"
"72900000","0.802"
"73080000","0.7995"
"73260000","0.8011"
"73440000","0.8040999999999999"
"73620000","0.8011"
"73800000","0.7912"
"73980000","0.8041"
"74160000","0.8038"
"74340000","0.8139"
"74520000","0.8098"
"74700000","0.8168"
"74880000","0.7903"
"75060000","0.7934"
"75240000","0.7772"
"75420000","0.7847000000000001"
"75600000","0.7857"
"75780000","0.8058"
"75960000","0.7962"
"76140000","0.7681"
"76320000","0.7772"
"76500000","0.7907000000000001"
"76680000","0.7841999999999999"
"76860000","0.7857999999999999"
"77040000","0.7864"
"77220000","0.8121999999999999"
"77400000","0.8070999999999999"
"77580000","0.8065"
"77760000","0.7948999999999999"
"77940000","0.7909"
"78120000","0.7882"
"78300000","0.7923"
"78480000","0.7766"
"78660000","0.7884"
"78840000","0.8132"
"79020000","0.8028"
"79200000","0.8172999999999999"
"79380000","0.8152999999999999"
"79560000","0.7975"
"79740000","0.8103"
"79920000","0.8114"
"80100000","0.8168"
"80280000","0.8185999999999999"
"80460000","0.8042999999999999"
"80640000","0.8106"
"80820000","0.8055"
"81000000","0.8105999999999999"
"81180000","0.8266"
"81360000","0.8143"
