"Step","mix4n8_mix_decay_sp_mixdecayfre30_seed2 - 8cover_rate"
"26260290","0.7031"
"26375580","0.65175"
"26490870","0.62275"
"26606160","0.61795"
"26721450","0.6347"
"26836740","0.66775"
"26952030","0.6917"
"27067320","0.6955999999999999"
"27182610","0.699"
"27297900","0.68245"
"27423900","0.74035"
"27549900","0.71985"
"27675900","0.7503"
"27801900","0.73705"
"27927900","0.7535999999999999"
"28053900","0.797"
"28179900","0.809"
"28305900","0.781"
"28431900","0.7592"
"28557900","0.8000999999999999"
"28694610","0.7813500000000001"
"28831320","0.8218"
"28968030","0.79885"
"29104740","0.8221999999999999"
"29241450","0.83625"
"29378160","0.81905"
"29514870","0.8145"
"29651580","0.81065"
"29788290","0.82445"
"29925000","0.82805"
"30072000","0.8415499999999999"
"30219000","0.8441000000000001"
"30366000","0.8425499999999999"
"30513000","0.8434"
"30660000","0.85325"
"30807000","0.8488499999999999"
"30954000","0.84475"
"31101000","0.8452999999999999"
"31248000","0.85315"
"31395000","0.8645"
"31552290","0.8723999999999998"
"31709580","0.84185"
"31866870","0.8257000000000001"
"32024160","0.84425"
"32181450","0.8505999999999999"
"32338740","0.8429500000000001"
"32496030","0.8591"
"32653320","0.84825"
"32810610","0.8354499999999999"
"32967900","0.8224499999999999"
"33135900","0.8378499999999999"
"33303900","0.8398499999999999"
"33471900","0.83975"
"33639900","0.8588499999999999"
"33807900","0.83315"
"33975900","0.7771500000000001"
"34143900","0.7854"
"34311900","0.8035999999999999"
"34479900","0.83205"
"34647900","0.84475"
"34826400","0.82155"
"35004900","0.8290500000000001"
"35183400","0.8459"
"35361900","0.8391000000000001"
"35540400","0.85865"
"35718900","0.84965"
"35897400","0.8564"
"36075900","0.8525"
"36254400","0.8643"
"36432900","0.86265"
"36621900","0.869"
"36810900","0.8649499999999999"
"36999900","0.8806499999999999"
"37188900","0.8707999999999999"
"37377900","0.8852000000000001"
"37566900","0.8137000000000001"
"37755900","0.8271499999999999"
"37944900","0.8455499999999999"
"38133900","0.8601499999999999"
"38322900","0.8568"
"38522190","0.8803499999999999"
"38721480","0.8849"
"38920770","0.89045"
"39120060","0.8642000000000001"
"39319350","0.87525"
"39518640","0.86805"
"39717930","0.8896999999999999"
"39917220","0.89595"
"40116510","0.8807999999999999"
"40315800","0.8950999999999999"
"40525800","0.8821"
"40735800","0.90385"
"40945800","0.9269"
"41155800","0.9338"
"41365800","0.94415"
"41575800","0.9371"
"41785800","0.9215"
"41995800","0.9228"
"42205800","0.91615"
"42415800","0.9363"
"42625800","0.9386"
"42835800","0.94275"
"43045800","0.94465"
"43255800","0.9297"
"43465800","0.94245"
"43675800","0.9237"
"43885800","0.9504"
"44095800","0.9475"
"44305800","0.95315"
"44515800","0.95395"
"44715090","0.9508"
"44914380","0.9619"
"45113670","0.9577"
"45312960","0.9479"
"45512250","0.92645"
"45711540","0.9368"
"45910830","0.9429999999999998"
"46110120","0.95155"
"46309410","0.9452"
"46508700","0.95295"
"46697700","0.9479"
"46886700","0.94825"
"47075700","0.95435"
"47264700","0.94205"
"47453700","0.94255"
"47642700","0.94535"
"47831700","0.9545"
"48020700","0.9508"
"48209700","0.9418"
"48398700","0.9435"
"48577410","0.952"
"48756120","0.9606"
"48934830","0.9614"
"49113540","0.96765"
"49292250","0.96355"
"49470960","0.9613999999999998"
"49649670","0.9533"
"49828380","0.95405"
"50007090","0.9587"
"50185800","0.96335"
"50353800","0.9747"
"50521800","0.96355"
"50689800","0.96365"
"50857800","0.97555"
"51025800","0.9701499999999998"
"51193800","0.973"
"51361800","0.97565"
"51529800","0.9765"
"51697800","0.96665"
"51865800","0.9634"
"52023510","0.9675"
"52181220","0.97055"
"52338930","0.97385"
