"Step","amigo_map66_teacherhorizon20_seed1 - training_cover_rate"
"7210000","0.0003"
"7245000","0"
"7280000","0.0004"
"7315000","0.00030000000000000003"
"7350000","0"
"7385000","0.0002"
"7420000","0"
"7455000","0"
"7490000","0"
"7525000","0"
"7560000","0"
"7595000","0.0002"
"7630000","0"
"7665000","0"
"7700000","0.0001"
"7735000","0"
"7770000","0"
"7805000","0"
"7840000","0"
"7875000","0.0001"
"7910000","0"
"7945000","0"
"7980000","0.0002"
"8015000","0"
"8050000","0.0001"
"8085000","0.0002"
"8120000","0"
"8155000","0.0001"
"8190000","0.0002"
"8225000","0.0004"
"8260000","0.0003"
"8295000","0"
"8330000","0.0001"
"8365000","0.0005"
"8400000","0.0002"
"8435000","0.0005"
"8470000","0.0001"
"8505000","0.0004"
"8540000","0"
"8575000","0.0001"
"8610000","0.0002"
"8645000","0.00030000000000000003"
"8680000","0.0008"
"8715000","0.0001"
"8750000","0.0003"
"8785000","0.00030000000000000003"
"8820000","0.0007"
"8855000","0.0006000000000000001"
"8890000","0.00030000000000000003"
"8925000","0.0004"
"8960000","0.0004"
"8995000","0"
"9030000","0.0001"
"9065000","0"
"9100000","0.0001"
"9135000","0.0002"
"9170000","0"
"9205000","0.0001"
"9240000","0.0007"
"9275000","0.0006000000000000001"
"9310000","0.00030000000000000003"
"9345000","0.0007999999999999999"
"9380000","0.0006000000000000001"
"9415000","0"
"9450000","0"
"9485000","0.0003"
"9520000","0.0004"
"9555000","0.0001"
"9590000","0"
"9625000","0"
"9660000","0"
"9695000","0.0005"
"9730000","0.0004"
"9765000","0.0001"
"9800000","0.0007"
"9835000","0.0009"
"9870000","0.0005"
"9905000","0"
"9940000","0"
"9975000","0.00030000000000000003"
"10010000","0.0004"
"10045000","0"
"10080000","0.00030000000000000003"
"10115000","0"
"10150000","0"
"10185000","0"
"10220000","0.0001"
"10255000","0"
"10290000","0"
"10325000","0.0004"
"10360000","0.0004"
"10395000","0.0004"
"10430000","0.0002"
"10465000","0.0002"
"10500000","0.0006000000000000001"
"10535000","0"
"10570000","0.0004"
"10605000","0"
"10640000","0.0001"
"10675000","0.0009"
"10710000","0"
"10745000","0.0008"
"10780000","0.0005"
"10815000","0.0001"
"10850000","0.0007"
"10885000","0.0007"
"10920000","0"
"10955000","0"
"10990000","0.0001"
"11025000","0.0004"
"11060000","0.0006000000000000001"
"11095000","0.00030000000000000003"
"11130000","0.0001"
"11165000","0.00030000000000000003"
"11200000","0.0003"
"11235000","0.0004"
"11270000","0.0002"
"11305000","0.0001"
"11340000","0.0009"
"11375000","0"
"11410000","0.0008"
"11445000","0.0001"
"11480000","0.0002"
"11515000","0.0002"
"11550000","0.0006000000000000001"
"11585000","0.0002"
"11620000","0.0011"
"11655000","0.0001"
"11690000","0.0005"
"11725000","0.0006"
"11760000","0.00030000000000000003"
"11795000","0.0002"
"11830000","0.0002"
"11865000","0.0009"
"11900000","0.0004"
"11935000","0.0004"
"11970000","0.0005"
"12005000","0"
"12040000","0.0008"
"12075000","0.0005"
"12110000","0.0005"
"12145000","0.0026"
"12180000","0.0003"
"12215000","0.001"
"12250000","0.001"
"12285000","0.0002"
"12320000","0.0009"
"12355000","0.0009"
"12390000","0.0019999999999999996"
"12425000","0.0004"
"12460000","0.0005"
"12495000","0.0002"
"12530000","0.0005"
"12565000","0.0006000000000000001"
"12600000","0.0008"
"12635000","0.0017"
"12670000","0.0014000000000000002"
"12705000","0.0008999999999999999"
"12740000","0.0011"
"12775000","0.0008"
"12810000","0.0006"
"12845000","0.0007"
"12880000","0.0013"
"12915000","0.0009000000000000001"
"12950000","0.0016"
"12985000","0.001"
"13020000","0.0017"
"13055000","0.0007999999999999999"
"13090000","0.0031"
"13125000","0.0011"
"13160000","0.0027"
"13195000","0.0015"
"13230000","0.0011"
"13265000","0.0012"
"13300000","0.0015"
"13335000","0.0015"
"13370000","0.0019999999999999996"
"13405000","0.0022"
"13440000","0.0015"
"13475000","0.0017"
"13510000","0.0038"
"13545000","0.0011"
"13580000","0.0031"
"13615000","0.0031000000000000003"
"13650000","0.0027"
"13685000","0.0022"
"13720000","0.0018"
"13755000","0.002"
"13790000","0.0018"
"13825000","0.0038"
"13860000","0.0039"
"13895000","0.0022"
"13930000","0.002599999999999999"
"13965000","0.0038"
"14000000","0.0018000000000000002"
"14035000","0.0039"
"14070000","0.0044"
"14105000","0.0074"
"14140000","0.0063"
"14175000","0.0055"
"14210000","0.0038"
"14245000","0.0048"
"14280000","0.006199999999999999"
"14315000","0.0053"
"14350000","0.0046"
"14385000","0.004700000000000001"
"14420000","0.0073"
"14455000","0.0043"
"14490000","0.004"
"14525000","0.0047"
"14560000","0.0058000000000000005"
"14595000","0.0065"
"14630000","0.0068000000000000005"
"14665000","0.0065"
"14700000","0.0099"
"14735000","0.007"
"14770000","0.0074"
"14805000","0.004200000000000001"
"14840000","0.0070999999999999995"
"14875000","0.0067"
"14910000","0.0078"
"14945000","0.0050999999999999995"
"14980000","0.007200000000000001"
"15015000","0.006900000000000001"
"15050000","0.0085"
"15085000","0.0069"
"15120000","0.006600000000000001"
"15155000","0.004900000000000001"
"15190000","0.007300000000000001"
"15225000","0.0066"
"15260000","0.005"
"15295000","0.0071"
"15330000","0.0037"
"15365000","0.004900000000000001"
"15400000","0.0047"
"15435000","0.005600000000000001"
"15470000","0.0059"
"15505000","0.006"
"15540000","0.0039"
"15575000","0.005300000000000001"
"15610000","0.006"
"15645000","0.005300000000000001"
"15680000","0.0065"
"15715000","0.0046"
"15750000","0.0057"
"15785000","0.0062"
"15820000","0.0050999999999999995"
"15855000","0.0040999999999999995"
"15890000","0.007100000000000001"
"15925000","0.0055"
"15960000","0.0036"
"15995000","0.004200000000000001"
"16030000","0.006699999999999999"
"16065000","0.0050999999999999995"
"16100000","0.005"
"16135000","0.005900000000000001"
"16170000","0.0075"
"16205000","0.0056"
"16240000","0.005"
"16275000","0.007899999999999999"
"16310000","0.0043"
"16345000","0.0048"
"16380000","0.004200000000000001"
"16415000","0.0065"
"16450000","0.0064"
"16485000","0.003"
"16520000","0.005"
"16555000","0.0027"
"16590000","0.004799999999999999"
"16625000","0.0039"
"16660000","0.0034"
"16695000","0.0045"
"16730000","0.0060999999999999995"
"16765000","0.007300000000000001"
"16800000","0.0032"
"16835000","0.0039"
"16870000","0.008199999999999999"
"16905000","0.0028"
"16940000","0.0085"
"16975000","0.0058"
"17010000","0.007200000000000001"
"17045000","0.0038"
"17080000","0.0063"
"17115000","0.0049"
"17150000","0.0038"
"17185000","0.007000000000000001"
"17220000","0.004"
"17255000","0.0034"
"17290000","0.0033"
"17325000","0.004699999999999999"
"17360000","0.0071"
"17395000","0.006300000000000001"
"17430000","0.0037"
"17465000","0.0037"
"17500000","0.0019"
"17535000","0.0052"
"17570000","0.0026999999999999997"
"17605000","0.0021000000000000007"
"17640000","0.0040999999999999995"
"17675000","0.0035"
"17710000","0.0042000000000000015"
"17745000","0.0019000000000000004"
"17780000","0.0023"
"17815000","0.0035"
"17850000","0.0042000000000000015"
"17885000","0.004"
"17920000","0.0049"
"17955000","0.0038"
"17990000","0.0056"
"18025000","0.004200000000000001"
"18060000","0.0035"
"18095000","0.005199999999999999"
"18130000","0.0022"
"18165000","0.0035"
"18200000","0.0034"
"18235000","0.0048"
"18270000","0.0019"
"18305000","0.0038"
"18340000","0.0045"
"18375000","0.004900000000000001"
"18410000","0.0021000000000000003"
"18445000","0.0043"
"18480000","0.0032"
"18515000","0.0026999999999999997"
"18550000","0.0027"
"18585000","0.0039"
"18620000","0.006"
"18655000","0.0020000000000000005"
"18690000","0.004200000000000001"
"18725000","0.0032"
"18760000","0.0048"
"18795000","0.0052"
"18830000","0.0047"
"18865000","0.004900000000000001"
"18900000","0.0044"
"18935000","0.0039"
"18970000","0.0064"
"19005000","0.0029"
"19040000","0.0037"
"19075000","0.0060999999999999995"
"19110000","0.0012"
"19145000","0.0040999999999999995"
"19180000","0.002"
"19215000","0.004300000000000001"
"19250000","0.003"
"19285000","0.0015"
"19320000","0.0031"
"19355000","0.0036"
"19390000","0.0032"
"19425000","0.0034"
"19460000","0.007"
"19495000","0.0016"
"19530000","0.004699999999999999"
"19565000","0.004"
"19600000","0.0052"
"19635000","0.0041"
"19670000","0.0052"
"19705000","0.0052"
"19740000","0.0032"
"19775000","0.0038"
"19810000","0.0038"
"19845000","0.0023000000000000004"
"19880000","0.0033"
"19915000","0.004"
"19950000","0.0037"
"19985000","0.005"
"20020000","0.0044"
"20055000","0.0038"
"20090000","0.006"
"20125000","0.0037"
"20160000","0.0058000000000000005"
"20195000","0.0034"
"20230000","0.0048"
"20265000","0.0052"
"20300000","0.0045"
"20335000","0.006"
"20370000","0.0036000000000000003"
"20405000","0.0065"
"20440000","0.0043"
"20475000","0.0038"
"20510000","0.0018"
"20545000","0.0029999999999999996"
"20580000","0.004900000000000001"
"20615000","0.003"
"20650000","0.0031"
"20685000","0.0035999999999999995"
"20720000","0.0012"
"20755000","0.0026"
"20790000","0.003"
"20825000","0.0027"
"20860000","0.0017"
"20895000","0.0012"
"20930000","0.0012"
"20965000","0.002"
"21000000","0.0022"
"21035000","0.0024"
"21070000","0.0035"
"21105000","0.0034"
"21140000","0.0029"
"21175000","0.0008"
"21210000","0.0021000000000000003"
"21245000","0.0026999999999999997"
"21280000","0.002"
"21315000","0.0023"
"21350000","0.0039"
"21385000","0.003"
"21420000","0.0036000000000000003"
"21455000","0.0031000000000000003"
"21490000","0.0034"
"21525000","0.003"
"21560000","0.0018000000000000002"
"21595000","0.0032"
"21630000","0.004"
"21665000","0.0045"
"21700000","0.0034"
"21735000","0.0045"
"21770000","0.0023"
"21805000","0.0036000000000000003"
"21840000","0.0047"
"21875000","0.0032"
"21910000","0.0023"
"21945000","0.0046"
"21980000","0.003999999999999999"
"22015000","0.0038"
"22050000","0.0061"
"22085000","0.004900000000000001"
"22120000","0.005300000000000001"
"22155000","0.0050999999999999995"
"22190000","0.005300000000000001"
"22225000","0.0052"
"22260000","0.0064"
"22295000","0.005300000000000001"
"22330000","0.0047"
"22365000","0.0045"
"22400000","0.0046"
"22435000","0.0039"
"22470000","0.0058000000000000005"
"22505000","0.0058000000000000005"
"22540000","0.006299999999999999"
"22575000","0.007"
"22610000","0.004300000000000001"
"22645000","0.005"
"22680000","0.006"
"22715000","0.005900000000000001"
"22750000","0.0035"
"22785000","0.005900000000000001"
"22820000","0.0046"
"22855000","0.006000000000000001"
"22890000","0.0038"
"22925000","0.0036"
"22960000","0.0016"
"22995000","0.0024"
"23030000","0.0024"
"23065000","0.0019"
"23100000","0.0024"
"23135000","0.0039"
"23170000","0.0035"
"23205000","0.0019"
"23240000","0.0022"
"23275000","0.004"
"23310000","0.0025"
"23345000","0.0025"
"23380000","0.0033"
"23415000","0.0023"
"23450000","0.005"
"23485000","0.0033"
"23520000","0.0045"
"23555000","0.0019"
"23590000","0.0028000000000000004"
"23625000","0.0022"
"23660000","0.002"
"23695000","0.0035"
"23730000","0.004"
"23765000","0.0019"
"23800000","0.004"
"23835000","0.0017"
"23870000","0.002599999999999999"
"23905000","0.0036"
"23940000","0.0046"
"23975000","0.0049"
"24010000","0.0059"
"24045000","0.0019"
"24080000","0.0029"
"24115000","0.0038"
"24150000","0.0028000000000000004"
"24185000","0.0037"
"24220000","0.0037"
"24255000","0.0045"
"24290000","0.0050999999999999995"
"24325000","0.0033000000000000004"
"24360000","0.0036"
"24395000","0.0038"
"24430000","0.0021000000000000003"
"24465000","0.0038"
"24500000","0.0032"
"24535000","0.0022"
"24570000","0.0044"
"24605000","0.0036000000000000003"
"24640000","0.001"
"24675000","0.0031"
"24710000","0.0034"
"24745000","0.0058000000000000005"
"24780000","0.0035"
"24815000","0.004200000000000001"
"24850000","0.0044"
"24885000","0.0039"
"24920000","0.0034"
"24955000","0.0025"
"24990000","0.004600000000000001"
"25025000","0.0033"
"25060000","0.0035999999999999995"
"25095000","0.0022"
"25130000","0.0027"
"25165000","0.0024"
"25200000","0.004200000000000001"
"25235000","0.002"
"25270000","0.0022"
"25305000","0.0046"
"25340000","0.0046"
"25375000","0.0028000000000000004"
"25410000","0.002"
"25445000","0.0029"
"25480000","0.0037"
"25515000","0.0033999999999999994"
"25550000","0.005699999999999999"
"25585000","0.0028"
"25620000","0.0045"
"25655000","0.0034"
"25690000","0.0054"
"25725000","0.0052"
"25760000","0.0077"
"25795000","0.0050999999999999995"
"25830000","0.005399999999999999"
"25865000","0.006"
"25900000","0.006"
"25935000","0.0035"
"25970000","0.0067"
"26005000","0.0057"
"26040000","0.004300000000000001"
"26075000","0.0026"
"26110000","0.003"
"26145000","0.0028"
"26180000","0.004600000000000001"
"26215000","0.006199999999999999"
"26250000","0.003"
"26285000","0.0052"
"26320000","0.0055"
"26355000","0.005300000000000001"
"26390000","0.0045"
"26425000","0.0034"
"26460000","0.005"
"26495000","0.0028000000000000004"
"26530000","0.0039"
"26565000","0.0032"
"26600000","0.0057"
"26635000","0.005499999999999999"
"26670000","0.0035"
"26705000","0.0028"
"26740000","0.0057"
"26775000","0.0046"
"26810000","0.0044"
"26845000","0.0023000000000000004"
"26880000","0.006199999999999999"
"26915000","0.0052000000000000015"
"26950000","0.005600000000000001"
"26985000","0.0027"
"27020000","0.0031000000000000003"
"27055000","0.0040999999999999995"
"27090000","0.0029"
"27125000","0.0032"
"27160000","0.0024"
"27195000","0.0029"
"27230000","0.004"
"27265000","0.0026999999999999997"
"27300000","0.0034"
"27335000","0.0048"
"27370000","0.0043"
"27405000","0.0033000000000000004"
"27440000","0.0037"
"27475000","0.0052"
"27510000","0.0048"
"27545000","0.0034"
"27580000","0.0048"
"27615000","0.0017"
"27650000","0.0027"
"27685000","0.0024"
"27720000","0.0013"
"27755000","0.0025"
"27790000","0.0032"
"27825000","0.0024"
"27860000","0.0034"
"27895000","0.003999999999999999"
"27930000","0.0024"
"27965000","0.0031999999999999993"
"28000000","0.0036"
"28035000","0.004200000000000001"
"28070000","0.0038"
"28105000","0.0030999999999999995"
"28140000","0.0037"
"28175000","0.0028"
"28210000","0.0034"
"28245000","0.0033"
"28280000","0.0045"
"28315000","0.004200000000000001"
"28350000","0.0033"
"28385000","0.0023"
"28420000","0.0028"
"28455000","0.0024"
"28490000","0.0035"
"28525000","0.0016"
"28560000","0.0018"
"28595000","0.0022"
"28630000","0.0017"
