"Step","diversified_novelty_sp3_leftup_rightdown_seed4 - cover_rate_5step"
"20505240","0.2648"
"20610240","0.2606"
"20715240","0.2396"
"20820240","0.2345"
"20925240","0.268"
"21030240","0.23960000000000004"
"21135240","0.2501"
"21240240","0.2478"
"21345240","0.25989999999999996"
"21450240","0.2492"
"21555240","0.2511"
"21660240","0.2527"
"21765240","0.2506"
"21870240","0.26389999999999997"
"21975240","0.2625"
"22080240","0.2517"
"22185240","0.2546"
"22290240","0.2486"
"22395240","0.267"
"22500240","0.2537"
"22605240","0.2726"
"22710240","0.25930000000000003"
"22815240","0.274"
"22920240","0.25270000000000004"
"23025240","0.2596"
"23130240","0.2503"
"23235240","0.2354"
"23340240","0.2605"
"23445240","0.26480000000000004"
"23550240","0.2445"
"23655240","0.25660000000000005"
"23760240","0.2591"
"23865240","0.2711"
"23970240","0.266"
"24075240","0.25260000000000005"
"24180240","0.26959999999999995"
"24285240","0.2498"
"24390240","0.28079999999999994"
"24495240","0.26530000000000004"
"24600240","0.2617"
"24705240","0.27520000000000006"
"24810240","0.2572"
"24915240","0.2858"
"25020240","0.2791"
"25125240","0.2559"
"25230240","0.2765"
"25335240","0.2686"
"25440240","0.26539999999999997"
"25545240","0.2811"
"25650240","0.2731"
"25755240","0.27529999999999993"
"25860240","0.2752"
"25965240","0.2489"
"26070240","0.2719"
"26175240","0.25870000000000004"
"26280240","0.26239999999999997"
"26385240","0.25410000000000005"
"26490240","0.25389999999999996"
"26595240","0.26070000000000004"
"26700240","0.25039999999999996"
"26805240","0.2651"
"26910240","0.29320000000000007"
"27015240","0.2681"
"27120240","0.2521"
"27225240","0.2519"
"27330240","0.25570000000000004"
"27435240","0.265"
"27540240","0.24849999999999997"
"27645240","0.2408"
"27750240","0.2575"
"27855240","0.2436"
"27960240","0.2601"
"28065240","0.25889999999999996"
"28170240","0.2555"
"28275240","0.2642"
"28380240","0.2682"
"28485240","0.2769"
"28590240","0.2607"
"28695240","0.2686"
"28800240","0.25120000000000003"
"28905240","0.2721"
"29010240","0.2780000000000001"
"29115240","0.2709"
"29220240","0.2555"
"29325240","0.2512"
"29430240","0.2701"
"29535240","0.2812"
"29640240","0.2905"
"29745240","0.2631"
"29850240","0.2743"
"29955240","0.2804"
"30060240","0.2803"
"30165240","0.2965"
"30270240","0.2843"
"30375240","0.2829"
"30480240","0.299"
"30585240","0.2713"
"30690240","0.2829"
"30795240","0.2665"
"30900240","0.26839999999999997"
"31005240","0.2917"
"31110240","0.28159999999999996"
"31215240","0.28140000000000004"
"31320240","0.27159999999999995"
"31425240","0.2695"
"31530240","0.27020000000000005"
"31635240","0.2755"
"31740240","0.28429999999999994"
"31845240","0.2626"
"31950240","0.267"
"32055240","0.2745"
"32160240","0.2995"
"32265240","0.2673"
"32370240","0.2831"
"32475240","0.292"
"32580240","0.26120000000000004"
"32685240","0.2786"
"32790240","0.2809"
"32895240","0.27309999999999995"
"33000240","0.2865"
"33105240","0.29390000000000005"
"33210240","0.2969"
"33315240","0.2704"
"33420240","0.275"
"33525240","0.2613"
"33630240","0.2632"
"33735240","0.251"
"33840240","0.26339999999999997"
"33945240","0.25079999999999997"
"34050240","0.2697"
"34155240","0.2638"
"34260240","0.2696"
"34365240","0.2645"
"34470240","0.2677"
"34575240","0.2536"
"34680240","0.2511"
"34785240","0.25680000000000003"
"34890240","0.2838"
"34995240","0.2425"
"35100240","0.26689999999999997"
"35205240","0.2434"
"35310240","0.2808"
"35415240","0.26189999999999997"
"35520240","0.25149999999999995"
"35625240","0.2646"
"35730240","0.26439999999999997"
"35835240","0.25719999999999993"
"35940240","0.25730000000000003"
"36045240","0.25279999999999997"
"36150240","0.2746"
"36255240","0.2701"
"36360240","0.2805"
"36465240","0.2854"
"36570240","0.2761"
"36675240","0.29129999999999995"
"36780240","0.2925"
"36885240","0.2653"
"36990240","0.279"
"37095240","0.265"
"37200240","0.26159999999999994"
"37305240","0.2541"
"37410240","0.25939999999999996"
"37515240","0.28040000000000004"
"37620240","0.2662"
"37725240","0.2784"
"37830240","0.2781"
"37935240","0.2762"
"38040240","0.2933"
"38145240","0.2915"
"38250240","0.27220000000000005"
"38355240","0.2901"
"38460240","0.2809"
"38565240","0.2762"
"38670240","0.2866"
"38775240","0.2876"
"38880240","0.3036"
"38985240","0.3"
"39090240","0.2916"
"39195240","0.2975"
"39300240","0.30810000000000004"
"39405240","0.2899"
"39510240","0.29910000000000003"
"39615240","0.2988"
"39720240","0.28879999999999995"
"39825240","0.2834"
"39930240","0.29860000000000003"
"40035240","0.28470000000000006"
"40140240","0.3004"
"40245240","0.3005"
"40350240","0.2896"
"40455240","0.2833"
"40560240","0.2928"
"40665240","0.2751"
"40770240","0.2928"
"40875240","0.2826"
"40980240","0.2906"
"41085240","0.2944"
"41190240","0.3039"
"41295240","0.306"
"41400240","0.3172"
"41505240","0.3005"
"41610240","0.3148"
"41715240","0.3062"
"41820240","0.31129999999999997"
"41925240","0.29960000000000003"
"42030240","0.3013"
"42135240","0.30939999999999995"
"42240240","0.3063"
"42345240","0.3198"
"42450240","0.319"
"42555240","0.3134"
"42660240","0.33039999999999997"
"42765240","0.3301"
"42870240","0.32270000000000004"
"42975240","0.3153"
"43080240","0.32609999999999995"
"43185240","0.3269"
"43290240","0.3226"
"43395240","0.3391"
"43500240","0.31189999999999996"
"43605240","0.3033"
"43710240","0.322"
"43815240","0.35960000000000003"
"43920240","0.3449"
"44025240","0.32870000000000005"
"44130240","0.3504"
"44235240","0.3371"
"44340240","0.3345"
"44445240","0.321"
"44550240","0.3336"
"44655240","0.3188"
"44760240","0.32969999999999994"
"44865240","0.32739999999999997"
"44970240","0.33720000000000006"
"45075240","0.3252"
"45180240","0.325"
"45285240","0.34979999999999994"
"45390240","0.3604"
"45495240","0.32409999999999994"
"45600240","0.3292"
"45705240","0.30860000000000004"
"45810240","0.3315"
"45915240","0.3302999999999999"
"46020240","0.3392"
"46125240","0.3459"
"46230240","0.344"
"46335240","0.33579999999999993"
"46440240","0.3546"
"46545240","0.33030000000000004"
"46650240","0.3665"
"46755240","0.33220000000000005"
"46860240","0.3417"
"46965240","0.3328"
"47070240","0.3475"
"47175240","0.3616"
"47280240","0.3778"
"47385240","0.3633"
"47490240","0.3635"
"47595240","0.3671"
"47700240","0.3635"
"47805240","0.3682"
"47910240","0.3543"
"48015240","0.33990000000000004"
"48120240","0.3668"
"48225240","0.3786000000000001"
"48330240","0.3701999999999999"
"48435240","0.3801000000000001"
"48540240","0.367"
"48645240","0.3889"
"48750240","0.3688999999999999"
"48855240","0.3755"
"48960240","0.3741"
"49065240","0.3866"
"49170240","0.3797"
"49275240","0.3723999999999999"
"49380240","0.3873"
"49485240","0.3606"
"49590240","0.3774"
"49695240","0.3673"
"49800240","0.3939"
"49905240","0.3753"
"50010240","0.3954"
"50115240","0.392"
"50220240","0.3875"
"50325240","0.3947"
"50430240","0.3858"
"50535240","0.3946"
"50640240","0.4036999999999999"
"50745240","0.3786000000000001"
"50850240","0.385"
"50955240","0.39679999999999993"
"51060240","0.40679999999999994"
"51165240","0.3936"
"51270240","0.3896"
"51375240","0.3809"
"51480240","0.4109"
"51585240","0.4064"
"51690240","0.4065"
"51795240","0.3912"
"51900240","0.4251"
"52005240","0.4055"
"52110240","0.4044"
"52215240","0.39629999999999993"
"52320240","0.4114"
"52425240","0.4114"
"52530240","0.4093"
"52635240","0.417"
"52740240","0.437"
"52845240","0.41320000000000007"
"52950240","0.4183"
"53055240","0.4224"
"53160240","0.4252"
"53265240","0.4506"
"53370240","0.4387"
"53475240","0.4152"
"53580240","0.4169"
"53685240","0.4242999999999999"
"53790240","0.415"
"53895240","0.4591"
"54000240","0.4475"
"54105240","0.4603"
"54210240","0.4701"
"54315240","0.46029999999999993"
"54420240","0.4655"
"54525240","0.4573"
"54630240","0.4696999999999999"
"54735240","0.4411"
"54840240","0.46420000000000006"
"54945240","0.4772"
"55050240","0.4736"
"55155240","0.46770000000000006"
"55260240","0.4596"
"55365240","0.4517000000000001"
"55470240","0.4782"
"55575240","0.4696"
"55680240","0.4909"
"55785240","0.4961"
"55890240","0.4762"
"55995240","0.4865"
"56100240","0.4867"
"56205240","0.4952"
"56310240","0.4787"
"56415240","0.4966"
"56520240","0.4781"
"56625240","0.484"
"56730240","0.5007"
"56835240","0.4933"
"56940240","0.4943"
"57045240","0.4884"
"57150240","0.4999"
"57255240","0.5214000000000001"
"57360240","0.5267999999999999"
"57465240","0.5187999999999999"
"57570240","0.5142"
"57675240","0.5053"
"57780240","0.5092000000000001"
"57885240","0.5087999999999999"
"57990240","0.5067"
"58095240","0.4978"
"58200240","0.5092"
"58305240","0.5362"
"58410240","0.5013"
"58515240","0.5107999999999999"
"58620240","0.5182"
"58725240","0.5231"
"58830240","0.5182"
"58935240","0.5135"
"59040240","0.5235"
"59145240","0.5243"
"59250240","0.4986999999999999"
"59355240","0.5233"
"59460240","0.5145"
"59565240","0.5234000000000001"
"59670240","0.5306000000000001"
"59775240","0.5223"
"59880240","0.5367000000000001"
"59985240","0.5121"
"60090240","0.5165"
"60195240","0.5521000000000001"
"60300240","0.5445999999999999"
"60405240","0.5454000000000001"
"60510240","0.5106"
"60615240","0.5499"
"60720240","0.5586"
"60825240","0.5378999999999999"
"60930240","0.5512999999999999"
"61035240","0.5698999999999999"
"61140240","0.5589000000000001"
"61245240","0.5582999999999999"
"61350240","0.5562"
"61455240","0.5502"
"61560240","0.5542999999999999"
"61665240","0.5651"
"61770240","0.5717000000000001"
"61875240","0.5538"
"61980240","0.5829000000000001"
"62085240","0.5614"
"62190240","0.5458"
"62295240","0.5660999999999999"
"62400240","0.5786999999999999"
"62505240","0.5725"
"62610240","0.5635999999999999"
"62715240","0.5609"
"62820240","0.5739000000000001"
"62925240","0.5885"
"63030240","0.5741"
"63135240","0.5771"
"63240240","0.5736"
"63345240","0.5842999999999999"
"63450240","0.572"
"63555240","0.566"
"63660240","0.5832999999999999"
"63765240","0.5742999999999999"
"63870240","0.5747000000000001"
"63975240","0.5929"
"64080240","0.6058"
"64185240","0.5893999999999999"
"64290240","0.6144000000000001"
"64395240","0.5834000000000001"
"64500240","0.6103999999999999"
"64605240","0.6086"
"64710240","0.612"
"64815240","0.5926"
"64920240","0.6119000000000001"
"65025240","0.5895"
"65130240","0.5991000000000001"
"65235240","0.5955999999999999"
"65340240","0.5962000000000001"
"65445240","0.5822"
"65550240","0.6049000000000001"
"65655240","0.5937"
"65760240","0.5825"
"65865240","0.572"
"65970240","0.6144"
"66075240","0.5941"
"66180240","0.5993999999999999"
"66285240","0.5814000000000001"
"66390240","0.5785"
"66495240","0.5825"
"66600240","0.5876"
"66705240","0.5744"
"66810240","0.5858"
"66915240","0.5842999999999999"
"67020240","0.5908"
"67125240","0.5838"
"67230240","0.5895"
"67335240","0.58"
"67440240","0.602"
"67545240","0.6154"
"67650240","0.5650999999999999"
"67755240","0.5855"
"67860240","0.5877"
"67965240","0.5979000000000001"
"68070240","0.5949000000000001"
"68175240","0.5807"
"68280240","0.6149"
"68385240","0.5912999999999999"
"68490240","0.6083"
"68595240","0.6082000000000001"
"68700240","0.609"
"68805240","0.6136"
"68910240","0.627"
"69015240","0.6123999999999999"
"69120240","0.6107"
"69225240","0.6237999999999999"
"69330240","0.6205"
"69435240","0.6123"
"69540240","0.6130999999999999"
"69645240","0.5995"
"69750240","0.6027"
"69855240","0.6244000000000001"
"69960240","0.6116"
"70065240","0.6409000000000001"
"70170240","0.6333"
"70275240","0.6066999999999999"
"70380240","0.6181"
"70485240","0.6194"
"70590240","0.6143"
"70695240","0.6157"
"70800240","0.6304"
"70905240","0.6048"
"71010240","0.6327999999999999"
"71115240","0.6078000000000001"
"71220240","0.6256"
"71325240","0.6201"
"71430240","0.6175999999999999"
"71535240","0.645"
"71640240","0.6285"
"71745240","0.6314"
"71850240","0.6293"
"71955240","0.6349"
"72060240","0.6314000000000001"
"72165240","0.6364"
"72270240","0.6196"
"72375240","0.6307999999999999"
"72480240","0.6222000000000001"
"72585240","0.6261"
"72690240","0.6156999999999999"
"72795240","0.6308"
"72900240","0.6261"
"73005240","0.6439"
"73110240","0.6263"
"73215240","0.6312000000000001"
"73320240","0.6441"
"73425240","0.6295"
"73530240","0.6418"
"73635240","0.6593"
"73740240","0.6447"
"73845240","0.6263"
"73950240","0.6333000000000001"
"74055240","0.6552"
"74160240","0.6551"
"74265240","0.6512"
"74370240","0.6476000000000001"
"74475240","0.6689"
"74580240","0.6343999999999999"
"74685240","0.6506"
"74790240","0.6446"
"74895240","0.6381"
"75000240","0.6627000000000001"
"75105240","0.6564000000000001"
"75210240","0.6476000000000001"
"75315240","0.6548999999999999"
"75420240","0.6534"
"75525240","0.6564000000000001"
"75630240","0.6392"
"75735240","0.6436000000000002"
"75840240","0.6357999999999999"
"75945240","0.6427"
"76050240","0.6479"
"76155240","0.6553999999999999"
"76260240","0.6667000000000001"
"76365240","0.6581"
"76470240","0.6298"
"76575240","0.6663"
"76680240","0.6504000000000001"
"76785240","0.6685999999999999"
"76890240","0.6376000000000001"
"76995240","0.6417"
"77100240","0.6397"
"77205240","0.6473"
"77310240","0.6596000000000001"
"77415240","0.6664"
"77520240","0.6496000000000001"
"77625240","0.6402"
"77730240","0.6558999999999999"
"77835240","0.6243"
"77940240","0.6291"
"78045240","0.6652"
"78150240","0.6421999999999999"
"78255240","0.6524"
"78360240","0.665"
"78465240","0.6562"
"78570240","0.6624"
"78675240","0.6427"
"78780240","0.6426000000000001"
"78885240","0.6518999999999999"
"78990240","0.6558"
"79095240","0.6626000000000001"
"79200240","0.6536000000000001"
"79305240","0.6645"
"79410240","0.6598999999999999"
"79515240","0.6661"
"79620240","0.6312000000000001"
"79725240","0.6592"
"79830240","0.6538999999999999"
"79935240","0.6664"
"80040240","0.6878"
"80145240","0.6628999999999999"
"80250240","0.6712"
"80355240","0.6643"
"80460240","0.6556"
"80565240","0.6554"
"80670240","0.6547999999999999"
"80775240","0.6810999999999999"
"80880240","0.6648999999999999"
"80985240","0.6658"
"81090240","0.6705"
"81195240","0.6563"
"81300240","0.6592"
"81405240","0.6507999999999999"
"81510240","0.6540999999999999"
"81615240","0.6735"
"81720240","0.6545"
"81825240","0.6758"
"81930240","0.6527000000000001"
"82035240","0.6764"
"82140240","0.6493"
"82245240","0.6723"
"82350240","0.6601"
"82455240","0.664"
"82560240","0.6839"
"82665240","0.6835"
"82770240","0.6523"
"82875240","0.6642"
"82980240","0.6671"
"83085240","0.6626000000000001"
"83190240","0.684"
"83295240","0.6546000000000001"
"83400240","0.6541"
"83505240","0.6802"
"83610240","0.6656"
"83715240","0.6924"
"83820240","0.6725"
"83925240","0.6382000000000001"
"84030240","0.6627000000000001"
"84135240","0.6723"
"84240240","0.674"
"84345240","0.6633"
"84450240","0.6703"
"84555240","0.6431"
"84660240","0.6441999999999999"
"84765240","0.6685"
"84870240","0.652"
"84975240","0.6684000000000001"
"85080240","0.6627000000000001"
"85185240","0.6598999999999999"
"85290240","0.6652"
"85395240","0.6645"
"85500240","0.6579"
"85605240","0.6720999999999999"
"85710240","0.6840999999999999"
"85815240","0.6618999999999999"
"85920240","0.6715"
"86025240","0.6514000000000001"
"86130240","0.6620999999999999"
"86235240","0.6818"
"86340240","0.6695"
"86445240","0.6784000000000001"
"86550240","0.6768000000000001"
"86655240","0.6698999999999999"
"86760240","0.6792999999999999"
"86865240","0.6700999999999999"
"86970240","0.6527999999999999"
"87075240","0.6811"
"87180240","0.6702"
"87285240","0.6714000000000001"
"87390240","0.6551"
"87495240","0.6801"
"87600240","0.6801"
"87705240","0.6852999999999999"
"87810240","0.6947000000000001"
"87915240","0.6925"
"88020240","0.6802"
"88125240","0.6761999999999999"
"88230240","0.688"
"88335240","0.6767000000000001"
"88440240","0.6767000000000001"
"88545240","0.6691000000000001"
"88650240","0.6862999999999999"
"88755240","0.6832999999999999"
"88860240","0.6646"
"88965240","0.6875"
"89070240","0.6742"
"89175240","0.6766"
"89280240","0.6765999999999999"
"89385240","0.6662"
"89490240","0.6695"
"89595240","0.6916"
"89700240","0.6819"
"89805240","0.6835"
"89910240","0.68"
"90015240","0.698"
"90120240","0.7089"
"90225240","0.6781999999999999"
"90330240","0.6742999999999999"
"90435240","0.6882"
"90540240","0.7129"
"90645240","0.6775"
"90750240","0.6972"
"90855240","0.6812999999999999"
"90960240","0.6760999999999999"
"91065240","0.6792999999999999"
"91170240","0.6752"
"91275240","0.6824"
"91380240","0.6788"
"91485240","0.683"
"91590240","0.6955999999999999"
"91695240","0.6909"
"91800240","0.6860999999999999"
"91905240","0.6849000000000001"
"92010240","0.6789"
"92115240","0.6967"
"92220240","0.6729"
"92325240","0.6842"
"92430240","0.6850999999999999"
"92535240","0.6938"
"92640240","0.677"
"92745240","0.6862999999999999"
"92850240","0.6981"
"92955240","0.6821"
"93060240","0.6936"
"93165240","0.6923999999999999"
"93270240","0.69"
"93375240","0.6918"
"93480240","0.7078"
"93585240","0.7002999999999999"
"93690240","0.6915"
"93795240","0.6931"
"93900240","0.6954"
"94005240","0.7022999999999999"
"94110240","0.6949"
"94215240","0.701"
"94320240","0.7078"
"94425240","0.6908000000000001"
"94530240","0.6899"
"94635240","0.6835"
"94740240","0.6831"
"94845240","0.7031"
"94950240","0.6942"
"95055240","0.6964000000000001"
"95160240","0.6996"
"95265240","0.6888"
"95370240","0.6869"
"95475240","0.6885999999999999"
"95580240","0.6829"
"95685240","0.6832999999999999"
"95790240","0.6942"
"95895240","0.6882999999999999"
"96000240","0.6932"
"96105240","0.7082999999999999"
"96210240","0.6924"
"96315240","0.6724000000000001"
"96420240","0.6890999999999999"
"96525240","0.7074"
"96630240","0.7121000000000001"
"96735240","0.6885"
"96840240","0.7172999999999999"
"96945240","0.7126"
"97050240","0.6936"
"97155240","0.6987000000000001"
"97260240","0.7075"
"97365240","0.7072"
"97470240","0.6856"
"97575240","0.68"
"97680240","0.6977000000000001"
"97785240","0.6867000000000001"
"97890240","0.6880999999999999"
"97995240","0.6981999999999999"
"98100240","0.6952"
"98205240","0.7055"
"98310240","0.6999"
"98415240","0.6982"
"98520240","0.7078"
"98625240","0.7078"
"98730240","0.6885"
"98835240","0.7067"
"98940240","0.6947000000000001"
"99045240","0.7009"
"99150240","0.7167"
"99255240","0.7138000000000001"
"99360240","0.6928"
"99465240","0.7088"
"99570240","0.6937000000000001"
"99675240","0.7087"
"99780240","0.6932999999999999"
"99885240","0.6852999999999999"
"99990240","0.7213"
"100095240","0.6905"
"100200240","0.6970999999999999"
"100305240","0.7038"
"100410240","0.7117"
"100515240","0.709"
"100620240","0.6892"
"100725240","0.705"
"100830240","0.7071000000000001"
"100935240","0.6746"
"101040240","0.7045999999999999"
"101145240","0.7222999999999999"
"101250240","0.6902999999999999"
"101355240","0.6942999999999999"
"101460240","0.706"
"101565240","0.709"
"101670240","0.7079000000000001"
"101775240","0.7212000000000001"
"101880240","0.7337"
"101985240","0.7225"
"102090240","0.7321"
"102195240","0.7293"
"102300240","0.724"
"102405240","0.72"
"102510240","0.7277"
"102615240","0.7337"
"102720240","0.7151000000000001"
"102825240","0.7433"
"102930240","0.7392000000000001"
"103035240","0.7224"
"103140240","0.7114"
"103245240","0.7441"
"103350240","0.7373999999999999"
"103455240","0.7242000000000001"
"103560240","0.7326"
"103665240","0.7353999999999999"
"103770240","0.735"
"103875240","0.7325"
"103980240","0.7289"
"104085240","0.7420999999999999"
"104190240","0.7374"
"104295240","0.7394"
"104400240","0.7394000000000001"
"104505240","0.7350999999999999"
"104610240","0.74"
"104715240","0.7152"
"104820240","0.7510999999999999"
"104925240","0.7452000000000001"
"105030240","0.7238"
"105135240","0.7052999999999999"
"105240240","0.7377999999999999"
"105345240","0.7101"
"105450240","0.7215999999999999"
"105555240","0.7212000000000001"
"105660240","0.7118"
"105765240","0.7335"
"105870240","0.7334"
"105975240","0.7245999999999999"
"106080240","0.7437999999999999"
"106185240","0.7477999999999999"
"106290240","0.7309"
"106395240","0.7414"
"106500240","0.7345"
"106605240","0.7259"
"106710240","0.7394000000000001"
"106815240","0.7426"
"106920240","0.7470999999999999"
"107025240","0.7533"
"107130240","0.7484"
"107235240","0.7417999999999999"
"107340240","0.7292000000000001"
"107445240","0.7358"
"107550240","0.7496"
"107655240","0.7430999999999999"
"107760240","0.7579"
"107865240","0.7383"
"107970240","0.7570999999999999"
"108075240","0.7391"
"108180240","0.751"
"108285240","0.7567999999999999"
"108390240","0.7422000000000001"
"108495240","0.7603"
"108600240","0.7477"
"108705240","0.7552000000000001"
"108810240","0.7523"
"108915240","0.7439"
"109020240","0.7643"
"109125240","0.746"
"109230240","0.737"
"109335240","0.7644000000000001"
"109440240","0.7586000000000002"
"109545240","0.7554"
"109650240","0.7457999999999999"
"109755240","0.7315999999999999"
"109860240","0.7466"
"109965240","0.7665"
"110070240","0.7462000000000001"
"110175240","0.7203999999999999"
"110280240","0.762"
"110385240","0.7555"
"110490240","0.7406999999999999"
"110595240","0.7421"
"110700240","0.7435"
"110805240","0.7406"
"110910240","0.7375"
"111015240","0.7485"
"111120240","0.7640999999999999"
"111225240","0.7397"
"111330240","0.7384"
"111435240","0.7432"
"111540240","0.7537"
"111645240","0.7617"
"111750240","0.7647999999999999"
"111855240","0.757"
"111960240","0.7622000000000001"
"112065240","0.7753"
"112170240","0.7715"
"112275240","0.7595"
"112380240","0.777"
"112485240","0.7797999999999999"
"112590240","0.7853"
"112695240","0.7537"
"112800240","0.7868"
"112905240","0.7861"
"113010240","0.7835"
"113115240","0.7843"
"113220240","0.7707"
"113325240","0.7920999999999999"
"113430240","0.7890999999999999"
"113535240","0.7675"
"113640240","0.7878"
"113745240","0.7784000000000001"
"113850240","0.7987000000000001"
"113955240","0.7882"
"114060240","0.7743"
"114165240","0.7867"
"114270240","0.7955"
"114375240","0.78"
"114480240","0.7879"
"114585240","0.7686"
"114690240","0.7888"
"114795240","0.7895"
"114900240","0.7840999999999999"
"115005240","0.7934999999999999"
"115110240","0.7895"
"115215240","0.7888"
"115320240","0.7927"
"115425240","0.795"
"115530240","0.7827000000000001"
"115635240","0.7711"
"115740240","0.8026"
"115845240","0.7893"
"115950240","0.7747"
"116055240","0.7798999999999999"
"116160240","0.778"
"116265240","0.7297"
"116370240","0.6919"
"116475240","0.7409000000000001"
"116580240","0.7426"
"116685240","0.7435"
"116790240","0.7382000000000001"
"116895240","0.736"
"117000240","0.7437"
"117105240","0.7569"
"117210240","0.7474"
"117315240","0.7450999999999999"
"117420240","0.761"
"117525240","0.7587999999999999"
"117630240","0.7565"
"117735240","0.7788999999999999"
"117840240","0.7596"
"117945240","0.7483"
"118050240","0.765"
"118155240","0.7487"
"118260240","0.7582000000000001"
"118365240","0.7727"
"118470240","0.7553999999999998"
"118575240","0.7507"
"118680240","0.7545"
"118785240","0.7517999999999999"
"118890240","0.7615"
"118995240","0.7822"
"119100240","0.778"
"119205240","0.7597999999999999"
"119310240","0.7798"
"119415240","0.778"
"119520240","0.7763"
"119625240","0.7703"
"119730240","0.7893"
"119835240","0.7813"
"119940240","0.7752"
"120045240","0.7704"
"120150240","0.7786000000000001"
"120255240","0.7821"
"120360240","0.7967000000000001"
"120465240","0.7925999999999999"
"120570240","0.785"
"120675240","0.7921"
