"Step","sp_gradient_sampling_h1_seed1 - cover_rate_5step"
"38115000","0.9785"
"38220000","0.9819"
"38325000","0.9756"
"38430000","0.9735"
"38535000","0.9796"
"38640000","0.9721"
"38745000","0.9725"
"38850000","0.9765"
"38955000","0.9664"
"39060000","0.9694"
"39165000","0.9717"
"39270000","0.9793"
"39375000","0.9702"
"39480000","0.9598"
"39585000","0.9716"
"39690000","0.9723"
"39795000","0.971"
"39900000","0.9847"
