"Step","sp_gradient_sampling_h1_seed1 - cover_rate_5step"
"105000","0"
"210000","0.0015"
"315000","0.0065"
"420000","0.005"
"525000","0.0065"
"630000","0.0105"
"735000","0.008"
"840000","0.0129"
"945000","0.025299999999999996"
"1050000","0.0517"
"1155000","0.0577"
"1260000","0.0712"
"1365000","0.1416"
"1470000","0.15580000000000002"
"1575000","0.2411"
"1680000","0.216"
"1785000","0.2319"
"1890000","0.2517"
"1995000","0.2699"
"2100000","0.2636"
"2205000","0.25659999999999994"
"2310000","0.2479"
"2415000","0.2879"
"2520000","0.29860000000000003"
"2625000","0.2681"
"2730000","0.2716"
"2835000","0.2771"
"2940000","0.2925"
"3045000","0.2825"
"3150000","0.2938"
"3255000","0.337"
"3360000","0.334"
"3465000","0.3322"
"3570000","0.34070000000000006"
"3675000","0.35719999999999996"
"3780000","0.3624"
"3885000","0.3761000000000001"
"3990000","0.3735"
"4095000","0.3764"
"4200000","0.4089"
"4305000","0.423"
"4410000","0.4696"
"4515000","0.4326"
"4620000","0.4403000000000001"
"4725000","0.464"
"4830000","0.46"
"4935000","0.459"
"5040000","0.4795"
"5145000","0.4752"
"5250000","0.47379999999999994"
"5355000","0.48080000000000006"
"5460000","0.49080000000000007"
"5565000","0.48640000000000005"
"5670000","0.4938999999999999"
"5775000","0.487"
"5880000","0.4848"
"5985000","0.4981"
"6090000","0.52"
"6195000","0.5124"
"6300000","0.5023"
"6405000","0.5078"
"6510000","0.5011"
"6615000","0.517"
"6720000","0.5372"
"6825000","0.5571"
"6930000","0.5461"
"7035000","0.5544"
"7140000","0.5642999999999999"
"7245000","0.5508"
"7350000","0.5644000000000001"
"7455000","0.5448999999999999"
"7560000","0.5862"
"7665000","0.5942"
"7770000","0.5762"
"7875000","0.5772"
"7980000","0.5854000000000001"
"8085000","0.5939"
"8190000","0.6050999999999999"
"8295000","0.6141"
"8400000","0.591"
"8505000","0.618"
"8610000","0.6045"
"8715000","0.6196999999999999"
"8820000","0.6521"
"8925000","0.6454"
"9030000","0.6455"
"9135000","0.6299"
"9240000","0.6262000000000001"
"9345000","0.6373"
"9450000","0.6594"
"9555000","0.6552"
"9660000","0.662"
"9765000","0.6441"
"9870000","0.6504000000000001"
"9975000","0.6792999999999999"
"10080000","0.674"
"10185000","0.6702"
"10290000","0.6715"
"10395000","0.6817"
"10500000","0.6857000000000001"
"10605000","0.6752"
"10710000","0.6828"
"10815000","0.6827"
"10920000","0.7065999999999999"
"11025000","0.6972"
"11130000","0.722"
"11235000","0.701"
"11340000","0.7107"
"11445000","0.726"
"11550000","0.7305999999999999"
"11655000","0.7171000000000001"
"11760000","0.7185"
"11865000","0.7057"
"11970000","0.7225"
"12075000","0.711"
"12180000","0.7211000000000001"
"12285000","0.7307"
"12390000","0.7535999999999999"
"12495000","0.7484"
"12600000","0.7451000000000001"
"12705000","0.7583"
"12810000","0.7557999999999999"
"12915000","0.753"
"13020000","0.7754000000000001"
"13125000","0.7504"
"13230000","0.7499000000000001"
"13335000","0.749"
"13440000","0.7437"
"13545000","0.7636000000000001"
"13650000","0.7733"
"13755000","0.7544000000000001"
"13860000","0.7856000000000001"
"13965000","0.7769000000000001"
"14070000","0.7727999999999999"
"14175000","0.79"
"14280000","0.7725"
"14385000","0.7866000000000001"
"14490000","0.7849"
"14595000","0.7783"
"14700000","0.7689"
"14805000","0.7828"
"14910000","0.7880999999999999"
"15015000","0.7739000000000001"
"15120000","0.7867999999999999"
"15225000","0.7871"
"15330000","0.7888"
"15435000","0.8002999999999999"
"15540000","0.7987000000000001"
"15645000","0.7948999999999999"
"15750000","0.8006"
"15855000","0.8029"
"15960000","0.7893"
"16065000","0.8075"
"16170000","0.8052999999999999"
"16275000","0.814"
"16380000","0.8206"
"16485000","0.8119"
"16590000","0.8056000000000001"
"16695000","0.8067000000000001"
"16800000","0.8387"
"16905000","0.8129"
"17010000","0.8322999999999999"
"17115000","0.8248"
"17220000","0.8189"
"17325000","0.83"
"17430000","0.8304000000000001"
"17535000","0.8211"
"17640000","0.8318"
"17745000","0.8304"
"17850000","0.8302999999999999"
"17955000","0.8245"
"18060000","0.8292999999999999"
"18165000","0.8525"
"18270000","0.8352999999999999"
"18375000","0.8171999999999999"
"18480000","0.839"
"18585000","0.8203"
"18690000","0.8302999999999999"
"18795000","0.8423999999999999"
"18900000","0.8194"
"19005000","0.8444"
"19110000","0.8497"
"19215000","0.8354"
"19320000","0.8532000000000001"
"19425000","0.8610999999999999"
"19530000","0.8522"
"19635000","0.8605"
"19740000","0.8553999999999999"
"19845000","0.8562000000000001"
"19950000","0.861"
"20055000","0.8794000000000001"
"20160000","0.8588"
"20265000","0.8607"
"20370000","0.8674"
"20475000","0.8582000000000001"
"20580000","0.8533999999999999"
"20685000","0.8444"
"20790000","0.8743000000000001"
"20895000","0.8644000000000001"
"21000000","0.8916"
"21105000","0.8695"
"21210000","0.8674"
"21315000","0.8707"
"21420000","0.8629"
"21525000","0.8635"
"21630000","0.8709000000000001"
"21735000","0.881"
"21840000","0.8935"
"21945000","0.8763"
"22050000","0.8883999999999999"
"22155000","0.8941999999999999"
"22260000","0.8823"
"22365000","0.8770999999999999"
"22470000","0.8757999999999999"
"22575000","0.8889"
"22680000","0.8937999999999999"
"22785000","0.8807999999999999"
"22890000","0.8916"
"22995000","0.8812000000000001"
"23100000","0.8943"
"23205000","0.8982"
"23310000","0.8839000000000001"
"23415000","0.8877"
"23520000","0.8877999999999999"
"23625000","0.8863"
"23730000","0.8973"
"23835000","0.9113"
"23940000","0.889"
"24045000","0.8983"
"24150000","0.898"
"24255000","0.8975"
"24360000","0.9013"
"24465000","0.9059"
"24570000","0.9071"
"24675000","0.9055"
"24780000","0.9002"
"24885000","0.8917999999999999"
"24990000","0.891"
"25095000","0.8927999999999999"
"25200000","0.8995"
"25305000","0.9073"
"25410000","0.9019"
"25515000","0.8994"
"25620000","0.9019"
"25725000","0.921"
"25830000","0.9093"
"25935000","0.9105"
"26040000","0.9176"
"26145000","0.9148"
"26250000","0.92"
"26355000","0.925"
"26460000","0.9235"
"26565000","0.9192"
"26670000","0.9193"
"26775000","0.9177"
"26880000","0.9074"
"26985000","0.9162"
"27090000","0.9173"
"27195000","0.9042"
"27300000","0.9105"
"27405000","0.9284"
"27510000","0.9216"
"27615000","0.9253"
"27720000","0.9389"
"27825000","0.9208"
"27930000","0.9283"
"28035000","0.9292"
"28140000","0.9162"
"28245000","0.9301"
"28350000","0.93"
"28455000","0.9267"
"28560000","0.9234"
"28665000","0.923"
"28770000","0.9376"
"28875000","0.9295"
"28980000","0.935"
"29085000","0.9246"
"29190000","0.9366"
"29295000","0.9354"
"29400000","0.9357"
"29505000","0.9377"
"29610000","0.9273"
"29715000","0.9414"
"29820000","0.9362"
"29925000","0.9319"
"30030000","0.945"
"30135000","0.924"
"30240000","0.9273"
"30345000","0.9412"
"30450000","0.9345"
"30555000","0.9354"
"30660000","0.941"
"30765000","0.9482"
"30870000","0.9408"
"30975000","0.9429"
"31080000","0.9484"
"31185000","0.9363"
"31290000","0.9344"
"31395000","0.9375"
"31500000","0.9408"
"31605000","0.9416"
"31710000","0.9508"
"31815000","0.94"
"31920000","0.9441"
"32025000","0.9447"
"32130000","0.943"
"32235000","0.9417"
"32340000","0.9437"
"32445000","0.9449"
"32550000","0.9467"
"32655000","0.9524"
"32760000","0.9483"
"32865000","0.9437"
"32970000","0.9427"
"33075000","0.9498"
"33180000","0.9565"
"33285000","0.9507"
"33390000","0.9478"
"33495000","0.9519"
"33600000","0.9551"
"33705000","0.9623"
"33810000","0.9559"
"33915000","0.9587"
"34020000","0.9623"
"34125000","0.9568"
"34230000","0.9537"
"34335000","0.9528"
"34440000","0.9651"
"34545000","0.9554"
"34650000","0.9604"
"34755000","0.9619"
"34860000","0.956"
"34965000","0.9554"
"35070000","0.968"
"35175000","0.9633"
"35280000","0.962"
"35385000","0.9741"
"35490000","0.968"
"35595000","0.9742"
"35700000","0.97"
"35805000","0.9728"
"35910000","0.9683"
"36015000","0.9661"
"36120000","0.971"
"36225000","0.9778"
"36330000","0.9674"
"36435000","0.9724"
"36540000","0.9773"
"36645000","0.9697"
"36750000","0.9754"
"36855000","0.9629"
"36960000","0.9735"
"37065000","0.9764"
"37170000","0.9658"
"37275000","0.9622"
"37380000","0.9723"
"37485000","0.975"
"37590000","0.9723"
"37695000","0.9734"
"37800000","0.9727"
"37905000","0.9693"
"38010000","0.9671"
