"Step","pb_uniform_from_activeAndsolve_seed2 - 2cover_rate_5step"
"180000","0.0354"
"360000","0.036"
"540000","0.03"
"720000","0.032"
"900000","0.031"
"1080000","0.035"
"1260000","0.036"
"1440000","0.049"
"1620000","0.047"
"1800000","0.037"
"1980000","0.055200000000000006"
"2160000","0.043"
"2340000","0.044"
"2520000","0.0536"
"2700000","0.0648"
"2880000","0.07619999999999999"
"3060000","0.09"
"3240000","0.1186"
"3420000","0.1576"
"3600000","0.13"
"3780000","0.157"
"3960000","0.153"
"4140000","0.16920000000000002"
"4320000","0.185"
"4500000","0.1878"
"4680000","0.2056"
"4860000","0.2324"
"5040000","0.226"
"5220000","0.2308"
"5400000","0.2114"
"5580000","0.22860000000000005"
"5760000","0.2536"
"5940000","0.2598"
"6120000","0.2686"
"6300000","0.25520000000000004"
"6480000","0.259"
"6660000","0.2764"
"6840000","0.257"
"7020000","0.2508"
"7200000","0.2494"
"7380000","0.2468"
"7560000","0.30079999999999996"
"7740000","0.273"
"7920000","0.27679999999999993"
"8100000","0.2798"
"8280000","0.27159999999999995"
"8460000","0.2776"
"8640000","0.2912"
"8820000","0.3238"
"9000000","0.2894"
"9180000","0.331"
"9360000","0.29020000000000007"
"9540000","0.302"
"9720000","0.298"
"9900000","0.287"
"10080000","0.309"
"10260000","0.3706"
"10440000","0.32820000000000005"
"10620000","0.31539999999999996"
"10800000","0.2992"
"10980000","0.3322"
"11160000","0.28840000000000005"
"11340000","0.334"
"11520000","0.3158"
"11700000","0.3504"
"11880000","0.3428"
"12060000","0.34679999999999994"
"12240000","0.3703999999999999"
"12420000","0.33080000000000004"
"12600000","0.3683999999999999"
"12780000","0.3752"
"12960000","0.361"
"13140000","0.3904"
"13320000","0.3888"
"13500000","0.3908"
"13680000","0.3733999999999999"
"13860000","0.3922000000000001"
"14040000","0.3934"
"14220000","0.3882"
"14400000","0.3942"
"14580000","0.4168"
"14760000","0.4282"
"14940000","0.4323999999999999"
"15120000","0.4126"
"15300000","0.4092"
"15480000","0.457"
"15660000","0.4394"
"15840000","0.459"
"16020000","0.4372"
"16200000","0.4822"
"16380000","0.4286"
"16560000","0.4554"
"16740000","0.4502"
"16920000","0.4034"
"17100000","0.4256"
"17280000","0.431"
"17460000","0.4418"
"17640000","0.4322"
"17820000","0.4506"
"18000000","0.459"
"18180000","0.4274"
"18360000","0.4444"
"18540000","0.4472"
"18720000","0.447"
"18900000","0.4392"
"19080000","0.4718"
"19260000","0.461"
"19440000","0.4692"
"19620000","0.4304"
"19800000","0.4616"
"19980000","0.4822"
"20160000","0.4676"
"20340000","0.4704"
"20520000","0.4676"
"20700000","0.5004"
"20880000","0.497"
"21060000","0.4891999999999999"
