"Step","tech2_sp3_small_asym_seed2 - cover_rate_5step"
"105000","0"
"210000","0.0001"
"315000","0"
"420000","0"
"525000","0"
"630000","0"
"735000","0"
"840000","0"
"945000","0"
"1050000","0"
"1155000","0"
"1260000","0"
"1365000","0"
"1470000","0"
"1575000","0"
"1680000","0"
"1785000","0"
"1890000","0"
"1995000","0.0003"
"2100000","0"
"2205000","0"
"2310000","0"
"2415000","0"
"2520000","0"
"2625000","0"
"2730000","0"
"2835000","0"
"2940000","0"
"3045000","0"
"3150000","0"
"3255000","0"
"3360000","0"
"3465000","0"
"3570000","0"
"3675000","0"
"3780000","0"
"3885000","0.0006"
"3990000","0"
"4095000","0.0002"
"4200000","0.0009"
"4305000","0.0005"
"4410000","0.0005"
"4515000","0.0002"
"4620000","0.0017"
"4725000","0.0008"
"4830000","0.0006"
"4935000","0.001"
"5040000","0.0007"
"5145000","0.001"
"5250000","0.0026"
"5355000","0.0018"
"5460000","0.0005"
"5565000","0.0016"
"5670000","0.0014000000000000002"
"5775000","0.0023"
"5880000","0.0008"
"5985000","0.0024"
"6090000","0.0005"
"6195000","0.0006"
"6300000","0.0033000000000000004"
"6405000","0.0019"
"6510000","0.0029"
"6615000","0.0025"
"6720000","0.0027"
"6825000","0.002"
"6930000","0.0016"
"7035000","0.0021000000000000003"
"7140000","0.0005"
"7245000","0.0023"
"7350000","0.0019"
"7455000","0.002"
"7560000","0.001"
"7665000","0.0045"
"7770000","0.0005"
"7875000","0.0017"
"7980000","0.0015"
"8085000","0.0024"
"8190000","0.0018"
"8295000","0.0009"
"8400000","0.0035999999999999995"
"8505000","0.0022"
"8610000","0.001"
"8715000","0.0007"
"8820000","0.0015"
"8925000","0.0008"
"9030000","0.0031999999999999997"
"9135000","0.0014000000000000002"
"9240000","0.0017"
"9345000","0.0023"
"9450000","0.0014"
"9555000","0.0012"
"9660000","0.0016"
"9765000","0.0015"
"9870000","0.0008"
"9975000","0.0017999999999999995"
"10080000","0.0006000000000000001"
"10185000","0.0015"
"10290000","0.0007"
"10395000","0.0011"
"10500000","0.0007"
"10605000","0.0009"
"10710000","0"
"10815000","0.0016"
"10920000","0"
"11025000","0"
"11130000","0"
"11235000","0.0009"
"11340000","0.0002"
"11445000","0.0015"
"11550000","0"
"11655000","0.0005"
"11760000","0.0005"
"11865000","0"
"11970000","0.0005"
"12075000","0.0006000000000000001"
"12180000","0.0007"
"12285000","0"
"12390000","0"
"12495000","0.0003"
"12600000","0"
"12705000","0.0009"
"12810000","0"
"12915000","0.0033"
"13020000","0.0013"
"13125000","0"
"13230000","0.0008"
"13335000","0"
"13440000","0"
"13545000","0.0009"
"13650000","0.0001"
"13755000","0.0003"
"13860000","0.0022"
"13965000","0.0013"
"14070000","0.0026"
"14175000","0.0016"
"14280000","0"
"14385000","0.0005"
"14490000","0.0012"
"14595000","0.0005"
"14700000","0.001"
"14805000","0.0041"
"14910000","0.0016"
"15015000","0.0012"
"15120000","0.0007"
"15225000","0.0038"
"15330000","0.0024"
"15435000","0.0029"
"15540000","0.002"
"15645000","0.0005"
"15750000","0.0034"
"15855000","0.0007"
"15960000","0.0013"
"16065000","0.0005"
"16170000","0.0038"
"16275000","0.0015"
"16380000","0.0005"
"16485000","0.0014"
"16590000","0.0011"
"16695000","0.0037"
"16800000","0.002"
"16905000","0.0004"
"17010000","0.0015"
"17115000","0.002599999999999999"
"17220000","0.0013"
"17325000","0.0016"
"17430000","0.0016"
"17535000","0.001"
"17640000","0.0005"
"17745000","0.0004"
"17850000","0.0009"
"17955000","0.002"
"18060000","0.002"
"18165000","0.0005"
"18270000","0.0022"
"18375000","0.003"
"18480000","0.002"
"18585000","0.002"
"18690000","0.001"
"18795000","0.0014"
"18900000","0.001"
"19005000","0.0005"
"19110000","0"
"19215000","0"
"19320000","0.0002"
"19425000","0.0005"
"19530000","0"
"19635000","0.002099999999999999"
"19740000","0.002"
"19845000","0.0013"
"19950000","0.003"
"20055000","0.0015"
