"Step","reverse_pb_eval1_final_version_seed2 - cover_rate_1step"
"83700000","0.413"
"83760000","0.392"
"83820000","0.419"
"83880000","0.401"
"83940000","0.408"
"84000000","0.419"
"84060000","0.404"
"84120000","0.404"
"84180000","0.413"
"84240000","0.413"
"84300000","0.428"
"84360000","0.415"
"84420000","0.423"
"84480000","0.412"
"84540000","0.418"
"84600000","0.422"
"84660000","0.431"
"84720000","0.402"
"84780000","0.421"
"84840000","0.408"
"84900000","0.435"
"84960000","0.415"
"85020000","0.428"
"85080000","0.426"
"85140000","0.414"
"85200000","0.416"
"85260000","0.414"
"85320000","0.414"
"85380000","0.424"
"85440000","0.398"
"85500000","0.421"
"85560000","0.413"
"85620000","0.401"
"85680000","0.417"
"85740000","0.417"
"85800000","0.42"
"85860000","0.401"
"85920000","0.424"
"85980000","0.41"
"86040000","0.422"
"86100000","0.414"
"86160000","0.407"
"86220000","0.418"
"86280000","0.421"
"86340000","0.412"
"86400000","0.408"
"86460000","0.409"
"86520000","0.409"
"86580000","0.426"
"86640000","0.427"
"86700000","0.417"
"86760000","0.411"
"86820000","0.423"
"86880000","0.417"
"86940000","0.434"
"87000000","0.409"
"87060000","0.407"
"87120000","0.394"
"87180000","0.41"
"87240000","0.403"
"87300000","0.397"
"87360000","0.433"
"87420000","0.397"
"87480000","0.416"
"87540000","0.423"
"87600000","0.433"
"87660000","0.408"
"87720000","0.432"
"87780000","0.42"
"87840000","0.401"
"87900000","0.419"
"87960000","0.403"
"88020000","0.42"
"88080000","0.428"
"88140000","0.421"
"88200000","0.433"
"88260000","0.417"
"88320000","0.414"
"88380000","0.439"
"88440000","0.416"
"88500000","0.433"
"88560000","0.42"
"88620000","0.423"
"88680000","0.42"
"88740000","0.437"
"88800000","0.419"
"88860000","0.407"
"88920000","0.424"
"88980000","0.417"
"89040000","0.415"
"89100000","0.435"
"89160000","0.433"
"89220000","0.435"
"89280000","0.426"
"89340000","0.428"
"89400000","0.42"
"89460000","0.415"
"89520000","0.435"
"89580000","0.419"
"89640000","0.431"
"89700000","0.425"
"89760000","0.42"
"89820000","0.426"
"89880000","0.423"
"89940000","0.413"
"90000000","0.426"
