"Step","amigo_sp_4agents_addeasycases_seed2 - cover_rate_5step"
"11900000","0.0052"
"11935000","0.0030999999999999995"
"11970000","0.0034"
"12005000","0.0026"
"12040000","0.0035"
"12075000","0.0025"
"12110000","0.0027"
"12145000","0.0017"
"12180000","0.003"
"12215000","0.004699999999999999"
"12250000","0.0048"
"12285000","0.0030999999999999995"
"12320000","0.004699999999999999"
"12355000","0.0035"
"12390000","0.0028"
"12425000","0.0017"
"12460000","0.0028"
"12495000","0.0045"
"12530000","0.0025"
"12565000","0.0050999999999999995"
"12600000","0.0028"
"12635000","0.0035999999999999995"
"12670000","0.0038"
"12705000","0.0027"
"12740000","0.004"
"12775000","0.0027"
"12810000","0.0043"
"12845000","0.0035"
"12880000","0.002599999999999999"
"12915000","0.0050999999999999995"
"12950000","0.0052"
"12985000","0.0033"
"13020000","0.0047"
"13055000","0.004200000000000001"
"13090000","0.0039"
"13125000","0.0039"
"13160000","0.0029"
"13195000","0.0046"
"13230000","0.004300000000000001"
"13265000","0.0015"
"13300000","0.002"
"13335000","0.0044"
"13370000","0.0035999999999999995"
"13405000","0.006699999999999999"
"13440000","0.0031"
"13475000","0.005"
"13510000","0.006900000000000001"
"13545000","0.0045"
"13580000","0.0021000000000000003"
"13615000","0.0071"
"13650000","0.0027"
"13685000","0.0045"
"13720000","0.0033"
"13755000","0.0023"
"13790000","0.0073"
"13825000","0.0032"
"13860000","0.004199999999999999"
"13895000","0.0022"
"13930000","0.0031000000000000003"
"13965000","0.006199999999999999"
"14000000","0.004200000000000001"
"14035000","0.004"
"14070000","0.004"
"14105000","0.0026"
"14140000","0.0024"
"14175000","0.0037"
"14210000","0.0017"
"14245000","0.005300000000000001"
"14280000","0.0022"
"14315000","0.005300000000000001"
"14350000","0.005"
"14385000","0.0034"
"14420000","0.0025"
"14455000","0.0046"
"14490000","0.0013"
"14525000","0.0027"
"14560000","0.0032"
"14595000","0.0026"
"14630000","0.005"
"14665000","0.0014"
"14700000","0.0050999999999999995"
"14735000","0.0024"
"14770000","0.0032"
"14805000","0.0046"
"14840000","0.0043"
"14875000","0.0039"
"14910000","0.0035"
"14945000","0.0039"
"14980000","0.0034"
"15015000","0.004200000000000001"
"15050000","0.0034"
"15085000","0.0012"
"15120000","0.0032"
"15155000","0.0028"
"15190000","0.0039"
"15225000","0.0036"
"15260000","0.004200000000000001"
"15295000","0.0012"
"15330000","0.0045"
"15365000","0.003"
"15400000","0.0034"
"15435000","0.0032"
"15470000","0.0040999999999999995"
"15505000","0.0040999999999999995"
"15540000","0.0040999999999999995"
"15575000","0.0067"
"15610000","0.0035"
"15645000","0.0050999999999999995"
"15680000","0.0025"
"15715000","0.0033"
"15750000","0.0040999999999999995"
"15785000","0.0037"
"15820000","0.003"
"15855000","0.0028"
"15890000","0.006199999999999999"
"15925000","0.003"
"15960000","0.0040999999999999995"
"15995000","0.004200000000000001"
"16030000","0.0039"
"16065000","0.0029"
"16100000","0.0040999999999999995"
"16135000","0.0031"
"16170000","0.0057"
"16205000","0.0037"
"16240000","0.0028"
"16275000","0.002599999999999999"
"16310000","0.0038"
"16345000","0.0039"
"16380000","0.0038"
"16415000","0.0029"
"16450000","0.0047"
"16485000","0.0035"
"16520000","0.005"
"16555000","0.0025"
"16590000","0.0023000000000000004"
"16625000","0.0053"
"16660000","0.002"
"16695000","0.0037"
"16730000","0.0034"
"16765000","0.0022"
"16800000","0.0034"
"16835000","0.0048"
"16870000","0.0027"
"16905000","0.0030999999999999995"
"16940000","0.0026999999999999997"
"16975000","0.0035"
"17010000","0.0031"
"17045000","0.0068"
"17080000","0.0033000000000000004"
"17115000","0.0028"
"17150000","0.0037"
"17185000","0.0027"
"17220000","0.0022"
"17255000","0.0045"
"17290000","0.0036"
"17325000","0.0034"
"17360000","0.0027"
"17395000","0.004699999999999999"
"17430000","0.005"
"17465000","0.0047"
"17500000","0.0033"
"17535000","0.0011"
"17570000","0.0047"
"17605000","0.0046"
"17640000","0.0045"
"17675000","0.004699999999999999"
"17710000","0.0026999999999999997"
"17745000","0.0038"
"17780000","0.0026"
"17815000","0.0045"
"17850000","0.0044"
"17885000","0.004300000000000001"
"17920000","0.0022"
"17955000","0.0035"
"17990000","0.0037"
"18025000","0.0029"
"18060000","0.0033"
"18095000","0.0032"
"18130000","0.0023"
"18165000","0.0045"
"18200000","0.005"
"18235000","0.0039"
"18270000","0.005199999999999999"
"18305000","0.006300000000000001"
"18340000","0.0037"
"18375000","0.004300000000000001"
"18410000","0.0014"
"18445000","0.0032"
"18480000","0.0054"
"18515000","0.0048"
"18550000","0.0005"
"18585000","0.004200000000000001"
"18620000","0.002"
"18655000","0.0024"
"18690000","0.0032"
"18725000","0.0034"
"18760000","0.0046"
"18795000","0.0015"
"18830000","0.0036"
"18865000","0.0035999999999999995"
"18900000","0.004"
"18935000","0.0057"
"18970000","0.0017"
"19005000","0.0046"
"19040000","0.0035"
"19075000","0.0028"
"19110000","0.0055"
"19145000","0.0036"
"19180000","0.0044"
"19215000","0.0034"
"19250000","0.0045"
"19285000","0.0055"
"19320000","0.0029"
"19355000","0.0043"
"19390000","0.005600000000000001"
"19425000","0.0036"
"19460000","0.0034"
"19495000","0.0040999999999999995"
"19530000","0.0012"
"19565000","0.0038"
"19600000","0.0017"
"19635000","0.0050999999999999995"
"19670000","0.0022"
"19705000","0.0037"
"19740000","0.0046"
"19775000","0.0045"
"19810000","0.0035"
"19845000","0.0039"
"19880000","0.0039"
"19915000","0.0026"
"19950000","0.0034"
"19985000","0.0025"
"20020000","0.0029"
"20055000","0.0039"
"20090000","0.003"
"20125000","0.0043"
"20160000","0.0029"
"20195000","0.0048"
"20230000","0.004"
"20265000","0.0034"
"20300000","0.0030999999999999995"
"20335000","0.0045"
"20370000","0.0050999999999999995"
"20405000","0.0031"
"20440000","0.0035"
"20475000","0.0025"
"20510000","0.0043"
"20545000","0.0052"
"20580000","0.0034"
"20615000","0.0050999999999999995"
"20650000","0.005"
"20685000","0.004900000000000001"
"20720000","0.0032"
"20755000","0.0058000000000000005"
"20790000","0.0050999999999999995"
"20825000","0.0024"
"20860000","0.002"
"20895000","0.0017"
"20930000","0.0033"
"20965000","0.0039"
"21000000","0.001"
"21035000","0.0031"
"21070000","0.0044"
"21105000","0.004200000000000001"
"21140000","0.0016"
"21175000","0.0022"
"21210000","0.004900000000000001"
"21245000","0.0022"
"21280000","0.0046"
"21315000","0.0029"
"21350000","0.0018"
"21385000","0.0024"
"21420000","0.0024"
"21455000","0.0015"
"21490000","0.0035"
"21525000","0.007300000000000001"
"21560000","0.0047"
"21595000","0.0037"
"21630000","0.0044"
"21665000","0.0035"
"21700000","0.0039"
"21735000","0.0046"
"21770000","0.0034"
"21805000","0.0033"
"21840000","0.0023"
"21875000","0.0039"
"21910000","0.004"
"21945000","0.0038"
"21980000","0.0045"
"22015000","0.0062"
"22050000","0.0052"
"22085000","0.0052"
"22120000","0.0036"
"22155000","0.004"
"22190000","0.0044"
"22225000","0.0025"
"22260000","0.004200000000000001"
"22295000","0.0047"
"22330000","0.004"
"22365000","0.0040999999999999995"
"22400000","0.0021000000000000003"
"22435000","0.0034"
"22470000","0.0015"
"22505000","0.002"
"22540000","0.0066"
"22575000","0.0031"
"22610000","0.0029"
"22645000","0.0052"
"22680000","0.0023"
"22715000","0.0029"
"22750000","0.0044"
"22785000","0.0058000000000000005"
"22820000","0.0023"
"22855000","0.0048"
"22890000","0.0036"
"22925000","0.0024"
"22960000","0.0012"
"22995000","0.0048"
"23030000","0.0005"
"23065000","0.004200000000000001"
"23100000","0.0038"
"23135000","0.0037"
"23170000","0.0032"
"23205000","0.0035"
"23240000","0.0044"
"23275000","0.0056"
"23310000","0.0047"
"23345000","0.0023"
"23380000","0.004200000000000001"
"23415000","0.0027"
"23450000","0.0054"
"23485000","0.0048"
"23520000","0.0028"
"23555000","0.0029"
"23590000","0.0074"
"23625000","0.0063"
"23660000","0.005300000000000001"
"23695000","0.0037"
"23730000","0.0036"
"23765000","0.004"
"23800000","0.0026"
"23835000","0.004900000000000001"
"23870000","0.0035"
"23905000","0.0027"
"23940000","0.0035999999999999995"
"23975000","0.0028000000000000004"
"24010000","0.0017"
"24045000","0.0024"
"24080000","0.0038"
"24115000","0.005900000000000001"
"24150000","0.0026"
"24185000","0.0035999999999999995"
"24220000","0.0047"
"24255000","0.0037"
"24290000","0.004"
"24325000","0.0044"
"24360000","0.0018"
"24395000","0.0043"
"24430000","0.0034"
"24465000","0.0036"
"24500000","0.0035"
"24535000","0.0062"
"24570000","0.004"
"24605000","0.0030999999999999995"
"24640000","0.0045"
"24675000","0.006699999999999999"
"24710000","0.0036"
"24745000","0.0017999999999999995"
"24780000","0.004200000000000001"
"24815000","0.002"
"24850000","0.0046"
"24885000","0.0031999999999999997"
"24920000","0.0033"
"24955000","0.0052"
"24990000","0.0032"
"25025000","0.0052"
"25060000","0.0058000000000000005"
"25095000","0.0050999999999999995"
"25130000","0.0041"
"25165000","0.0036"
"25200000","0.0037"
"25235000","0.0035"
"25270000","0.004699999999999999"
"25305000","0.0023"
"25340000","0.0023"
"25375000","0.0044"
"25410000","0.0029"
"25445000","0.0040999999999999995"
"25480000","0.0027"
"25515000","0.0026"
"25550000","0.0035"
"25585000","0.0023"
"25620000","0.0027"
"25655000","0.0037"
"25690000","0.004"
"25725000","0.0025"
"25760000","0.0026"
"25795000","0.0047"
"25830000","0.005"
"25865000","0.0046"
"25900000","0.0039"
"25935000","0.0039"
"25970000","0.0045"
"26005000","0.006199999999999999"
"26040000","0.0040999999999999995"
"26075000","0.0035"
"26110000","0.0031"
"26145000","0.0015"
"26180000","0.0039"
"26215000","0.0025"
"26250000","0.0030999999999999995"
"26285000","0.0032"
"26320000","0.0040999999999999995"
"26355000","0.0031"
"26390000","0.005"
"26425000","0.0032"
"26460000","0.0026"
"26495000","0.0029"
"26530000","0.0039"
"26565000","0.004"
"26600000","0.006300000000000001"
"26635000","0.0025"
"26670000","0.0036000000000000003"
"26705000","0.0018"
"26740000","0.0033"
"26775000","0.0025"
"26810000","0.0022"
"26845000","0.0030999999999999995"
"26880000","0.0029"
"26915000","0.0017999999999999995"
"26950000","0.005"
"26985000","0.0038"
"27020000","0.0032"
"27055000","0.0016"
"27090000","0.0027"
"27125000","0.0046"
"27160000","0.0046"
"27195000","0.0055"
"27230000","0.004399999999999999"
"27265000","0.004199999999999999"
"27300000","0.0046"
"27335000","0.004200000000000001"
"27370000","0.0048"
"27405000","0.0032"
"27440000","0.0040999999999999995"
"27475000","0.0053"
"27510000","0.0023"
"27545000","0.0036"
"27580000","0.0023"
"27615000","0.0012999999999999995"
"27650000","0.0048"
"27685000","0.0028"
"27720000","0.0039"
"27755000","0.007"
"27790000","0.0029"
"27825000","0.004900000000000001"
"27860000","0.0024"
"27895000","0.005"
"27930000","0.0024"
"27965000","0.0031"
"28000000","0.0027"
"28035000","0.0043"
"28070000","0.005"
"28105000","0.0060999999999999995"
"28140000","0.0028000000000000004"
"28175000","0.005"
"28210000","0.0058000000000000005"
"28245000","0.0023"
"28280000","0.004900000000000001"
"28315000","0.0039"
"28350000","0.0029"
"28385000","0.0033"
"28420000","0.0037"
"28455000","0.0026"
"28490000","0.0036"
"28525000","0.0056"
"28560000","0.0046"
"28595000","0.0036"
"28630000","0.0067"
"28665000","0.004"
"28700000","0.0037"
"28735000","0.0036"
"28770000","0.0043"
"28805000","0.0036"
"28840000","0.004900000000000001"
"28875000","0.0056"
"28910000","0.002099999999999999"
"28945000","0.0050999999999999995"
"28980000","0.0017"
"29015000","0.0045"
"29050000","0.0034"
"29085000","0.0048"
"29120000","0.0054"
"29155000","0.0021000000000000003"
"29190000","0.0014000000000000002"
"29225000","0.0058"
"29260000","0.0037"
"29295000","0.0045"
"29330000","0.004"
"29365000","0.0035"
"29400000","0.0053"
"29435000","0.0028"
"29470000","0.0056"
"29505000","0.0047"
"29540000","0.0021000000000000003"
"29575000","0.005600000000000001"
"29610000","0.0044"
"29645000","0.0035"
"29680000","0.0015"
"29715000","0.0028"
"29750000","0.0027"
"29785000","0.0038"
"29820000","0.0022"
"29855000","0.0043"
"29890000","0.003"
"29925000","0.0035"
"29960000","0.0027"
"29995000","0.0033000000000000004"
"30030000","0.004200000000000001"
"30065000","0.0034"
"30100000","0.006900000000000001"
"30135000","0.0048"
"30170000","0.0032"
"30205000","0.003"
"30240000","0.004200000000000001"
"30275000","0.004900000000000001"
"30310000","0.004699999999999999"
"30345000","0.0045"
"30380000","0.0048"
"30415000","0.004199999999999999"
"30450000","0.004300000000000001"
"30485000","0.0029"
"30520000","0.003"
"30555000","0.0066"
"30590000","0.0046"
"30625000","0.0060999999999999995"
"30660000","0.0034"
"30695000","0.0033"
"30730000","0.0007"
"30765000","0.0045"
"30800000","0.006"
"30835000","0.0027"
"30870000","0.0011"
"30905000","0.0016"
"30940000","0.0038"
"30975000","0.0029"
"31010000","0.0054"
"31045000","0.0052"
"31080000","0.0037"
"31115000","0.0060999999999999995"
"31150000","0.003"
"31185000","0.0034"
"31220000","0.0055"
"31255000","0.0029"
"31290000","0.0029"
"31325000","0.0028"
"31360000","0.0033"
"31395000","0.0023"
"31430000","0.0015"
"31465000","0.0037"
"31500000","0.0043"
"31535000","0.0032"
"31570000","0.0035"
"31605000","0.0054"
"31640000","0.0046"
"31675000","0.003"
"31710000","0.007899999999999999"
"31745000","0.0036"
"31780000","0.0054"
"31815000","0.0018000000000000002"
"31850000","0.0018"
"31885000","0.0040999999999999995"
"31920000","0.005300000000000001"
"31955000","0.004"
"31990000","0.0016"
"32025000","0.0025"
"32060000","0.0037"
"32095000","0.0044"
"32130000","0.0018"
"32165000","0.0065"
"32200000","0.005300000000000001"
"32235000","0.0056"
"32270000","0.0039"
"32305000","0.0023"
"32340000","0.005"
"32375000","0.004900000000000001"
"32410000","0.0027"
"32445000","0.004"
"32480000","0.0028"
"32515000","0.006"
"32550000","0.004199999999999999"
"32585000","0.004"
"32620000","0.0035"
"32655000","0.0060999999999999995"
"32690000","0.0029"
"32725000","0.0037"
"32760000","0.004200000000000001"
"32795000","0.0035999999999999995"
"32830000","0.0043"
"32865000","0.004199999999999999"
"32900000","0.0022"
"32935000","0.0029"
"32970000","0.0039"
"33005000","0.0035"
"33040000","0.0046"
"33075000","0.0052"
"33110000","0.006900000000000001"
"33145000","0.0040999999999999995"
"33180000","0.0013"
"33215000","0.0050999999999999995"
"33250000","0.0035"
"33285000","0.0022"
"33320000","0.0040999999999999995"
"33355000","0.004"
"33390000","0.0046"
"33425000","0.0050999999999999995"
"33460000","0.0056"
"33495000","0.0039"
"33530000","0.0029"
"33565000","0.0019"
"33600000","0.005199999999999999"
"33635000","0.004900000000000001"
"33670000","0.0013"
"33705000","0.004900000000000001"
"33740000","0.004900000000000001"
"33775000","0.003"
"33810000","0.0025"
"33845000","0.0028"
"33880000","0.0037"
"33915000","0.0052"
"33950000","0.0050999999999999995"
"33985000","0.0023"
"34020000","0.0055"
"34055000","0.004600000000000001"
"34090000","0.0038"
"34125000","0.0051"
"34160000","0.0043"
"34195000","0.003"
"34230000","0.0024"
"34265000","0.0050999999999999995"
"34300000","0.004"
"34335000","0.0053"
"34370000","0.0043"
"34405000","0.0021000000000000003"
"34440000","0.0032"
"34475000","0.0019999999999999996"
"34510000","0.0038"
"34545000","0.0046"
"34580000","0.0053"
"34615000","0.0024"
"34650000","0.0037"
"34685000","0.004200000000000001"
"34720000","0.0025"
"34755000","0.0026"
"34790000","0.003"
"34825000","0.0012"
"34860000","0.0054"
"34895000","0.0040999999999999995"
"34930000","0.0025"
"34965000","0.0040999999999999995"
"35000000","0.004200000000000001"
"35035000","0.006"
"35070000","0.0038"
"35105000","0.0027"
"35140000","0.0044"
"35175000","0.0011"
"35210000","0.0046"
"35245000","0.0056"
"35280000","0.0040999999999999995"
"35315000","0.0014"
"35350000","0.004"
"35385000","0.005600000000000001"
"35420000","0.0031"
"35455000","0.0038"
"35490000","0.0058"
"35525000","0.0040999999999999995"
"35560000","0.0063"
"35595000","0.0054"
"35630000","0.0045"
"35665000","0.0034"
"35700000","0.003"
"35735000","0.0035"
"35770000","0.0045"
"35805000","0.0024"
"35840000","0.0021000000000000003"
"35875000","0.0026"
"35910000","0.0039"
"35945000","0.006"
"35980000","0.0021000000000000003"
"36015000","0.0024"
"36050000","0.0021000000000000003"
"36085000","0.004"
"36120000","0.0044"
"36155000","0.004900000000000001"
"36190000","0.004200000000000001"
"36225000","0.0017"
"36260000","0.0048"
"36295000","0.0038"
"36330000","0.0030999999999999995"
"36365000","0.0021000000000000003"
"36400000","0.007600000000000001"
"36435000","0.005"
"36470000","0.0038"
"36505000","0.0057"
"36540000","0.004200000000000001"
"36575000","0.003"
"36610000","0.002599999999999999"
"36645000","0.0019"
"36680000","0.0035"
"36715000","0.003"
"36750000","0.0035"
"36785000","0.002099999999999999"
"36820000","0.0054"
"36855000","0.0025"
"36890000","0.003"
"36925000","0.005300000000000001"
"36960000","0.0036"
"36995000","0.0045"
"37030000","0.006900000000000001"
"37065000","0.0033000000000000004"
"37100000","0.0032"
"37135000","0.0027"
"37170000","0.004199999999999999"
"37205000","0.0038"
"37240000","0.0056"
"37275000","0.0014"
"37310000","0.005"
"37345000","0.0038"
"37380000","0.0059"
"37415000","0.0038"
"37450000","0.0035"
"37485000","0.0043"
"37520000","0.003"
"37555000","0.0031"
"37590000","0.0058"
"37625000","0.006699999999999999"
"37660000","0.0031"
"37695000","0.0050999999999999995"
"37730000","0.0035999999999999995"
"37765000","0.0048"
"37800000","0.002"
"37835000","0.0032"
"37870000","0.0022"
"37905000","0.0023"
"37940000","0.0058"
"37975000","0.0023"
"38010000","0.0037"
"38045000","0.0044"
"38080000","0.004199999999999999"
"38115000","0.0063"
"38150000","0.0032"
"38185000","0.0023"
"38220000","0.0023"
"38255000","0.0024"
"38290000","0.0028"
"38325000","0.004"
"38360000","0.0038"
"38395000","0.0036"
"38430000","0.004"
"38465000","0.0032"
"38500000","0.0033"
"38535000","0.0035"
"38570000","0.0043"
"38605000","0.0038"
"38640000","0.0047"
"38675000","0.0023000000000000004"
"38710000","0.0039"
"38745000","0.0038"
"38780000","0.0066"
"38815000","0.0034"
"38850000","0.0032"
"38885000","0.002599999999999999"
"38920000","0.0048"
"38955000","0.004"
"38990000","0.0029"
"39025000","0.0050999999999999995"
"39060000","0.0014"
"39095000","0.0024"
"39130000","0.0037"
"39165000","0.005300000000000001"
"39200000","0.0031999999999999997"
"39235000","0.0032"
"39270000","0.0036"
"39305000","0.0062"
"39340000","0.0023"
"39375000","0.0033"
"39410000","0.0026"
"39445000","0.004"
"39480000","0.0038"
"39515000","0.0038"
"39550000","0.0031999999999999997"
"39585000","0.0024"
"39620000","0.0043"
"39655000","0.0055"
"39690000","0.0023"
"39725000","0.0037"
"39760000","0.0022"
"39795000","0.002599999999999999"
"39830000","0.0038"
"39865000","0.0061"
"39900000","0.0012999999999999995"
"39935000","0.004699999999999999"
"39970000","0.0036"
