"Step","mix4n8_samebatch_seed1 - 8cover_rate"
"21157500","0.84135"
"21315000","0.8332999999999999"
"21472500","0.851"
"21630000","0.82055"
"21787500","0.8322999999999999"
"21945000","0.8358"
"22102500","0.8158"
"22260000","0.8140499999999999"
"22417500","0.8251499999999999"
"22575000","0.84075"
"22732500","0.8364"
"22890000","0.8364499999999999"
"23047500","0.8401499999999998"
"23205000","0.84845"
"23362500","0.8422499999999998"
"23520000","0.8382999999999999"
"23677500","0.8188"
"23835000","0.8482999999999999"
"23992500","0.8453999999999999"
"24150000","0.8594499999999999"
"24307500","0.85205"
"24465000","0.8538499999999999"
"24622500","0.84525"
"24780000","0.8509"
"24937500","0.86515"
"25095000","0.87085"
"25252500","0.8371"
"25410000","0.8615499999999999"
"25567500","0.8315999999999999"
"25725000","0.8345999999999999"
"25882500","0.8536999999999999"
"26040000","0.86775"
"26197500","0.857"
"26355000","0.8655999999999999"
"26512500","0.8655"
"26670000","0.8581499999999999"
"26827500","0.8591"
"26985000","0.8686499999999998"
"27142500","0.8672"
"27300000","0.86165"
"27457500","0.8755999999999999"
"27615000","0.8805"
"27772500","0.8795"
"27930000","0.8764500000000001"
"28087500","0.8893499999999999"
"28245000","0.8914500000000001"
"28402500","0.89565"
"28560000","0.8980499999999999"
"28717500","0.89025"
"28875000","0.8916499999999999"
"29032500","0.90285"
"29190000","0.90605"
"29347500","0.90325"
"29505000","0.87715"
"29662500","0.88195"
"29820000","0.8806499999999999"
"29977500","0.8793500000000001"
"30135000","0.8843000000000001"
"30292500","0.8970499999999999"
"30450000","0.89325"
"30607500","0.9003"
"30765000","0.8904500000000001"
"30922500","0.8947999999999999"
"31080000","0.90705"
"31237500","0.90235"
"31395000","0.91455"
"31552500","0.90785"
"31710000","0.9153"
"31867500","0.91515"
"32025000","0.9162"
"32182500","0.92185"
"32340000","0.9213"
"32497500","0.906"
"32655000","0.9114"
"32812500","0.922"
"32970000","0.91635"
"33127500","0.9132"
"33285000","0.90545"
"33442500","0.8356"
"33600000","0.84275"
"33757500","0.8478"
"33915000","0.8701500000000001"
"34072500","0.8640999999999999"
"34230000","0.86895"
"34387500","0.88295"
"34545000","0.877"
"34702500","0.88325"
"34860000","0.88715"
"35017500","0.90395"
"35175000","0.90375"
"35332500","0.90395"
"35490000","0.91145"
"35647500","0.90715"
"35805000","0.92295"
"35962500","0.932"
"36120000","0.9332"
"36277500","0.90555"
"36435000","0.92475"
"36592500","0.9208999999999998"
"36750000","0.9287"
"36907500","0.9283"
"37065000","0.93825"
"37222500","0.93815"
"37380000","0.9316"
"37537500","0.92585"
"37695000","0.9142"
"37852500","0.9218"
"38010000","0.92345"
"38167500","0.92435"
"38325000","0.91325"
"38482500","0.8658499999999999"
"38640000","0.8619"
"38797500","0.87305"
"38955000","0.8894500000000001"
"39112500","0.8927999999999999"
"39270000","0.8975"
"39427500","0.9041"
"39585000","0.91215"
"39742500","0.90875"
"39900000","0.8856"
"40057500","0.8976000000000001"
"40215000","0.91455"
"40372500","0.9172"
"40530000","0.93165"
"40687500","0.92245"
"40845000","0.91655"
"41002500","0.91855"
"41160000","0.906"
"41317500","0.92085"
"41475000","0.90865"
"41632500","0.89485"
"41790000","0.8716"
"41947500","0.90555"
"42105000","0.8915"
"42262500","0.9129"
"42420000","0.91715"
"42577500","0.91405"
"42735000","0.923"
"42892500","0.92845"
"43050000","0.9337"
"43207500","0.93855"
"43365000","0.93875"
"43522500","0.94655"
"43680000","0.95335"
"43837500","0.94375"
"43995000","0.95175"
"44152500","0.95485"
"44310000","0.9578"
"44467500","0.9465"
"44625000","0.95035"
"44782500","0.94105"
"44940000","0.9368"
"45097500","0.9526"
"45255000","0.95575"
"45412500","0.95195"
"45570000","0.95425"
"45727500","0.95035"
"45885000","0.9472"
"46042500","0.94805"
"46200000","0.9517"
"46357500","0.9519"
"46515000","0.95205"
"46672500","0.95975"
"46830000","0.96045"
"46987500","0.94405"
"47145000","0.9611499999999998"
"47302500","0.96645"
"47460000","0.96715"
"47617500","0.9603"
"47775000","0.9584"
"47932500","0.96735"
"48090000","0.9599"
"48247500","0.95725"
"48405000","0.96205"
"48562500","0.96415"
"48720000","0.96355"
"48877500","0.9601"
"49035000","0.96425"
"49192500","0.96175"
"49350000","0.9634"
"49507500","0.97645"
"49665000","0.9671"
"49822500","0.9735"
"49980000","0.98525"
"50137500","0.97635"
"50295000","0.96945"
"50452500","0.9767"
"50610000","0.97475"
"50767500","0.9677"
"50925000","0.9682"
"51082500","0.97115"
"51240000","0.9693"
"51397500","0.96525"
"51555000","0.96605"
"51712500","0.94255"
"51870000","0.8707"
"52027500","0.90245"
"52185000","0.9234"
"52342500","0.9449"
"52500000","0.95515"
"52657500","0.95415"
"52815000","0.9489"
"52972500","0.9411"
"53130000","0.9446"
"53287500","0.9435"
"53445000","0.9183"
"53602500","0.9307"
"53760000","0.93495"
"53917500","0.92845"
"54075000","0.9341"
"54232500","0.9306"
"54390000","0.91815"
"54547500","0.91235"
"54705000","0.9144"
"54862500","0.93455"
"55020000","0.9113"
"55177500","0.9402"
"55335000","0.9333"
"55492500","0.92705"
"55650000","0.91005"
"55807500","0.9182"
"55965000","0.89685"
"56122500","0.8923"
"56280000","0.9012"
"56437500","0.8806999999999999"
"56595000","0.912"
"56752500","0.929"
"56910000","0.94375"
"57067500","0.93215"
"57225000","0.94775"
"57382500","0.9472"
"57540000","0.92865"
"57697500","0.934"
"57855000","0.95165"
"58012500","0.9326"
"58170000","0.93445"
"58327500","0.92255"
"58485000","0.9069"
"58642500","0.9411"
"58800000","0.9247"
"58957500","0.9266"
"59115000","0.9385"
"59272500","0.939"
"59430000","0.9649"
"59587500","0.9548"
"59745000","0.9703"
"59902500","0.97265"
"60060000","0.97555"
"60217500","0.97735"
"60375000","0.9701"
"60532500","0.96645"
"60690000","0.96615"
"60847500","0.97955"
"61005000","0.9746"
"61162500","0.98105"
"61320000","0.9802"
"61477500","0.9799"
"61635000","0.98025"
"61792500","0.97855"
"61950000","0.9791"
"62107500","0.9717"
"62265000","0.9687"
"62422500","0.9641"
"62580000","0.97965"
"62737500","0.9699"
"62895000","0.97185"
"63052500","0.96975"
"63210000","0.96875"
"63367500","0.96605"
