"Step","pb_min0.25_seed3 - 2cover_rate_5step"
"180000","0.03"
"360000","0.028"
"540000","0.042"
"720000","0.033"
"900000","0.019"
"1080000","0.032"
"1260000","0.03"
"1440000","0.035"
"1620000","0.031"
"1800000","0.038"
"1980000","0.034"
"2160000","0.0526"
"2340000","0.05059999999999999"
"2520000","0.064"
"2700000","0.059"
"2880000","0.0678"
"3060000","0.08319999999999998"
"3240000","0.07859999999999999"
"3420000","0.117"
"3600000","0.15319999999999998"
"3780000","0.15080000000000002"
"3960000","0.1734"
"4140000","0.1938"
"4320000","0.2124"
"4500000","0.22839999999999996"
"4680000","0.245"
"4860000","0.25579999999999997"
"5040000","0.2774"
"5220000","0.29979999999999996"
"5400000","0.3034"
"5580000","0.293"
"5760000","0.307"
"5940000","0.307"
"6120000","0.32539999999999997"
"6300000","0.3538"
"6480000","0.3358"
"6660000","0.3454"
"6840000","0.3602"
"7020000","0.3574"
"7200000","0.3494"
"7380000","0.33479999999999993"
"7560000","0.3606"
"7740000","0.3806000000000001"
"7920000","0.335"
"8100000","0.3798"
"8280000","0.3636"
"8460000","0.41"
"8640000","0.3632"
"8820000","0.41280000000000006"
"9000000","0.4158"
"9180000","0.4106"
"9360000","0.4574"
"9540000","0.4424"
"9720000","0.4114"
"9900000","0.426"
"10080000","0.436"
"10260000","0.4656"
"10440000","0.4386000000000001"
"10620000","0.446"
"10800000","0.4168"
"10980000","0.4313999999999999"
"11160000","0.4528"
"11340000","0.4312"
"11520000","0.4506"
"11700000","0.455"
"11880000","0.44519999999999993"
"12060000","0.474"
"12240000","0.487"
"12420000","0.4888"
"12600000","0.4762"
"12780000","0.4644"
"12960000","0.4714"
"13140000","0.499"
"13320000","0.483"
"13500000","0.4636"
"13680000","0.5002"
"13860000","0.4926"
"14040000","0.4938"
"14220000","0.5018"
"14400000","0.5204"
"14580000","0.5226000000000001"
"14760000","0.5084000000000001"
"14940000","0.5086"
"15120000","0.5288"
"15300000","0.4954"
"15480000","0.5156000000000001"
"15660000","0.5362"
"15840000","0.5492"
"16020000","0.503"
"16200000","0.5094"
"16380000","0.5324"
"16560000","0.5654"
"16740000","0.5357999999999999"
"16920000","0.5796"
"17100000","0.5585999999999999"
"17280000","0.5813999999999999"
"17460000","0.5582"
"17640000","0.5656"
"17820000","0.5452"
"18000000","0.5774"
"18180000","0.5644"
"18360000","0.5968"
"18540000","0.5868"
"18720000","0.5528"
"18900000","0.5978"
"19080000","0.5953999999999999"
"19260000","0.6043999999999999"
"19440000","0.6144"
"19620000","0.5993999999999999"
"19800000","0.6226"
"19980000","0.612"
"20160000","0.6212000000000001"
"20340000","0.6226"
"20520000","0.6312"
"20700000","0.6416"
"20880000","0.6382000000000001"
"21060000","0.637"
"21240000","0.6327999999999999"
"21420000","0.6562"
"21600000","0.6456"
"21780000","0.6366"
"21960000","0.6684"
"22140000","0.6562"
"22320000","0.6586"
"22500000","0.6484"
"22680000","0.6586000000000001"
"22860000","0.6802"
"23040000","0.6812"
"23220000","0.6714000000000001"
"23400000","0.664"
"23580000","0.6778"
"23760000","0.661"
"23940000","0.6756"
"24120000","0.6744000000000001"
"24300000","0.6644000000000001"
"24480000","0.6886"
"24660000","0.6776"
"24840000","0.6828"
"25020000","0.692"
"25200000","0.697"
"25380000","0.6945999999999999"
"25560000","0.6742"
"25740000","0.6988"
"25920000","0.703"
"26100000","0.703"
"26280000","0.7014000000000001"
"26460000","0.6815999999999999"
"26640000","0.7114"
"26820000","0.7148"
"27000000","0.6892"
"27180000","0.6826"
"27360000","0.7198"
"27540000","0.6936"
"27720000","0.7332000000000001"
"27900000","0.7133999999999999"
"28080000","0.7232000000000001"
"28260000","0.6966"
"28440000","0.7285999999999999"
"28620000","0.737"
"28800000","0.7253999999999999"
"28980000","0.7345999999999999"
"29160000","0.728"
"29340000","0.7467999999999999"
"29520000","0.7806000000000001"
"29700000","0.7426"
"29880000","0.7472"
"30060000","0.743"
"30240000","0.7536"
"30420000","0.754"
"30600000","0.776"
"30780000","0.7597999999999999"
"30960000","0.743"
"31140000","0.7737999999999999"
"31320000","0.7542000000000001"
"31500000","0.744"
"31680000","0.7984"
"31860000","0.7596"
"32040000","0.7717999999999999"
"32220000","0.7674"
"32400000","0.7908"
"32580000","0.813"
"32760000","0.7747999999999999"
"32940000","0.7794"
"33120000","0.7747999999999999"
"33300000","0.7857999999999999"
"33480000","0.7857999999999999"
"33660000","0.8048000000000001"
"33840000","0.7918"
"34020000","0.779"
"34200000","0.7822"
"34380000","0.788"
"34560000","0.7454000000000001"
"34740000","0.7882"
"34920000","0.7894"
"35100000","0.799"
"35280000","0.769"
"35460000","0.768"
"35640000","0.8098"
"35820000","0.7915999999999999"
"36000000","0.8034"
"36180000","0.757"
"36360000","0.829"
"36540000","0.8054"
"36720000","0.7952"
"36900000","0.8158"
"37080000","0.7938"
"37260000","0.8038"
"37440000","0.8038"
"37620000","0.8355999999999999"
"37800000","0.8126"
"37980000","0.809"
"38160000","0.8108000000000001"
"38340000","0.8162"
"38520000","0.8246"
"38700000","0.8372"
"38880000","0.8136"
"39060000","0.8106"
"39240000","0.8298"
"39420000","0.7996"
"39600000","0.824"
"39780000","0.8198"
"39960000","0.824"
"40140000","0.8366"
"40320000","0.8324"
"40500000","0.8331999999999999"
"40680000","0.8458"
"40860000","0.8324"
"41040000","0.842"
"41220000","0.8373999999999999"
"41400000","0.8408"
"41580000","0.8526"
"41760000","0.8445999999999999"
"41940000","0.8118"
"42120000","0.8502000000000001"
"42300000","0.8588000000000001"
"42480000","0.8422"
"42660000","0.8443999999999999"
"42840000","0.8586"
"43020000","0.829"
"43200000","0.8452000000000001"
"43380000","0.864"
"43560000","0.8687999999999999"
"43740000","0.837"
"43920000","0.8704"
"44100000","0.8478"
"44280000","0.8604"
"44460000","0.8675999999999999"
"44640000","0.8596"
"44820000","0.875"
"45000000","0.8442000000000001"
"45180000","0.834"
"45360000","0.8774000000000001"
"45540000","0.8543999999999999"
"45720000","0.8706"
"45900000","0.88"
"46080000","0.8593999999999999"
"46260000","0.8438"
"46440000","0.8835999999999999"
"46620000","0.8565999999999999"
"46800000","0.8593999999999999"
"46980000","0.9032"
"47160000","0.8772"
"47340000","0.8635999999999999"
"47520000","0.8784"
"47700000","0.8798"
"47880000","0.8695999999999999"
"48060000","0.8666"
"48240000","0.8796"
"48420000","0.867"
"48600000","0.8887999999999999"
"48780000","0.884"
"48960000","0.8822"
"49140000","0.8874"
"49320000","0.8716"
"49500000","0.8802"
"49680000","0.8767999999999999"
"49860000","0.8702000000000001"
"50040000","0.8914"
"50220000","0.9046"
"50400000","0.876"
"50580000","0.8654"
"50760000","0.8894"
"50940000","0.8726"
"51120000","0.8827999999999999"
"51300000","0.8786"
"51480000","0.904"
"51660000","0.8788"
"51840000","0.91"
"52020000","0.905"
"52200000","0.8947999999999999"
"52380000","0.886"
"52560000","0.9014"
"52740000","0.8927999999999999"
"52920000","0.9004"
"53100000","0.9234"
"53280000","0.909"
"53460000","0.9028"
"53640000","0.8957999999999999"
"53820000","0.8966"
"54000000","0.8938"
"54180000","0.8976"
"54360000","0.907"
"54540000","0.8886000000000001"
"54720000","0.915"
"54900000","0.9032"
"55080000","0.896"
"55260000","0.9162"
"55440000","0.9072"
"55620000","0.9074"
"55800000","0.9046"
"55980000","0.8996000000000001"
"56160000","0.9138"
"56340000","0.9294"
"56520000","0.899"
"56700000","0.919"
"56880000","0.9048"
"57060000","0.913"
"57240000","0.914"
"57420000","0.9066"
"57600000","0.8974"
"57780000","0.9248"
"57960000","0.9066"
"58140000","0.9174"
"58320000","0.913"
"58500000","0.9174"
"58680000","0.9234"
"58860000","0.9166"
"59040000","0.9134"
"59220000","0.9212"
"59400000","0.9218"
"59580000","0.9306"
"59760000","0.9358"
"59940000","0.9296"
"60120000","0.9156"
"60300000","0.9218"
"60480000","0.9304"
"60660000","0.9166"
"60840000","0.911"
"61020000","0.9392"
"61200000","0.9158"
"61380000","0.917"
"61560000","0.906"
"61740000","0.9276"
"61920000","0.9288"
"62100000","0.923"
"62280000","0.9368"
"62460000","0.9216"
"62640000","0.929"
"62820000","0.9116"
"63000000","0.926"
"63180000","0.9098"
"63360000","0.9106"
"63540000","0.9276"
"63720000","0.9408"
"63900000","0.9238"
"64080000","0.9284"
"64260000","0.9294"
"64440000","0.929"
"64620000","0.932"
"64800000","0.9352"
"64980000","0.9226"
"65160000","0.9358"
"65340000","0.9426"
"65520000","0.9444"
"65700000","0.9306"
"65880000","0.9374"
"66060000","0.9312"
"66240000","0.9302"
"66420000","0.9446"
"66600000","0.9412"
"66780000","0.9384"
"66960000","0.936"
"67140000","0.9504"
"67320000","0.943"
"67500000","0.9526"
"67680000","0.9386"
"67860000","0.9426"
"68040000","0.9482"
"68220000","0.954"
"68400000","0.9512"
"68580000","0.9258"
"68760000","0.9422"
"68940000","0.9342"
"69120000","0.9358"
"69300000","0.9484"
"69480000","0.952"
"69660000","0.94"
"69840000","0.942"
"70020000","0.9522"
"70200000","0.9482"
"70380000","0.9376"
"70560000","0.9316"
"70740000","0.9502"
"70920000","0.9452"
"71100000","0.9368"
"71280000","0.9496"
"71460000","0.9402"
"71640000","0.9462"
"71820000","0.951"
"72000000","0.945"
"72180000","0.9506"
"72360000","0.9438"
"72540000","0.9516"
"72720000","0.9518"
"72900000","0.9282"
"73080000","0.9288"
"73260000","0.9376"
"73440000","0.929"
"73620000","0.9444"
"73800000","0.9498"
"73980000","0.9452"
"74160000","0.9338"
"74340000","0.9378"
"74520000","0.9438"
"74700000","0.9564"
"74880000","0.942"
"75060000","0.9396"
"75240000","0.949"
"75420000","0.9458"
"75600000","0.9536"
"75780000","0.9494"
"75960000","0.9436"
"76140000","0.9442"
"76320000","0.943"
"76500000","0.9522"
"76680000","0.9504"
"76860000","0.9514"
"77040000","0.9488"
"77220000","0.9484"
"77400000","0.9396"
"77580000","0.968"
"77760000","0.9458"
"77940000","0.9436"
"78120000","0.9462"
"78300000","0.9442"
"78480000","0.9486"
"78660000","0.9554"
"78840000","0.938"
"79020000","0.9398"
"79200000","0.946"
"79380000","0.9446"
"79560000","0.946"
"79740000","0.9438"
"79920000","0.9434"
