"Step","ours_warmup6iter_check_true_seed2 - 8cover_rate"
"10605000","0.95875"
"10710000","0.94915"
"10815000","0.9486"
"10920000","0.95365"
"11025000","0.94495"
"11130000","0.9528"
"11235000","0.9531"
"11340000","0.95525"
"11445000","0.9549"
"11550000","0.9535"
"11655000","0.95635"
"11760000","0.9574"
"11865000","0.95965"
"11970000","0.9573"
"12075000","0.9589"
"12180000","0.94915"
"12285000","0.95255"
"12390000","0.95535"
"12495000","0.9582"
"12600000","0.9611"
"12705000","0.96085"
"12810000","0.95845"
"12915000","0.9588"
"13020000","0.95185"
"13125000","0.95465"
"13230000","0.95415"
"13335000","0.95535"
"13440000","0.95935"
"13545000","0.9611"
"13650000","0.9581"
"13755000","0.96605"
"13860000","0.9695"
"13965000","0.96395"
"14070000","0.9696"
"14175000","0.95735"
"14280000","0.9522"
"14385000","0.959"
"14490000","0.96405"
"14595000","0.9614"
"14700000","0.9662"
"14805000","0.9665"
"14910000","0.9701"
"15015000","0.9745"
"15120000","0.97245"
"15225000","0.97355"
"15330000","0.96945"
"15435000","0.9719"
"15540000","0.9716"
"15645000","0.9631499999999998"
"15750000","0.9563"
"15855000","0.9512"
"15960000","0.9539"
"16065000","0.9601"
"16170000","0.9611"
"16275000","0.96525"
"16380000","0.96275"
"16485000","0.9601"
"16590000","0.9718"
"16695000","0.9698"
"16800000","0.9752"
"16905000","0.9745"
"17010000","0.97545"
"17115000","0.97275"
"17220000","0.9679"
"17325000","0.9736"
"17430000","0.97785"
"17535000","0.97265"
"17640000","0.9756"
"17745000","0.9796"
"17850000","0.976"
"17955000","0.9745"
"18060000","0.97005"
"18165000","0.96975"
"18270000","0.96365"
"18375000","0.96695"
"18480000","0.9634"
"18585000","0.9633999999999998"
"18690000","0.9641"
"18795000","0.9717"
"18900000","0.9793999999999998"
"19005000","0.9773"
"19110000","0.97675"
"19215000","0.97515"
"19320000","0.9709"
"19425000","0.97485"
"19530000","0.9723"
"19635000","0.9813"
"19740000","0.9674"
"19845000","0.9719"
"19950000","0.9677"
"20055000","0.9722"
"20160000","0.9721"
"20265000","0.96915"
"20370000","0.9698"
"20475000","0.9718"
"20580000","0.97445"
"20685000","0.9788"
"20790000","0.9764"
"20895000","0.97665"
"21000000","0.97645"
"21105000","0.9715"
"21210000","0.9773"
"21315000","0.9772"
"21420000","0.9809"
"21525000","0.97605"
"21630000","0.9765"
"21735000","0.9772"
"21840000","0.978"
"21945000","0.9742"
"22050000","0.9792"
"22155000","0.9815"
"22260000","0.9777"
"22365000","0.97675"
"22470000","0.97"
"22575000","0.977"
"22680000","0.97855"
"22785000","0.98005"
"22890000","0.98075"
"22995000","0.9812"
"23100000","0.97815"
"23205000","0.97985"
"23310000","0.97955"
"23415000","0.9803999999999998"
"23520000","0.98125"
"23625000","0.9811"
"23730000","0.9758"
"23835000","0.97155"
"23940000","0.98105"
"24045000","0.96395"
"24150000","0.9716"
"24255000","0.9704"
"24360000","0.9731499999999998"
"24465000","0.9788"
"24570000","0.9782"
"24675000","0.9823999999999998"
"24780000","0.9791"
"24885000","0.9845"
"24990000","0.9858"
"25095000","0.9797"
"25200000","0.97855"
"25305000","0.9817"
"25410000","0.97705"
"25515000","0.98315"
"25620000","0.9815"
"25725000","0.9744"
"25830000","0.9812"
"25935000","0.9829"
"26040000","0.98025"
"26145000","0.97805"
"26250000","0.98285"
"26355000","0.9771"
"26460000","0.9788"
"26565000","0.97455"
"26670000","0.9756"
"26775000","0.9785"
"26880000","0.9792"
"26985000","0.9766"
"27090000","0.9789"
"27195000","0.9815"
"27300000","0.9771"
"27405000","0.9806"
"27510000","0.98205"
"27615000","0.98925"
"27720000","0.9849"
"27825000","0.9849"
"27930000","0.9833"
"28035000","0.98245"
"28140000","0.98515"
"28245000","0.9819"
"28350000","0.9814"
"28455000","0.98445"
"28560000","0.9843999999999998"
"28665000","0.9807"
"28770000","0.98515"
"28875000","0.98155"
"28980000","0.98385"
"29085000","0.9848"
"29190000","0.9834"
"29295000","0.9816"
"29400000","0.978"
"29505000","0.9754"
"29610000","0.9761"
"29715000","0.98115"
"29820000","0.97745"
"29925000","0.97735"
"30030000","0.98605"
"30134370","0.99035"
"30237270","0.9857"
"30339330","0.98645"
"30444330","0.98505"
"30548490","0.9872"
"30650550","0.9913"
"30755550","0.9901"
"30859500","0.9895"
"30962610","0.99065"
"31066140","0.98795"
"31170720","0.9892"
"31275720","0.98935"
"31380720","0.989"
"31485720","0.98175"
"31590720","0.9829"
"31695720","0.98335"
"31800720","0.98665"
"31905720","0.98375"
"32010720","0.9858"
"32115720","0.98545"
"32220720","0.9858"
"32325720","0.99005"
"32430720","0.9871"
"32535720","0.98685"
"32640720","0.9881"
"32745720","0.9905"
"32850720","0.989"
"32955720","0.98725"
"33060720","0.9899"
"33165720","0.9928"
"33270720","0.9923"
"33375720","0.99095"
"33480720","0.99085"
"33585720","0.983"
"33690720","0.9876"
"33795720","0.9881"
"33900720","0.9901"
"34005720","0.9825"
"34110720","0.98375"
"34215720","0.9824"
"34320720","0.989"
"34425720","0.98525"
"34528410","0.9873"
"34629000","0.98505"
"34730220","0.98295"
"34829550","0.98885"
"34927830","0.98725"
"35029470","0.98565"
"35130270","0.9825"
"35227080","0.9865"
"35328510","0.98745"
"35430780","0.98875"
"35532420","0.9903"
"35637420","0.9889"
"35742420","0.98865"
"35847420","0.9914"
"35952420","0.9911"
"36056160","0.99075"
"36161160","0.9892"
"36263640","0.98815"
"36365280","0.98905"
"36466500","0.9915"
"36569190","0.9886"
"36670410","0.9918"
"36772470","0.99225"
"36872220","0.9884"
"36970710","0.98705"
"37070880","0.9839"
"37166430","0.9846"
"37267650","0.98705"
"37366770","0.98055"
"37470510","0.98135"
"37569210","0.97795"
"37670220","0.98045"
"37769550","0.9837"
"37872660","0.98205"
"37977660","0.9863"
"38078460","0.98565"
"38179470","0.98765"
"38278170","0.99025"
"38380440","0.9875"
"38481240","0.9815"
"38576370","0.9796"
"38668560","0.9763"
"38761590","0.9815"
"38856090","0.9823"
"38954370","0.9819"
"39048450","0.9828"
"39146100","0.98405"
"39246060","0.98495"
"39345600","0.98485"
"39444720","0.98215"
"39542160","0.9869"
"39636660","0.98415"
