"Step","mix4n8_samebatch_seed2 - 8cover_rate"
"49455000","0.9261"
"49612500","0.9245"
"49770000","0.92995"
"49927500","0.9274"
"50085000","0.928"
"50242500","0.936"
"50400000","0.93945"
"50557500","0.90925"
"50715000","0.90545"
"50872500","0.9112"
"51030000","0.90105"
"51187500","0.91915"
"51345000","0.93035"
"51502500","0.9268"
"51660000","0.92045"
"51817500","0.9273"
"51975000","0.9258"
"52132500","0.9207"
"52290000","0.9234"
"52447500","0.92735"
"52605000","0.93715"
"52762500","0.93005"
"52920000","0.92675"
"53077500","0.9354"
"53235000","0.94195"
"53392500","0.9438"
"53550000","0.93805"
"53707500","0.94165"
"53865000","0.94515"
"54022500","0.9539"
"54180000","0.95375"
"54337500","0.9473"
"54495000","0.9459"
"54652500","0.956"
"54810000","0.95265"
"54967500","0.9461"
"55125000","0.9398"
"55282500","0.94625"
"55440000","0.9412"
"55597500","0.9411"
"55755000","0.95435"
"55912500","0.9566"
"56070000","0.9463"
"56227500","0.94785"
"56385000","0.945"
"56542500","0.9272"
"56700000","0.94725"
"56857500","0.95035"
"57015000","0.9501"
"57172500","0.97005"
"57330000","0.9657"
"57487500","0.9677"
"57645000","0.9679"
"57802500","0.9603"
"57960000","0.9161"
"58117500","0.8515"
"58275000","0.8449"
"58432500","0.87015"
"58590000","0.8881999999999999"
"58747500","0.90125"
"58905000","0.89495"
"59062500","0.8847999999999999"
"59220000","0.8995"
"59377500","0.91555"
"59535000","0.92195"
"59692500","0.91215"
"59850000","0.92825"
"60007500","0.92275"
"60165000","0.9308"
"60322500","0.93445"
"60480000","0.9345"
"60637500","0.94465"
"60795000","0.9395"
"60952500","0.9417"
"61110000","0.94455"
"61267500","0.9458"
"61425000","0.9599"
"61582500","0.96105"
"61740000","0.95895"
"61897500","0.9654"
"62055000","0.96145"
"62212500","0.9715"
"62370000","0.9734"
"62527500","0.96955"
"62685000","0.9789"
"62842500","0.97585"
"63000000","0.97195"
"63157500","0.9675"
"63315000","0.96905"
"63472500","0.97185"
"63630000","0.96975"
"63787500","0.9579"
"63945000","0.96345"
"64102500","0.95685"
"64260000","0.96705"
"64417500","0.96845"
"64575000","0.96705"
"64732500","0.961"
"64890000","0.95985"
"65047500","0.97475"
"65205000","0.9692"
"65362500","0.98"
"65520000","0.97455"
"65677500","0.9715"
"65835000","0.9813"
"65992500","0.97815"
"66150000","0.97845"
"66307500","0.98495"
"66465000","0.98145"
"66622500","0.9846"
"66780000","0.9869"
"66937500","0.9846"
"67095000","0.9873"
"67252500","0.9853999999999998"
"67410000","0.9863"
"67567500","0.9673"
