"Step","mixdecay_sp_fre30_seed3 - 8cover_rate"
"157290","0.8529"
"314580","0.8596500000000001"
"471870","0.8578"
"629160","0.84435"
"786450","0.848"
"943740","0.84745"
"1101030","0.84735"
"1258320","0.83265"
"1415610","0.83595"
"1572900","0.8299"
"1724940","0.8361"
"1876980","0.8395"
"2029020","0.8251499999999998"
"2181060","0.8391"
"2333100","0.82285"
"2485140","0.8481000000000001"
"2637180","0.83965"
"2789220","0.84605"
"2941260","0.84585"
"3093300","0.84465"
"3240300","0.8445999999999999"
"3387300","0.8386500000000001"
"3534300","0.8481499999999998"
"3681300","0.8516"
"3828300","0.8301000000000001"
"3975300","0.84575"
"4122300","0.84125"
"4269300","0.8508"
"4416300","0.84345"
"4563300","0.85195"
"4705050","0.85275"
"4846800","0.8535"
"4988550","0.8535"
"5130300","0.8552000000000001"
"5272050","0.8435999999999999"
"5413800","0.84505"
"5555550","0.85895"
"5697300","0.861"
"5839050","0.8634000000000001"
"5980800","0.8707999999999999"
"6117300","0.8603"
"6253800","0.8515499999999999"
"6390300","0.8634499999999999"
"6526800","0.8582"
"6663300","0.8617"
"6799800","0.8746"
"6936300","0.8655499999999999"
"7072800","0.871"
"7209300","0.8716499999999999"
"7345800","0.87"
"7477260","0.86635"
"7608720","0.8707999999999999"
"7740180","0.8605499999999999"
"7871640","0.8657"
"8003100","0.86825"
"8134560","0.8595"
"8266020","0.8733"
"8397480","0.8787999999999999"
"8528940","0.8834500000000001"
"8660400","0.8853"
"8786400","0.8585499999999999"
"8912400","0.8575499999999999"
"9038400","0.86035"
"9164400","0.8651"
"9290400","0.85405"
"9416400","0.85445"
"9542400","0.8495499999999999"
"9668400","0.8578"
"9794400","0.8548499999999999"
"9920400","0.86595"
"10041150","0.87455"
"10161900","0.8704500000000001"
"10282650","0.8538499999999999"
"10403400","0.8545499999999999"
"10524150","0.8562000000000001"
"10644900","0.84425"
"10765650","0.8549000000000001"
"10886400","0.84405"
"11007150","0.85485"
"11127900","0.8467"
"11243190","0.8338499999999999"
"11358480","0.85515"
"11473770","0.85445"
"11589060","0.86175"
"11704350","0.8620999999999999"
"11819640","0.8756"
"11934930","0.87395"
"12050220","0.8744"
"12165510","0.8766"
"12280800","0.8615999999999999"
"12391260","0.8762"
"12501720","0.8713"
"12612180","0.8693999999999998"
"12722640","0.87115"
"12833100","0.87375"
"12943560","0.88605"
"13054020","0.8722000000000001"
"13164480","0.8823499999999999"
"13274940","0.8815"
"13385400","0.88725"
"13490400","0.8759499999999999"
"13595400","0.85995"
"13700400","0.8633500000000001"
"13805400","0.88125"
"13910400","0.8803"
"14015400","0.8777999999999999"
"14120400","0.8796499999999999"
"14225400","0.88735"
"14330400","0.8835"
"14435400","0.89225"
"14540400","0.88725"
"14645400","0.87435"
"14750400","0.87745"
"14855400","0.8675499999999999"
"14960400","0.8776"
"15065400","0.8591500000000001"
"15170400","0.88615"
"15275400","0.8856499999999998"
"15380400","0.8964500000000001"
"15485400","0.8943"
"15590400","0.8803499999999999"
"15695400","0.88555"
"15800400","0.8775499999999999"
"15905400","0.891"
"16010400","0.88395"
"16115400","0.89055"
"16220400","0.8977999999999999"
"16325400","0.8950999999999999"
