"Step","pb_uniform_noise_seed2 - 2cover_rate_5step"
"180000","0.031"
"360000","0.041"
"540000","0.031"
"720000","0.026"
"900000","0.036"
"1080000","0.034"
"1260000","0.037"
"1440000","0.03"
"1620000","0.052"
"1800000","0.033"
"1980000","0.054"
"2160000","0.039"
"2340000","0.034"
"2520000","0.051"
"2700000","0.061799999999999994"
"2880000","0.059"
"3060000","0.077"
"3240000","0.0788"
"3420000","0.0978"
"3600000","0.1082"
"3780000","0.143"
"3960000","0.12919999999999998"
"4140000","0.1404"
"4320000","0.12420000000000002"
"4500000","0.1468"
"4680000","0.13960000000000003"
"4860000","0.155"
"5040000","0.1628"
"5220000","0.15380000000000002"
"5400000","0.14980000000000002"
"5580000","0.1618"
"5760000","0.175"
"5940000","0.1776"
"6120000","0.2006"
"6300000","0.1814"
"6480000","0.1818"
"6660000","0.188"
"6840000","0.1936"
"7020000","0.1834"
"7200000","0.2082"
"7380000","0.216"
"7560000","0.23200000000000004"
"7740000","0.2098"
"7920000","0.2046"
"8100000","0.2276"
"8280000","0.2234"
"8460000","0.2552"
"8640000","0.2522"
"8820000","0.276"
"9000000","0.26"
"9180000","0.24840000000000004"
"9360000","0.2812"
"9540000","0.29"
"9720000","0.25839999999999996"
"9900000","0.29279999999999995"
"10080000","0.2604"
"10260000","0.3052"
"10440000","0.2896"
"10620000","0.30720000000000003"
"10800000","0.27"
"10980000","0.304"
"11160000","0.279"
"11340000","0.3024"
"11520000","0.2982"
"11700000","0.32220000000000004"
"11880000","0.33039999999999997"
"12060000","0.308"
"12240000","0.3328000000000001"
"12420000","0.334"
"12600000","0.325"
"12780000","0.33640000000000003"
"12960000","0.33259999999999995"
"13140000","0.3416"
"13320000","0.3526"
"13500000","0.3784"
"13680000","0.366"
"13860000","0.386"
"14040000","0.366"
"14220000","0.3502"
"14400000","0.3666"
"14580000","0.3908"
"14760000","0.389"
"14940000","0.388"
"15120000","0.3732"
"15300000","0.3832"
"15480000","0.411"
"15660000","0.40220000000000006"
"15840000","0.411"
"16020000","0.39479999999999993"
"16200000","0.40420000000000006"
"16380000","0.3974"
"16560000","0.3988"
"16740000","0.412"
"16920000","0.4138"
"17100000","0.4472"
"17280000","0.4714"
"17460000","0.4348"
"17640000","0.443"
"17820000","0.4644"
"18000000","0.4867999999999999"
"18180000","0.4394"
"18360000","0.4748"
"18540000","0.502"
"18720000","0.4902"
"18900000","0.4982"
"19080000","0.5044000000000001"
"19260000","0.4678"
"19440000","0.4951999999999999"
"19620000","0.4666"
"19800000","0.4804"
"19980000","0.509"
"20160000","0.5032"
