"Step","mixdecay4n8_only4decay_seed2 - 8cover_rate"
"26302290","0.8783"
"26459580","0.8563500000000001"
"26616870","0.88575"
"26774160","0.88265"
"26931450","0.77675"
"27088740","0.795"
"27246030","0.829"
"27403320","0.79435"
"27560610","0.8219000000000001"
"27717900","0.8245999999999999"
"27869940","0.73295"
"28021980","0.7399499999999999"
"28174020","0.7342"
"28326060","0.7626999999999999"
"28478100","0.7773"
"28630140","0.7830499999999999"
"28782180","0.7637999999999999"
"28934220","0.7565999999999999"
"29086260","0.7584"
"29238300","0.7541"
"29385300","0.7450999999999999"
"29532300","0.7354"
"29679300","0.74895"
"29826300","0.7385"
"29973300","0.7422"
"30120300","0.7504500000000001"
"30267300","0.7423"
"30414300","0.7437999999999999"
"30561300","0.7323"
"30708300","0.74925"
"30850050","0.7506"
"30991800","0.76205"
"31133550","0.77385"
"31275300","0.7837000000000001"
"31417050","0.7814999999999999"
"31558800","0.78875"
"31700550","0.7985"
"31842300","0.79235"
"31984050","0.7509"
"32125800","0.76375"
"32262300","0.782"
"32398800","0.8039499999999999"
"32535300","0.78445"
"32671800","0.7730499999999999"
"32808300","0.7729000000000001"
"32944800","0.75525"
"33081300","0.77695"
"33217800","0.8110499999999999"
"33354300","0.78195"
"33490800","0.7710999999999999"
"33622260","0.7729"
"33753720","0.7810499999999999"
"33885180","0.76305"
"34016640","0.79235"
"34148100","0.7641500000000001"
"34279560","0.76965"
"34411020","0.7846000000000001"
"34542480","0.7885"
"34673940","0.80285"
"34805400","0.7905"
"34931400","0.7615500000000001"
"35057400","0.7535999999999999"
"35183400","0.7566"
"35309400","0.76965"
"35435400","0.7636499999999999"
"35561400","0.7769499999999999"
"35687400","0.7635"
"35813400","0.78025"
"35939400","0.76675"
"36065400","0.7761999999999999"
"36186150","0.73"
"36306900","0.7357"
"36427650","0.7439"
"36548400","0.72635"
"36669150","0.7279"
"36789900","0.728"
"36910650","0.72675"
"37031400","0.7428"
"37152150","0.7259000000000001"
"37272900","0.73075"
"37388190","0.7418499999999999"
"37503480","0.7694500000000001"
"37618770","0.739"
"37734060","0.7607999999999999"
"37849350","0.7404"
"37964640","0.7498499999999999"
"38079930","0.747"
"38195220","0.7381"
"38310510","0.7615999999999999"
"38425800","0.7459"
"38536260","0.7465499999999999"
"38646720","0.74845"
"38757180","0.7467999999999999"
"38867640","0.7546000000000002"
"38978100","0.75775"
"39088560","0.7901999999999999"
"39199020","0.76"
"39309480","0.75695"
"39419940","0.7602"
"39530400","0.73645"
"39635400","0.73735"
"39740400","0.7051999999999999"
"39845400","0.7236"
"39950400","0.73275"
"40055400","0.7147"
"40160400","0.72035"
"40265400","0.7064"
"40370400","0.738"
"40475400","0.735"
"40580400","0.7305"
"40685400","0.7577999999999999"
"40790400","0.71525"
"40895400","0.7314"
"41000400","0.73435"
"41105400","0.598"
"41210400","0.5832"
"41315400","0.605"
"41420400","0.6123"
"41525400","0.61705"
"41630400","0.6303"
"41735400","0.6227999999999999"
"41840400","0.6219000000000001"
"41945400","0.6385500000000001"
"42050400","0.65765"
"42155400","0.67155"
"42260400","0.67315"
"42365400","0.6886499999999999"
"42470400","0.6948"
"42575400","0.7123499999999999"
"42680400","0.7075"
"42785400","0.6973499999999999"
"42890400","0.7041999999999999"
"42995400","0.7078999999999999"
"43100400","0.70305"
"43205400","0.7041499999999999"
"43310400","0.7163499999999999"
"43415400","0.7318499999999999"
"43520400","0.73045"
"43625400","0.7202000000000001"
"43730400","0.7377999999999999"
"43835400","0.7388499999999999"
"43940400","0.7290999999999999"
"44045400","0.70725"
"44150400","0.7086500000000001"
"44255400","0.6805999999999999"
"44360400","0.69225"
"44465400","0.704"
"44570400","0.73115"
"44675400","0.71265"
"44780400","0.67365"
"44885400","0.72505"
"44990400","0.7359000000000001"
"45095400","0.7023999999999999"
"45200400","0.6998"
"45305400","0.72705"
"45410400","0.73995"
"45515400","0.7687"
"45620400","0.78625"
"45725400","0.78625"
"45830400","0.7877"
"45935400","0.78415"
"46040400","0.7878"
"46145400","0.7746999999999999"
"46250400","0.76"
"46355400","0.75595"
"46460400","0.7452000000000001"
"46565400","0.74405"
"46670400","0.7653499999999999"
"46775400","0.767"
"46880400","0.7551"
"46985400","0.7920999999999999"
"47090400","0.6904000000000001"
"47195400","0.69445"
"47300400","0.7101500000000001"
"47405400","0.71465"
"47510400","0.70345"
"47615400","0.69945"
"47720400","0.6842499999999999"
"47825400","0.6947000000000001"
"47930400","0.70975"
"48035400","0.7289"
"48140400","0.72595"
"48245400","0.7062999999999999"
"48350400","0.7077"
"48455400","0.7268"
"48560400","0.75785"
"48665400","0.7731"
"48770400","0.7514"
"48875400","0.74155"
"48980400","0.74535"
"49085400","0.7773499999999999"
"49190400","0.7278499999999999"
"49295400","0.7465"
"49400400","0.7113499999999999"
"49505400","0.7335999999999999"
"49610400","0.7273499999999999"
"49715400","0.7556000000000002"
"49820400","0.7345999999999999"
"49925400","0.75425"
"50030400","0.7568500000000001"
"50135400","0.7564"
"50240400","0.7624500000000001"
"50345400","0.77255"
"50450400","0.7527"
"50555400","0.7609000000000001"
"50660400","0.77675"
"50765400","0.779"
"50870400","0.7409"
"50975400","0.7450999999999999"
"51080400","0.7815"
"51185400","0.7925"
"51290400","0.80675"
"51395400","0.8225999999999999"
"51500400","0.8185"
"51605400","0.79265"
"51710400","0.7797000000000001"
"51815400","0.8168499999999999"
"51920400","0.8137000000000001"
"52025400","0.8052"
"52130400","0.806"
"52235400","0.80355"
"52340400","0.7867"
"52445400","0.7827999999999999"
"52550400","0.7714"
"52655400","0.7821"
"52760400","0.7894500000000001"
"52865400","0.7691500000000001"
"52970400","0.7896"
"53075400","0.78185"
"53180400","0.7972"
"53285400","0.8056"
"53390400","0.8231"
"53495400","0.8072"
"53600400","0.8373499999999999"
"53705400","0.84725"
"53810400","0.8149"
"53915400","0.8032999999999999"
"54020400","0.8065"
