Step,decay_fre300_pb_minibatch8_woclip_seed1 - 4cover_rate
95974560,0.6958
96280920,0.6655
96587280,0.6738
96893640,0.6922
97200000,0.7107
97488000,0.7038
97776000,0.6962
98064000,0.6946
98352000,0.6653
98640000,0.6722
98928000,0.66
99216000,0.679
99504000,0.6704
99792000,0.6711
100080000,0.6604
100368000,0.6738
100656000,0.6548
100944000,0.6617
101232000,0.6439
101520000,0.686
101808000,0.6766
102096000,0.6894
102384000,0.6983
102672000,0.6733
102960000,0.6817
103248000,0.6573
103536000,0.6776
103824000,0.6855
104112000,0.6674
104400000,0.6641
104688000,0.6903
104976000,0.694
105264000,0.6604
105552000,0.6884
105840000,0.6891
106128000,0.682
106416000,0.6833
106704000,0.7064
106992000,0.6882
107280000,0.6972
107568000,0.6948
107856000,0.6915
108144000,0.6916
108432000,0.6951
108720000,0.6885
109008000,0.6813
109296000,0.6882
109584000,0.6823
109872000,0.6748
110160000,0.6969
110448000,0.6853
110736000,0.7039
111024000,0.7041
111312000,0.703
111600000,0.7016
111888000,0.7127
112176000,0.699
112464000,0.7012
112752000,0.6839
113040000,0.6958
113328000,0.6921
113616000,0.713
113904000,0.6898
114192000,0.6803
114480000,0.6916
114768000,0.6989
115056000,0.6906
115344000,0.671
115632000,0.6697
115920000,0.677
116208000,0.6947
116496000,0.6995
116784000,0.6924
117072000,0.7088
117360000,0.7134
117648000,0.7022
117936000,0.6909
118224000,0.7096
118512000,0.7157
118800000,0.7089
119088000,0.7152
119376000,0.7037
119664000,0.7089
119952000,0.6953
120240000,0.6944
120528000,0.7017
120816000,0.7051
121104000,0.7226
121392000,0.7045
121680000,0.6984
121968000,0.6908
122256000,0.6974
122544000,0.6935
122832000,0.6923
123120000,0.7085
123408000,0.7016
123696000,0.7172
123984000,0.6957
124272000,0.7025
124560000,0.6665
124848000,0.7062
125136000,0.7043
125424000,0.7093
125712000,0.7093
126000000,0.712
126269640,0.7029
126539280,0.6962
126808920,0.6732
127078560,0.6991
127348200,0.6847
127617840,0.6999
127887480,0.6903
128157120,0.6729
128426760,0.6858
128696400,0.6903
128966040,0.688
129235680,0.6966
129505320,0.69
129774960,0.6967
130044600,0.7143
130314240,0.7081
130583880,0.7294
130853520,0.7185
131123160,0.7211
131392800,0.732
131662440,0.7217
131932080,0.7189
132201720,0.7185
132471360,0.7115
132741000,0.719
133010640,0.7198
133280280,0.7116
133549920,0.7007
133819560,0.7124
134089200,0.6983
134358840,0.709
134628480,0.6973
134898120,0.7223
135167760,0.7114
135437400,0.7038
135707040,0.7117
135976680,0.7177
136246320,0.7246
136515960,0.7304
136785600,0.7322
137055240,0.7179
137324880,0.7012
137594520,0.7155
137864160,0.7074
138133800,0.7195
138403440,0.691
138673080,0.6906
138942720,0.6945
139212360,0.6945
139482000,0.7081
139751640,0.7066
140021280,0.7156
140290920,0.7233
140560560,0.7081
140830200,0.7123
141099840,0.7091
141369480,0.7201
141639120,0.7221
141908760,0.7317
142178400,0.7333
142448040,0.7313
142717680,0.727
142987320,0.7297
143256960,0.731
143526600,0.7395
143796240,0.7295
144065880,0.7218
144335520,0.7312
144605160,0.7212
144874800,0.7392
145144440,0.7225
145414080,0.6742
145683720,0.6858
145953360,0.6696
146223000,0.6654
146492640,0.6725
146762280,0.6717
147031920,0.6614
147301560,0.7016
147571200,0.7072
147840840,0.6787
148110480,0.6586
148380120,0.6659
148649760,0.6756
148919400,0.6868
149189040,0.7099
149458680,0.7227
149728320,0.6967
149997960,0.7166
150267600,0.7019
150537240,0.6879
150806880,0.7093
151076520,0.7195
151346160,0.7288
151615800,0.7218
151885440,0.7305
152155080,0.7143
152424720,0.727
152694360,0.7185
152964000,0.6943
153216000,0.6736
153468000,0.6912
153720000,0.6793
153972000,0.6936
154224000,0.6953
154476000,0.6893
154728000,0.6951
154980000,0.7155
155232000,0.695
155484000,0.7158
155736000,0.7309
155988000,0.7304
156240000,0.7294
156492000,0.7359
156744000,0.7182
156996000,0.713
157248000,0.7085
157500000,0.6994
157752000,0.7152
158004000,0.7132
158256000,0.7275
158508000,0.7233
158760000,0.7231
159012000,0.7297
159264000,0.7159
159516000,0.7175
159768000,0.7095
160020000,0.7131
160272000,0.7098
160524000,0.7116
160776000,0.7175
161028000,0.7264
161280000,0.7249
161532000,0.7001
161784000,0.7291
162036000,0.7242
162288000,0.7207
162540000,0.731
162792000,0.7287
163044000,0.7148
163296000,0.7318
163548000,0.7413
163800000,0.7373
164052000,0.7308
164304000,0.7432
164556000,0.7279
164808000,0.7165
165060000,0.7497
165312000,0.7376
165564000,0.7335
165816000,0.7302
166068000,0.7333
166320000,0.7453
166572000,0.7298
166824000,0.7267
167076000,0.7316
167328000,0.72
167580000,0.7292
167832000,0.7405
168084000,0.7341
168336000,0.7278
168588000,0.74
168840000,0.746
169092000,0.7429
169344000,0.7419
169596000,0.7455
169848000,0.733
170100000,0.7377
170352000,0.7334
170604000,0.7466
170856000,0.7376
171108000,0.7449
171360000,0.7529
171612000,0.7417
171864000,0.7074
172116000,0.7281
172368000,0.7199
172620000,0.7323
172872000,0.725
173124000,0.7258
173376000,0.7168
173628000,0.7033
173880000,0.7393
174132000,0.7361
174384000,0.738
174636000,0.7381
174888000,0.7319
175140000,0.7378
175392000,0.7246
175644000,0.7244
175896000,0.731
176148000,0.7169
176400000,0.7307
176652000,0.7235
176904000,0.7262
177156000,0.7291
177408000,0.7249
177660000,0.7139
177912000,0.7187
178164000,0.7328
178398000,0.733
178632000,0.7437
178866000,0.7327
179100000,0.741
179334000,0.7421
179568000,0.7575
179802000,0.7478
180036000,0.7561
180270000,0.7427
180504000,0.7387
180738000,0.7367
180972000,0.7209
181206000,0.7257
181440000,0.7444
181674000,0.7629
181908000,0.7415
182142000,0.7488
182376000,0.7573
182610000,0.7635
182844000,0.7602
183078000,0.758
183312000,0.765
183546000,0.7662
183780000,0.7737
184014000,0.7678
184248000,0.7723
184482000,0.7696
184716000,0.7644
184950000,0.7655
185184000,0.7882
185418000,0.7764
185652000,0.7848
185886000,0.7864
186120000,0.7796
186354000,0.7781
186588000,0.7744
186822000,0.7923
187056000,0.7879
187290000,0.8069
187524000,0.7908
187758000,0.7861
187992000,0.7886
188226000,0.8021
188460000,0.8022
188694000,0.7934
188928000,0.7907
189162000,0.7828
189396000,0.786
189630000,0.7884
189864000,0.762
190098000,0.7783
190332000,0.76
190566000,0.7768
190800000,0.7721
191034000,0.7846
191268000,0.7762
191502000,0.7681
191736000,0.7724
191970000,0.7768
192204000,0.7664
192438000,0.7684
192672000,0.7813
192906000,0.7744
193140000,0.7881
193374000,0.7786
193608000,0.7687
193842000,0.7766
194076000,0.7769
194310000,0.7886
194544000,0.7785
194778000,0.7829
195012000,0.7694
195246000,0.7841
195480000,0.7849
195714000,0.7739
195948000,0.7976
196182000,0.7851
196416000,0.7735
196650000,0.769
196884000,0.7908
197118000,0.7896
197352000,0.7987
197586000,0.7913
197820000,0.8125
198054000,0.7897
198288000,0.79
198522000,0.7934
198756000,0.7928
198990000,0.7852
199224000,0.7941
199458000,0.7788
199692000,0.7847
199926000,0.7909
200160000,0.7917
200394000,0.8035
200628000,0.8266
200862000,0.8227
201096000,0.8197
201330000,0.8204
201564000,0.8193
201780000,0.8192
201996000,0.8228
202212000,0.8308
202428000,0.8165
202644000,0.8137
202860000,0.8107
203076000,0.7957
203292000,0.8229
203508000,0.807
203724000,0.8062
203940000,0.8021
204156000,0.7928
204372000,0.8007
204588000,0.8147
204804000,0.8084
205020000,0.8088
205236000,0.8137
205452000,0.8173
205668000,0.8149
205884000,0.8105
206100000,0.8233
206316000,0.8103
206532000,0.8265
206748000,0.8209
206964000,0.8076
207180000,0.8118
207396000,0.8023
207612000,0.8019
207828000,0.7993
208044000,0.7951
208260000,0.7913
208476000,0.8048
208692000,0.8027
208908000,0.7989
209124000,0.7968
209340000,0.7937
209556000,0.8046
209772000,0.8096
209988000,0.8069
210204000,0.8067
210420000,0.7999
210636000,0.8097
210852000,0.8121
211068000,0.8276
211284000,0.8168
211500000,0.8184
211716000,0.8152
211932000,0.8088
212148000,0.8134
212364000,0.8213
212580000,0.8157
212796000,0.8171
213012000,0.8207
213228000,0.832
213444000,0.814
213660000,0.8475
213876000,0.8248
214092000,0.8184
214308000,0.8116
214524000,0.8216
214740000,0.8251
214956000,0.8166
215172000,0.8372
215388000,0.8128
215604000,0.8132
215820000,0.8365
216036000,0.8324
216252000,0.8305
216468000,0.8345
216684000,0.8483
216900000,0.8375
217116000,0.8414
217332000,0.854
217548000,0.8493
217764000,0.8437
217980000,0.8347
218196000,0.8452
218412000,0.8507
218628000,0.8436
218844000,0.8359
219060000,0.8432
219276000,0.8351
219492000,0.8323
219708000,0.8479
219924000,0.8418
220140000,0.8265
220356000,0.8306
220572000,0.8407
220788000,0.8361
221004000,0.8329
221220000,0.8267
221436000,0.8416
221652000,0.833
221868000,0.8297
222084000,0.8321
222300000,0.8296
222516000,0.8348
222732000,0.8332
222948000,0.8263
223164000,0.8339
223361640,0.8173
223559280,0.8333
223756920,0.821
223954560,0.8255
224152200,0.8236
224349840,0.8331
224547480,0.8418
224745120,0.823
224942760,0.8387
225140400,0.8259
225338040,0.8163
225535680,0.8238
225733320,0.8252
225930960,0.8279
226128600,0.8235
226326240,0.8364
226523880,0.8402
226721520,0.8508
226919160,0.8433
227116800,0.8455
227314440,0.8361
227512080,0.8426
227709720,0.8354
227907360,0.8368
228105000,0.8375
228302640,0.8297
228500280,0.8305
228697920,0.834
228895560,0.8402
229093200,0.8512
229290840,0.8546
229488480,0.8464
229686120,0.8336
229883760,0.8424
230081400,0.8543
230279040,0.84
230476680,0.8499
230674320,0.8596
230871960,0.8453
231069600,0.8496
231267240,0.861
231464880,0.8465
231662520,0.8362
231860160,0.852
232057800,0.8425
232255440,0.8311
232453080,0.8405
232650720,0.8334
232848360,0.8451
233046000,0.8326
233243640,0.8366
233441280,0.8398
233638920,0.8393
233836560,0.8391
234034200,0.8313
234231840,0.838
234429480,0.8282
234627120,0.831
234824760,0.8504
235022400,0.8337
235220040,0.8368
235417680,0.8385
235615320,0.8335
235812960,0.8485
236010600,0.8439
236208240,0.8502
236405880,0.8333
236603520,0.8284
236801160,0.8454
236998800,0.8471
237196440,0.8469
237394080,0.842
237591720,0.8433
237789360,0.8492
237987000,0.8483
238184640,0.8485
238382280,0.8476
238579920,0.8631
238777560,0.8528
238975200,0.8491
239172840,0.8405
239370480,0.8416
239568120,0.8321
239765760,0.8399
239963400,0.8235
240161040,0.8283
240358680,0.8362
240556320,0.8324
240753960,0.8288
240951600,0.8319
241149240,0.85
241346880,0.8432
241544520,0.8417
241742160,0.8526
241939800,0.8392
242137440,0.843
242335080,0.8391
242532720,0.8474
242730360,0.8428
242928000,0.8349
243108000,0.8535
243288000,0.8496
243468000,0.8321
243648000,0.8349
243828000,0.8287
244008000,0.8463
244188000,0.8367
244368000,0.845
244548000,0.8467
244728000,0.8395
244908000,0.8301
245088000,0.8416
245268000,0.8356
245448000,0.8278
245628000,0.8473
245808000,0.833
245988000,0.826
246168000,0.8258
246348000,0.8412
246528000,0.8387
246708000,0.8496
246888000,0.8331
247068000,0.8293
247248000,0.8329
247428000,0.8347
247608000,0.8378
247788000,0.8446
247968000,0.8502
248148000,0.8448
248328000,0.8401
248508000,0.8452
248688000,0.8528
248868000,0.8453
249048000,0.8471
249228000,0.8357
249408000,0.8362
249588000,0.8383
249768000,0.8415
249948000,0.8285
250128000,0.8362
250308000,0.8348
250488000,0.831
250668000,0.8304
250848000,0.8312
251028000,0.8378
251208000,0.8418
251388000,0.8258
251568000,0.8185
251748000,0.8178
251928000,0.8242
252108000,0.8381
252288000,0.8324
252468000,0.8416
252648000,0.8129
252828000,0.8194
253008000,0.823
253188000,0.8206
253368000,0.819
253548000,0.8211
253728000,0.8172
253908000,0.8143
254088000,0.819
254268000,0.8191
254448000,0.8151
254628000,0.8286
254808000,0.8346
254988000,0.8361
255168000,0.8392
255348000,0.8209
255528000,0.8092
255708000,0.8268
255888000,0.8199
256068000,0.8086
256248000,0.8236
256428000,0.8149
256608000,0.8257
256788000,0.8258
256968000,0.818
257148000,0.8151
257328000,0.8198
257508000,0.8119
257688000,0.8114
257868000,0.8233
258048000,0.8215
258228000,0.8222
258408000,0.822
258588000,0.8144
258768000,0.8154
258948000,0.817
259128000,0.8187
259308000,0.8226
259488000,0.8208
259668000,0.8299
259848000,0.8339
260028000,0.8285
260208000,0.8177
260388000,0.8278
260568000,0.8239
260748000,0.834
260928000,0.8347
261108000,0.8389
261288000,0.8291
261468000,0.8273
261648000,0.8315
261828000,0.8225
262008000,0.8352
262188000,0.8181
262368000,0.8341
262548000,0.836
262728000,0.8288
262908000,0.8348
263088000,0.8217
263268000,0.827
263448000,0.8273
263628000,0.8276
263808000,0.8216
263988000,0.8186
264168000,0.8321
264348000,0.8373
264528000,0.8285
264708000,0.819
264888000,0.8251
265068000,0.8114
265248000,0.826
265428000,0.8154
265608000,0.82
265788000,0.8193
265968000,0.8213
266148000,0.8206
266328000,0.8107
266508000,0.8146
266688000,0.8056
266868000,0.8053
267048000,0.8018
267228000,0.8066
267408000,0.8026
267588000,0.8135
267768000,0.808
267948000,0.8022
268128000,0.804
268308000,0.7995
268488000,0.7963
268668000,0.8044
268848000,0.7988
269028000,0.803
269208000,0.8074
269388000,0.8063
269568000,0.8184
269748000,0.8149
269928000,0.8073
270108000,0.8101
270288000,0.8212
270468000,0.8025
270648000,0.8131
270828000,0.8119
271008000,0.8204
271188000,0.8047
271368000,0.8092
271548000,0.7992
271728000,0.8023
271908000,0.8056
272088000,0.8057
272268000,0.8072
272448000,0.8087
272628000,0.8063
272808000,0.8035
272988000,0.8224
273168000,0.808
273348000,0.8114
273528000,0.8101
273708000,0.8132
273888000,0.8187
274068000,0.8136
274248000,0.8093
274428000,0.8129
274608000,0.8121
274788000,0.8031
274968000,0.8083
275148000,0.8012
275328000,0.7933
275508000,0.8004
275688000,0.7951
275868000,0.788
276048000,0.8103
276228000,0.797
276408000,0.7967
276588000,0.795
276768000,0.8068
276948000,0.8073
277128000,0.8058
277308000,0.8053
277488000,0.7945
277668000,0.8067
277848000,0.8045
278028000,0.8019
278208000,0.7952
278388000,0.8067
278568000,0.8059
278748000,0.7936
278928000,0.8
279108000,0.8026
279288000,0.8096
279468000,0.8062
279648000,0.8035
279828000,0.7926
280008000,0.7965
280188000,0.7924
280368000,0.7909
280548000,0.801
280728000,0.7969
280908000,0.7841
281088000,0.7849
281268000,0.7963
281448000,0.7841
281628000,0.78
281808000,0.7822
281988000,0.7811
282168000,0.786
282348000,0.7754
282528000,0.7854
282708000,0.7884
282888000,0.7741
283068000,0.7644
283248000,0.7779
283428000,0.7828
283608000,0.7735
283788000,0.7776
283968000,0.7657
284148000,0.7797
284328000,0.7741
284508000,0.7847
284688000,0.7856
284868000,0.7793
285048000,0.7749
285228000,0.7811
285408000,0.7912
285588000,0.7832
285768000,0.7782
285948000,0.783
286128000,0.7897
286308000,0.7818
286488000,0.7926
286668000,0.7868
286848000,0.7939
287028000,0.7957
287208000,0.799
287388000,0.7841
287568000,0.7968
287748000,0.7982
287928000,0.7803
288108000,0.7928
288288000,0.795
288468000,0.7999
288648000,0.7913
288828000,0.7995
289008000,0.7857
289188000,0.7926
289368000,0.8033
289548000,0.7986
289728000,0.792
289908000,0.7869
290088000,0.7891
290268000,0.8028
290448000,0.7986
290628000,0.7961
290808000,0.7825
290988000,0.7864
291168000,0.7862
291348000,0.8003
291528000,0.7906
291708000,0.7832
291888000,0.7872
292068000,0.7914
292248000,0.8011
292428000,0.7957
292608000,0.7991
292788000,0.7898
292968000,0.7896
293148000,0.7919
293328000,0.7998
293508000,0.7924
293688000,0.7967
293868000,0.793
294048000,0.7971
294228000,0.7951
294408000,0.7968
294588000,0.7959
294768000,0.8053
294948000,0.802
295128000,0.8023
295308000,0.8031
295488000,0.8071
295668000,0.7979
295848000,0.812
296028000,0.8077
296208000,0.8113
296388000,0.8043
296568000,0.802
296748000,0.8045
296928000,0.8013
297108000,0.8102
297288000,0.8026
297468000,0.8038
297648000,0.8089
297828000,0.7977
298008000,0.8027
298188000,0.8017
298368000,0.8016
298548000,0.7988
298728000,0.7968
298908000,0.8032
299088000,0.7901
299268000,0.8011
299448000,0.7922
299628000,0.7963
299808000,0.7968
299988000,0.7915
300168000,0.7909
300348000,0.7904
300528000,0.8125
300708000,0.8048
300888000,0.7984
301068000,0.8017
301248000,0.8037
301428000,0.8033
301608000,0.813
301788000,0.799
301968000,0.8117
302148000,0.807
302328000,0.8003
302508000,0.8062
302688000,0.8117
302868000,0.8237
303048000,0.8154
303228000,0.827
303408000,0.8132
303588000,0.8124
303768000,0.8045
303948000,0.8198
304128000,0.8107
304308000,0.811
304488000,0.7898
304668000,0.7957
304848000,0.8114
305028000,0.8025
305208000,0.797
305388000,0.7924
305568000,0.7953
305748000,0.8033
305928000,0.8022
306108000,0.8102
306288000,0.8115
306468000,0.8027
306648000,0.8098
306828000,0.7956
307008000,0.7954
307188000,0.7926
307368000,0.8044
307548000,0.8076
307728000,0.8119
307908000,0.7991
308088000,0.8015
308268000,0.7957
308448000,0.7973
308628000,0.802
308808000,0.8047
308988000,0.7969
309168000,0.797
309348000,0.8063
309528000,0.8077
309708000,0.8097
309888000,0.807
310068000,0.8176
310248000,0.8135
310428000,0.8025
310608000,0.8135
310788000,0.8044
310968000,0.8126
311148000,0.8237
311328000,0.8133
311508000,0.8156
