"Step","mixdecay2n4_adjustratio_util0.9_seed1 - 4cover_rate"
"39142080","0.6674000000000001"
"39430080","0.6655"
"39718080","0.6803499999999999"
"40006080","0.6728500000000001"
"40294080","0.6696500000000001"
"40582080","0.6810499999999999"
"40870080","0.6814000000000001"
"41158080","0.6643"
"41446080","0.6637000000000001"
"41734080","0.66975"
"42022080","0.67225"
"42310080","0.6581500000000001"
"42598080","0.65775"
"42886080","0.67235"
"43174080","0.6514500000000001"
"43462080","0.67345"
"43750080","0.68015"
"44038080","0.67885"
"44326080","0.6662"
"44614080","0.678"
"44902080","0.6811499999999999"
"45190080","0.6891"
"45478080","0.6762"
"45766080","0.6818"
"46054080","0.6928500000000001"
"46342080","0.6814000000000001"
"46630080","0.69125"
"46918080","0.684"
"47206080","0.6878"
"47494080","0.6772999999999999"
"47782080","0.68805"
"48070080","0.67885"
"48358080","0.6690999999999999"
"48646080","0.6771"
"48934080","0.67115"
"49222080","0.6722"
"49510080","0.67975"
"49798080","0.685"
"50086080","0.67835"
"50374080","0.68405"
"50662080","0.6833499999999999"
"50950080","0.67415"
"51238080","0.6920499999999999"
"51526080","0.6922"
"51814080","0.68555"
"52102080","0.6886"
"52390080","0.6869"
"52678080","0.6826"
"52966080","0.68475"
"53254080","0.6939500000000001"
"53542080","0.6938"
"53830080","0.6744499999999999"
"54118080","0.6798"
"54406080","0.6693000000000001"
"54694080","0.67"
"54982080","0.6777000000000001"
"55270080","0.67535"
"55558080","0.67285"
"55846080","0.6834000000000001"
"56134080","0.67325"
"56422080","0.6658"
"56710080","0.6685"
"56998080","0.67725"
"57286080","0.67545"
"57574080","0.6705"
"57862080","0.6785"
"58150080","0.69065"
"58438080","0.6806500000000001"
"58726080","0.69025"
"59014080","0.6802999999999999"
"59302080","0.70165"
"59590080","0.6805"
"59878080","0.6907"
"60166080","0.6909500000000001"
"60454080","0.6953"
"60742080","0.67365"
"61030080","0.6695"
"61318080","0.6877000000000001"
"61606080","0.6890999999999999"
"61894080","0.7005500000000001"
"62182080","0.70525"
"62470080","0.6991499999999999"
"62758080","0.6975500000000001"
"63046080","0.69615"
"63334080","0.6963499999999999"
"63622080","0.7028"
"63910080","0.71205"
"64198080","0.7207"
"64486080","0.70775"
"64764720","0.7038"
"65043360","0.7182999999999999"
"65322000","0.70975"
"65600640","0.7018000000000001"
"65879280","0.70025"
"66157920","0.71185"
"66436560","0.7018"
"66715200","0.7028"
"66993840","0.7067"
"67272480","0.7119000000000001"
"67551120","0.71515"
"67829760","0.70285"
"68108400","0.70075"
"68387040","0.6971"
"68665680","0.7052"
"68944320","0.7005"
"69222960","0.7065999999999999"
"69501600","0.70785"
"69780240","0.7168500000000001"
"70058880","0.71705"
"70337520","0.7254"
"70616160","0.7175499999999999"
"70894800","0.7055499999999999"
"71173440","0.7088000000000001"
"71452080","0.7061"
"71730720","0.7139500000000001"
"72009360","0.7179000000000001"
"72288000","0.71215"
"72566640","0.7117"
"72845280","0.7193499999999999"
"73123920","0.7102999999999999"
"73402560","0.70465"
"73681200","0.71"
"73959840","0.7169500000000001"
"74238480","0.70485"
"74517120","0.7132999999999999"
"74795760","0.71365"
"75074400","0.69465"
"75353040","0.70905"
"75631680","0.7156"
"75910320","0.71985"
"76188960","0.7126"
"76467600","0.7148"
"76746240","0.72875"
"77024880","0.7289500000000001"
"77303520","0.7039000000000001"
"77582160","0.71875"
"77860800","0.73005"
"78139440","0.6972999999999999"
"78418080","0.6957000000000001"
"78696720","0.70025"
"78975360","0.7050500000000001"
"79254000","0.693"
"79532640","0.70975"
"79811280","0.6969500000000001"
"80089920","0.6929"
"80368560","0.68985"
"80647200","0.6821"
"80925840","0.6831999999999999"
"81204480","0.6839000000000001"
"81483120","0.6741500000000001"
"81761760","0.68775"
"82040400","0.6939500000000001"
"82319040","0.67615"
"82597680","0.67955"
"82876320","0.6767000000000001"
"83154960","0.6924"
"83433600","0.6909000000000001"
"83712240","0.67615"
"83990880","0.6894000000000001"
"84269520","0.6906"
"84548160","0.6899000000000001"
"84826800","0.68255"
"85105440","0.6859000000000001"
"85384080","0.6898500000000001"
"85662720","0.69015"
"85941360","0.6971999999999999"
"86220000","0.69245"
"86498640","0.695"
"86777280","0.7157"
"87055920","0.6943499999999999"
"87334560","0.6902"
"87613200","0.67975"
"87891840","0.6735500000000001"
"88170480","0.6852"
"88449120","0.68545"
"88727760","0.6912999999999999"
"89006400","0.69825"
"89285040","0.6924"
"89563680","0.6954000000000001"
"89842320","0.69575"
"90120960","0.6902"
"90399600","0.68845"
"90678240","0.69625"
"90956880","0.70305"
"91235520","0.6844"
"91514160","0.68275"
"91792800","0.6939"
"92071440","0.6968499999999999"
"92350080","0.69875"
"92628720","0.6974499999999999"
"92907360","0.7056500000000001"
"93186000","0.68465"
"93464640","0.6913"
"93743280","0.69645"
"94021920","0.7029500000000001"
"94300560","0.69475"
"94579200","0.6901"
"94857840","0.7014"
"95136480","0.68525"
"95415120","0.69505"
"95693760","0.6920999999999999"
"95972400","0.7009"
"96251040","0.70175"
"96529680","0.6959"
"96808320","0.7036"
"97086960","0.7055499999999999"
"97365600","0.7019500000000001"
"97644240","0.7082999999999999"
"97922880","0.7049"
"98201520","0.715"
"98480160","0.7166"
"98758800","0.71795"
"99037440","0.7009"
"99316080","0.7149"
"99594720","0.714"
"99873360","0.72155"
"100152000","0.7237"
"100430640","0.7174"
"100709280","0.7200500000000001"
"100987920","0.7147"
"101266560","0.71905"
"101545200","0.72035"
"101823840","0.7083499999999999"
"102102480","0.71685"
"102381120","0.7049500000000001"
"102659760","0.70745"
"102938400","0.6930999999999999"
"103217040","0.70845"
"103495680","0.7038"
"103774320","0.7082"
"104052960","0.6939"
"104331600","0.7105499999999999"
"104610240","0.7001000000000001"
"104888880","0.7039500000000001"
"105167520","0.69375"
"105446160","0.6949000000000001"
"105724800","0.6821"
"106003440","0.7039500000000001"
"106282080","0.7187"
"106560720","0.7102999999999999"
"106839360","0.7048"
"107118000","0.70005"
"107396640","0.6976"
"107675280","0.7051000000000001"
"107953920","0.7124499999999999"
"108232560","0.6968499999999999"
"108511200","0.70155"
"108789840","0.7051499999999999"
"109068480","0.7058"
"109347120","0.70815"
"109625760","0.72975"
"109904400","0.7195499999999999"
"110183040","0.7187"
"110461680","0.7125499999999999"
"110740320","0.7086"
"111018960","0.7138"
"111297600","0.714"
"111576240","0.7098499999999999"
"111854880","0.70845"
"112133520","0.705"
"112412160","0.71415"
"112690800","0.7142000000000001"
"112969440","0.69875"
"113248080","0.7159500000000001"
"113526720","0.71705"
"113797080","0.70525"
"114067440","0.70905"
"114337800","0.71175"
"114608160","0.7085499999999999"
"114869160","0.6989500000000001"
"115130160","0.7079"
"115391160","0.698"
"115652160","0.7027"
"115913160","0.7025999999999999"
"116174160","0.6952"
"116435160","0.7018"
"116696160","0.6938499999999999"
"116957160","0.7059500000000001"
"117218160","0.699"
"117479160","0.6956500000000001"
"117740160","0.7048000000000001"
"118001160","0.688"
"118262160","0.6866"
"118523160","0.6741"
"118784160","0.67595"
"119045160","0.70265"
"119306160","0.7011000000000001"
"119567160","0.6789000000000001"
"119828160","0.6890999999999999"
"120089160","0.69785"
"120350160","0.7"
"120611160","0.7075"
"120872160","0.707"
"121133160","0.7046500000000001"
"121394160","0.7082"
"121655160","0.7077"
"121916160","0.72535"
"122177160","0.7282000000000001"
"122438160","0.72045"
"122699160","0.738"
"122951160","0.73685"
"123203160","0.7466"
"123445800","0.7422000000000001"
"123688440","0.7365999999999999"
"123931080","0.7286"
"124173720","0.7375499999999999"
"124416360","0.74535"
"124650720","0.75385"
"124885080","0.7371500000000001"
"125119440","0.7325"
"125353800","0.7315"
"125588160","0.73345"
"125822520","0.7415499999999999"
"126056880","0.73705"
"126291240","0.7369"
"126525600","0.72765"
"126759960","0.7256500000000001"
"126994320","0.7373"
"127228680","0.72845"
"127463040","0.74145"
"127697400","0.72115"
"127931760","0.72685"
"128166120","0.7295499999999999"
