"Step","reverse-6floor-seed2 - test_lock_rate","reverse-6floor-seed2 - test_lock_rate__MIN","reverse-6floor-seed2 - test_lock_rate__MAX"
"24086400","0.581","0.581","0.581"
"24117600","0.59","0.59","0.59"
"24148800","0.595","0.595","0.595"
"24180000","0.695","0.695","0.695"
"24211200","0.605","0.605","0.605"
"24242400","0.635","0.635","0.635"
"24273600","0.586","0.586","0.586"
"24304800","0.66","0.66","0.66"
"24336000","0.6","0.6","0.6"
"24367200","0.68","0.68","0.68"
"24398400","0.617","0.617","0.617"
"24429600","0.572","0.572","0.572"
"24460800","0.663","0.663","0.663"
"24492000","0.51","0.51","0.51"
"24523200","0.555","0.555","0.555"
"24554400","0.6","0.6","0.6"
"24585600","0.639","0.639","0.639"
"24616800","0.68","0.68","0.68"
"24648000","0.645","0.645","0.645"
"24679200","0.645","0.645","0.645"
"24710400","0.627","0.627","0.627"
"24741600","0.65","0.65","0.65"
"24772800","0.695","0.695","0.695"
"24804000","0.634","0.634","0.634"
"24835200","0.62","0.62","0.62"
"24866400","0.625","0.625","0.625"
"24897600","0.6","0.6","0.6"
"24928800","0.64","0.64","0.64"
"24960000","0.62","0.62","0.62"
"24991200","0.619","0.619","0.619"
"25022400","0.67","0.67","0.67"
"25053600","0.62","0.62","0.62"
"25084800","0.645","0.645","0.645"
"25116000","0.69","0.69","0.69"
"25147200","0.635","0.635","0.635"
"25178400","0.632","0.632","0.632"
"25209600","0.65","0.65","0.65"
"25240800","0.665","0.665","0.665"
"25272000","0.643","0.643","0.643"
"25303200","0.783","0.783","0.783"
"25334400","0.625","0.625","0.625"
"25365600","0.661","0.661","0.661"
"25396800","0.665","0.665","0.665"
"25428000","0.645","0.645","0.645"
"25459200","0.675","0.675","0.675"
"25490400","0.655","0.655","0.655"
"25521600","0.685","0.685","0.685"
"25552800","0.695","0.695","0.695"
"25584000","0.68","0.68","0.68"
"25615200","0.725","0.725","0.725"
"25646400","0.65","0.65","0.65"
"25677600","0.717","0.717","0.717"
"25708800","0.725","0.725","0.725"
"25740000","0.693","0.693","0.693"
"25771200","0.74","0.74","0.74"
"25802400","0.695","0.695","0.695"
"25833600","0.73","0.73","0.73"
"25864800","0.755","0.755","0.755"
"25896000","0.625","0.625","0.625"
"25927200","0.715","0.715","0.715"
"25958400","0.72","0.72","0.72"
"25989600","0.685","0.685","0.685"
"26020800","0.69","0.69","0.69"
"26052000","0.675","0.675","0.675"
"26083200","0.605","0.605","0.605"
"26114400","0.635","0.635","0.635"
"26145600","0.714","0.714","0.714"
"26176800","0.74","0.74","0.74"
"26208000","0.75","0.75","0.75"
"26239200","0.755","0.755","0.755"
"26270400","0.705","0.705","0.705"
"26301600","0.756","0.756","0.756"
"26332800","0.7","0.7","0.7"
"26364000","0.805","0.805","0.805"
"26395200","0.696","0.696","0.696"
"26426400","0.745","0.745","0.745"
"26457600","0.715","0.715","0.715"
"26488800","0.73","0.73","0.73"
"26520000","0.78","0.78","0.78"
"26551200","0.72","0.72","0.72"
"26582400","0.719","0.719","0.719"
"26613600","0.765","0.765","0.765"
"26644800","0.82","0.82","0.82"
"26676000","0.72","0.72","0.72"
"26707200","0.829","0.829","0.829"
"26738400","0.72","0.72","0.72"
"26769600","0.75","0.75","0.75"
"26800800","0.74","0.74","0.74"
"26832000","0.79","0.79","0.79"
"26863200","0.745","0.745","0.745"
"26894400","0.68","0.68","0.68"
"26925600","0.769","0.769","0.769"
"26956800","0.69","0.69","0.69"
"26988000","0.69","0.69","0.69"
"27019200","0.715","0.715","0.715"
"27050400","0.74","0.74","0.74"
"27081600","0.821","0.821","0.821"
"27112800","0.796","0.796","0.796"
"27144000","0.721","0.721","0.721"
"27175200","0.76","0.76","0.76"
"27206400","0.685","0.685","0.685"
"27237600","0.73","0.73","0.73"
"27268800","0.705","0.705","0.705"
"27300000","0.77","0.77","0.77"
"27331200","0.745","0.745","0.745"
"27362400","0.724","0.724","0.724"
"27393600","0.775","0.775","0.775"
"27424800","0.792","0.792","0.792"
"27456000","0.785","0.785","0.785"
"27487200","0.815","0.815","0.815"
"27518400","0.84","0.84","0.84"
"27549600","0.745","0.745","0.745"
"27580800","0.82","0.82","0.82"
"27612000","0.8","0.8","0.8"
"27643200","0.8","0.8","0.8"
"27674400","0.765","0.765","0.765"
"27705600","0.79","0.79","0.79"
"27736800","0.81","0.81","0.81"
"27768000","0.765","0.765","0.765"
"27799200","0.833","0.833","0.833"
"27830400","0.725","0.725","0.725"
"27861600","0.86","0.86","0.86"
"27892800","0.838","0.838","0.838"
"27924000","0.79","0.79","0.79"
"27955200","0.785","0.785","0.785"
"27986400","0.83","0.83","0.83"
"28017600","0.823","0.823","0.823"
"28048800","0.845","0.845","0.845"
"28080000","0.865","0.865","0.865"
"28111200","0.775","0.775","0.775"
"28142400","0.8","0.8","0.8"
"28173600","0.83","0.83","0.83"
"28204800","0.732","0.732","0.732"
"28236000","0.73","0.73","0.73"
"28267200","0.815","0.815","0.815"
"28298400","0.805","0.805","0.805"
"28329600","0.785","0.785","0.785"
"28360800","0.855","0.855","0.855"
"28392000","0.796","0.796","0.796"
"28423200","0.846","0.846","0.846"
"28454400","0.775","0.775","0.775"
"28485600","0.794","0.794","0.794"
"28516800","0.895","0.895","0.895"
"28548000","0.805","0.805","0.805"
"28579200","0.775","0.775","0.775"
"28610400","0.775","0.775","0.775"
"28641600","0.795","0.795","0.795"
"28672800","0.845","0.845","0.845"
"28704000","0.844","0.844","0.844"
"28735200","0.825","0.825","0.825"
"28766400","0.75","0.75","0.75"
"28797600","0.79","0.79","0.79"
"28828800","0.825","0.825","0.825"
"28860000","0.85","0.85","0.85"
"28891200","0.725","0.725","0.725"
"28922400","0.675","0.675","0.675"
"28953600","0.8","0.8","0.8"
"28984800","0.869","0.869","0.869"
"29016000","0.763","0.763","0.763"
"29047200","0.79","0.79","0.79"
"29078400","0.755","0.755","0.755"
"29109600","0.84","0.84","0.84"
"29140800","0.818","0.818","0.818"
"29172000","0.885","0.885","0.885"
"29203200","0.775","0.775","0.775"
"29234400","0.785","0.785","0.785"
"29265600","0.8","0.8","0.8"
"29296800","0.85","0.85","0.85"
"29328000","0.799","0.799","0.799"
"29359200","0.83","0.83","0.83"
"29390400","0.855","0.855","0.855"
"29421600","0.86","0.86","0.86"
"29452800","0.835","0.835","0.835"
"29484000","0.845","0.845","0.845"
"29515200","0.88","0.88","0.88"
"29546400","0.78","0.78","0.78"
"29577600","0.809","0.809","0.809"
"29608800","0.855","0.855","0.855"
"29640000","0.85","0.85","0.85"
"29671200","0.865","0.865","0.865"
"29702400","0.8","0.8","0.8"
"29733600","0.89","0.89","0.89"
"29764800","0.825","0.825","0.825"
"29796000","0.873","0.873","0.873"
"29827200","0.85","0.85","0.85"
"29858400","0.849","0.849","0.849"
"29889600","0.892","0.892","0.892"
"29920800","0.844","0.844","0.844"
"29952000","0.855","0.855","0.855"
"29983200","0.88","0.88","0.88"
"30014400","0.82","0.82","0.82"
"30045600","0.895","0.895","0.895"
"30076800","0.83","0.83","0.83"
"30108000","0.82","0.82","0.82"
"30139200","0.84","0.84","0.84"
"30170400","0.845","0.845","0.845"
"30201600","0.821","0.821","0.821"
"30232800","0.819","0.819","0.819"
"30264000","0.825","0.825","0.825"
"30295200","0.86","0.86","0.86"
"30326400","0.832","0.832","0.832"
"30357600","0.875","0.875","0.875"
"30388800","0.81","0.81","0.81"
"30420000","0.8","0.8","0.8"
"30451200","0.905","0.905","0.905"
"30482400","0.81","0.81","0.81"
"30513600","0.85","0.85","0.85"
"30544800","0.87","0.87","0.87"
"30576000","0.852","0.852","0.852"
"30607200","0.845","0.845","0.845"
"30638400","0.855","0.855","0.855"
"30669600","0.805","0.805","0.805"
"30700800","0.815","0.815","0.815"
"30732000","0.825","0.825","0.825"
"30763200","0.84","0.84","0.84"
"30794400","0.845","0.845","0.845"
"30825600","0.84","0.84","0.84"
"30856800","0.825","0.825","0.825"
"30888000","0.827","0.827","0.827"
"30919200","0.885","0.885","0.885"
"30950400","0.875","0.875","0.875"
"30981600","0.885","0.885","0.885"
"31012800","0.84","0.84","0.84"
"31044000","0.815","0.815","0.815"
"31075200","0.875","0.875","0.875"
"31106400","0.885","0.885","0.885"
"31137600","0.85","0.85","0.85"
"31168800","0.876","0.876","0.876"
"31200000","0.87","0.87","0.87"
"31231200","0.855","0.855","0.855"
"31262400","0.877","0.877","0.877"
"31293600","0.86","0.86","0.86"
"31324800","0.893","0.893","0.893"
"31356000","0.87","0.87","0.87"
"31387200","0.868","0.868","0.868"
"31418400","0.84","0.84","0.84"
"31449600","0.885","0.885","0.885"
"31480800","0.885","0.885","0.885"
"31512000","0.84","0.84","0.84"
"31543200","0.828","0.828","0.828"
"31574400","0.88","0.88","0.88"
"31605600","0.865","0.865","0.865"
"31636800","0.853","0.853","0.853"
"31668000","0.855","0.855","0.855"
"31699200","0.805","0.805","0.805"
"31730400","0.812","0.812","0.812"
"31761600","0.88","0.88","0.88"
"31792800","0.835","0.835","0.835"
"31824000","0.845","0.845","0.845"
"31855200","0.86","0.86","0.86"
"31886400","0.858","0.858","0.858"
"31917600","0.85","0.85","0.85"
"31948800","0.875","0.875","0.875"
"31980000","0.865","0.865","0.865"
"32011200","0.86","0.86","0.86"
"32042400","0.87","0.87","0.87"
"32073600","0.87","0.87","0.87"
"32104800","0.86","0.86","0.86"
"32136000","0.87","0.87","0.87"
"32167200","0.805","0.805","0.805"
"32198400","0.835","0.835","0.835"
"32229600","0.791","0.791","0.791"
"32260800","0.812","0.812","0.812"
"32292000","0.861","0.861","0.861"
"32323200","0.81","0.81","0.81"
"32354400","0.799","0.799","0.799"
"32385600","0.828","0.828","0.828"
"32416800","0.8","0.8","0.8"
"32448000","0.825","0.825","0.825"
"32479200","0.79","0.79","0.79"
"32510400","0.82","0.82","0.82"
"32541600","0.795","0.795","0.795"
"32572800","0.83","0.83","0.83"
"32604000","0.831","0.831","0.831"
"32635200","0.795","0.795","0.795"
"32666400","0.825","0.825","0.825"
"32697600","0.805","0.805","0.805"
"32728800","0.805","0.805","0.805"
"32760000","0.785","0.785","0.785"
"32791200","0.835","0.835","0.835"
"32822400","0.815","0.815","0.815"
"32853600","0.825","0.825","0.825"
"32884800","0.775","0.775","0.775"
"32916000","0.846","0.846","0.846"
"32947200","0.83","0.83","0.83"
"32978400","0.825","0.825","0.825"
"33009600","0.82","0.82","0.82"
"33040800","0.83","0.83","0.83"
"33072000","0.835","0.835","0.835"
"33103200","0.795","0.795","0.795"
"33134400","0.754","0.754","0.754"
"33165600","0.865","0.865","0.865"
"33196800","0.783","0.783","0.783"
"33228000","0.835","0.835","0.835"
"33259200","0.89","0.89","0.89"
"33290400","0.85","0.85","0.85"
"33321600","0.875","0.875","0.875"
"33352800","0.815","0.815","0.815"
"33384000","0.825","0.825","0.825"
"33415200","0.826","0.826","0.826"
"33446400","0.87","0.87","0.87"
"33477600","0.844","0.844","0.844"
"33508800","0.865","0.865","0.865"
"33540000","0.85","0.85","0.85"
"33571200","0.765","0.765","0.765"
"33602400","0.876","0.876","0.876"
"33633600","0.843","0.843","0.843"
"33664800","0.83","0.83","0.83"
"33696000","0.82","0.82","0.82"
"33727200","0.832","0.832","0.832"
"33758400","0.85","0.85","0.85"
"33789600","0.923","0.923","0.923"
"33820800","0.86","0.86","0.86"
"33852000","0.885","0.885","0.885"
"33883200","0.91","0.91","0.91"
"33914400","0.85","0.85","0.85"
"33945600","0.9","0.9","0.9"
"33976800","0.895","0.895","0.895"
"34008000","0.86","0.86","0.86"
"34039200","0.838","0.838","0.838"
"34070400","0.925","0.925","0.925"
"34101600","0.86","0.86","0.86"
"34132800","0.86","0.86","0.86"
"34164000","0.89","0.89","0.89"
"34195200","0.885","0.885","0.885"
"34226400","0.885","0.885","0.885"
"34257600","0.91","0.91","0.91"
"34288800","0.84","0.84","0.84"
"34320000","0.905","0.905","0.905"
"34351200","0.95","0.95","0.95"
"34382400","0.895","0.895","0.895"
"34413600","0.9","0.9","0.9"
"34444800","0.9","0.9","0.9"
"34476000","0.91","0.91","0.91"
"34507200","0.862","0.862","0.862"
"34538400","0.89","0.89","0.89"
"34569600","0.887","0.887","0.887"
"34600800","0.85","0.85","0.85"
"34632000","0.855","0.855","0.855"
"34663200","0.845","0.845","0.845"
"34694400","0.85","0.85","0.85"
"34725600","0.88","0.88","0.88"
"34756800","0.89","0.89","0.89"
"34788000","0.87","0.87","0.87"
"34819200","0.8","0.8","0.8"
"34850400","0.789","0.789","0.789"
"34881600","0.79","0.79","0.79"
"34912800","0.88","0.88","0.88"
"34944000","0.79","0.79","0.79"
"34975200","0.88","0.88","0.88"
"35006400","0.915","0.915","0.915"
"35037600","0.861","0.861","0.861"
"35068800","0.895","0.895","0.895"
"35100000","0.88","0.88","0.88"
"35131200","0.87","0.87","0.87"
"35162400","0.85","0.85","0.85"
"35193600","0.86","0.86","0.86"
"35224800","0.9","0.9","0.9"
"35256000","0.883","0.883","0.883"
"35287200","0.877","0.877","0.877"
"35318400","0.865","0.865","0.865"
"35349600","0.868","0.868","0.868"
"35380800","0.88","0.88","0.88"
"35412000","0.865","0.865","0.865"
"35443200","0.864","0.864","0.864"
"35474400","0.88","0.88","0.88"
"35505600","0.91","0.91","0.91"
"35536800","0.841","0.841","0.841"
"35568000","0.85","0.85","0.85"
"35599200","0.827","0.827","0.827"
"35630400","0.847","0.847","0.847"
"35661600","0.79","0.79","0.79"
"35692800","0.856","0.856","0.856"
"35724000","0.85","0.85","0.85"
"35755200","0.819","0.819","0.819"
"35786400","0.82","0.82","0.82"
"35817600","0.85","0.85","0.85"
"35848800","0.793","0.793","0.793"
"35880000","0.86","0.86","0.86"
"35911200","0.869","0.869","0.869"
"35942400","0.849","0.849","0.849"
"35973600","0.9","0.9","0.9"
"36004800","0.905","0.905","0.905"
"36036000","0.865","0.865","0.865"
"36067200","0.87","0.87","0.87"
"36098400","0.87","0.87","0.87"
"36129600","0.87","0.87","0.87"
"36160800","0.905","0.905","0.905"
"36192000","0.835","0.835","0.835"
"36223200","0.835","0.835","0.835"
"36254400","0.86","0.86","0.86"
"36285600","0.813","0.813","0.813"
"36316800","0.837","0.837","0.837"
"36348000","0.875","0.875","0.875"
"36379200","0.872","0.872","0.872"
"36410400","0.815","0.815","0.815"
"36441600","0.82","0.82","0.82"
"36472800","0.816","0.816","0.816"
"36504000","0.77","0.77","0.77"
"36535200","0.84","0.84","0.84"
"36566400","0.842","0.842","0.842"
"36597600","0.82","0.82","0.82"
"36628800","0.85","0.85","0.85"
"36660000","0.82","0.82","0.82"
"36691200","0.82","0.82","0.82"
"36722400","0.825","0.825","0.825"
"36753600","0.885","0.885","0.885"
"36784800","0.785","0.785","0.785"
"36816000","0.877","0.877","0.877"
"36847200","0.83","0.83","0.83"
"36878400","0.86","0.86","0.86"
"36909600","0.905","0.905","0.905"
"36940800","0.86","0.86","0.86"
"36972000","0.846","0.846","0.846"
"37003200","0.885","0.885","0.885"
"37034400","0.889","0.889","0.889"
"37065600","0.82","0.82","0.82"
"37096800","0.89","0.89","0.89"
"37128000","0.805","0.805","0.805"
"37159200","0.85","0.85","0.85"
"37190400","0.85","0.85","0.85"
"37221600","0.885","0.885","0.885"
"37252800","0.86","0.86","0.86"
"37284000","0.81","0.81","0.81"
"37315200","0.835","0.835","0.835"
"37346400","0.823","0.823","0.823"
"37377600","0.875","0.875","0.875"
"37408800","0.834","0.834","0.834"
"37440000","0.815","0.815","0.815"
"37471200","0.84","0.84","0.84"
"37502400","0.87","0.87","0.87"
"37533600","0.815","0.815","0.815"
"37564800","0.875","0.875","0.875"
"37596000","0.804","0.804","0.804"
"37627200","0.835","0.835","0.835"
"37658400","0.82","0.82","0.82"
"37689600","0.865","0.865","0.865"
"37720800","0.82","0.82","0.82"
"37752000","0.855","0.855","0.855"
"37783200","0.885","0.885","0.885"
"37814400","0.91","0.91","0.91"
"37845600","0.94","0.94","0.94"
"37876800","0.875","0.875","0.875"
"37908000","0.895","0.895","0.895"
"37939200","0.855","0.855","0.855"
"37970400","0.865","0.865","0.865"
"38001600","0.905","0.905","0.905"
"38032800","0.85","0.85","0.85"
"38064000","0.883","0.883","0.883"
"38095200","0.865","0.865","0.865"
"38126400","0.913","0.913","0.913"
"38157600","0.845","0.845","0.845"
"38188800","0.905","0.905","0.905"
"38220000","0.822","0.822","0.822"
"38251200","0.915","0.915","0.915"
"38282400","0.865","0.865","0.865"
"38313600","0.85","0.85","0.85"
"38344800","0.885","0.885","0.885"
"38376000","0.89","0.89","0.89"
"38407200","0.875","0.875","0.875"
"38438400","0.905","0.905","0.905"
"38469600","0.865","0.865","0.865"
"38500800","0.9","0.9","0.9"
"38532000","0.829","0.829","0.829"
"38563200","0.9","0.9","0.9"
"38594400","0.824","0.824","0.824"
"38625600","0.845","0.845","0.845"
"38656800","0.843","0.843","0.843"
"38688000","0.879","0.879","0.879"
"38719200","0.836","0.836","0.836"
"38750400","0.875","0.875","0.875"
"38781600","0.82","0.82","0.82"
"38812800","0.895","0.895","0.895"
"38844000","0.886","0.886","0.886"
"38875200","0.83","0.83","0.83"
"38906400","0.93","0.93","0.93"
"38937600","0.865","0.865","0.865"
"38968800","0.863","0.863","0.863"
"39000000","0.88","0.88","0.88"
"39031200","0.86","0.86","0.86"
"39062400","0.91","0.91","0.91"
"39093600","0.875","0.875","0.875"
"39124800","0.904","0.904","0.904"
"39156000","0.84","0.84","0.84"
"39187200","0.845","0.845","0.845"
"39218400","0.873","0.873","0.873"
"39249600","0.925","0.925","0.925"
"39280800","0.864","0.864","0.864"
"39312000","0.83","0.83","0.83"
"39343200","0.875","0.875","0.875"
"39374400","0.934","0.934","0.934"
"39405600","0.87","0.87","0.87"
"39436800","0.895","0.895","0.895"
"39468000","0.895","0.895","0.895"
"39499200","0.93","0.93","0.93"
"39530400","0.91","0.91","0.91"
"39561600","0.94","0.94","0.94"
"39592800","0.85","0.85","0.85"
"39624000","0.84","0.84","0.84"
"39655200","0.82","0.82","0.82"
"39686400","0.89","0.89","0.89"
"39717600","0.86","0.86","0.86"
"39748800","0.9","0.9","0.9"
"39780000","0.911","0.911","0.911"
"39811200","0.9","0.9","0.9"
"39842400","0.839","0.839","0.839"
"39873600","0.902","0.902","0.902"
"39904800","0.909","0.909","0.909"
"39936000","0.88","0.88","0.88"
"39967200","0.87","0.87","0.87"
"39998400","0.92","0.92","0.92"
"40029600","0.94","0.94","0.94"
"40060800","0.908","0.908","0.908"
"40092000","0.885","0.885","0.885"
"40123200","0.96","0.96","0.96"
"40154400","0.895","0.895","0.895"
"40185600","0.93","0.93","0.93"
"40216800","0.96","0.96","0.96"
"40248000","0.93","0.93","0.93"
"40279200","0.955","0.955","0.955"
"40310400","0.895","0.895","0.895"
"40341600","0.91","0.91","0.91"
"40372800","0.957","0.957","0.957"
"40404000","0.847","0.847","0.847"
"40435200","0.912","0.912","0.912"
"40466400","0.93","0.93","0.93"
"40497600","0.9","0.9","0.9"
"40528800","0.903","0.903","0.903"
"40560000","0.865","0.865","0.865"
"40591200","0.92","0.92","0.92"
"40622400","0.805","0.805","0.805"
"40653600","0.955","0.955","0.955"
"40684800","0.925","0.925","0.925"
"40716000","0.91","0.91","0.91"
"40747200","0.9","0.9","0.9"
"40778400","0.905","0.905","0.905"
"40809600","0.86","0.86","0.86"
"40840800","0.95","0.95","0.95"
"40872000","0.876","0.876","0.876"
"40903200","0.87","0.87","0.87"
"40934400","0.901","0.901","0.901"
"40965600","0.943","0.943","0.943"
"40996800","0.925","0.925","0.925"
"41028000","0.93","0.93","0.93"
"41059200","0.91","0.91","0.91"
"41090400","0.84","0.84","0.84"
"41121600","0.875","0.875","0.875"
"41152800","0.897","0.897","0.897"
"41184000","0.854","0.854","0.854"
"41215200","0.918","0.918","0.918"
"41246400","0.86","0.86","0.86"
"41277600","0.91","0.91","0.91"
"41308800","0.9","0.9","0.9"
"41340000","0.815","0.815","0.815"
"41371200","0.88","0.88","0.88"
"41402400","0.877","0.877","0.877"
"41433600","0.893","0.893","0.893"
"41464800","0.87","0.87","0.87"
"41496000","0.85","0.85","0.85"
"41527200","0.84","0.84","0.84"
"41558400","0.916","0.916","0.916"
"41589600","0.92","0.92","0.92"
"41620800","0.899","0.899","0.899"
"41652000","0.864","0.864","0.864"
"41683200","0.894","0.894","0.894"
"41714400","0.92","0.92","0.92"
"41745600","0.899","0.899","0.899"
"41776800","0.885","0.885","0.885"
"41808000","0.83","0.83","0.83"
"41839200","0.93","0.93","0.93"
"41870400","0.92","0.92","0.92"
"41901600","0.86","0.86","0.86"
"41932800","0.881","0.881","0.881"
"41964000","0.84","0.84","0.84"
"41995200","0.93","0.93","0.93"
"42026400","0.86","0.86","0.86"
"42057600","0.84","0.84","0.84"
"42088800","0.864","0.864","0.864"
"42120000","0.938","0.938","0.938"
"42151200","0.91","0.91","0.91"
"42182400","0.924","0.924","0.924"
"42213600","0.915","0.915","0.915"
"42244800","0.935","0.935","0.935"
"42276000","0.915","0.915","0.915"
"42307200","0.915","0.915","0.915"
"42338400","0.91","0.91","0.91"
"42369600","0.889","0.889","0.889"
"42400800","0.93","0.93","0.93"
"42432000","0.917","0.917","0.917"
"42463200","0.912","0.912","0.912"
"42494400","0.92","0.92","0.92"
"42525600","0.92","0.92","0.92"
"42556800","0.91","0.91","0.91"
"42588000","0.875","0.875","0.875"
"42619200","0.895","0.895","0.895"
"42650400","0.89","0.89","0.89"
"42681600","0.921","0.921","0.921"
"42712800","0.915","0.915","0.915"
"42744000","0.858","0.858","0.858"
"42775200","0.9","0.9","0.9"
"42806400","0.81","0.81","0.81"
"42837600","0.865","0.865","0.865"
"42868800","0.835","0.835","0.835"
"42900000","0.893","0.893","0.893"
"42931200","0.846","0.846","0.846"
"42962400","0.89","0.89","0.89"
"42993600","0.94","0.94","0.94"
"43024800","0.86","0.86","0.86"
"43056000","0.9","0.9","0.9"
"43087200","0.89","0.89","0.89"
"43118400","0.92","0.92","0.92"
"43149600","0.916","0.916","0.916"
"43180800","0.885","0.885","0.885"
"43212000","0.89","0.89","0.89"
"43243200","0.845","0.845","0.845"
"43274400","0.845","0.845","0.845"
"43305600","0.903","0.903","0.903"
"43336800","0.85","0.85","0.85"
"43368000","0.849","0.849","0.849"
"43399200","0.884","0.884","0.884"
"43430400","0.865","0.865","0.865"
"43461600","0.84","0.84","0.84"
"43492800","0.847","0.847","0.847"
"43524000","0.839","0.839","0.839"
"43555200","0.847","0.847","0.847"
"43586400","0.911","0.911","0.911"
"43617600","0.88","0.88","0.88"
"43648800","0.89","0.89","0.89"
"43680000","0.837","0.837","0.837"
"43711200","0.9","0.9","0.9"
"43742400","0.84","0.84","0.84"
"43773600","0.83","0.83","0.83"
"43804800","0.825","0.825","0.825"
"43836000","0.823","0.823","0.823"
"43867200","0.825","0.825","0.825"
"43898400","0.87","0.87","0.87"
"43929600","0.92","0.92","0.92"
"43960800","0.812","0.812","0.812"
"43992000","0.89","0.89","0.89"
"44023200","0.86","0.86","0.86"
"44054400","0.847","0.847","0.847"
"44085600","0.81","0.81","0.81"
"44116800","0.867","0.867","0.867"
"44148000","0.88","0.88","0.88"
"44179200","0.905","0.905","0.905"
"44210400","0.85","0.85","0.85"
"44241600","0.865","0.865","0.865"
"44272800","0.901","0.901","0.901"
"44304000","0.91","0.91","0.91"
"44335200","0.89","0.89","0.89"
"44366400","0.92","0.92","0.92"
"44397600","0.885","0.885","0.885"
"44428800","0.875","0.875","0.875"
"44460000","0.91","0.91","0.91"
"44491200","0.87","0.87","0.87"
"44522400","0.869","0.869","0.869"
"44553600","0.904","0.904","0.904"
"44584800","0.827","0.827","0.827"
"44616000","0.95","0.95","0.95"
"44647200","0.89","0.89","0.89"
"44678400","0.85","0.85","0.85"
"44709600","0.9","0.9","0.9"
"44740800","0.923","0.923","0.923"
"44772000","0.88","0.88","0.88"
"44803200","0.89","0.89","0.89"
"44834400","0.789","0.789","0.789"
"44865600","0.856","0.856","0.856"
"44896800","0.855","0.855","0.855"
"44928000","0.9","0.9","0.9"
"44959200","0.871","0.871","0.871"
"44990400","0.829","0.829","0.829"
"45021600","0.91","0.91","0.91"
"45052800","0.806","0.806","0.806"
"45084000","0.885","0.885","0.885"
"45115200","0.87","0.87","0.87"
"45146400","0.91","0.91","0.91"
"45177600","0.87","0.87","0.87"
"45208800","0.86","0.86","0.86"
"45240000","0.82","0.82","0.82"
"45271200","0.88","0.88","0.88"
"45302400","0.824","0.824","0.824"
"45333600","0.77","0.77","0.77"
"45364800","0.82","0.82","0.82"
"45396000","0.867","0.867","0.867"
"45427200","0.89","0.89","0.89"
"45458400","0.91","0.91","0.91"
"45489600","0.887","0.887","0.887"
"45520800","0.831","0.831","0.831"
"45552000","0.9","0.9","0.9"
"45583200","0.89","0.89","0.89"
"45614400","0.91","0.91","0.91"
"45645600","0.92","0.92","0.92"
"45676800","0.834","0.834","0.834"
"45708000","0.863","0.863","0.863"
"45739200","0.87","0.87","0.87"
"45770400","0.864","0.864","0.864"
"45801600","0.9","0.9","0.9"
"45832800","0.86","0.86","0.86"
"45864000","0.887","0.887","0.887"
"45895200","0.918","0.918","0.918"
"45926400","0.83","0.83","0.83"
"45957600","0.87","0.87","0.87"
"45988800","0.95","0.95","0.95"
"46020000","0.912","0.912","0.912"
"46051200","0.905","0.905","0.905"
"46082400","0.926","0.926","0.926"
"46113600","0.88","0.88","0.88"
"46144800","0.939","0.939","0.939"
"46176000","0.87","0.87","0.87"
"46207200","0.875","0.875","0.875"
"46238400","0.866","0.866","0.866"
"46269600","0.927","0.927","0.927"
"46300800","0.905","0.905","0.905"
"46332000","0.9","0.9","0.9"
"46363200","0.92","0.92","0.92"
"46394400","0.88","0.88","0.88"
"46425600","0.915","0.915","0.915"
"46456800","0.95","0.95","0.95"
"46488000","0.94","0.94","0.94"
"46519200","0.98","0.98","0.98"
"46550400","0.905","0.905","0.905"
"46581600","0.938","0.938","0.938"
"46612800","0.914","0.914","0.914"
"46644000","0.95","0.95","0.95"
"46675200","0.898","0.898","0.898"
"46706400","0.925","0.925","0.925"
"46737600","0.93","0.93","0.93"
"46768800","0.9","0.9","0.9"
"46800000","0.901","0.901","0.901"
"46831200","0.905","0.905","0.905"
"46862400","0.9","0.9","0.9"
"46893600","0.93","0.93","0.93"
"46924800","0.868","0.868","0.868"
"46956000","0.96","0.96","0.96"
"46987200","0.93","0.93","0.93"
"47018400","0.925","0.925","0.925"
"47049600","0.91","0.91","0.91"
"47080800","0.925","0.925","0.925"
"47112000","0.905","0.905","0.905"
"47143200","0.947","0.947","0.947"
"47174400","0.915","0.915","0.915"
"47205600","0.945","0.945","0.945"
"47236800","0.942","0.942","0.942"
"47268000","0.94","0.94","0.94"
"47299200","0.94","0.94","0.94"
"47330400","0.96","0.96","0.96"
"47361600","0.94","0.94","0.94"
"47392800","0.96","0.96","0.96"
"47424000","0.97","0.97","0.97"
"47455200","0.91","0.91","0.91"
"47486400","0.97","0.97","0.97"
"47517600","0.968","0.968","0.968"
"47548800","0.955","0.955","0.955"
"47580000","0.95","0.95","0.95"
"47611200","0.98","0.98","0.98"
"47642400","0.937","0.937","0.937"
"47673600","0.863","0.863","0.863"
"47704800","0.97","0.97","0.97"
"47736000","0.932","0.932","0.932"
"47767200","0.96","0.96","0.96"
"47798400","0.96","0.96","0.96"
"47829600","0.92","0.92","0.92"
"47860800","0.937","0.937","0.937"
"47892000","0.965","0.965","0.965"
"47923200","0.95","0.95","0.95"
"47954400","0.96","0.96","0.96"
"47985600","0.96","0.96","0.96"
"48016800","0.955","0.955","0.955"
"48048000","0.925","0.925","0.925"
"48079200","0.97","0.97","0.97"
"48110400","0.94","0.94","0.94"
"48141600","0.93","0.93","0.93"
"48172800","0.95","0.95","0.95"
