"Step","gan_pb_4agents_seed3 - cover_rate_5step"
"120000","0.063"
"240000","0.061"
"360000","0.0495"
"480000","0.063"
"600000","0.0595"
"720000","0.0665"
"840000","0.0684"
"960000","0.073"
"1080000","0.0596"
"1200000","0.0635"
"1320000","0.08"
"1440000","0.06"
"1560000","0.068"
"1680000","0.0696"
"1800000","0.069"
"1920000","0.07579999999999999"
"2040000","0.071"
"2160000","0.0725"
"2280000","0.06"
"2400000","0.059"
"2520000","0.062"
"2640000","0.059"
"2760000","0.064"
"2880000","0.066"
"3000000","0.0625"
"3120000","0.0581"
"3240000","0.0715"
"3360000","0.055"
"3480000","0.058"
"3600000","0.0715"
"3720000","0.0594"
"3840000","0.069"
"3960000","0.067"
"4080000","0.066"
"4200000","0.0685"
"4320000","0.0645"
"4440000","0.06559999999999999"
"4560000","0.0685"
"4680000","0.072"
"4800000","0.062"
"4920000","0.0665"
"5040000","0.06420000000000001"
"5160000","0.0575"
"5280000","0.0705"
"5400000","0.06330000000000001"
"5520000","0.0708"
"5640000","0.0612"
"5760000","0.0585"
"5880000","0.0736"
"6000000","0.0627"
"6120000","0.065"
"6240000","0.063"
"6360000","0.0741"
"6480000","0.06620000000000001"
"6600000","0.061700000000000005"
"6720000","0.0665"
"6840000","0.0562"
"6960000","0.06420000000000001"
"7080000","0.0635"
"7200000","0.0613"
"7320000","0.063"
"7440000","0.0569"
"7560000","0.0709"
"7680000","0.0593"
"7800000","0.057"
"7920000","0.0613"
"8040000","0.0551"
"8160000","0.0715"
"8280000","0.061"
"8400000","0.073"
"8520000","0.057"
"8640000","0.064"
"8760000","0.0747"
"8880000","0.0741"
"9000000","0.060399999999999995"
"9120000","0.065"
"9240000","0.063"
"9360000","0.0598"
"9480000","0.0624"
"9600000","0.0716"
"9720000","0.05790000000000001"
"9840000","0.06380000000000001"
"9960000","0.0669"
"10080000","0.0703"
"10200000","0.0566"
"10320000","0.0735"
"10440000","0.0585"
"10560000","0.0636"
"10680000","0.0601"
"10800000","0.0592"
"10920000","0.0709"
"11040000","0.060399999999999995"
"11160000","0.0607"
"11280000","0.06609999999999999"
"11400000","0.0696"
"11520000","0.0699"
"11640000","0.06509999999999999"
"11760000","0.0725"
"11880000","0.07629999999999999"
"12000000","0.0624"
"12120000","0.063"
"12240000","0.0694"
"12360000","0.07629999999999999"
"12480000","0.0689"
"12600000","0.0684"
"12720000","0.0715"
"12840000","0.0663"
"12960000","0.0706"
"13080000","0.074"
"13200000","0.0702"
"13320000","0.0692"
"13440000","0.0673"
"13560000","0.0745"
"13680000","0.076"
"13800000","0.0729"
"13920000","0.07"
"14040000","0.0716"
"14160000","0.0712"
"14280000","0.0726"
"14400000","0.0725"
"14520000","0.077"
"14640000","0.0765"
"14760000","0.089"
"14880000","0.0702"
"15000000","0.075"
"15120000","0.07"
"15240000","0.0712"
"15360000","0.075"
"15480000","0.08430000000000001"
"15600000","0.0727"
"15720000","0.083"
"15840000","0.06609999999999999"
"15960000","0.0828"
"16080000","0.0721"
"16200000","0.07440000000000001"
"16320000","0.0785"
"16440000","0.07790000000000001"
"16560000","0.0702"
"16680000","0.0853"
"16800000","0.0775"
"16920000","0.074"
"17040000","0.07569999999999999"
"17160000","0.0717"
"17280000","0.0701"
"17400000","0.06680000000000001"
"17520000","0.0736"
