"Step","transfer_warmup30iter_seed1 - 8cover_rate"
"105000","0.83225"
"210000","0.83225"
"315000","0.83225"
"420000","0.83225"
"525000","0.83225"
"630000","0.83225"
"735000","0.83225"
"840000","0.83225"
"945000","0.83225"
"1050000","0.83225"
"1155000","0.8278"
"1260000","0.8194499999999998"
"1365000","0.7978999999999999"
"1470000","0.81125"
"1575000","0.8099"
"1680000","0.8123499999999999"
"1785000","0.8160499999999999"
"1890000","0.8170999999999999"
"1995000","0.8237000000000001"
"2100000","0.8219"
"2205000","0.8115999999999999"
"2310000","0.80795"
"2415000","0.8089"
"2520000","0.8159500000000001"
"2625000","0.8097"
"2730000","0.8222"
"2835000","0.82705"
"2940000","0.81565"
"3045000","0.82405"
"3150000","0.8255999999999999"
"3255000","0.8004"
"3360000","0.81455"
"3465000","0.8112999999999999"
"3570000","0.8014"
"3675000","0.7874500000000001"
"3780000","0.79705"
"3885000","0.7964000000000001"
"3990000","0.81245"
"4095000","0.81245"
"4200000","0.8205999999999999"
"4305000","0.8282"
"4410000","0.8281"
"4515000","0.83235"
"4620000","0.82675"
"4725000","0.8252999999999999"
"4830000","0.82025"
"4935000","0.83045"
"5040000","0.8253499999999999"
"5145000","0.8324000000000001"
"5250000","0.8307"
"5355000","0.82885"
"5460000","0.8295999999999999"
"5565000","0.8232999999999999"
"5670000","0.8316"
"5775000","0.8356"
"5880000","0.83865"
"5985000","0.8366499999999999"
"6090000","0.8358"
"6195000","0.8272999999999999"
"6300000","0.8311000000000001"
"6405000","0.8464"
"6510000","0.8449"
"6615000","0.8395"
"6720000","0.84545"
"6825000","0.83725"
"6930000","0.8406499999999999"
"7035000","0.8397"
"7140000","0.8346999999999999"
"7245000","0.8402999999999999"
"7350000","0.8575999999999999"
"7455000","0.86065"
"7560000","0.86005"
"7665000","0.8538499999999999"
"7770000","0.8443999999999999"
"7875000","0.8382"
"7980000","0.8376499999999999"
"8085000","0.84275"
"8190000","0.863"
"8295000","0.8428"
"8400000","0.8508000000000001"
"8505000","0.8605499999999999"
"8610000","0.8630999999999999"
"8715000","0.88095"
"8820000","0.8836499999999999"
"8925000","0.87285"
"9030000","0.8535"
"9135000","0.87475"
"9240000","0.8785"
"9345000","0.8895"
"9450000","0.8954"
"9555000","0.88795"
"9660000","0.89165"
"9765000","0.89055"
"9870000","0.8837999999999999"
"9975000","0.8844500000000001"
"10080000","0.8894500000000001"
"10185000","0.87985"
"10290000","0.8820999999999999"
"10395000","0.878"
"10500000","0.87285"
"10605000","0.884"
"10710000","0.89455"
"10815000","0.8913"
"10920000","0.9014"
"11025000","0.8946500000000001"
"11130000","0.88655"
"11235000","0.8843"
"11340000","0.8907999999999999"
"11445000","0.89055"
"11550000","0.88725"
"11655000","0.8893"
"11760000","0.8901"
"11865000","0.8977999999999999"
"11970000","0.8968499999999999"
"12075000","0.88605"
"12180000","0.8855999999999999"
"12285000","0.89015"
"12390000","0.88605"
"12495000","0.8945"
"12600000","0.8841500000000001"
"12705000","0.88855"
"12810000","0.8828999999999999"
"12915000","0.8765999999999999"
"13020000","0.88425"
"13125000","0.8734"
"13230000","0.8873000000000001"
"13335000","0.90225"
"13440000","0.8952"
"13545000","0.8926499999999998"
"13650000","0.9099"
"13755000","0.9082"
"13860000","0.8963"
"13965000","0.8957999999999999"
"14070000","0.901"
"14175000","0.8974500000000001"
"14280000","0.89635"
"14385000","0.91135"
"14490000","0.8738499999999999"
"14595000","0.8806499999999999"
"14700000","0.88705"
"14805000","0.8977999999999999"
"14910000","0.90175"
"15015000","0.8345"
"15120000","0.8623"
"15225000","0.881"
"15330000","0.8843"
"15435000","0.89785"
"15540000","0.88905"
"15645000","0.8805"
"15750000","0.88005"
"15855000","0.8634499999999999"
"15960000","0.8550999999999999"
"16065000","0.8805499999999999"
"16170000","0.8837999999999999"
"16275000","0.8699499999999999"
"16380000","0.8979000000000001"
"16485000","0.90105"
"16590000","0.8943"
"16695000","0.88775"
"16800000","0.88725"
"16905000","0.8951499999999999"
"17010000","0.8904500000000001"
"17115000","0.88625"
"17220000","0.8940999999999999"
"17325000","0.9035"
"17430000","0.89225"
"17535000","0.922"
"17640000","0.92825"
"17745000","0.91915"
"17850000","0.9073"
"17955000","0.90105"
"18060000","0.90425"
"18165000","0.8990499999999999"
"18270000","0.9096"
"18375000","0.927"
"18480000","0.92555"
"18585000","0.9151"
"18690000","0.88315"
"18795000","0.8843"
"18900000","0.8873"
"19005000","0.88005"
"19110000","0.8978999999999998"
"19215000","0.8991"
"19320000","0.89625"
"19425000","0.9045"
"19530000","0.8917"
"19635000","0.87175"
"19740000","0.9158999999999998"
"19845000","0.90665"
"19950000","0.9046"
"20055000","0.923"
"20160000","0.93825"
"20265000","0.92875"
"20370000","0.9112"
"20475000","0.93375"
"20580000","0.9364"
"20685000","0.9399"
"20790000","0.93735"
"20895000","0.93305"
"21000000","0.9459"
"21105000","0.9543"
"21210000","0.9544"
"21315000","0.95115"
"21420000","0.9563"
"21525000","0.96565"
"21630000","0.9545"
"21735000","0.94365"
"21840000","0.9491"
"21945000","0.968"
"22050000","0.9553"
"22155000","0.9604"
"22260000","0.9696"
"22365000","0.9695"
"22470000","0.9767"
"22575000","0.9785"
"22680000","0.96665"
"22785000","0.96455"
"22890000","0.9619"
"22995000","0.95995"
"23100000","0.96145"
"23205000","0.96195"
"23310000","0.9742"
"23415000","0.9728"
"23520000","0.9695"
"23625000","0.97355"
"23730000","0.9708"
"23835000","0.9674"
"23940000","0.9695"
"24045000","0.97205"
"24150000","0.97165"
"24255000","0.9778"
"24360000","0.97475"
"24465000","0.97625"
"24570000","0.9779"
"24675000","0.97615"
"24780000","0.97225"
"24885000","0.9774"
"24990000","0.97445"
"25095000","0.97975"
