"Step","sp_uniform_noise_seed2 - cover_rate_5step"
"10080000","0.669"
"10185000","0.686"
"10290000","0.6931"
"10395000","0.6990999999999999"
"10500000","0.6995999999999999"
"10605000","0.7016999999999999"
"10710000","0.6776"
"10815000","0.703"
"10920000","0.6807000000000001"
"11025000","0.6928"
"11130000","0.6979"
"11235000","0.714"
"11340000","0.706"
"11445000","0.7300999999999999"
"11550000","0.7262000000000001"
"11655000","0.7504000000000001"
"11760000","0.73"
"11865000","0.7444000000000001"
"11970000","0.7415"
"12075000","0.7532000000000001"
"12180000","0.7556"
"12285000","0.7579"
"12390000","0.7641999999999999"
"12495000","0.7492000000000001"
"12600000","0.7495"
"12705000","0.7522"
"12810000","0.7429"
"12915000","0.7827000000000001"
"13020000","0.7631"
"13125000","0.7606"
"13230000","0.7509000000000001"
"13335000","0.7862"
"13440000","0.7888999999999999"
"13545000","0.7754"
"13650000","0.7735"
"13755000","0.7786000000000001"
"13860000","0.802"
"13965000","0.7944000000000001"
"14070000","0.8012999999999999"
"14175000","0.7956"
"14280000","0.8075999999999999"
"14385000","0.7892"
"14490000","0.7918999999999999"
"14595000","0.8112999999999999"
"14700000","0.8047000000000001"
"14805000","0.8104"
"14910000","0.7962"
"15015000","0.7968999999999999"
"15120000","0.7932"
"15225000","0.8116"
"15330000","0.8085"
"15435000","0.7916"
"15540000","0.7847999999999999"
"15645000","0.8152999999999999"
"15750000","0.7985"
"15855000","0.7995"
"15960000","0.7858999999999999"
"16065000","0.8018"
"16170000","0.8028"
"16275000","0.823"
"16380000","0.816"
"16485000","0.7974"
"16590000","0.8297"
"16695000","0.8229"
"16800000","0.831"
"16905000","0.8236999999999999"
"17010000","0.8342999999999999"
"17115000","0.836"
"17220000","0.8402000000000001"
"17325000","0.8456"
"17430000","0.8304"
"17535000","0.8255"
"17640000","0.842"
"17745000","0.8359"
"17850000","0.8436"
"17955000","0.8510999999999999"
"18060000","0.8316999999999999"
"18165000","0.8572000000000001"
"18270000","0.8686"
"18375000","0.8392000000000001"
"18480000","0.8366"
"18585000","0.8405"
"18690000","0.8458"
"18795000","0.8743"
"18900000","0.8815999999999999"
"19005000","0.8797999999999999"
"19110000","0.8707"
"19215000","0.8835"
"19320000","0.8765"
"19425000","0.8695"
"19530000","0.8724"
"19635000","0.8857999999999999"
"19740000","0.8866"
"19845000","0.8919000000000001"
"19950000","0.8884"
"20055000","0.8926"
"20160000","0.8851"
"20265000","0.8944"
"20370000","0.9044"
"20475000","0.9102"
"20580000","0.8933"
"20685000","0.8996"
"20790000","0.9069"
"20895000","0.8996000000000001"
"21000000","0.906"
"21105000","0.8941"
"21210000","0.8915"
"21315000","0.8899"
"21420000","0.8937999999999999"
"21525000","0.9044"
"21630000","0.8800999999999999"
"21735000","0.8937"
"21840000","0.8877999999999999"
"21945000","0.8936000000000001"
"22050000","0.8975"
"22155000","0.892"
"22260000","0.8882000000000001"
"22365000","0.8927999999999999"
"22470000","0.8970999999999999"
"22575000","0.8857999999999999"
"22680000","0.8939"
"22785000","0.8979"
"22890000","0.8925"
"22995000","0.8850999999999999"
"23100000","0.8865"
"23205000","0.8954000000000001"
"23310000","0.8922"
"23415000","0.8947999999999999"
"23520000","0.8987999999999999"
"23625000","0.8857999999999999"
"23730000","0.8847999999999999"
"23835000","0.882"
"23940000","0.8934000000000001"
"24045000","0.9102"
"24150000","0.9106"
"24255000","0.904"
"24360000","0.9044"
"24465000","0.9111"
"24570000","0.8931"
"24675000","0.9023"
"24780000","0.8989000000000001"
"24885000","0.9063"
"24990000","0.9026"
"25095000","0.9147"
"25200000","0.9061"
"25305000","0.9134"
"25410000","0.8923000000000001"
"25515000","0.9015"
"25620000","0.9019"
"25725000","0.8989"
"25830000","0.8997"
"25935000","0.9235"
"26040000","0.9096"
"26145000","0.9056"
"26250000","0.9123"
"26355000","0.8987"
"26460000","0.8862000000000001"
"26565000","0.8941"
"26670000","0.8925"
"26775000","0.9119"
"26880000","0.9252"
"26985000","0.9196"
"27090000","0.918"
"27195000","0.9098"
"27300000","0.9186"
"27405000","0.908"
"27510000","0.8882000000000001"
"27615000","0.8897"
"27720000","0.911"
"27825000","0.8995"
"27930000","0.9089"
"28035000","0.8975"
"28140000","0.8899"
"28245000","0.9094"
"28350000","0.9118999999999998"
"28455000","0.9127"
"28560000","0.9068"
"28665000","0.9289"
"28770000","0.9295"
"28875000","0.9186"
"28980000","0.9267"
"29085000","0.923"
"29190000","0.9183"
"29295000","0.9153"
"29400000","0.931"
"29505000","0.9284"
"29610000","0.9203"
"29715000","0.9266"
"29820000","0.9168999999999998"
"29925000","0.9239"
"30030000","0.9194"
"30135000","0.9292"
"30240000","0.9101"
"30345000","0.9273"
"30450000","0.9339"
"30555000","0.9227"
"30660000","0.9252"
"30765000","0.9232"
"30870000","0.9248"
"30975000","0.9238999999999998"
"31080000","0.9297"
"31185000","0.9263"
"31290000","0.9264"
"31395000","0.9333"
"31500000","0.9354"
"31605000","0.9311"
"31710000","0.9347"
"31815000","0.928"
"31920000","0.9377"
"32025000","0.9445"
"32130000","0.941"
"32235000","0.9371"
"32340000","0.9335"
"32445000","0.9392"
"32550000","0.9262"
"32655000","0.9315"
"32760000","0.9334"
"32865000","0.9344"
"32970000","0.9419"
"33075000","0.932"
"33180000","0.9621"
"33285000","0.9583"
"33390000","0.9533"
"33495000","0.9334"
"33600000","0.9539"
"33705000","0.9429"
"33810000","0.946"
"33915000","0.9505"
"34020000","0.9435"
"34125000","0.9448"
"34230000","0.9492"
"34335000","0.9538"
"34440000","0.9619"
"34545000","0.9493"
"34650000","0.9549"
"34755000","0.9625"
"34860000","0.9605"
"34965000","0.9585"
"35070000","0.9573"
"35175000","0.9605"
"35280000","0.9582"
"35385000","0.9503"
"35490000","0.9629"
"35595000","0.9536"
"35700000","0.953"
"35805000","0.9533"
"35910000","0.9566"
"36015000","0.9521"
"36120000","0.9617"
"36225000","0.9493"
"36330000","0.9564"
"36435000","0.9524"
"36540000","0.9493"
"36645000","0.9602"
"36750000","0.9619"
"36855000","0.9563"
"36960000","0.9546"
"37065000","0.9521"
"37170000","0.9463"
"37275000","0.9434"
"37380000","0.9587"
"37485000","0.9506"
"37590000","0.9536"
"37695000","0.9331"
"37800000","0.9296"
"37905000","0.9399"
"38010000","0.9549"
"38115000","0.9246"
"38220000","0.9508"
"38325000","0.9465"
"38430000","0.9462"
"38535000","0.9577"
"38640000","0.9494"
"38745000","0.9535"
"38850000","0.9557"
"38955000","0.9608"
"39060000","0.9548"
"39165000","0.9618"
"39270000","0.9552"
"39375000","0.9479"
"39480000","0.9616"
"39585000","0.9562"
"39690000","0.9571"
"39795000","0.9576"
"39900000","0.9718"
