"Step","sp_uniform_noise_seed2 - cover_rate_5step"
"105000","0"
"210000","0.002"
"315000","0.0022"
"420000","0.0072"
"525000","0.007300000000000001"
"630000","0.008"
"735000","0.0055"
"840000","0.006"
"945000","0.0103"
"1050000","0.016399999999999998"
"1155000","0.0613"
"1260000","0.1033"
"1365000","0.124"
"1470000","0.1884"
"1575000","0.2333"
"1680000","0.2596"
"1785000","0.2651"
"1890000","0.2739"
"1995000","0.304"
"2100000","0.29479999999999995"
"2205000","0.31270000000000003"
"2310000","0.2934"
"2415000","0.3253"
"2520000","0.3286"
"2625000","0.3416"
"2730000","0.3549"
"2835000","0.3679"
"2940000","0.3777"
"3045000","0.3641"
"3150000","0.3479"
"3255000","0.3703999999999999"
"3360000","0.3584"
"3465000","0.3778"
"3570000","0.3924"
"3675000","0.3675"
"3780000","0.3818"
"3885000","0.3966"
"3990000","0.3839"
"4095000","0.3999"
"4200000","0.3980999999999999"
"4305000","0.4186"
"4410000","0.4107"
"4515000","0.4396"
"4620000","0.4125"
"4725000","0.4139"
"4830000","0.4188"
"4935000","0.4207999999999999"
"5040000","0.4578"
"5145000","0.4802"
"5250000","0.4876"
"5355000","0.4733"
"5460000","0.47380000000000005"
"5565000","0.4673"
"5670000","0.4624"
"5775000","0.481"
"5880000","0.5032000000000001"
"5985000","0.5257999999999999"
"6090000","0.4868"
"6195000","0.497"
"6300000","0.5177999999999999"
"6405000","0.5187"
"6510000","0.5392"
"6615000","0.5263000000000001"
"6720000","0.5422"
"6825000","0.5408999999999998"
"6930000","0.5354"
"7035000","0.5409"
"7140000","0.555"
"7245000","0.5694"
"7350000","0.597"
"7455000","0.5787"
"7560000","0.5899000000000001"
"7665000","0.57"
"7770000","0.5746"
"7875000","0.5708999999999999"
"7980000","0.5898"
"8085000","0.607"
"8190000","0.6041"
"8295000","0.6205999999999999"
"8400000","0.6005"
"8505000","0.6097"
"8610000","0.5861"
"8715000","0.6242000000000001"
"8820000","0.6406000000000001"
"8925000","0.6415"
"9030000","0.6450999999999999"
"9135000","0.6514000000000001"
"9240000","0.6517000000000001"
"9345000","0.633"
"9450000","0.6531"
"9555000","0.6437999999999999"
"9660000","0.64"
"9765000","0.644"
"9870000","0.6792999999999999"
"9975000","0.6812999999999999"
