"Step","sp_frac12_seed3 - cover_rate_5step"
"105000","0.0001"
"210000","0"
"315000","0.0005"
"420000","0.0022"
"525000","0.0026"
"630000","0.0035999999999999995"
"735000","0.005900000000000001"
"840000","0.0093"
"945000","0.0101"
"1050000","0.0151"
"1155000","0.0908"
"1260000","0.137"
"1365000","0.17980000000000002"
"1470000","0.2175"
"1575000","0.32130000000000003"
"1680000","0.3364"
"1785000","0.3585"
"1890000","0.3831"
"1995000","0.3859"
"2100000","0.3698999999999999"
"2205000","0.3875"
"2310000","0.3829"
"2415000","0.36690000000000006"
"2520000","0.3535"
"2625000","0.34840000000000004"
"2730000","0.3474"
"2835000","0.3636"
"2940000","0.3434"
"3045000","0.3004"
"3150000","0.3351"
"3255000","0.3201"
"3360000","0.3364"
"3465000","0.3526"
"3570000","0.3718999999999999"
"3675000","0.3752"
"3780000","0.3738"
"3885000","0.4192"
"3990000","0.4048"
"4095000","0.4257"
"4200000","0.4308999999999999"
"4305000","0.4446"
"4410000","0.4698"
"4515000","0.4708000000000001"
"4620000","0.4905"
"4725000","0.4822"
"4830000","0.4869"
"4935000","0.495"
"5040000","0.4842999999999999"
"5145000","0.4951"
"5250000","0.5046"
"5355000","0.5347999999999999"
"5460000","0.5274000000000001"
"5565000","0.5282"
"5670000","0.5421"
"5775000","0.5519000000000001"
"5880000","0.5610999999999999"
"5985000","0.5703999999999999"
"6090000","0.5532999999999999"
"6195000","0.5741"
"6300000","0.5555"
"6405000","0.5721"
"6510000","0.577"
"6615000","0.5879000000000001"
"6720000","0.5798"
"6825000","0.6045"
"6930000","0.5893999999999999"
"7035000","0.6155"
"7140000","0.5989"
"7245000","0.5953999999999999"
"7350000","0.6027"
"7455000","0.618"
"7560000","0.6030999999999999"
"7665000","0.5915"
"7770000","0.6161"
"7875000","0.6"
"7980000","0.6142000000000001"
"8085000","0.625"
"8190000","0.6336"
"8295000","0.6361000000000001"
"8400000","0.621"
"8505000","0.6594000000000001"
"8610000","0.6574000000000001"
"8715000","0.6665"
"8820000","0.662"
"8925000","0.6547999999999999"
"9030000","0.6423"
"9135000","0.6658"
"9240000","0.6663"
"9345000","0.6742"
"9450000","0.6748"
"9555000","0.6968"
"9660000","0.6982999999999999"
"9765000","0.6984000000000001"
"9870000","0.6895"
"9975000","0.6835999999999999"
"10080000","0.6971"
"10185000","0.6905"
"10290000","0.6938000000000001"
"10395000","0.7027"
"10500000","0.697"
"10605000","0.7232999999999999"
"10710000","0.6937000000000001"
"10815000","0.7047"
"10920000","0.7192"
"11025000","0.7054"
"11130000","0.7283999999999999"
"11235000","0.716"
"11340000","0.7151000000000001"
"11445000","0.7250999999999999"
"11550000","0.7461"
"11655000","0.7476"
"11760000","0.7417"
"11865000","0.7325"
"11970000","0.7332000000000001"
"12075000","0.7278"
"12180000","0.7617"
"12285000","0.7587"
"12390000","0.7717"
"12495000","0.7824"
"12600000","0.7736000000000001"
"12705000","0.7706000000000001"
"12810000","0.7736000000000001"
"12915000","0.7732"
"13020000","0.7419"
"13125000","0.7594"
"13230000","0.7733"
"13335000","0.7745"
"13440000","0.7946"
"13545000","0.7699"
"13650000","0.7592000000000001"
"13755000","0.7825"
"13860000","0.7777999999999999"
"13965000","0.7728"
"14070000","0.7643"
"14175000","0.7745"
"14280000","0.7487999999999999"
"14385000","0.751"
"14490000","0.7405"
"14595000","0.75"
"14700000","0.7444"
"14805000","0.7592000000000001"
"14910000","0.7543"
"15015000","0.7686000000000001"
"15120000","0.7695"
"15225000","0.7767000000000001"
"15330000","0.7843"
"15435000","0.8018"
"15540000","0.8238"
"15645000","0.7935999999999999"
"15750000","0.7989"
"15855000","0.8076"
"15960000","0.7933"
"16065000","0.7988999999999999"
"16170000","0.8002999999999999"
"16275000","0.8044"
"16380000","0.8207000000000001"
"16485000","0.813"
"16590000","0.8087000000000001"
"16695000","0.8429"
"16800000","0.8262999999999999"
"16905000","0.8395"
"17010000","0.8311000000000001"
"17115000","0.8269"
"17220000","0.8475999999999999"
"17325000","0.8463999999999999"
"17430000","0.8455"
"17535000","0.8365"
"17640000","0.846"
"17745000","0.8318000000000001"
"17850000","0.8279000000000001"
"17955000","0.835"
"18060000","0.8342999999999999"
"18165000","0.835"
"18270000","0.8490999999999999"
"18375000","0.8728"
"18480000","0.8577"
"18585000","0.8613999999999999"
"18690000","0.8573"
"18795000","0.8695999999999999"
"18900000","0.8575"
"19005000","0.8677"
"19110000","0.8653"
"19215000","0.8853"
"19320000","0.8708"
"19425000","0.8815"
"19530000","0.8729000000000001"
"19635000","0.8759000000000001"
"19740000","0.8775"
"19845000","0.8784000000000001"
"19950000","0.8911"
"20055000","0.8795999999999999"
"20160000","0.8849000000000001"
"20265000","0.8817"
"20370000","0.8644000000000001"
"20475000","0.8839"
"20580000","0.8925"
"20685000","0.8777999999999999"
"20790000","0.8806"
"20895000","0.889"
"21000000","0.8950999999999999"
"21105000","0.8802000000000001"
"21210000","0.8898"
"21315000","0.9079"
"21420000","0.8977999999999999"
"21525000","0.898"
"21630000","0.9096"
"21735000","0.893"
"21840000","0.8897999999999999"
"21945000","0.8903"
"22050000","0.8917999999999999"
"22155000","0.8965"
"22260000","0.9006"
"22365000","0.8889000000000001"
"22470000","0.8685"
"22575000","0.8854"
"22680000","0.8859"
"22785000","0.885"
"22890000","0.8962"
"22995000","0.8985"
"23100000","0.8887999999999999"
"23205000","0.8903999999999999"
"23310000","0.9039"
"23415000","0.8977999999999999"
"23520000","0.8914"
"23625000","0.8978"
"23730000","0.8837999999999999"
"23835000","0.8894"
"23940000","0.8883"
"24045000","0.8887999999999999"
"24150000","0.8987"
"24255000","0.9076"
"24360000","0.912"
"24465000","0.9184"
"24570000","0.916"
"24675000","0.9122"
"24780000","0.9115"
"24885000","0.9126"
"24990000","0.9038"
"25095000","0.9045"
"25200000","0.9096"
"25305000","0.9066"
"25410000","0.9066"
"25515000","0.9126"
"25620000","0.9169"
"25725000","0.906"
"25830000","0.9121"
"25935000","0.916"
"26040000","0.915"
"26145000","0.9161"
"26250000","0.9206"
"26355000","0.9255"
"26460000","0.9194"
"26565000","0.9196"
"26670000","0.9092"
"26775000","0.92"
"26880000","0.9014"
"26985000","0.9117"
"27090000","0.9238"
"27195000","0.9206"
"27300000","0.9155"
"27405000","0.9229"
"27510000","0.923"
"27615000","0.9257"
"27720000","0.94"
"27825000","0.935"
"27930000","0.9256"
"28035000","0.9225"
"28140000","0.9245"
"28245000","0.9078"
"28350000","0.9129"
"28455000","0.9063"
"28560000","0.8947"
"28665000","0.9137"
"28770000","0.9143"
"28875000","0.914"
"28980000","0.9156"
"29085000","0.9214"
"29190000","0.916"
"29295000","0.9213"
"29400000","0.9195"
"29505000","0.9239"
"29610000","0.9279"
"29715000","0.9189"
"29820000","0.9246"
"29925000","0.9249"
"30030000","0.917"
"30135000","0.9245"
"30240000","0.9066"
"30345000","0.9117"
"30450000","0.9122"
"30555000","0.9232"
"30660000","0.9292"
"30765000","0.9168"
"30870000","0.9408"
"30975000","0.9288"
"31080000","0.9281"
"31185000","0.9291"
"31290000","0.9299"
"31395000","0.9294"
"31500000","0.9293"
"31605000","0.9343"
"31710000","0.9281"
"31815000","0.9391"
"31920000","0.9394"
"32025000","0.932"
"32130000","0.9267"
"32235000","0.9429"
"32340000","0.9188"
"32445000","0.9225"
"32550000","0.9201"
"32655000","0.9225"
"32760000","0.9286"
"32865000","0.9328"
"32970000","0.9261"
"33075000","0.9309"
"33180000","0.9439"
"33285000","0.9363"
"33390000","0.9362"
"33495000","0.9345"
"33600000","0.934"
"33705000","0.9406"
"33810000","0.9388"
"33915000","0.9391"
"34020000","0.9373"
"34125000","0.943"
"34230000","0.9434"
"34335000","0.9478"
"34440000","0.952"
"34545000","0.9402"
"34650000","0.9398"
"34755000","0.9456"
"34860000","0.9512"
"34965000","0.935"
"35070000","0.9405"
"35175000","0.9447"
"35280000","0.9423"
"35385000","0.9439"
"35490000","0.939"
"35595000","0.9361"
"35700000","0.9429"
"35805000","0.9414"
"35910000","0.9362"
"36015000","0.9316"
"36120000","0.9313"
"36225000","0.9411"
"36330000","0.9376"
"36435000","0.9307"
"36540000","0.9369"
"36645000","0.9393"
"36750000","0.9508"
"36855000","0.9501"
"36960000","0.9332"
"37065000","0.9443"
"37170000","0.9379"
"37275000","0.9323"
"37380000","0.9355"
"37485000","0.9299"
"37590000","0.9534"
"37695000","0.9448"
"37800000","0.9485"
"37905000","0.9416"
"38010000","0.9521"
"38115000","0.9485"
"38220000","0.9494"
"38325000","0.9412"
"38430000","0.9559"
"38535000","0.9445"
"38640000","0.947"
"38745000","0.9429"
"38850000","0.9368"
"38955000","0.9342"
"39060000","0.9321"
"39165000","0.9337"
"39270000","0.9304"
"39375000","0.9232"
"39480000","0.9323"
"39585000","0.9357"
"39690000","0.9356"
"39795000","0.9365"
"39900000","0.9408"
