"Step","mixdecay2n4_adaptivestyle_seed1 - 4cover_rate"
"216000","0.65225"
"432000","0.6444"
"648000","0.65065"
"864000","0.64925"
"1080000","0.65135"
"1296000","0.64535"
"1512000","0.6574"
"1728000","0.6489"
"1944000","0.63955"
"2160000","0.6387"
"2376000","0.6352000000000001"
"2592000","0.6233500000000001"
"2808000","0.6376499999999999"
"3024000","0.6231"
"3240000","0.64665"
"3456000","0.6247"
"3672000","0.6194"
"3888000","0.64105"
"4104000","0.6307"
"4320000","0.6247"
"4536000","0.6511"
"4752000","0.6288"
"4968000","0.62685"
"5184000","0.6347"
"5400000","0.6347"
"5616000","0.6147"
"5832000","0.6306"
"6048000","0.6368499999999999"
"6264000","0.6329000000000001"
"6480000","0.6414500000000001"
"6696000","0.6301500000000001"
"6912000","0.6273"
"7128000","0.6446000000000001"
"7344000","0.6423499999999999"
"7560000","0.6294000000000001"
"7776000","0.6391"
"7992000","0.6425"
"8208000","0.6521500000000001"
"8424000","0.63"
"8640000","0.65625"
"8856000","0.62455"
"9072000","0.6444"
"9288000","0.6517000000000001"
"9504000","0.63995"
"9720000","0.64125"
"9936000","0.64895"
"10152000","0.6513499999999999"
"10368000","0.6415500000000001"
"10584000","0.6504500000000001"
"10800000","0.64275"
"11016000","0.6384"
"11232000","0.6459"
"11448000","0.6453"
"11664000","0.6445"
"11880000","0.64125"
"12096000","0.6455"
"12312000","0.6474"
"12528000","0.64735"
"12744000","0.654"
"12960000","0.64815"
"13176000","0.65755"
"13392000","0.6463"
"13608000","0.66255"
"13824000","0.6404500000000001"
"14040000","0.65845"
"14256000","0.66685"
"14472000","0.6678"
"14688000","0.6614500000000001"
"14904000","0.6650499999999999"
"15120000","0.6652"
"15336000","0.6645"
"15552000","0.6730499999999999"
"15768000","0.6745500000000001"
"15984000","0.6664"
"16200000","0.6687000000000001"
"16416000","0.66325"
"16632000","0.6728999999999999"
"16848000","0.6664"
"17064000","0.6734000000000001"
"17280000","0.66175"
"17496000","0.6836500000000001"
"17712000","0.67795"
"17928000","0.6810499999999999"
"18144000","0.6835999999999999"
"18360000","0.6936"
"18576000","0.6894000000000001"
"18792000","0.682"
"19008000","0.6959"
"19224000","0.6930999999999999"
"19440000","0.6862"
"19656000","0.6990500000000001"
"19872000","0.6965500000000001"
"20088000","0.70335"
"20304000","0.6893"
"20520000","0.7068"
"20736000","0.6963499999999999"
"20952000","0.70125"
"21168000","0.70385"
"21384000","0.6915"
"21600000","0.69475"
"21816000","0.706"
"22032000","0.70025"
"22248000","0.6959500000000001"
"22464000","0.704"
"22680000","0.6930499999999999"
"22896000","0.6821"
"23112000","0.6882"
"23328000","0.6881499999999999"
"23544000","0.6772999999999999"
"23760000","0.6817000000000001"
"23976000","0.6899500000000001"
"24192000","0.67645"
"24408000","0.6842999999999999"
"24624000","0.69995"
"24840000","0.69875"
"25056000","0.6892"
"25272000","0.6879"
"25488000","0.6901"
"25704000","0.6869500000000001"
"25920000","0.66925"
"26136000","0.6931499999999999"
"26352000","0.6886"
"26568000","0.6791"
"26784000","0.66635"
"27000000","0.68875"
"27216000","0.6727000000000001"
"27432000","0.67325"
"27648000","0.6848000000000001"
"27864000","0.69985"
"28080000","0.70155"
"28296000","0.69645"
"28512000","0.7031499999999999"
"28728000","0.68755"
"28944000","0.6822999999999999"
"29160000","0.6693"
"29376000","0.6802"
"29592000","0.69765"
"29808000","0.66475"
"30024000","0.6590499999999999"
"30240000","0.6648999999999999"
"30456000","0.68"
"30672000","0.6880499999999999"
"30888000","0.70125"
"31104000","0.6978499999999999"
"31320000","0.68435"
"31536000","0.71285"
"31752000","0.7009"
"31968000","0.7059500000000001"
"32184000","0.7069"
"32400000","0.7278"
"32616000","0.706"
"32832000","0.7134000000000001"
"33048000","0.70585"
"33264000","0.7101"
"33480000","0.6982999999999999"
"33696000","0.6862"
"33912000","0.704"
"34128000","0.6829500000000001"
"34344000","0.6858"
"34560000","0.6850499999999999"
"34776000","0.6987000000000001"
"34992000","0.6921"
"35208000","0.6968000000000001"
"35424000","0.68485"
"35640000","0.68945"
"35856000","0.6932"
"36072000","0.6889000000000001"
"36269640","0.7004499999999999"
"36467280","0.70245"
"36664920","0.6885999999999999"
"36862560","0.7105"
"37060200","0.7001499999999999"
"37257840","0.7129"
"37455480","0.7166"
"37653120","0.69865"
"37850760","0.7136"
"38048400","0.7042999999999999"
"38246040","0.71405"
"38443680","0.7142000000000001"
"38641320","0.7206500000000001"
"38838960","0.717"
"39036600","0.721"
"39234240","0.71475"
"39431880","0.7192999999999999"
"39629520","0.70885"
"39827160","0.7005"
"40024800","0.7141000000000001"
"40222440","0.7086500000000001"
"40420080","0.69"
"40617720","0.70905"
"40815360","0.70315"
"41013000","0.68975"
"41210640","0.6989500000000001"
"41408280","0.69365"
"41605920","0.68965"
"41803560","0.69645"
"42001200","0.6838"
"42198840","0.6949000000000001"
"42396480","0.67175"
"42594120","0.7012999999999999"
"42791760","0.7082999999999999"
"42989400","0.6952"
"43187040","0.7071500000000001"
"43384680","0.7112999999999999"
"43582320","0.71155"
"43779960","0.7082999999999999"
"43977600","0.6852999999999999"
"44175240","0.6991999999999999"
"44372880","0.6949500000000001"
"44570520","0.7117"
"44768160","0.6885500000000001"
"44965800","0.6924000000000001"
"45163440","0.7035"
"45361080","0.7166"
"45558720","0.70805"
"45756360","0.7028"
"45954000","0.7064499999999999"
"46151640","0.71225"
"46349280","0.7241500000000001"
"46546920","0.70775"
"46744560","0.7122"
"46924560","0.71165"
"47104560","0.70925"
"47284560","0.723"
"47464560","0.69795"
"47644560","0.6964000000000001"
"47824560","0.6915"
"48004560","0.6968499999999999"
"48184560","0.7072"
"48364560","0.71595"
"48544560","0.7043499999999999"
"48724560","0.7209500000000001"
"48904560","0.7064000000000001"
"49084560","0.7113499999999999"
"49264560","0.70805"
"49444560","0.7109500000000001"
"49624560","0.72275"
"49804560","0.7051"
"49984560","0.7109500000000001"
"50164560","0.70125"
"50344560","0.71585"
"50524560","0.70945"
"50704560","0.7126500000000001"
"50884560","0.71815"
"51064560","0.71185"
"51244560","0.7317"
"51424560","0.69825"
"51604560","0.6995500000000001"
"51784560","0.69755"
"51964560","0.6958499999999999"
"52144560","0.707"
