"Step","mixdecay2n4_adaptivestyle_seed2 - 4cover_rate"
"22464000","0.6828"
"22680000","0.6829"
"22896000","0.68235"
"23112000","0.6901"
"23328000","0.6841999999999999"
"23544000","0.686"
"23760000","0.6800499999999999"
"23976000","0.6896500000000001"
"24192000","0.67675"
"24408000","0.6742"
"24624000","0.6621500000000001"
"24840000","0.6624500000000001"
"25056000","0.66755"
"25272000","0.6802999999999999"
"25488000","0.66275"
"25704000","0.66895"
"25920000","0.6546500000000001"
"26136000","0.68455"
"26352000","0.6792999999999999"
"26568000","0.6742999999999999"
"26784000","0.67775"
"27000000","0.6901"
"27216000","0.6843499999999999"
"27432000","0.6945500000000001"
"27648000","0.68635"
"27864000","0.704"
"28080000","0.69845"
"28296000","0.6921499999999999"
"28512000","0.68465"
"28728000","0.6944"
"28944000","0.6849000000000001"
"29160000","0.69"
"29376000","0.69125"
"29592000","0.6938500000000001"
"29808000","0.7025"
"30024000","0.7036500000000001"
"30240000","0.69085"
"30456000","0.6966"
"30672000","0.7025"
"30888000","0.7075499999999999"
"31104000","0.7058"
"31320000","0.7031499999999999"
"31536000","0.71135"
"31752000","0.7026999999999999"
"31968000","0.71005"
"32184000","0.70075"
"32400000","0.706"
"32616000","0.70275"
"32832000","0.71045"
"33048000","0.70505"
"33264000","0.7051000000000001"
"33480000","0.70205"
"33696000","0.7028"
"33912000","0.7185499999999999"
"34128000","0.69625"
"34344000","0.6887000000000001"
"34560000","0.7078499999999999"
"34776000","0.70265"
"34992000","0.70785"
"35208000","0.7027"
"35424000","0.7176"
"35640000","0.70975"
"35856000","0.70085"
"36072000","0.70775"
"36269640","0.6951"
"36467280","0.70245"
"36664920","0.70245"
"36862560","0.6956"
"37060200","0.6755999999999999"
"37257840","0.69135"
"37455480","0.6924"
"37653120","0.68625"
"37850760","0.7052"
"38048400","0.70135"
"38246040","0.7055"
"38443680","0.7082999999999999"
"38641320","0.6960999999999999"
"38838960","0.6792999999999999"
"39036600","0.70255"
"39234240","0.68945"
"39431880","0.7089"
"39629520","0.7128000000000001"
"39827160","0.7099500000000001"
"40024800","0.7115499999999999"
"40222440","0.7032"
"40420080","0.7119000000000001"
"40617720","0.69485"
"40815360","0.7061"
"41013000","0.70035"
"41210640","0.69375"
"41408280","0.7106500000000001"
"41605920","0.69415"
"41803560","0.7074000000000001"
"42001200","0.70445"
"42198840","0.7113"
"42396480","0.7255499999999999"
"42594120","0.7167"
"42791760","0.71675"
"42989400","0.7202999999999999"
"43187040","0.7206"
"43384680","0.72675"
"43582320","0.71115"
"43779960","0.7212999999999999"
"43977600","0.71075"
"44175240","0.70325"
"44372880","0.704"
"44570520","0.6904000000000001"
"44768160","0.6885999999999999"
"44965800","0.6847"
"45163440","0.68975"
"45361080","0.6846"
"45558720","0.6995"
"45756360","0.68145"
"45954000","0.6831500000000001"
"46151640","0.69905"
"46349280","0.7059000000000001"
"46546920","0.6927000000000001"
"46744560","0.70005"
"46924560","0.6972999999999999"
"47104560","0.70105"
"47284560","0.6873"
"47464560","0.6859500000000001"
"47644560","0.7023499999999999"
"47824560","0.6965999999999999"
"48004560","0.6961499999999999"
"48184560","0.6942"
"48364560","0.68825"
"48544560","0.70105"
"48724560","0.7029000000000001"
"48904560","0.69705"
"49084560","0.7048"
"49264560","0.67555"
"49444560","0.6888000000000001"
"49624560","0.7049000000000001"
"49804560","0.694"
"49984560","0.71125"
"50164560","0.71005"
"50344560","0.701"
"50524560","0.7133999999999999"
"50704560","0.71705"
"50884560","0.7113"
"51064560","0.6994000000000001"
"51244560","0.69755"
"51424560","0.69365"
"51604560","0.6948499999999999"
"51784560","0.6882"
"51964560","0.6932"
"52144560","0.6998499999999999"
"52324560","0.711"
"52504560","0.7126500000000001"
"52684560","0.70605"
"52864560","0.70915"
"53044560","0.7202999999999999"
"53224560","0.7172999999999999"
"53404560","0.7227"
"53584560","0.71175"
"53764560","0.71"
"53944560","0.7108500000000001"
"54124560","0.7103"
"54304560","0.704"
"54484560","0.7129000000000001"
"54664560","0.7037"
"54844560","0.7106500000000001"
"55024560","0.6929"
"55204560","0.69825"
"55384560","0.7012999999999999"
"55564560","0.6852999999999999"
"55744560","0.6938"
"55924560","0.7068499999999999"
"56104560","0.7164499999999999"
"56284560","0.7109500000000001"
"56464560","0.705"
"56644560","0.7195"
"56824560","0.7164"
"57004560","0.71525"
"57184560","0.70775"
"57364560","0.7038000000000001"
"57544560","0.69825"
"57724560","0.71045"
"57904560","0.7108499999999999"
"58084560","0.7173999999999999"
"58264560","0.7141000000000001"
"58444560","0.7099"
"58624560","0.7122"
"58804560","0.71475"
"58984560","0.71065"
"59164560","0.6984000000000001"
"59344560","0.7089500000000001"
"59524560","0.70505"
"59704560","0.71245"
"59884560","0.7250999999999999"
"60064560","0.71415"
"60244560","0.72345"
"60424560","0.72025"
"60604560","0.73045"
"60784560","0.7238"
"60964560","0.71145"
"61144560","0.7089500000000001"
"61324560","0.6720499999999999"
"61504560","0.6781999999999999"
"61684560","0.6468"
"61864560","0.6444500000000001"
"62044560","0.657"
"62224560","0.65465"
"62404560","0.6694000000000001"
"62584560","0.67575"
"62764560","0.6935"
"62944560","0.68345"
"63124560","0.718"
"63304560","0.69645"
"63484560","0.6994"
"63664560","0.69745"
"63844560","0.6845"
"64024560","0.67845"
"64204560","0.69965"
"64384560","0.7279500000000001"
"64564560","0.75295"
"64744560","0.7319000000000001"
"64924560","0.74195"
"65104560","0.7319500000000001"
"65284560","0.7445499999999999"
"65464560","0.74005"
"65644560","0.74005"
"65824560","0.76"
"66004560","0.7535"
"66184560","0.74955"
"66364560","0.73845"
"66544560","0.7454"
"66724560","0.75095"
"66904560","0.7427"
"67084560","0.7355"
"67264560","0.73895"
"67444560","0.738"
"67624560","0.7162000000000001"
"67804560","0.7466"
"67984560","0.73005"
"68164560","0.7266"
"68344560","0.72385"
"68524560","0.73975"
"68704560","0.7151000000000002"
"68884560","0.73415"
"69064560","0.74195"
"69244560","0.72615"
"69424560","0.7363500000000001"
"69604560","0.72925"
"69784560","0.7365499999999999"
"69964560","0.74905"
"70144560","0.7345499999999999"
"70324560","0.7353"
"70504560","0.7377999999999999"
"70684560","0.7622000000000001"
"70864560","0.7418499999999999"
"71044560","0.7319500000000001"
"71224560","0.7487999999999999"
"71404560","0.7213499999999999"
"71584560","0.7065"
"71764560","0.7217"
"71944560","0.719"
"72124560","0.73715"
"72304560","0.719"
"72484560","0.7127"
"72664560","0.7305"
"72844560","0.72965"
"73024560","0.73895"
"73204560","0.7442000000000001"
"73384560","0.7497"
"73564560","0.74955"
"73744560","0.757"
"73924560","0.7610500000000001"
"74104560","0.7541"
"74284560","0.76835"
"74464560","0.7573"
"74644560","0.75105"
"74824560","0.75955"
"75004560","0.7564500000000001"
"75184560","0.7616499999999999"
"75364560","0.76125"
"75544560","0.76835"
"75724560","0.7552000000000001"
"75904560","0.76795"
"76084560","0.7656000000000001"
"76264560","0.7743499999999999"
"76444560","0.7628"
"76624560","0.7564500000000001"
"76804560","0.7777999999999999"
"76984560","0.7595999999999999"
"77164560","0.7544000000000001"
"77344560","0.7664"
"77524560","0.7787000000000001"
"77704560","0.7695"
"77884560","0.7727"
"78064560","0.7586"
"78244560","0.76665"
"78424560","0.7712"
"78604560","0.7681500000000001"
"78784560","0.75975"
"78964560","0.7459"
"79144560","0.7561500000000001"
"79324560","0.7446999999999999"
"79504560","0.7614"
"79684560","0.7468"
"79864560","0.76055"
"80044560","0.73005"
"80224560","0.7455"
"80404560","0.74905"
"80584560","0.7491"
"80764560","0.73915"
"80944560","0.7657999999999999"
"81124560","0.7572000000000001"
"81304560","0.7539000000000001"
"81484560","0.7467999999999999"
"81664560","0.7434000000000001"
"81844560","0.74145"
"82024560","0.7569000000000001"
"82204560","0.74615"
"82384560","0.7589499999999999"
"82564560","0.764"
"82744560","0.7537"
"82924560","0.7389"
"83104560","0.76715"
"83284560","0.7389"
"83464560","0.7512000000000001"
"83644560","0.76405"
"83824560","0.7577999999999999"
"84004560","0.75415"
"84184560","0.75275"
"84364560","0.7561"
"84544560","0.7677"
"84724560","0.77075"
"84904560","0.7665"
"85084560","0.7635500000000001"
"85264560","0.75115"
"85444560","0.7522000000000001"
"85624560","0.75115"
"85804560","0.752"
"85984560","0.74975"
"86164560","0.7328499999999999"
"86344560","0.7463"
"86524560","0.7395999999999999"
"86704560","0.7551"
"86884560","0.7487999999999999"
"87064560","0.7604500000000001"
"87244560","0.7444"
"87424560","0.73895"
"87604560","0.7473"
"87784560","0.74385"
"87964560","0.7546999999999999"
"88144560","0.7364"
"88324560","0.7482000000000001"
"88504560","0.7373500000000001"
"88684560","0.74605"
"88864560","0.74015"
"89044560","0.74235"
"89224560","0.7395499999999999"
"89404560","0.7521500000000001"
"89584560","0.7641999999999999"
"89764560","0.7749000000000001"
"89944560","0.7621"
"90124560","0.77035"
"90304560","0.76575"
"90484560","0.7701"
"90664560","0.7804"
"90844560","0.7672"
"91024560","0.76435"
"91204560","0.7660999999999999"
"91384560","0.76475"
"91564560","0.7604000000000001"
"91744560","0.78025"
"91924560","0.7763"
"92104560","0.7654"
"92284560","0.76325"
"92464560","0.7831"
"92644560","0.7792"
"92824560","0.7696"
"93004560","0.773"
"93184560","0.7715"
"93364560","0.77455"
"93544560","0.77675"
"93724560","0.76505"
"93904560","0.77865"
"94084560","0.7505"
"94264560","0.7646"
"94444560","0.7715"
"94624560","0.7814"
"94804560","0.7740499999999999"
"94984560","0.7736500000000001"
"95164560","0.76395"
"95344560","0.76295"
"95524560","0.7708499999999999"
"95704560","0.75275"
"95884560","0.7674"
"96064560","0.7863"
"96244560","0.7881500000000001"
"96424560","0.80135"
"96604560","0.79715"
"96784560","0.8005"
"96964560","0.8060499999999999"
"97144560","0.81125"
"97324560","0.80595"
"97504560","0.7990999999999999"
"97684560","0.80155"
"97864560","0.7991500000000001"
"98044560","0.8088"
"98224560","0.79175"
"98404560","0.80225"
"98584560","0.7908"
"98764560","0.7850499999999999"
"98944560","0.7614500000000001"
"99124560","0.7640999999999999"
"99304560","0.7835"
"99484560","0.78375"
"99664560","0.8008"
"99844560","0.795"
"100024560","0.77025"
"100204560","0.76505"
"100384560","0.7585"
"100564560","0.76695"
"100744560","0.76885"
"100924560","0.79175"
"101104560","0.80245"
"101284560","0.7918"
"101464560","0.7910499999999999"
"101644560","0.81375"
"101824560","0.7983"
"102004560","0.7759499999999999"
"102184560","0.76065"
"102364560","0.7598"
"102544560","0.7741500000000001"
"102724560","0.78465"
"102904560","0.8072"
"103084560","0.7918"
"103264560","0.80475"
"103444560","0.7654000000000001"
"103624560","0.80755"
"103804560","0.76955"
"103984560","0.76495"
"104164560","0.78295"
"104344560","0.7574500000000001"
"104524560","0.74445"
"104704560","0.74525"
"104884560","0.76195"
"105064560","0.7439000000000001"
"105244560","0.7393"
"105424560","0.7518499999999999"
"105604560","0.7352000000000001"
"105784560","0.74415"
"105964560","0.7431500000000001"
"106144560","0.767"
"106324560","0.7636"
"106504560","0.78305"
"106684560","0.75775"
"106864560","0.76075"
"107044560","0.7657999999999999"
"107224560","0.7640999999999999"
"107404560","0.7601500000000001"
"107584560","0.7647"
"107764560","0.7645"
"107944560","0.77285"
"108124560","0.7888499999999999"
"108304560","0.7680499999999999"
"108484560","0.7885999999999999"
"108664560","0.7953"
"108844560","0.7826000000000001"
"109024560","0.7847000000000001"
"109204560","0.7917000000000001"
"109384560","0.79995"
"109564560","0.7862"
"109744560","0.7798499999999999"
"109924560","0.7898999999999999"
"110104560","0.7974"
"110284560","0.797"
"110464560","0.7821500000000001"
"110644560","0.8003499999999999"
"110824560","0.7951000000000001"
"111004560","0.80275"
"111184560","0.8109"
"111364560","0.7994"
"111544560","0.7825"
"111724560","0.7985500000000001"
"111904560","0.81055"
"112084560","0.7928999999999999"
"112264560","0.7998"
"112444560","0.7955"
"112624560","0.80075"
"112804560","0.8087000000000001"
"112984560","0.80095"
"113164560","0.79745"
"113344560","0.81275"
"113524560","0.80075"
"113704560","0.80785"
"113884560","0.8335499999999999"
"114064560","0.8259"
"114244560","0.82365"
"114424560","0.8188499999999999"
"114604560","0.8169000000000001"
"114784560","0.8083499999999999"
