"Step","mix4n8_samebatch_seed3 - 8cover_rate"
"22417500","0.8315"
"22575000","0.8182999999999999"
"22732500","0.8185999999999999"
"22890000","0.81975"
"23047500","0.8038"
"23205000","0.8241000000000002"
"23362500","0.791"
"23520000","0.8026500000000001"
"23677500","0.8056"
"23835000","0.80255"
"23992500","0.8100499999999999"
"24150000","0.7888999999999999"
"24307500","0.7820999999999999"
"24465000","0.81175"
"24622500","0.80145"
"24780000","0.80065"
"24937500","0.7934500000000001"
"25095000","0.80785"
"25252500","0.79475"
"25410000","0.8050499999999999"
"25567500","0.79115"
"25725000","0.7978999999999999"
"25882500","0.8067"
"26040000","0.8100499999999999"
"26197500","0.8116"
"26355000","0.8074499999999999"
"26512500","0.811"
"26670000","0.80225"
"26827500","0.7978999999999998"
"26985000","0.81175"
"27142500","0.81275"
"27300000","0.80365"
"27457500","0.80385"
"27615000","0.80475"
"27772500","0.81385"
"27930000","0.8214"
"28087500","0.8275"
"28245000","0.8061499999999998"
"28402500","0.8002999999999999"
"28560000","0.811"
"28717500","0.8052999999999999"
"28875000","0.81235"
"29032500","0.8129"
"29190000","0.80745"
"29347500","0.8127"
"29505000","0.80425"
"29662500","0.82145"
"29820000","0.8089"
"29977500","0.8209"
"30135000","0.8124"
"30292500","0.8166500000000001"
"30450000","0.8282"
"30607500","0.82625"
"30765000","0.8315"
"30922500","0.8234"
"31080000","0.8224"
"31237500","0.8295"
"31395000","0.8294499999999999"
"31552500","0.8224"
"31710000","0.843"
"31867500","0.82965"
"32025000","0.84425"
"32182500","0.8314000000000001"
"32340000","0.8233999999999999"
"32497500","0.83375"
"32655000","0.83225"
"32812500","0.8150499999999999"
"32970000","0.8307"
"33127500","0.8232999999999999"
"33285000","0.8251"
"33442500","0.83995"
"33600000","0.8290000000000001"
"33757500","0.83765"
"33915000","0.8402999999999999"
"34072500","0.8064000000000001"
"34230000","0.82315"
"34387500","0.8241999999999999"
"34545000","0.8196"
"34702500","0.8361000000000001"
"34860000","0.8429"
"35017500","0.84175"
"35175000","0.8577"
"35332500","0.84275"
"35490000","0.8455999999999999"
"35647500","0.8528"
"35805000","0.8657999999999999"
"35962500","0.87325"
"36120000","0.86625"
"36277500","0.872"
"36435000","0.8804"
"36592500","0.8818499999999999"
"36750000","0.8706499999999999"
"36907500","0.8779"
"37065000","0.8760999999999999"
"37222500","0.8675499999999999"
"37380000","0.8617999999999999"
"37537500","0.86295"
"37695000","0.86575"
"37852500","0.8679"
"38010000","0.8603"
"38167500","0.8661500000000001"
"38325000","0.855"
"38482500","0.8541000000000001"
"38640000","0.85415"
"38797500","0.8467499999999999"
"38955000","0.8688"
"39112500","0.8588"
"39270000","0.87195"
"39427500","0.8765999999999999"
"39585000","0.87615"
"39742500","0.8899000000000001"
"39900000","0.8729499999999999"
"40057500","0.87815"
"40215000","0.8765999999999999"
"40372500","0.8675"
"40530000","0.8744"
"40687500","0.88855"
"40845000","0.88675"
"41002500","0.8801"
"41160000","0.87445"
"41317500","0.8787499999999999"
"41475000","0.88475"
"41632500","0.8742000000000001"
"41790000","0.88255"
"41947500","0.89205"
"42105000","0.8903"
"42262500","0.90305"
"42420000","0.9006"
"42577500","0.894"
"42735000","0.8873999999999999"
"42892500","0.891"
"43050000","0.8866999999999999"
"43207500","0.8898"
"43365000","0.9011"
"43522500","0.89735"
"43680000","0.899"
"43837500","0.89955"
"43995000","0.8936499999999999"
"44152500","0.8790999999999999"
"44310000","0.8824"
"44467500","0.8840999999999999"
"44625000","0.88975"
"44782500","0.877"
"44940000","0.88155"
"45097500","0.8855999999999999"
"45255000","0.895"
"45412500","0.8851"
"45570000","0.8709"
"45727500","0.89115"
"45885000","0.8782"
"46042500","0.8805"
"46200000","0.87715"
"46357500","0.8977"
"46515000","0.8649499999999999"
"46672500","0.8625999999999999"
"46830000","0.8934500000000001"
"46987500","0.8894500000000001"
"47145000","0.8899"
"47302500","0.8846499999999999"
"47460000","0.88715"
"47617500","0.8956999999999999"
"47775000","0.90405"
"47932500","0.9077"
"48090000","0.90745"
"48247500","0.9064"
"48405000","0.90975"
"48562500","0.9083"
"48720000","0.90655"
"48877500","0.8935"
"49035000","0.91955"
"49192500","0.90745"
"49350000","0.90555"
"49507500","0.9053"
"49665000","0.92135"
"49822500","0.90495"
"49980000","0.9082"
"50137500","0.9038"
"50295000","0.89845"
"50452500","0.8990999999999999"
"50610000","0.91525"
"50767500","0.91645"
"50925000","0.91795"
"51082500","0.9129"
"51240000","0.92235"
"51397500","0.94175"
"51555000","0.91585"
"51712500","0.92105"
"51870000","0.92325"
"52027500","0.92645"
"52185000","0.9257"
"52342500","0.92565"
"52500000","0.93925"
"52657500","0.9295"
"52815000","0.92755"
"52972500","0.924"
"53130000","0.9264"
"53287500","0.93455"
"53445000","0.9306"
"53602500","0.9301"
"53760000","0.93175"
"53917500","0.93315"
"54075000","0.92295"
"54232500","0.93495"
"54390000","0.93135"
"54547500","0.94385"
"54705000","0.94955"
"54862500","0.93985"
"55020000","0.9445"
"55177500","0.9445"
"55335000","0.94395"
"55492500","0.94025"
"55650000","0.9399999999999998"
"55807500","0.94775"
"55965000","0.9386"
"56122500","0.92935"
"56280000","0.93275"
"56437500","0.93435"
"56595000","0.9433"
"56752500","0.9388999999999998"
"56910000","0.94555"
"57067500","0.93715"
"57225000","0.94435"
"57382500","0.93305"
"57540000","0.9286"
"57697500","0.9502"
"57855000","0.95435"
"58012500","0.95255"
"58170000","0.95795"
"58327500","0.95375"
"58485000","0.95695"
"58642500","0.96185"
"58800000","0.96865"
"58957500","0.9592"
"59115000","0.96905"
"59272500","0.96945"
"59430000","0.9721"
"59587500","0.9686"
"59745000","0.95925"
"59902500","0.94455"
"60060000","0.94805"
"60217500","0.95465"
"60375000","0.95055"
"60532500","0.9542"
"60690000","0.9606"
"60847500","0.9594"
"61005000","0.96405"
"61162500","0.9721499999999998"
