"Step","mix4n8_samebatch_seed3 - 8cover_rate"
"61320000","0.97075"
"61477500","0.9695"
"61635000","0.969"
"61792500","0.9682"
"61950000","0.9658"
"62107500","0.9643"
"62265000","0.96615"
"62422500","0.96865"
"62580000","0.97345"
"62737500","0.9688"
"62895000","0.9626"
"63052500","0.95975"
"63210000","0.96895"
"63367500","0.9635"
"63525000","0.9732"
"63682500","0.97315"
"63840000","0.9741"
"63997500","0.9758"
"64155000","0.9791"
"64312500","0.9797"
"64470000","0.98005"
"64627500","0.9745"
"64785000","0.98035"
"64942500","0.9803"
"65100000","0.9811"
"65257500","0.9808"
"65415000","0.97905"
"65572500","0.9809"
"65730000","0.98515"
"65887500","0.97835"
"66045000","0.9782"
"66202500","0.97735"
"66360000","0.9739"
"66517500","0.97065"
"66675000","0.9769"
"66832500","0.97745"
"66990000","0.975"
"67147500","0.9802"
"67305000","0.98045"
"67462500","0.97755"
"67620000","0.98075"
"67777500","0.98335"
"67935000","0.98605"
"68092500","0.98665"
"68250000","0.98305"
"68407500","0.98935"
