"Step","sp_eval3_seed3 - eval_episode_reward"
"105000","-0.07319999486207962"
"210000","-0.009600000455975533"
"315000","-0.003200000151991844"
"420000","-0.006400000303983688"
"525000","-0.025600003078579903"
"630000","-0.01160000078380108"
"735000","-0.019600002095103264"
"840000","-0.04359999671578407"
"945000","-0.039000000804662704"
"1050000","-0.0729999989271164"
"1155000","-0.16419999301433563"
"1260000","-0.465800017118454"
"1365000","-0.7202000021934509"
"1470000","-1.0717999935150146"
"1575000","-1.1632000207901"
"1680000","-1.1714000701904297"
"1785000","-0.9611999988555908"
"1890000","-0.9340000748634338"
"1995000","-0.8523999452590942"
"2100000","-0.4354000389575958"
"2205000","-0.36320000886917114"
"2310000","-0.47460004687309265"
"2415000","-0.28939998149871826"
"2520000","-0.06119998916983605"
"2625000","-0.22040002048015592"
"2730000","-0.20079998672008512"
"2835000","0.07339999079704285"
"2940000","-0.0788000077009201"
"3045000","-0.24420002102851868"
"3150000","-0.28060001134872437"
"3255000","-0.0374000109732151"
"3360000","0.4160000383853912"
"3465000","0.38760003447532654"
"3570000","0.240200012922287"
"3675000","0.4952000379562378"
"3780000","0.10439999401569366"
"3885000","0.7438000440597534"
"3990000","0.7720000743865967"
"4095000","1.2914001941680908"
"4200000","1.3684000968933103"
"4305000","0.5509999990463257"
"4410000","1.248400092124939"
"4515000","1.503999948501587"
"4620000","0.7717999815940857"
"4725000","1.2916001081466677"
"4830000","1.333400011062622"
"4935000","1.9760000705718992"
"5040000","1.4232001304626465"
"5145000","2.180000066757202"
"5250000","1.522000074386597"
"5355000","1.671200156211853"
"5460000","1.5522000789642334"
"5565000","2.4322001934051514"
"5670000","2.412400245666504"
"5775000","2.8015999794006348"
"5880000","2.8116002082824707"
"5985000","2.5550003051757812"
"6090000","4.015999794006348"
"6195000","3.1804001331329346"
"6300000","3.683800220489502"
"6405000","6.209000110626221"
"6510000","4.295200347900391"
"6615000","3.3114001750946045"
"6720000","4.317999839782715"
"6825000","5.977000713348389"
"6930000","4.127200126647949"
"7035000","5.932400226593018"
