"Step","unif_pb_2agents_seed1 - 2cover_rate"
"75240000","0.5206000000000001"
"75300000","0.5226000000000001"
"75360000","0.515"
"75420000","0.5252"
"75480000","0.4932"
"75540000","0.524"
"75600000","0.5038"
"75660000","0.5114"
"75720000","0.5424000000000001"
"75780000","0.5088"
"75840000","0.5194"
"75900000","0.5172"
"75960000","0.4834"
"76020000","0.4996"
"76080000","0.5114"
"76140000","0.4928"
"76200000","0.4776"
"76260000","0.5114"
"76320000","0.4862"
"76380000","0.5194"
"76440000","0.5096"
"76500000","0.498"
"76560000","0.5194"
"76620000","0.5168"
"76680000","0.5242"
"76740000","0.4914"
"76800000","0.5082"
"76860000","0.509"
"76920000","0.5201999999999999"
"76980000","0.49040000000000006"
"77040000","0.5025999999999999"
"77100000","0.5254"
"77160000","0.4888"
"77220000","0.5177999999999999"
"77280000","0.5084"
"77340000","0.4832"
"77400000","0.4924"
"77460000","0.5096"
"77520000","0.502"
"77580000","0.5032"
"77640000","0.5087999999999999"
"77700000","0.514"
"77760000","0.5054"
"77820000","0.506"
"77880000","0.5206000000000001"
"77940000","0.503"
"78000000","0.498"
"78060000","0.5002"
"78120000","0.4896"
"78180000","0.5058"
"78240000","0.4888"
"78300000","0.5237999999999999"
"78360000","0.5094000000000001"
"78420000","0.5042000000000001"
"78480000","0.522"
"78540000","0.4986"
"78600000","0.4973999999999999"
"78660000","0.5012"
"78720000","0.5064"
"78780000","0.5"
"78840000","0.5304000000000001"
"78900000","0.4946"
"78960000","0.4988"
"79020000","0.4976"
"79080000","0.5124"
"79140000","0.5334"
"79200000","0.5116"
"79260000","0.4906"
"79320000","0.5184"
"79380000","0.512"
"79440000","0.5177999999999999"
"79500000","0.514"
"79560000","0.5164"
"79620000","0.514"
"79680000","0.528"
"79740000","0.5222"
"79800000","0.5104"
"79860000","0.5388"
"79920000","0.525"
"79980000","0.5085999999999999"
