"Step","reverse_sp_8agents_seed1 - cover_rate_5step"
"16555000","0.3737"
"16590000","0.3693"
"16625000","0.3759"
"16660000","0.40295"
"16695000","0.39935"
"16730000","0.40035"
"16765000","0.40965"
"16800000","0.4094"
"16835000","0.41255"
"16870000","0.40795"
"16905000","0.4006499999999999"
"16940000","0.38605"
"16975000","0.3923"
"17010000","0.38875"
"17045000","0.4006499999999999"
"17080000","0.38635"
"17115000","0.3895"
"17150000","0.3765"
"17185000","0.3697"
"17220000","0.37435"
"17255000","0.3517"
"17290000","0.39405"
"17325000","0.37315"
"17360000","0.37395000000000006"
"17395000","0.34135000000000004"
"17430000","0.33465"
"17465000","0.3693999999999999"
"17500000","0.37155"
"17535000","0.3638"
"17570000","0.36115"
"17605000","0.34079999999999994"
"17640000","0.35390000000000005"
"17675000","0.35215"
"17710000","0.35535"
"17745000","0.3585500000000001"
"17780000","0.362"
"17815000","0.34355"
"17850000","0.3498"
"17885000","0.3587"
"17920000","0.3658"
"17955000","0.3842"
"17990000","0.3778"
"18025000","0.38915"
"18060000","0.3919"
"18095000","0.4132"
"18130000","0.4001499999999999"
"18165000","0.409"
"18200000","0.40870000000000006"
"18235000","0.40445"
"18270000","0.3918"
"18305000","0.41325"
"18340000","0.41805"
"18375000","0.407"
"18410000","0.41925"
"18445000","0.38425"
"18480000","0.38205"
"18515000","0.3584"
"18550000","0.3516"
"18585000","0.33585000000000004"
"18620000","0.33129999999999993"
"18655000","0.34364999999999996"
"18690000","0.3683999999999999"
"18725000","0.36125"
"18760000","0.36075"
"18795000","0.37575"
"18830000","0.37295"
"18865000","0.3565"
"18900000","0.3589"
"18935000","0.3817"
"18970000","0.3999"
"19005000","0.41375"
"19040000","0.43725"
"19075000","0.40395"
"19110000","0.38225"
"19145000","0.36005"
"19180000","0.3844999999999999"
"19215000","0.36794999999999994"
"19250000","0.36065"
"19285000","0.36345"
"19320000","0.37135"
"19355000","0.35875"
"19390000","0.37635"
"19425000","0.3851500000000001"
"19460000","0.3767"
"19495000","0.3935"
"19530000","0.4055"
"19565000","0.39735"
"19600000","0.3994"
"19635000","0.40295"
"19670000","0.393"
"19705000","0.3748"
"19740000","0.40075"
"19775000","0.41865"
"19810000","0.4026499999999999"
"19845000","0.40570000000000006"
"19880000","0.3783"
"19915000","0.41625"
"19950000","0.4086"
"19985000","0.40629999999999994"
"20020000","0.4026499999999999"
"20055000","0.3994499999999999"
"20090000","0.42015"
"20125000","0.4149"
"20160000","0.415"
"20195000","0.39115"
"20230000","0.3877"
"20265000","0.3301"
"20300000","0.3552"
"20335000","0.36195"
"20370000","0.375"
"20405000","0.36095"
"20440000","0.3753"
"20475000","0.3785"
"20510000","0.35195"
"20545000","0.38165"
"20580000","0.40505"
"20615000","0.40145"
"20650000","0.4106"
"20685000","0.41265"
"20720000","0.40755"
"20755000","0.40595"
"20790000","0.4121"
"20825000","0.3906"
"20860000","0.3544"
"20895000","0.3652"
"20930000","0.37404999999999994"
"20965000","0.36495"
"21000000","0.3431"
"21035000","0.366"
"21070000","0.35514999999999997"
"21105000","0.3683"
"21140000","0.35855"
"21175000","0.3531"
"21210000","0.35929999999999995"
"21245000","0.3489"
"21280000","0.3787"
"21315000","0.39429999999999993"
"21350000","0.4103"
"21385000","0.4039"
"21420000","0.3748"
"21455000","0.3798"
"21490000","0.3931"
"21525000","0.3885"
"21560000","0.3698999999999999"
"21595000","0.37105"
"21630000","0.3756"
"21665000","0.3742"
"21700000","0.37985"
"21735000","0.39875"
"21770000","0.41675"
"21805000","0.42425"
"21840000","0.43905"
"21875000","0.4373"
"21910000","0.4674"
"21945000","0.46255"
"21980000","0.4433"
"22015000","0.4525"
"22050000","0.43165"
"22085000","0.4265"
"22120000","0.42595"
"22155000","0.4234"
"22190000","0.41675"
"22225000","0.4222999999999999"
"22260000","0.43445"
"22295000","0.4322"
"22330000","0.4358999999999999"
"22365000","0.41535"
"22400000","0.40679999999999994"
"22435000","0.40835"
"22470000","0.41065"
"22505000","0.39770000000000005"
"22540000","0.37904999999999994"
"22575000","0.3462"
"22610000","0.33475"
"22645000","0.36275"
"22680000","0.3763"
"22715000","0.37595"
"22750000","0.38475"
"22785000","0.36325"
"22820000","0.384"
"22855000","0.38975"
"22890000","0.3799"
"22925000","0.3903"
"22960000","0.37245000000000006"
"22995000","0.36855"
"23030000","0.354"
"23065000","0.31055"
"23100000","0.3003"
"23135000","0.29485"
"23170000","0.32155"
"23205000","0.31825"
"23240000","0.34404999999999997"
"23275000","0.33964999999999995"
"23310000","0.36025"
"23345000","0.35685"
"23380000","0.34390000000000004"
"23415000","0.31689999999999996"
"23450000","0.30844999999999995"
"23485000","0.32685"
"23520000","0.33235000000000003"
"23555000","0.32780000000000004"
"23590000","0.31954999999999995"
"23625000","0.321"
"23660000","0.334"
"23695000","0.346"
"23730000","0.3306"
"23765000","0.32569999999999993"
"23800000","0.31829999999999997"
"23835000","0.32389999999999997"
"23870000","0.3235"
"23905000","0.32205"
"23940000","0.34564999999999996"
"23975000","0.3398"
"24010000","0.33095"
"24045000","0.31725"
"24080000","0.3081"
"24115000","0.29875"
"24150000","0.29985"
"24185000","0.2816"
"24220000","0.26344999999999996"
"24255000","0.24345"
"24290000","0.2518"
"24325000","0.25925"
"24360000","0.25739999999999996"
"24395000","0.24"
"24430000","0.24665"
"24465000","0.27315"
"24500000","0.2458"
"24535000","0.21915"
"24570000","0.21785"
"24605000","0.24390000000000003"
"24640000","0.23445"
"24675000","0.27535000000000004"
"24710000","0.29335"
"24745000","0.27435000000000004"
"24780000","0.241"
"24815000","0.24035000000000004"
"24850000","0.26730000000000004"
"24885000","0.26875"
"24920000","0.2859"
"24955000","0.29914999999999997"
"24990000","0.28814999999999996"
"25025000","0.2926"
"25060000","0.2752"
"25095000","0.2715"
"25130000","0.27175"
"25165000","0.2652"
"25200000","0.25129999999999997"
"25235000","0.2607"
"25270000","0.2629500000000001"
"25305000","0.2318"
"25340000","0.18955"
"25375000","0.1965"
"25410000","0.18795"
"25445000","0.20410000000000003"
"25480000","0.2043"
"25515000","0.2029"
"25550000","0.20745"
"25585000","0.2064"
"25620000","0.20234999999999995"
"25655000","0.20995000000000005"
"25690000","0.2136"
"25725000","0.20985000000000004"
"25760000","0.20705"
"25795000","0.19465"
"25830000","0.20639999999999997"
"25865000","0.1821"
"25900000","0.1877"
"25935000","0.1752"
"25970000","0.1647"
"26005000","0.1693"
"26040000","0.1658"
"26075000","0.15130000000000002"
"26110000","0.1638"
"26145000","0.16085"
"26180000","0.15594999999999998"
"26215000","0.1701"
"26250000","0.17995"
"26285000","0.1811"
"26320000","0.18305"
"26355000","0.16575"
"26390000","0.14415"
"26425000","0.1735"
"26460000","0.15205000000000002"
"26495000","0.1511"
"26530000","0.1228"
"26565000","0.11585"
"26600000","0.09275"
"26635000","0.1156"
"26670000","0.1058"
"26705000","0.097"
"26740000","0.09625"
"26775000","0.0886"
"26810000","0.08855"
"26845000","0.07280000000000002"
"26880000","0.05865000000000001"
"26915000","0.058350000000000006"
"26950000","0.0649"
"26985000","0.05809999999999999"
"27020000","0.05775"
"27055000","0.06355"
"27090000","0.04825"
"27125000","0.05245"
"27160000","0.04495"
"27195000","0.05095"
"27230000","0.052349999999999994"
"27265000","0.04390000000000001"
"27300000","0.04284999999999999"
"27335000","0.03985"
"27370000","0.02915"
"27405000","0.02825"
"27440000","0.03695"
"27475000","0.0319"
"27510000","0.02375"
"27545000","0.0286"
"27580000","0.027950000000000003"
"27615000","0.022900000000000004"
"27650000","0.0224"
"27685000","0.0153"
"27720000","0.01615"
"27755000","0.016799999999999995"
"27790000","0.019149999999999997"
"27825000","0.015550000000000005"
"27860000","0.015899999999999997"
"27895000","0.01295"
"27930000","0.0147"
"27965000","0.0131"
"28000000","0.01565"
"28035000","0.0147"
"28070000","0.0119"
"28105000","0.014399999999999998"
"28140000","0.01705"
"28175000","0.0125"
"28210000","0.00945"
"28245000","0.011149999999999998"
"28280000","0.012"
"28315000","0.00865"
"28350000","0.0094"
"28385000","0.00875"
"28420000","0.008150000000000001"
"28455000","0.0095"
"28490000","0.00885"
"28525000","0.0109"
"28560000","0.0102"
"28595000","0.0102"
"28630000","0.00765"
"28665000","0.0112"
"28700000","0.010600000000000002"
"28735000","0.01075"
"28770000","0.0096"
"28805000","0.00945"
"28840000","0.00895"
"28875000","0.0102"
"28910000","0.00925"
"28945000","0.00925"
"28980000","0.009150000000000002"
"29015000","0.00955"
"29050000","0.00905"
"29085000","0.01"
"29120000","0.0087"
"29155000","0.0107"
"29190000","0.00645"
"29225000","0.0101"
"29260000","0.008199999999999999"
"29295000","0.01135"
"29330000","0.0102"
"29365000","0.01055"
"29400000","0.0115"
"29435000","0.01245"
"29470000","0.00855"
"29505000","0.0121"
"29540000","0.011"
"29575000","0.01425"
"29610000","0.0121"
"29645000","0.0113"
"29680000","0.0099"
"29715000","0.0072"
"29750000","0.0097"
"29785000","0.0119"
"29820000","0.0128"
"29855000","0.01585"
"29890000","0.014649999999999998"
"29925000","0.0127"
"29960000","0.012399999999999998"
"29995000","0.01685"
"30030000","0.017"
"30065000","0.0136"
"30100000","0.0159"
"30135000","0.0119"
"30170000","0.0127"
"30205000","0.015450000000000002"
"30240000","0.01685"
"30275000","0.01605"
"30310000","0.015700000000000002"
"30345000","0.01005"
"30380000","0.0094"
"30415000","0.01355"
"30450000","0.012"
"30485000","0.011149999999999998"
"30520000","0.0133"
"30555000","0.013900000000000004"
"30590000","0.018049999999999997"
"30625000","0.0121"
"30660000","0.01345"
"30695000","0.01215"
"30730000","0.016050000000000002"
"30765000","0.0141"
"30800000","0.012600000000000002"
"30835000","0.0133"
"30870000","0.01075"
"30905000","0.01255"
"30940000","0.0126"
"30975000","0.0147"
"31010000","0.01205"
"31045000","0.0128"
"31080000","0.01365"
"31115000","0.0151"
"31150000","0.0134"
"31185000","0.01455"
"31220000","0.014"
"31255000","0.0123"
"31290000","0.01165"
"31325000","0.01275"
"31360000","0.0128"
"31395000","0.01315"
"31430000","0.01565"
"31465000","0.01005"
"31500000","0.008"
"31535000","0.01155"
"31570000","0.006900000000000001"
"31605000","0.01145"
"31640000","0.01535"
"31675000","0.011"
"31710000","0.007199999999999999"
"31745000","0.0135"
"31780000","0.0099"
"31815000","0.01505"
"31850000","0.00895"
"31885000","0.01415"
"31920000","0.017799999999999996"
"31955000","0.014850000000000002"
"31990000","0.0187"
"32025000","0.01805"
"32060000","0.02025"
"32095000","0.016050000000000002"
"32130000","0.0173"
"32165000","0.015400000000000002"
"32200000","0.017"
"32235000","0.018"
"32270000","0.0158"
"32305000","0.01805"
"32340000","0.0191"
"32375000","0.02475"
"32410000","0.0261"
"32445000","0.024450000000000003"
"32480000","0.0314"
"32515000","0.02265"
"32550000","0.031100000000000003"
"32585000","0.0278"
"32620000","0.0275"
"32655000","0.0307"
"32690000","0.03185"
"32725000","0.04035"
"32760000","0.039049999999999994"
"32795000","0.04125"
"32830000","0.0426"
"32865000","0.04375"
"32900000","0.03385"
"32935000","0.0325"
"32970000","0.041"
"33005000","0.03035"
"33040000","0.0305"
"33075000","0.030249999999999996"
"33110000","0.033"
"33145000","0.0306"
"33180000","0.025650000000000003"
"33215000","0.0277"
"33250000","0.0263"
"33285000","0.02925"
"33320000","0.02175"
"33355000","0.020349999999999997"
"33390000","0.02295"
"33425000","0.0236"
"33460000","0.0278"
"33495000","0.0296"
"33530000","0.0251"
"33565000","0.02785"
"33600000","0.019850000000000003"
"33635000","0.0181"
"33670000","0.021349999999999997"
"33705000","0.02115"
"33740000","0.0151"
"33775000","0.02095"
"33810000","0.0206"
"33845000","0.029700000000000004"
"33880000","0.03085"
"33915000","0.03225"
"33950000","0.0325"
"33985000","0.029950000000000004"
"34020000","0.034"
"34055000","0.03655"
"34090000","0.038599999999999995"
"34125000","0.02935"
"34160000","0.0285"
"34195000","0.02645"
"34230000","0.04155"
"34265000","0.03695"
"34300000","0.034"
"34335000","0.037349999999999994"
"34370000","0.041650000000000006"
"34405000","0.03275"
"34440000","0.032850000000000004"
"34475000","0.0408"
"34510000","0.0556"
"34545000","0.05015000000000001"
"34580000","0.06390000000000001"
"34615000","0.07125"
"34650000","0.050350000000000006"
"34685000","0.038299999999999994"
"34720000","0.032299999999999995"
"34755000","0.02845"
"34790000","0.024"
"34825000","0.02975"
"34860000","0.02615"
"34895000","0.02995"
"34930000","0.045599999999999995"
"34965000","0.02425"
"35000000","0.0195"
"35035000","0.02355"
"35070000","0.02195"
"35105000","0.02045"
"35140000","0.023849999999999996"
"35175000","0.01835"
"35210000","0.013200000000000002"
"35245000","0.0169"
"35280000","0.01975"
"35315000","0.022150000000000003"
"35350000","0.0235"
"35385000","0.01845"
"35420000","0.0193"
"35455000","0.0223"
"35490000","0.021450000000000004"
"35525000","0.0362"
"35560000","0.02965"
"35595000","0.04445"
"35630000","0.038450000000000005"
"35665000","0.033100000000000004"
"35700000","0.029300000000000003"
"35735000","0.0173"
"35770000","0.01755"
"35805000","0.02015"
"35840000","0.01765"
"35875000","0.028"
"35910000","0.0296"
"35945000","0.0245"
"35980000","0.0215"
"36015000","0.03665"
"36050000","0.04445"
"36085000","0.0245"
"36120000","0.0237"
"36155000","0.015850000000000003"
"36190000","0.0187"
"36225000","0.021650000000000003"
"36260000","0.018"
"36295000","0.0192"
"36330000","0.01475"
"36365000","0.01205"
"36400000","0.02135"
"36435000","0.0273"
"36470000","0.03005"
"36505000","0.0368"
"36540000","0.0375"
"36575000","0.0372"
"36610000","0.03035"
"36645000","0.015499999999999998"
"36680000","0.02115"
"36715000","0.01025"
"36750000","0.0121"
"36785000","0.0116"
"36820000","0.01095"
"36855000","0.01445"
"36890000","0.02145"
"36925000","0.027"
"36960000","0.02295"
"36995000","0.0175"
"37030000","0.0184"
"37065000","0.0127"
"37100000","0.0075"
"37135000","0.0142"
"37170000","0.013650000000000002"
"37205000","0.016"
"37240000","0.0248"
"37275000","0.0103"
"37310000","0.00955"
"37345000","0.0122"
"37380000","0.0098"
"37415000","0.010150000000000005"
"37450000","0.008400000000000001"
"37485000","0.01095"
"37520000","0.01145"
"37555000","0.01225"
"37590000","0.008"
"37625000","0.007050000000000001"
"37660000","0.00875"
"37695000","0.007450000000000001"
"37730000","0.00845"
"37765000","0.00995"
"37800000","0.012"
"37835000","0.0104"
"37870000","0.01325"
"37905000","0.01105"
"37940000","0.0116"
"37975000","0.008"
"38010000","0.00455"
"38045000","0.00065"
"38080000","0.00055"
"38115000","0.00035"
"38150000","0.00015"
"38185000","0.0001"
"38220000","0.0001"
"38255000","0"
"38290000","0.0001"
"38325000","0"
"38360000","0"
"38395000","0"
"38430000","0.00005"
"38465000","0"
"38500000","0"
"38535000","0"
"38570000","0.0001"
"38605000","0"
"38640000","0"
"38675000","0"
"38710000","0"
"38745000","0"
"38780000","0"
"38815000","0"
"38850000","0"
"38885000","0"
"38920000","0"
"38955000","0"
"38990000","0"
"39025000","0"
"39060000","0"
"39095000","0.00025"
"39130000","0.00075"
"39165000","0.00125"
"39200000","0.00275"
"39235000","0.00175"
"39270000","0.0015"
"39305000","0.0029500000000000004"
"39340000","0.0026"
"39375000","0.0025"
"39410000","0.00175"
"39445000","0.00165"
"39480000","0.00275"
"39515000","0.0020499999999999997"
"39550000","0.0021000000000000003"
"39585000","0.0025499999999999997"
"39620000","0.0013"
"39655000","0.0016"
"39690000","0.003"
"39725000","0.0026"
"39760000","0.00225"
"39795000","0.0008999999999999999"
"39830000","0.0031500000000000005"
"39865000","0.0024"
"39900000","0.0019"
"39935000","0.0034500000000000004"
"39970000","0.004900000000000001"
"40005000","0.00435"
"40040000","0.003650000000000001"
"40075000","0.00255"
"40110000","0.00185"
"40145000","0.00075"
"40180000","0.00115"
"40215000","0.0010500000000000002"
"40250000","0.00065"
"40285000","0.0002"
"40320000","0.00035"
"40355000","0.00005"
"40390000","0.00015"
"40425000","0"
"40460000","0.00025"
"40495000","0.00025"
"40530000","0.00005"
"40565000","0.00015"
"40600000","0.00035000000000000005"
"40635000","0.00045"
"40670000","0.00055"
"40705000","0.00055"
"40740000","0.0011"
"40775000","0.0010500000000000004"
"40810000","0.0020499999999999997"
"40845000","0.0026"
"40880000","0.0034"
"40915000","0.005"
"40950000","0.006"
"40985000","0.0039"
"41020000","0.008150000000000001"
"41055000","0.0066500000000000005"
"41090000","0.0070999999999999995"
"41125000","0.0046"
"41160000","0.0028"
"41195000","0.0033"
"41230000","0.00315"
"41265000","0.00325"
"41300000","0.00285"
"41335000","0.0043"
"41370000","0.005300000000000001"
"41405000","0.00315"
"41440000","0.0036"
"41475000","0.00525"
"41510000","0.00665"
"41545000","0.0081"
