"Step","pb_min0.75_seed1 - 2cover_rate_5step"
"180000","0.027"
"360000","0.032"
"540000","0.038"
"720000","0.038"
"900000","0.028"
"1080000","0.028"
"1260000","0.037"
"1440000","0.035"
"1620000","0.031"
"1800000","0.037"
"1980000","0.043"
"2160000","0.045"
"2340000","0.0306"
"2520000","0.04"
"2700000","0.0526"
"2880000","0.059"
"3060000","0.07379999999999999"
"3240000","0.08220000000000001"
"3420000","0.11"
"3600000","0.117"
"3780000","0.1524"
"3960000","0.14759999999999998"
"4140000","0.13739999999999997"
"4320000","0.16419999999999998"
"4500000","0.15660000000000002"
"4680000","0.1872"
"4860000","0.187"
"5040000","0.15539999999999998"
"5220000","0.1876"
"5400000","0.16860000000000003"
"5580000","0.17980000000000002"
"5760000","0.1956"
"5940000","0.23060000000000003"
"6120000","0.1918"
"6300000","0.2282"
"6480000","0.199"
"6660000","0.2292"
"6840000","0.2096"
"7020000","0.2422"
"7200000","0.24740000000000004"
"7380000","0.2482"
"7560000","0.2322"
"7740000","0.2572"
"7920000","0.2456"
"8100000","0.2242"
"8280000","0.2482"
"8460000","0.25739999999999996"
"8640000","0.254"
"8820000","0.267"
"9000000","0.2664"
"9180000","0.2506"
"9360000","0.2882"
"9540000","0.2972"
"9720000","0.2856"
"9900000","0.2466"
"10080000","0.27020000000000005"
"10260000","0.274"
"10440000","0.3022"
"10620000","0.28679999999999994"
"10800000","0.3168"
"10980000","0.3112"
"11160000","0.3088"
"11340000","0.302"
"11520000","0.27120000000000005"
"11700000","0.3228000000000001"
"11880000","0.31539999999999996"
"12060000","0.3118"
"12240000","0.29679999999999995"
"12420000","0.30060000000000003"
"12600000","0.2976"
"12780000","0.30639999999999995"
"12960000","0.3164"
"13140000","0.329"
"13320000","0.3406"
"13500000","0.3538"
"13680000","0.33959999999999996"
"13860000","0.3666"
"14040000","0.35980000000000006"
"14220000","0.3544"
"14400000","0.3754"
"14580000","0.3744"
"14760000","0.3792"
"14940000","0.3736"
