"Step","pb_4agents_seed1 - 4cover_rate"
"60000","0.064"
"120000","0.0455"
"180000","0.0565"
"240000","0.0635"
"300000","0.0595"
"360000","0.061"
"420000","0.0685"
"480000","0.0585"
"540000","0.063"
"600000","0.0695"
"660000","0.061"
"720000","0.0675"
"780000","0.068"
"840000","0.069"
"900000","0.058"
"960000","0.061"
"1020000","0.0515"
"1080000","0.0655"
"1140000","0.058"
"1200000","0.0665"
"1260000","0.0685"
"1320000","0.0775"
"1380000","0.0665"
"1440000","0.0615"
"1500000","0.065"
"1560000","0.062"
"1620000","0.0585"
"1680000","0.0615"
"1740000","0.062"
"1800000","0.063"
"1860000","0.0585"
"1920000","0.069"
"1980000","0.06290000000000001"
"2040000","0.059"
"2100000","0.0745"
"2160000","0.068"
"2220000","0.072"
"2280000","0.064"
"2340000","0.0745"
"2400000","0.063"
"2460000","0.058"
"2520000","0.07"
"2580000","0.0595"
"2640000","0.0685"
"2700000","0.0665"
"2760000","0.0706"
"2820000","0.061"
"2880000","0.061700000000000005"
"2940000","0.0733"
"3000000","0.0729"
"3060000","0.0605"
"3120000","0.053"
"3180000","0.073"
"3240000","0.062"
"3300000","0.0579"
"3360000","0.075"
"3420000","0.0645"
"3480000","0.0695"
"3540000","0.0665"
"3600000","0.071"
"3660000","0.0585"
"3720000","0.064"
"3780000","0.072"
"3840000","0.0615"
"3900000","0.0625"
"3960000","0.069"
"4020000","0.069"
"4080000","0.069"
"4140000","0.0715"
"4200000","0.0605"
"4260000","0.074"
"4320000","0.066"
"4380000","0.062"
"4440000","0.0675"
"4500000","0.0625"
"4560000","0.064"
"4620000","0.061"
"4680000","0.067"
"4740000","0.07"
"4800000","0.0685"
"4860000","0.0655"
"4920000","0.067"
"4980000","0.0615"
"5040000","0.057"
"5100000","0.061"
"5160000","0.071"
"5220000","0.0635"
"5280000","0.078"
"5340000","0.0615"
"5400000","0.0615"
"5460000","0.0625"
"5520000","0.0665"
"5580000","0.0625"
"5640000","0.06"
"5700000","0.0665"
"5760000","0.066"
"5820000","0.079"
"5880000","0.066"
"5940000","0.0625"
"6000000","0.0675"
"6060000","0.069"
"6120000","0.0645"
"6180000","0.057"
"6240000","0.074"
"6300000","0.0735"
"6360000","0.064"
"6420000","0.071"
"6480000","0.07"
"6540000","0.067"
"6600000","0.065"
"6660000","0.076"
"6720000","0.0785"
"6780000","0.0635"
"6840000","0.0725"
"6900000","0.0755"
"6960000","0.0635"
"7020000","0.074"
"7080000","0.0798"
"7140000","0.0575"
"7200000","0.0655"
"7260000","0.067"
"7320000","0.0855"
"7380000","0.073"
"7440000","0.079"
"7500000","0.0695"
"7560000","0.071"
"7620000","0.0714"
"7680000","0.0835"
"7740000","0.0815"
"7800000","0.0855"
"7860000","0.0867"
"7920000","0.088"
"7980000","0.0815"
"8040000","0.093"
"8100000","0.0908"
"8160000","0.093"
"8220000","0.0951"
"8280000","0.0837"
"8340000","0.099"
"8400000","0.091"
"8460000","0.0908"
"8520000","0.0965"
"8580000","0.0951"
"8640000","0.088"
"8700000","0.0872"
"8760000","0.0916"
"8820000","0.0815"
"8880000","0.0829"
"8940000","0.0785"
"9000000","0.094"
"9060000","0.0875"
"9120000","0.079"
"9180000","0.08009999999999999"
"9240000","0.0968"
"9300000","0.0755"
"9360000","0.08990000000000001"
"9420000","0.1035"
"9480000","0.0745"
"9540000","0.07940000000000001"
"9600000","0.0815"
"9660000","0.084"
"9720000","0.0905"
"9780000","0.0775"
"9840000","0.0955"
"9900000","0.08"
"9960000","0.0825"
"10020000","0.0875"
"10080000","0.0945"
"10140000","0.09"
"10200000","0.0875"
"10260000","0.0775"
"10320000","0.0945"
"10380000","0.1005"
"10440000","0.0865"
"10500000","0.077"
"10560000","0.102"
"10620000","0.1015"
"10680000","0.0986"
"10740000","0.1038"
"10800000","0.0955"
"10860000","0.1085"
"10920000","0.1126"
"10980000","0.1146"
"11040000","0.1214"
"11100000","0.1269"
"11160000","0.1273"
"11220000","0.1399"
"11280000","0.1341"
"11340000","0.1229"
"11400000","0.1296"
"11460000","0.1428"
"11520000","0.13040000000000002"
"11580000","0.14"
"11640000","0.1401"
"11700000","0.1346"
"11760000","0.1363"
"11820000","0.14880000000000002"
"11880000","0.15230000000000002"
"11940000","0.1584"
"12000000","0.174"
"12060000","0.171"
"12120000","0.1535"
"12180000","0.16169999999999998"
"12240000","0.1655"
"12300000","0.1601"
"12360000","0.1667"
"12420000","0.1685"
"12480000","0.172"
"12540000","0.1784"
"12600000","0.1692"
"12660000","0.1912"
"12720000","0.17129999999999998"
"12780000","0.1778"
"12840000","0.17859999999999998"
"12900000","0.1975"
"12960000","0.1988"
"13020000","0.1859"
"13080000","0.17060000000000003"
"13140000","0.1916"
"13200000","0.1836"
"13260000","0.1973"
"13320000","0.1979"
"13380000","0.1812"
"13440000","0.2074"
"13500000","0.1957"
"13560000","0.2039"
"13620000","0.2087"
"13680000","0.2078"
"13740000","0.2022"
"13800000","0.1901"
"13860000","0.2114"
"13920000","0.206"
"13980000","0.2263"
"14040000","0.2133"
"14100000","0.211"
"14160000","0.2223"
"14220000","0.2162"
"14280000","0.2272"
"14340000","0.2345"
"14400000","0.2245"
"14460000","0.2508"
"14520000","0.2335"
"14580000","0.2483"
"14640000","0.2393"
"14700000","0.24060000000000004"
"14760000","0.24669999999999995"
"14820000","0.2388"
"14880000","0.26239999999999997"
"14940000","0.26189999999999997"
"15000000","0.264"
"15060000","0.2553"
"15120000","0.26089999999999997"
"15180000","0.2728"
"15240000","0.267"
"15300000","0.27520000000000006"
"15360000","0.27179999999999993"
"15420000","0.27279999999999993"
"15480000","0.2904"
"15540000","0.2924"
"15600000","0.2866"
"15660000","0.2901"
"15720000","0.27770000000000006"
"15780000","0.285"
"15840000","0.28070000000000006"
"15900000","0.2874"
"15960000","0.2922"
"16020000","0.2919"
"16080000","0.2885"
"16140000","0.293"
"16200000","0.2949"
"16260000","0.2895"
"16320000","0.3072"
"16380000","0.29419999999999996"
"16440000","0.3028"
"16500000","0.2932"
"16560000","0.30860000000000004"
"16620000","0.2918"
"16680000","0.30010000000000003"
"16740000","0.31489999999999996"
"16800000","0.2992"
"16860000","0.2989"
"16920000","0.30839999999999995"
"16980000","0.30910000000000004"
"17040000","0.30210000000000004"
"17100000","0.31420000000000003"
"17160000","0.30679999999999996"
"17220000","0.3048"
"17280000","0.2985"
"17340000","0.3206"
"17400000","0.2988"
"17460000","0.30779999999999996"
"17520000","0.3145"
"17580000","0.31210000000000004"
"17640000","0.308"
"17700000","0.304"
"17760000","0.3088"
"17820000","0.3023"
"17880000","0.3222"
"17940000","0.3045"
"18000000","0.3155"
"18060000","0.3082"
"18120000","0.3133"
"18180000","0.3282"
"18240000","0.31910000000000005"
"18300000","0.31260000000000004"
"18360000","0.3106"
"18420000","0.32189999999999996"
"18480000","0.34070000000000006"
"18540000","0.31139999999999995"
"18600000","0.30889999999999995"
"18660000","0.326"
"18720000","0.3378"
"18780000","0.3345"
"18840000","0.3122"
"18900000","0.331"
"18960000","0.32239999999999996"
"19020000","0.3326"
"19080000","0.3227"
"19140000","0.3379"
"19200000","0.33089999999999997"
"19260000","0.3333"
"19320000","0.3537"
"19380000","0.3165"
"19440000","0.331"
"19500000","0.3349"
"19560000","0.33080000000000004"
"19620000","0.3338"
"19680000","0.33170000000000005"
"19740000","0.33170000000000005"
"19800000","0.3397"
"19860000","0.3342"
"19920000","0.334"
"19980000","0.3467"
"20040000","0.3389"
"20100000","0.3423"
"20160000","0.34779999999999994"
"20220000","0.3417"
"20280000","0.3497"
"20340000","0.3455"
"20400000","0.3505"
"20460000","0.3345"
"20520000","0.3469"
"20580000","0.3384"
"20640000","0.3516"
"20700000","0.3356"
"20760000","0.346"
"20820000","0.3405"
"20880000","0.3508"
"20940000","0.3515"
"21000000","0.3457"
"21060000","0.353"
"21120000","0.3434"
"21180000","0.3427"
"21240000","0.349"
"21300000","0.347"
"21360000","0.3595"
"21420000","0.3493"
"21480000","0.3458"
"21540000","0.3481"
"21600000","0.35370000000000007"
"21660000","0.3583"
"21720000","0.3509"
"21780000","0.3526"
"21840000","0.34520000000000006"
"21900000","0.3515"
"21960000","0.3671"
"22020000","0.3481"
"22080000","0.352"
"22140000","0.35910000000000003"
"22200000","0.3473"
"22260000","0.3535"
"22320000","0.3496"
"22380000","0.3555"
"22440000","0.3489"
"22500000","0.3612999999999999"
"22560000","0.35779999999999995"
"22620000","0.34829999999999994"
"22680000","0.3638"
"22740000","0.3614"
"22800000","0.3527"
"22860000","0.3662"
"22920000","0.3608"
"22980000","0.35290000000000005"
"23040000","0.3539"
"23100000","0.35969999999999996"
"23160000","0.3404"
"23220000","0.36010000000000003"
"23280000","0.3524"
"23340000","0.355"
"23400000","0.3701"
"23460000","0.3626"
"23520000","0.34829999999999994"
"23580000","0.3633"
"23640000","0.361"
"23700000","0.3558"
"23760000","0.3525"
"23820000","0.3439"
"23880000","0.362"
"23940000","0.3477"
"24000000","0.3675"
"24060000","0.3683"
"24120000","0.3665"
"24180000","0.3599"
"24240000","0.3754"
"24300000","0.366"
"24360000","0.3752"
"24420000","0.3703"
"24480000","0.3737"
"24540000","0.3779"
"24600000","0.3664"
"24660000","0.3761000000000001"
"24720000","0.3816000000000001"
"24780000","0.3789"
"24840000","0.3752"
"24900000","0.3839"
"24960000","0.3851"
"25020000","0.3786000000000001"
"25080000","0.3677"
"25140000","0.379"
"25200000","0.3853"
"25260000","0.3725"
"25320000","0.3877"
"25380000","0.3762"
"25440000","0.3922"
"25500000","0.3773"
"25560000","0.3762"
"25620000","0.3742"
"25680000","0.3804"
"25740000","0.3819"
"25800000","0.3717"
"25860000","0.3747"
"25920000","0.3827"
"25980000","0.3871"
"26040000","0.3772"
"26100000","0.3715"
"26160000","0.3765"
"26220000","0.3776000000000001"
"26280000","0.3769"
"26340000","0.3743"
"26400000","0.3837"
"26460000","0.3742"
"26520000","0.3656"
"26580000","0.3693999999999999"
"26640000","0.366"
"26700000","0.3768"
"26760000","0.3695"
"26820000","0.3683999999999999"
"26880000","0.363"
"26940000","0.3735"
"27000000","0.3756"
"27060000","0.363"
"27120000","0.377"
"27180000","0.3698999999999999"
"27240000","0.3728"
"27300000","0.365"
"27360000","0.3749"
"27420000","0.382"
"27480000","0.3702"
"27540000","0.3662"
"27600000","0.3774"
"27660000","0.37"
"27720000","0.3814"
"27780000","0.3632"
"27840000","0.3814"
"27900000","0.3843"
"27960000","0.3745"
"28020000","0.3821"
"28080000","0.379"
"28140000","0.3805"
"28200000","0.3849"
"28260000","0.3824"
"28320000","0.3703"
"28380000","0.3845"
"28440000","0.382"
"28500000","0.3852"
"28560000","0.3779"
"28620000","0.3902000000000001"
"28680000","0.3894"
"28740000","0.3994"
"28800000","0.3831"
"28860000","0.3862"
"28920000","0.3995"
"28980000","0.3985"
"29040000","0.3845"
"29100000","0.3871"
"29160000","0.3975"
"29220000","0.3969"
"29280000","0.3986"
"29340000","0.3988"
"29400000","0.3897000000000001"
"29460000","0.4008"
"29520000","0.3925999999999999"
"29580000","0.4013"
"29640000","0.4059"
"29700000","0.4002"
"29760000","0.4103"
"29820000","0.3959"
"29880000","0.4134"
"29940000","0.4105"
"30000000","0.4135"
"30060000","0.404"
"30120000","0.4056"
"30180000","0.4091"
"30240000","0.40520000000000006"
"30300000","0.405"
"30360000","0.4004"
"30420000","0.4102"
"30480000","0.40829999999999994"
"30540000","0.3932000000000001"
"30600000","0.4049"
"30660000","0.3971"
"30720000","0.3991"
"30780000","0.3887"
"30840000","0.418"
"30900000","0.4095"
"30960000","0.4115"
"31020000","0.4033"
"31080000","0.4023"
"31140000","0.412"
"31200000","0.4141"
"31260000","0.4173"
