"Step","ours_warmup6iter_check_true_seed3 - 8cover_rate"
"105000","0.85145"
"210000","0.842"
"315000","0.8334499999999999"
"420000","0.8110499999999999"
"525000","0.7988999999999999"
"630000","0.78695"
"735000","0.7828499999999999"
"840000","0.79395"
"945000","0.778"
"1050000","0.7834"
"1155000","0.78535"
"1260000","0.7895999999999999"
"1365000","0.7746999999999999"
"1470000","0.7708499999999999"
"1575000","0.7804"
"1680000","0.76975"
"1785000","0.77795"
"1890000","0.7872"
"1995000","0.7693"
"2100000","0.7737999999999999"
"2205000","0.7815"
"2310000","0.7753"
"2415000","0.784"
"2520000","0.78035"
"2625000","0.7748999999999999"
"2730000","0.78075"
"2835000","0.7760499999999999"
"2940000","0.7890999999999999"
"3045000","0.8022999999999999"
"3150000","0.79385"
"3255000","0.7986500000000001"
"3360000","0.79625"
"3465000","0.80365"
"3570000","0.7950499999999999"
"3675000","0.7804500000000001"
"3780000","0.78975"
"3885000","0.7768999999999999"
"3990000","0.7905999999999999"
"4095000","0.7934500000000001"
"4200000","0.7878499999999999"
"4305000","0.78395"
"4410000","0.80155"
"4515000","0.80375"
"4620000","0.8033499999999999"
"4725000","0.80165"
"4830000","0.79625"
"4935000","0.7968999999999999"
"5040000","0.81245"
"5145000","0.8080999999999999"
"5250000","0.80875"
"5355000","0.81265"
"5460000","0.8182999999999999"
"5565000","0.80725"
"5670000","0.8224499999999999"
"5775000","0.8222999999999999"
"5880000","0.8281"
"5985000","0.8252"
"6090000","0.8366"
"6195000","0.83105"
"6300000","0.8334"
"6405000","0.8301499999999999"
"6510000","0.84705"
"6615000","0.8451000000000001"
"6720000","0.8519000000000001"
"6825000","0.8469"
"6930000","0.8536"
"7035000","0.8481500000000001"
"7140000","0.8433999999999999"
"7245000","0.84475"
"7350000","0.848"
"7455000","0.8465"
"7560000","0.8409"
"7665000","0.8358"
"7770000","0.8573"
"7875000","0.8633"
"7980000","0.8509500000000001"
"8085000","0.8531"
"8190000","0.86"
"8295000","0.84775"
"8400000","0.8585999999999999"
"8505000","0.8551"
"8610000","0.8508499999999999"
"8715000","0.8553999999999999"
"8820000","0.853"
"8925000","0.8461499999999998"
"9030000","0.8575999999999999"
"9135000","0.8417"
"9240000","0.8463999999999998"
"9345000","0.84725"
"9450000","0.8496999999999999"
"9555000","0.8523999999999999"
"9660000","0.8538499999999999"
"9765000","0.85335"
"9870000","0.8441"
"9975000","0.85375"
"10080000","0.8503"
"10185000","0.8603"
"10290000","0.84725"
"10395000","0.8499500000000001"
"10500000","0.85545"
"10605000","0.8623999999999998"
"10710000","0.8622"
"10815000","0.8657"
"10920000","0.8533499999999999"
"11025000","0.8594499999999999"
"11130000","0.86565"
"11235000","0.8571"
"11340000","0.8623999999999999"
"11445000","0.8595499999999999"
"11550000","0.8639499999999999"
"11655000","0.8536"
"11760000","0.87005"
"11865000","0.8542000000000001"
"11970000","0.8694500000000001"
"12075000","0.87135"
"12180000","0.87425"
"12285000","0.88205"
"12390000","0.88525"
"12495000","0.8726499999999998"
"12600000","0.881"
"12705000","0.8695999999999999"
"12810000","0.8766499999999999"
"12915000","0.87715"
"13020000","0.8812000000000001"
"13125000","0.86925"
"13230000","0.8819"
"13335000","0.8777999999999999"
"13440000","0.88335"
"13545000","0.8814"
"13650000","0.8829"
"13755000","0.88885"
"13860000","0.878"
"13965000","0.88755"
"14070000","0.8677999999999999"
"14175000","0.86895"
"14280000","0.89"
"14385000","0.893"
"14490000","0.8966499999999998"
"14595000","0.8943"
"14700000","0.89375"
"14805000","0.8933"
"14910000","0.89175"
"15015000","0.8944"
"15120000","0.8941"
"15225000","0.90345"
"15330000","0.8980499999999999"
"15435000","0.90695"
"15540000","0.90935"
"15645000","0.89865"
"15750000","0.90315"
"15855000","0.90685"
"15960000","0.9067"
"16065000","0.9084"
"16170000","0.90795"
"16275000","0.90685"
"16380000","0.90625"
"16485000","0.9172"
"16590000","0.90795"
"16695000","0.9026"
"16800000","0.9067"
"16905000","0.91195"
"17010000","0.9101"
"17115000","0.9203"
"17220000","0.90585"
"17325000","0.91215"
"17430000","0.919"
"17535000","0.919"
"17640000","0.90575"
"17745000","0.90865"
"17850000","0.90935"
"17955000","0.9151"
"18060000","0.912"
"18165000","0.9232"
"18270000","0.91115"
"18375000","0.90565"
"18480000","0.91315"
"18585000","0.9205"
"18690000","0.91585"
"18795000","0.91855"
"18900000","0.9199"
"19005000","0.9135"
"19110000","0.92195"
"19215000","0.9106"
"19320000","0.9272"
"19425000","0.91825"
"19530000","0.92235"
"19635000","0.9113"
"19740000","0.9174"
"19845000","0.9126"
"19950000","0.91905"
