"Step","mixdecay4n8_finalversion_seed1 - 8cover_rate"
"21199290","0.8373250000000001"
"21398580","0.83805"
"21597870","0.849775"
"21797160","0.8509"
"21996450","0.8519"
"22195740","0.8431499999999998"
"22395030","0.842475"
"22594320","0.8235750000000001"
"22793610","0.8268249999999999"
"22992900","0.8269249999999999"
"23187150","0.8345750000000001"
"23381400","0.844275"
"23575650","0.8519249999999999"
"23769900","0.8750249999999999"
"23964150","0.862375"
"24158400","0.852"
"24352650","0.8687499999999999"
"24546900","0.8311999999999999"
"24741150","0.8547250000000001"
"24935400","0.869125"
"25124400","0.8624749999999999"
"25313400","0.8860999999999999"
"25502400","0.892025"
"25691400","0.896675"
"25880400","0.8922"
"26069400","0.8842249999999999"
"26258400","0.887625"
"26447400","0.8936499999999998"
"26636400","0.866175"
"26825400","0.8815250000000001"
"27008940","0.8989000000000001"
"27192480","0.9059"
"27376020","0.910675"
"27559560","0.9179"
"27743100","0.9191"
"27926640","0.911625"
"28110180","0.899175"
"28293720","0.91635"
"28477260","0.924975"
"28660800","0.9223"
"28839510","0.912425"
"29018220","0.912175"
"29196930","0.90175"
"29375640","0.919375"
"29554350","0.90615"
"29733060","0.920075"
"29911770","0.933125"
"30090480","0.923875"
"30269190","0.924325"
"30447900","0.91355"
"30621150","0.910075"
"30794400","0.8877249999999999"
"30967650","0.89775"
"31140900","0.8967999999999999"
"31314150","0.905725"
"31487400","0.91815"
"31660650","0.91795"
"31833900","0.913975"
"32007150","0.92265"
"32180400","0.934325"
"32348400","0.91685"
"32516400","0.9333"
"32684400","0.940875"
"32852400","0.936275"
"33020400","0.935825"
"33188400","0.9278"
"33356400","0.940325"
"33524400","0.939775"
"33692400","0.942025"
"33860400","0.9394"
"34022940","0.95305"
"34185480","0.948175"
"34348020","0.9509"
"34510560","0.943775"
"34673100","0.9381"
"34835640","0.92365"
"34998180","0.93505"
"35160720","0.945325"
"35323260","0.9449999999999998"
"35485800","0.9447"
"35643510","0.9544"
"35801220","0.9611"
"35958930","0.952525"
"36116640","0.9536"
"36274350","0.94835"
"36432060","0.95015"
"36589770","0.941425"
"36747480","0.95025"
"36905190","0.952225"
"37062900","0.95225"
"37215150","0.954075"
"37367400","0.93325"
"37519650","0.90125"
"37671900","0.903075"
"37824150","0.901675"
"37976400","0.8861749999999999"
"38128650","0.85965"
"38280900","0.8993249999999999"
"38433150","0.900875"
