"Step","sp_eval3_seed1 - eval_episode_reward"
"17850000","22.70960235595703"
"17955000","23.725202560424805"
"18060000","23.57280158996582"
"18165000","24.762800216674805"
"18270000","25.13420295715332"
"18375000","22.8916015625"
"18480000","25.28240203857422"
"18585000","25.43480110168457"
"18690000","26.564001083374023"
"18795000","24.799203872680664"
"18900000","26.17080307006836"
"19005000","26.192203521728516"
"19110000","22.86400032043457"
"19215000","26.723602294921875"
"19320000","25.28460121154785"
"19425000","28.604402542114254"
"19530000","26.938800811767575"
"19635000","28.96520233154297"
"19740000","29.25200462341309"
"19845000","27.304601669311523"
"19950000","29.655601501464844"
"20055000","28.792402267456055"
"20160000","28.65960121154785"
"20265000","28.726001739501953"
"20370000","30.578601837158203"
"20475000","30.96280288696289"
"20580000","30.685401916503903"
"20685000","30.634002685546875"
"20790000","32.85599899291992"
"20895000","31.74740219116211"
"21000000","32.36140060424805"
"21105000","31.39200210571289"
"21210000","30.765602111816406"
"21315000","32.93960189819336"
"21420000","34.78480529785156"
"21525000","29.990800857543945"
"21630000","32.90520477294922"
"21735000","31.464202880859375"
"21840000","33.42040252685547"
"21945000","34.15760040283203"
"22050000","34.028404235839844"
"22155000","36.43120193481445"
"22260000","34.721805572509766"
"22365000","35.30380630493164"
"22470000","33.63399887084961"
"22575000","34.67980194091797"
"22680000","35.53480529785156"
"22785000","36.56740188598633"
"22890000","36.7108039855957"
"22995000","36.69160079956055"
"23100000","38.294002532958984"
"23205000","35.611000061035156"
"23310000","36.139801025390625"
"23415000","38.56120300292969"
"23520000","37.8712043762207"
"23625000","32.73600387573242"
"23730000","33.469600677490234"
"23835000","37.68220138549805"
"23940000","38.21380615234375"
"24045000","37.946998596191406"
"24150000","38.10360336303711"
"24255000","40.6748046875"
"24360000","38.685203552246094"
"24465000","42.536407470703125"
"24570000","36.32240295410156"
"24675000","40.851600646972656"
"24780000","39.38399887084961"
"24885000","40.41500473022461"
"24990000","40.096004486083984"
"25095000","39.70940780639648"
"25200000","40.80520248413086"
"25305000","38.932403564453125"
"25410000","41.24460220336914"
"25515000","40.55000305175781"
"25620000","37.30680465698242"
"25725000","42.877803802490234"
"25830000","40.00440216064453"
"25935000","40.0868034362793"
"26040000","42.38280487060547"
"26145000","40.17100524902344"
"26250000","41.8816032409668"
"26355000","42.87240219116211"
"26460000","39.85000228881836"
"26565000","41.066802978515625"
"26670000","44.1416015625"
"26775000","42.09040069580078"
"26880000","42.77440643310547"
"26985000","44.69400405883789"
"27090000","43.25800323486328"
"27195000","43.13680648803711"
"27300000","44.00640106201172"
"27405000","43.396202087402344"
"27510000","42.726802825927734"
"27615000","42.48040771484375"
"27720000","45.369998931884766"
"27825000","44.541805267333984"
"27930000","42.70760345458984"
"28035000","45.29960250854492"
"28140000","44.5128059387207"
"28245000","45.4160041809082"
"28350000","46.944602966308594"
"28455000","42.39720153808594"
"28560000","44.1676025390625"
"28665000","48.0504035949707"
"28770000","45.32760238647461"
"28875000","46.38440704345703"
"28980000","47.34000396728515"
"29085000","45.258201599121094"
"29190000","47.07960510253906"
"29295000","44.682804107666016"
"29400000","42.770606994628906"
"29505000","43.76320266723633"
"29610000","42.28480529785156"
"29715000","40.652008056640625"
"29820000","43.429203033447266"
"29925000","47.19060134887695"
"30030000","47.82520294189453"
"30135000","45.99280548095703"
"30240000","45.389198303222656"
"30345000","43.5692024230957"
"30450000","43.858402252197266"
"30555000","43.362003326416016"
"30660000","43.641605377197266"
"30765000","43.774600982666016"
"30870000","43.48560333251953"
"30975000","47.19160079956055"
"31080000","45.50120162963867"
"31185000","45.15840148925781"
"31290000","45.56600189208984"
"31395000","45.20240783691406"
"31500000","45.22200393676758"
"31605000","45.84220123291016"
"31710000","47.528202056884766"
"31815000","48.31480407714844"
"31920000","46.42920684814453"
"32025000","48.98380279541016"
"32130000","45.95940399169922"
"32235000","48.02199935913086"
"32340000","44.99920272827149"
"32445000","47.870601654052734"
"32550000","47.76100540161133"
"32655000","48.41840362548828"
"32760000","47.26480484008789"
"32865000","46.3900032043457"
"32970000","47.11040115356445"
"33075000","46.96320343017578"
"33180000","45.214805603027344"
"33285000","48.59660339355469"
"33390000","46.90680313110352"
"33495000","48.8612060546875"
"33600000","45.65900421142578"
"33705000","47.08000564575195"
"33810000","47.34640121459961"
"33915000","48.10480499267578"
"34020000","47.84000396728515"
"34125000","47.01800537109375"
"34230000","47.50760269165039"
"34335000","47.08760070800781"
"34440000","45.50139999389648"
"34545000","46.60239791870117"
"34650000","47.34080505371094"
"34755000","47.22220230102539"
"34860000","44.40120315551758"
"34965000","47.498008728027344"
"35070000","47.69720458984375"
"35175000","48.081600189208984"
"35280000","45.65000915527344"
"35385000","45.86740493774414"
"35490000","46.8004035949707"
"35595000","48.18880462646485"
"35700000","46.86800384521485"
"35805000","42.970401763916016"
"35910000","46.28760528564453"
"36015000","45.07000350952149"
"36120000","49.0099983215332"
"36225000","48.602806091308594"
"36330000","47.22200393676758"
"36435000","47.747798919677734"
"36540000","48.219600677490234"
"36645000","50.58720397949219"
"36750000","50.346004486083984"
"36855000","50.51200866699219"
"36960000","51.10060501098633"
"37065000","49.254005432128906"
"37170000","49.77020263671875"
"37275000","49.29199981689453"
"37380000","49.62040710449219"
"37485000","49.38960266113281"
"37590000","47.77560043334961"
"37695000","49.131202697753906"
"37800000","47.89560317993164"
"37905000","43.55320358276367"
"38010000","48.43240737915039"
"38115000","47.484004974365234"
"38220000","47.52560043334961"
"38325000","46.98880386352539"
"38430000","46.59360122680664"
"38535000","46.7628059387207"
"38640000","47.6992073059082"
"38745000","47.02600860595703"
"38850000","48.44240188598633"
"38955000","47.51880645751953"
"39060000","46.33000564575195"
"39165000","45.16240310668945"
"39270000","45.15680313110352"
"39375000","45.44500732421875"
"39480000","46.32559967041016"
"39585000","45.45680618286133"
"39690000","42.05040740966797"
"39795000","44.49040222167969"
"39900000","45.41440200805664"
