"Step","sp_eval3_seed1 - eval_episode_reward"
"105000","-0.06520000100135803"
"210000","-0.007600000593811274"
"315000","-0.012000000104308128"
"420000","-0.02719999849796295"
"525000","-0.025600001215934753"
"630000","-0.01720000058412552"
"735000","-0.020999999716877937"
"840000","-0.01600000075995922"
"945000","-0.029200000688433647"
"1050000","-0.04780000448226929"
"1155000","-0.04359999671578407"
"1260000","-0.03620000183582306"
"1365000","-0.15839999914169312"
"1470000","-0.3132000267505646"
"1575000","-0.3555999994277954"
"1680000","-0.5450000166893005"
"1785000","-0.7568000555038452"
"1890000","-0.7874000072479248"
"1995000","-0.5214000344276428"
"2100000","-0.6297999620437622"
"2205000","-0.6355999708175659"
"2310000","-0.5759999752044678"
"2415000","-0.5712000131607056"
"2520000","-0.3796000182628632"
"2625000","-0.43059998750686646"
"2730000","-0.45979997515678406"
"2835000","-0.3375999927520752"
"2940000","-0.3025999963283539"
"3045000","-0.32580000162124634"
"3150000","-0.2651999890804291"
"3255000","-0.15000000596046448"
"3360000","-0.2767999768257141"
"3465000","-0.07599998265504837"
"3570000","-0.005199981853365898"
"3675000","-0.09139999747276306"
"3780000","-0.09119999408721924"
"3885000","-0.0934000015258789"
"3990000","-0.07899998128414154"
"4095000","-0.04619999974966049"
"4200000","0.3569999933242798"
"4305000","-0.1501999795436859"
"4410000","0.7222000956535339"
"4515000","0.6798000335693359"
"4620000","0.33660003542900085"
"4725000","0.1558000147342682"
"4830000","0.39580002427101135"
"4935000","0.603600025177002"
"5040000","0.6854000091552734"
"5145000","0.5674000382423401"
"5250000","0.560200035572052"
"5355000","0.9112001061439514"
"5460000","0.9834001064300536"
"5565000","0.6404000520706177"
"5670000","0.7916000485420227"
"5775000","0.8892000913619995"
"5880000","0.9420000314712524"
"5985000","1.4506001472473145"
"6090000","1.688400149345398"
"6195000","1.599600076675415"
"6300000","1.0848000049591064"
"6405000","1.7578002214431765"
"6510000","1.162999987602234"
"6615000","1.572200059890747"
"6720000","1.8592002391815183"
"6825000","1.2680000066757202"
"6930000","1.4121999740600586"
"7035000","1.6464000940322876"
"7140000","1.2584002017974854"
"7245000","2.0310001373291016"
"7350000","2.087599992752075"
"7455000","3.190800189971924"
"7560000","2.038600206375122"
"7665000","2.2820003032684326"
"7770000","2.21940016746521"
"7875000","2.1112000942230225"
"7980000","2.528400421142578"
"8085000","2.305000066757202"
"8190000","3.0118000507354736"
"8295000","3.754200220108032"
"8400000","3.803200244903565"
"8505000","3.7588002681732178"
"8610000","3.853800058364868"
"8715000","4.516000270843506"
"8820000","3.743000030517578"
"8925000","4.481800556182861"
"9030000","3.592400312423706"
"9135000","4.697800159454346"
"9240000","5.1172003746032715"
"9345000","5.0886006355285645"
"9450000","5.158400535583496"
"9555000","5.439600467681885"
"9660000","5.540800094604492"
"9765000","4.866400241851807"
"9870000","6.202800273895264"
"9975000","5.1539998054504395"
"10080000","5.786200046539307"
"10185000","7.234800815582275"
"10290000","5.454000473022461"
"10395000","6.5348005294799805"
"10500000","6.908400535583496"
"10605000","6.998000621795654"
"10710000","6.716400623321533"
"10815000","7.822800636291504"
"10920000","8.079800605773926"
"11025000","8.564801216125488"
"11130000","7.7116007804870605"
"11235000","9.439201354980469"
"11340000","9.715601921081545"
"11445000","9.64920139312744"
"11550000","9.551199913024902"
"11655000","9.147001266479492"
"11760000","8.289600372314453"
"11865000","7.845399856567383"
"11970000","10.17360019683838"
"12075000","8.527999877929688"
"12180000","8.446200370788574"
"12285000","9.18000030517578"
"12390000","10.88640022277832"
"12495000","8.667201042175293"
"12600000","10.294400215148926"
"12705000","9.325400352478027"
"12810000","11.363001823425291"
"12915000","11.788801193237305"
"13020000","11.62700080871582"
"13125000","11.754400253295898"
"13230000","12.70840072631836"
"13335000","12.17180061340332"
"13440000","12.795001029968262"
"13545000","12.616002082824709"
"13650000","12.279001235961914"
"13755000","12.339200973510742"
"13860000","12.857800483703612"
"13965000","12.585400581359863"
"14070000","14.101201057434082"
"14175000","13.408601760864258"
"14280000","13.42280101776123"
"14385000","15.076001167297363"
"14490000","13.281201362609863"
"14595000","13.877401351928713"
"14700000","13.295400619506836"
"14805000","16.07440185546875"
"14910000","13.962000846862791"
"15015000","15.575800895690918"
"15120000","14.148001670837402"
"15225000","15.474000930786133"
"15330000","16.835601806640625"
"15435000","16.913999557495117"
"15540000","17.36680030822754"
"15645000","17.846403121948242"
"15750000","19.977602005004883"
"15855000","19.21200180053711"
"15960000","18.92420196533203"
"16065000","17.900001525878906"
"16170000","18.86040306091309"
"16275000","19.200403213500977"
"16380000","20.81940269470215"
"16485000","20.32000160217285"
"16590000","21.340402603149418"
"16695000","20.248401641845703"
"16800000","21.14040184020996"
"16905000","22.21200180053711"
"17010000","21.108001708984375"
"17115000","21.851600646972656"
"17220000","25.312402725219727"
"17325000","25.754003524780273"
"17430000","26.03600311279297"
"17535000","22.818601608276367"
"17640000","24.303203582763672"
"17745000","23.408201217651367"
