"Step","pb_uniform_from_activeAndsolve_seed1 - 2cover_rate_5step"
"46980000","0.7192000000000001"
"47160000","0.7273999999999999"
"47340000","0.7248"
"47520000","0.7278"
"47700000","0.7422000000000001"
"47880000","0.7377999999999999"
"48060000","0.7416"
"48240000","0.7292000000000001"
"48420000","0.722"
"48600000","0.7354"
"48780000","0.7395999999999999"
"48960000","0.7278"
"49140000","0.7594"
"49320000","0.729"
"49500000","0.7318"
"49680000","0.743"
"49860000","0.7376"
"50040000","0.726"
"50220000","0.754"
"50400000","0.735"
"50580000","0.7507999999999999"
"50760000","0.7284"
"50940000","0.7236"
"51120000","0.7466"
"51300000","0.7555999999999999"
"51480000","0.7502000000000001"
"51660000","0.7318"
"51840000","0.7624000000000001"
"52020000","0.7467999999999999"
"52200000","0.7372000000000001"
"52380000","0.7612000000000001"
"52560000","0.79"
"52740000","0.7574000000000001"
"52920000","0.7682"
"53100000","0.7706000000000001"
"53280000","0.7556"
"53460000","0.7404"
"53640000","0.7526"
"53820000","0.7612000000000001"
"54000000","0.7727999999999999"
"54180000","0.7532"
"54360000","0.744"
"54540000","0.7706000000000001"
"54720000","0.7544000000000001"
"54900000","0.758"
"55080000","0.7636000000000001"
"55260000","0.782"
"55440000","0.788"
"55620000","0.775"
"55800000","0.7823999999999999"
"55980000","0.7536"
"56160000","0.7744000000000001"
"56340000","0.7687999999999999"
"56520000","0.7502000000000001"
"56700000","0.7737999999999999"
"56880000","0.7474"
"57060000","0.7696000000000002"
"57240000","0.7597999999999999"
"57420000","0.7652"
"57600000","0.761"
"57780000","0.7575999999999999"
"57960000","0.7696000000000001"
"58140000","0.7434000000000001"
"58320000","0.7767999999999999"
"58500000","0.793"
"58680000","0.762"
"58860000","0.7567999999999999"
"59040000","0.7602000000000001"
"59220000","0.7664"
"59400000","0.7786000000000001"
"59580000","0.787"
"59760000","0.7557999999999999"
"59940000","0.77"
"60120000","0.7736000000000001"
"60300000","0.7524000000000001"
"60480000","0.7852"
"60660000","0.7862"
"60840000","0.7816000000000001"
"61020000","0.774"
"61200000","0.7854000000000001"
"61380000","0.7704"
"61560000","0.7928000000000001"
"61740000","0.758"
"61920000","0.7736000000000001"
"62100000","0.772"
"62280000","0.7806"
"62460000","0.7754"
"62640000","0.7666000000000001"
"62820000","0.7602000000000001"
"63000000","0.7667999999999999"
"63180000","0.7812"
"63360000","0.7918"
"63540000","0.7918"
"63720000","0.7724"
"63900000","0.7866000000000001"
"64080000","0.794"
"64260000","0.787"
"64440000","0.7788"
"64620000","0.7844000000000001"
"64800000","0.805"
"64980000","0.79"
"65160000","0.7836"
"65340000","0.7747999999999999"
"65520000","0.785"
"65700000","0.7958"
"65880000","0.8064000000000001"
"66060000","0.8088000000000001"
"66240000","0.8074000000000001"
"66420000","0.8092"
"66600000","0.8066"
"66780000","0.8008"
"66960000","0.798"
"67140000","0.8094000000000001"
"67320000","0.7868"
"67500000","0.8174000000000001"
"67680000","0.794"
"67860000","0.7992"
"68040000","0.8024"
"68220000","0.7946"
"68400000","0.805"
"68580000","0.7998"
"68760000","0.814"
"68940000","0.816"
"69120000","0.8256"
"69300000","0.8102"
"69480000","0.8291999999999999"
"69660000","0.7994"
"69840000","0.81"
"70020000","0.8148000000000001"
"70200000","0.8318"
"70380000","0.8036"
"70560000","0.84"
"70740000","0.8315999999999999"
"70920000","0.8298"
"71100000","0.8358"
"71280000","0.8094"
"71460000","0.8228"
"71640000","0.8392000000000001"
"71820000","0.8282"
"72000000","0.834"
"72180000","0.842"
"72360000","0.8453999999999998"
"72540000","0.8198"
"72720000","0.8476"
"72900000","0.8328"
"73080000","0.8202"
"73260000","0.8124"
"73440000","0.8572000000000001"
"73620000","0.8278000000000001"
"73800000","0.8602000000000001"
"73980000","0.8144"
"74160000","0.8505999999999999"
"74340000","0.8727999999999999"
"74520000","0.809"
"74700000","0.8383999999999999"
"74880000","0.8445999999999999"
"75060000","0.8493999999999999"
"75240000","0.8614"
"75420000","0.8523999999999999"
"75600000","0.8665999999999999"
"75780000","0.8404"
"75960000","0.827"
"76140000","0.8724000000000001"
"76320000","0.8452000000000001"
"76500000","0.8315999999999999"
"76680000","0.8502000000000001"
"76860000","0.8488"
"77040000","0.8543999999999999"
"77220000","0.8716"
"77400000","0.8473999999999999"
"77580000","0.8563999999999999"
"77760000","0.8608"
"77940000","0.849"
"78120000","0.8636"
"78300000","0.8705999999999999"
"78480000","0.8727999999999999"
"78660000","0.857"
"78840000","0.8625999999999999"
"79020000","0.8694"
"79200000","0.831"
"79380000","0.8654"
"79560000","0.8702000000000001"
"79740000","0.8592000000000001"
"79920000","0.8694000000000001"
