"Step","mix37_sp_stop0.8_seed2 - 8cover_rate"
"22501500","0.9691"
"22606500","0.96635"
"22711500","0.9683"
"22816500","0.9693"
"22921500","0.96525"
"23026500","0.9784"
"23131500","0.9636"
"23236500","0.97225"
"23341500","0.96645"
"23446500","0.96975"
"23551500","0.97325"
"23656500","0.977"
"23761500","0.97635"
"23866500","0.9751"
"23971500","0.9756"
"24076500","0.9775"
"24181500","0.9708"
"24286500","0.97225"
"24391500","0.97885"
"24496500","0.973"
"24601500","0.96045"
"24706500","0.9708"
"24811500","0.97425"
"24916500","0.97525"
"25021500","0.9773"
"25126500","0.9849"
"25231500","0.98835"
"25336500","0.9894"
"25441500","0.98765"
"25546500","0.986"
"25651500","0.98735"
"25756500","0.987"
"25861500","0.9886"
"25966500","0.9906"
"26071500","0.98755"
"26176500","0.9912"
"26281500","0.9912"
"26386500","0.98985"
"26491500","0.9879"
"26596500","0.9883"
"26701500","0.98405"
"26806500","0.9831"
"26911500","0.97845"
"27016500","0.98315"
"27121500","0.9698"
"27226500","0.9713"
"27331500","0.97675"
"27436500","0.97265"
"27541500","0.97175"
"27646500","0.976"
"27751500","0.9715"
"27856500","0.9798"
"27961500","0.98295"
"28066500","0.98255"
"28171500","0.9876"
"28276500","0.98345"
"28381500","0.98325"
"28486500","0.9867"
"28591500","0.9873"
"28696500","0.98595"
"28801500","0.98855"
"28906500","0.99115"
"29011500","0.99305"
