"Step","mix37_nostop_seed2 - 8cover_rate"
"136500","0.8603"
"273000","0.8677999999999999"
"404040","0.84085"
"535080","0.8607"
"661080","0.8539500000000001"
"787080","0.8533"
"908040","0.86015"
"1029000","0.8819000000000001"
"1144290","0.85625"
"1259580","0.8477"
"1370040","0.78155"
"1480500","0.78455"
"1585500","0.79055"
"1690500","0.7749499999999999"
"1795500","0.79555"
"1900500","0.7977"
"2005500","0.8133499999999999"
"2110500","0.7989999999999999"
"2215500","0.821"
"2320500","0.80195"
"2425500","0.7998999999999999"
"2530500","0.7974"
"2635500","0.8183499999999999"
"2740500","0.8238"
"2845500","0.84125"
"2950500","0.8488499999999999"
"3055500","0.8593"
"3160500","0.8585999999999999"
"3265500","0.84575"
"3370500","0.8357"
"3475500","0.8531"
"3580500","0.8655"
"3685500","0.8649499999999999"
"3790500","0.8940999999999999"
"3895500","0.87975"
"4000500","0.6577000000000001"
"4105500","0.60805"
"4210500","0.62295"
"4315500","0.6401"
"4420500","0.66"
"4525500","0.6603499999999999"
"4630500","0.67465"
"4735500","0.6732"
"4840500","0.68685"
"4945500","0.70015"
"5050500","0.7126"
"5155500","0.6942999999999999"
"5260500","0.7141499999999998"
"5365500","0.7102"
"5470500","0.7219500000000001"
"5575500","0.73915"
"5680500","0.7361"
"5785500","0.73495"
"5890500","0.72065"
"5995500","0.7415499999999999"
"6100500","0.7456999999999999"
"6205500","0.7514"
"6310500","0.75055"
"6415500","0.7458499999999999"
"6520500","0.7493500000000001"
"6625500","0.75605"
"6730500","0.7613"
"6835500","0.7750499999999999"
"6940500","0.7711999999999999"
"7045500","0.78455"
"7150500","0.7841000000000001"
"7255500","0.7718499999999999"
"7360500","0.81655"
"7465500","0.8115500000000001"
"7570500","0.82325"
"7675500","0.8130499999999999"
"7780500","0.8221999999999999"
"7885500","0.8184"
"7990500","0.81995"
"8095500","0.8148"
"8200500","0.80215"
"8305500","0.8168"
"8410500","0.8193499999999999"
"8515500","0.8059000000000001"
"8620500","0.8238"
"8725500","0.8288499999999999"
"8830500","0.799"
"8935500","0.8292999999999999"
"9040500","0.8321999999999999"
"9145500","0.8336500000000001"
"9250500","0.8265999999999999"
"9355500","0.8125999999999999"
"9460500","0.8065"
"9565500","0.78545"
"9670500","0.7745"
"9775500","0.7971500000000001"
"9880500","0.8050999999999999"
"9985500","0.8221999999999999"
"10090500","0.85185"
"10195500","0.8571499999999999"
"10300500","0.8607"
"10405500","0.8817999999999999"
"10510500","0.8938999999999999"
"10615500","0.8635999999999999"
"10720500","0.8846499999999998"
"10825500","0.89695"
"10930500","0.8878499999999999"
"11035500","0.8799"
"11140500","0.86"
"11245500","0.85045"
"11350500","0.84825"
"11455500","0.84325"
"11560500","0.85905"
"11665500","0.8490999999999999"
"11770500","0.8589"
"11875500","0.8795499999999999"
"11980500","0.8726499999999999"
"12085500","0.8615"
"12190500","0.8573500000000001"
"12295500","0.8553999999999999"
"12400500","0.8515"
"12505500","0.86265"
"12610500","0.8559"
"12715500","0.87195"
"12820500","0.9041"
"12925500","0.89655"
"13030500","0.89775"
"13135500","0.8926"
"13240500","0.8980499999999999"
"13345500","0.8989499999999999"
"13450500","0.8948499999999999"
"13555500","0.8823999999999999"
"13660500","0.88505"
"13765500","0.8906499999999999"
"13870500","0.8710999999999999"
"13975500","0.876"
"14080500","0.8670999999999999"
"14185500","0.8677999999999999"
"14290500","0.86835"
"14395500","0.86635"
"14500500","0.8485999999999999"
"14605500","0.8301499999999999"
"14710500","0.8308"
"14815500","0.81755"
"14920500","0.8296"
"15025500","0.8423500000000002"
"15130500","0.8515999999999999"
"15235500","0.8413999999999999"
"15340500","0.8543999999999999"
"15445500","0.8538499999999999"
"15550500","0.85415"
