"Step","ours_withoutwarmup_check_true_seed1 - 8cover_rate"
"105000","0.8937999999999999"
"210000","0.8882000000000001"
"315000","0.8898499999999999"
"420000","0.8654"
"525000","0.88635"
"630000","0.8647999999999999"
"735000","0.8528"
"840000","0.8653"
"945000","0.8579000000000001"
"1050000","0.8733"
"1155000","0.87725"
"1260000","0.8702"
"1365000","0.8705"
"1470000","0.8649000000000001"
"1575000","0.86935"
"1680000","0.8846499999999999"
"1785000","0.85945"
"1890000","0.8735499999999999"
"1995000","0.87015"
"2100000","0.8919000000000001"
"2205000","0.87475"
"2310000","0.87505"
"2415000","0.8753"
"2520000","0.8935"
"2625000","0.8874500000000001"
"2730000","0.8893"
"2835000","0.89515"
"2940000","0.91075"
"3045000","0.90475"
"3150000","0.90195"
"3255000","0.90435"
"3360000","0.8944500000000001"
"3465000","0.8956500000000001"
"3570000","0.89775"
"3675000","0.906"
"3780000","0.89675"
"3885000","0.9057"
"3990000","0.91"
"4095000","0.8925"
"4200000","0.8954500000000001"
"4305000","0.8919"
"4410000","0.88735"
"4515000","0.8872000000000001"
"4620000","0.9089"
"4725000","0.9044"
"4830000","0.8954500000000001"
"4935000","0.89495"
"5040000","0.8957"
"5145000","0.9067"
"5250000","0.9033"
"5355000","0.8977"
"5460000","0.8883499999999999"
"5565000","0.90475"
"5670000","0.9055"
"5775000","0.9119"
"5880000","0.9015"
"5985000","0.90225"
"6090000","0.90475"
"6195000","0.90585"
"6300000","0.90105"
"6405000","0.8996000000000001"
"6510000","0.9043"
"6615000","0.89575"
"6720000","0.89685"
"6825000","0.8943"
"6930000","0.9005"
"7035000","0.89725"
"7140000","0.8933"
"7245000","0.8856499999999999"
"7350000","0.8887"
"7455000","0.8913499999999999"
"7560000","0.8950499999999999"
"7665000","0.88895"
"7770000","0.8765999999999999"
"7875000","0.88305"
"7980000","0.8915"
"8085000","0.90205"
"8190000","0.89245"
"8295000","0.89925"
"8400000","0.90595"
"8505000","0.90365"
"8610000","0.8981999999999999"
"8715000","0.90155"
"8820000","0.90015"
"8925000","0.8984500000000001"
"9030000","0.90445"
"9135000","0.9065"
"9240000","0.9014"
"9345000","0.9022"
"9450000","0.90175"
"9555000","0.9036"
"9660000","0.91275"
"9765000","0.9033"
"9870000","0.9099"
"9975000","0.9045"
"10080000","0.9123"
"10185000","0.91055"
"10290000","0.9118"
"10395000","0.91595"
"10500000","0.9221"
"10605000","0.9314"
"10710000","0.92155"
"10815000","0.9215"
"10920000","0.917"
"11025000","0.9103"
"11130000","0.9173"
"11235000","0.9318"
"11340000","0.91525"
"11445000","0.9153"
"11550000","0.92245"
"11655000","0.90925"
