"Step","pc_pb_seed3 - 4cover_rate"
"19980000","0.3045"
"20040000","0.3073"
"20100000","0.3005"
"20160000","0.30469999999999997"
"20220000","0.30010000000000003"
"20280000","0.30939999999999995"
"20340000","0.3066"
"20400000","0.323"
"20460000","0.3033"
"20520000","0.31160000000000004"
"20580000","0.3062"
"20640000","0.30310000000000004"
"20700000","0.30910000000000004"
"20760000","0.3083"
"20820000","0.30660000000000004"
"20880000","0.3057"
"20940000","0.3133"
"21000000","0.3153"
"21060000","0.3105"
"21120000","0.3035"
"21180000","0.30910000000000004"
"21240000","0.30210000000000004"
"21300000","0.30639999999999995"
"21360000","0.3113"
"21420000","0.30839999999999995"
"21480000","0.30989999999999995"
"21540000","0.3065"
"21600000","0.2935"
"21660000","0.31039999999999995"
"21720000","0.3018"
"21780000","0.3055"
"21840000","0.30029999999999996"
"21900000","0.306"
"21960000","0.30010000000000003"
"22020000","0.30619999999999997"
"22080000","0.3072"
"22140000","0.2942000000000001"
"22200000","0.3055"
"22260000","0.2919"
"22320000","0.31329999999999997"
"22380000","0.301"
"22440000","0.31010000000000004"
"22500000","0.3043"
"22560000","0.30660000000000004"
"22620000","0.3"
"22680000","0.30229999999999996"
"22740000","0.2987"
"22800000","0.304"
"22860000","0.30469999999999997"
"22920000","0.29510000000000003"
"22980000","0.3197"
"23040000","0.30390000000000006"
"23100000","0.3155"
"23160000","0.313"
"23220000","0.3155"
"23280000","0.3025"
"23340000","0.2847"
"23400000","0.3029"
"23460000","0.3044"
"23520000","0.2935"
"23580000","0.30820000000000003"
"23640000","0.3123"
"23700000","0.30279999999999996"
"23760000","0.3076"
"23820000","0.3053"
"23880000","0.3035"
"23940000","0.3028"
"24000000","0.2944"
"24060000","0.30410000000000004"
"24120000","0.30260000000000004"
"24180000","0.3004"
"24240000","0.31779999999999997"
"24300000","0.3077"
"24360000","0.31579999999999997"
"24420000","0.31739999999999996"
"24480000","0.303"
"24540000","0.3033"
"24600000","0.29960000000000003"
"24660000","0.31110000000000004"
"24720000","0.30639999999999995"
"24780000","0.31210000000000004"
"24840000","0.31210000000000004"
"24900000","0.3089"
"24960000","0.31420000000000003"
"25020000","0.3054"
"25080000","0.31820000000000004"
"25140000","0.3015"
"25200000","0.31479999999999997"
"25260000","0.30419999999999997"
"25320000","0.31370000000000003"
"25380000","0.31160000000000004"
"25440000","0.3019"
"25500000","0.3145"
"25560000","0.31260000000000004"
"25620000","0.3039"
"25680000","0.3225"
"25740000","0.305"
"25800000","0.30160000000000003"
"25860000","0.30939999999999995"
"25920000","0.32530000000000003"
"25980000","0.3108"
"26040000","0.3103"
"26100000","0.30510000000000004"
"26160000","0.3226"
"26220000","0.3231"
"26280000","0.31889999999999996"
"26340000","0.31210000000000004"
"26400000","0.3278"
"26460000","0.31980000000000003"
"26520000","0.32430000000000003"
"26580000","0.31389999999999996"
"26640000","0.3225"
"26700000","0.30779999999999996"
"26760000","0.3246"
"26820000","0.31679999999999997"
"26880000","0.3175"
"26940000","0.3034"
"27000000","0.3307"
"27060000","0.32089999999999996"
"27120000","0.3115"
"27180000","0.3196"
"27240000","0.3215"
"27300000","0.3211"
"27360000","0.32009999999999994"
"27420000","0.3257"
"27480000","0.32880000000000004"
"27540000","0.3199"
"27600000","0.312"
"27660000","0.32239999999999996"
"27720000","0.32230000000000003"
"27780000","0.3137"
"27840000","0.3095"
"27900000","0.323"
"27960000","0.325"
"28020000","0.31310000000000004"
"28080000","0.3211"
"28140000","0.327"
"28200000","0.31270000000000003"
"28260000","0.3175"
"28320000","0.331"
"28380000","0.32789999999999997"
"28440000","0.32430000000000003"
"28500000","0.32580000000000003"
"28560000","0.31139999999999995"
"28620000","0.3318"
"28680000","0.3128"
"28740000","0.33"
"28800000","0.31460000000000005"
"28860000","0.31789999999999996"
"28920000","0.32780000000000004"
"28980000","0.3236"
"29040000","0.3222"
"29100000","0.33"
"29160000","0.3167"
"29220000","0.299"
"29280000","0.30839999999999995"
"29340000","0.32389999999999997"
"29400000","0.31589999999999996"
"29460000","0.31770000000000004"
"29520000","0.3111"
"29580000","0.31589999999999996"
"29640000","0.3283"
"29700000","0.3205"
"29760000","0.3301"
"29820000","0.31210000000000004"
"29880000","0.32430000000000003"
"29940000","0.3198"
"30000000","0.31880000000000003"
"30060000","0.31889999999999996"
"30120000","0.32789999999999997"
"30180000","0.3195"
"30240000","0.31620000000000004"
"30300000","0.32559999999999995"
"30360000","0.3201"
"30420000","0.3085"
"30480000","0.32439999999999997"
"30540000","0.3228"
"30600000","0.31980000000000003"
"30660000","0.3135"
"30720000","0.3282"
"30780000","0.31539999999999996"
"30840000","0.329"
"30900000","0.31239999999999996"
"30960000","0.32280000000000003"
"31020000","0.31610000000000005"
"31080000","0.3245"
"31140000","0.3214"
"31200000","0.3433"
"31260000","0.3207"
"31320000","0.328"
"31380000","0.3202"
"31440000","0.31660000000000005"
"31500000","0.32389999999999997"
"31560000","0.319"
"31620000","0.32039999999999996"
"31680000","0.3291"
"31740000","0.32489999999999997"
"31800000","0.31810000000000005"
"31860000","0.31989999999999996"
"31920000","0.315"
"31980000","0.3237"
"32040000","0.3195"
"32100000","0.315"
"32160000","0.31920000000000004"
"32220000","0.32839999999999997"
"32280000","0.3123"
"32340000","0.32380000000000003"
"32400000","0.31889999999999996"
"32460000","0.31689999999999996"
"32520000","0.3247"
"32580000","0.3266"
"32640000","0.31320000000000003"
"32700000","0.316"
"32760000","0.32430000000000003"
"32820000","0.3225"
"32880000","0.3275"
"32940000","0.32739999999999997"
"33000000","0.32570000000000005"
"33060000","0.3321"
"33120000","0.327"
"33180000","0.32289999999999996"
"33240000","0.32509999999999994"
"33300000","0.31489999999999996"
"33360000","0.32189999999999996"
"33420000","0.31810000000000005"
"33480000","0.3227"
"33540000","0.32289999999999996"
"33600000","0.3494"
"33660000","0.3345"
"33720000","0.33370000000000005"
"33780000","0.3297"
"33840000","0.32730000000000004"
"33900000","0.3301"
"33960000","0.3125"
"34020000","0.3243"
"34080000","0.324"
"34140000","0.3145"
"34200000","0.327"
"34260000","0.3232"
"34320000","0.3397"
"34380000","0.3362"
"34440000","0.34120000000000006"
"34500000","0.31739999999999996"
"34560000","0.32230000000000003"
"34620000","0.3362"
"34680000","0.3197"
"34740000","0.32989999999999997"
"34800000","0.3344"
"34860000","0.32439999999999997"
"34920000","0.32739999999999997"
"34980000","0.3329"
"35040000","0.3321"
"35100000","0.3306"
"35160000","0.32939999999999997"
"35220000","0.3252"
"35280000","0.3226"
"35340000","0.3227"
"35400000","0.325"
"35460000","0.3237"
"35520000","0.32489999999999997"
"35580000","0.3302"
"35640000","0.31679999999999997"
"35700000","0.3318"
"35760000","0.3366"
"35820000","0.32380000000000003"
"35880000","0.32439999999999997"
"35940000","0.32339999999999997"
"36000000","0.3366"
"36060000","0.3409"
"36120000","0.3419"
"36180000","0.3363"
"36240000","0.3344"
"36300000","0.339"
"36360000","0.3321"
"36420000","0.3489"
"36480000","0.338"
"36540000","0.3341"
"36600000","0.32470000000000004"
"36660000","0.3366"
"36720000","0.3426"
"36780000","0.3397"
"36840000","0.3321"
"36900000","0.3367"
"36960000","0.3511"
"37020000","0.3276"
"37080000","0.3296"
"37140000","0.3517"
"37200000","0.3375"
"37260000","0.3519"
"37320000","0.34329999999999994"
"37380000","0.3404"
"37440000","0.3364"
"37500000","0.3447"
"37560000","0.34470000000000006"
"37620000","0.3375"
"37680000","0.34020000000000006"
"37740000","0.3401"
"37800000","0.3433"
"37860000","0.32989999999999997"
"37920000","0.3375"
"37980000","0.3342"
"38040000","0.3395"
"38100000","0.3414"
"38160000","0.338"
"38220000","0.34179999999999994"
"38280000","0.3401"
"38340000","0.33220000000000005"
"38400000","0.3297"
"38460000","0.3409"
"38520000","0.3405"
"38580000","0.34620000000000006"
"38640000","0.3325"
"38700000","0.3366"
"38760000","0.33720000000000006"
"38820000","0.3379"
"38880000","0.3376"
"38940000","0.3423"
"39000000","0.3421"
"39060000","0.3405"
"39120000","0.3482"
"39180000","0.3464"
"39240000","0.3483"
"39300000","0.3365"
"39360000","0.342"
"39420000","0.34259999999999996"
"39480000","0.3509"
"39540000","0.343"
"39600000","0.3398"
"39660000","0.3417"
"39720000","0.3397"
"39780000","0.3528"
"39840000","0.3413"
"39900000","0.342"
"39960000","0.326"
"40020000","0.3338"
"40080000","0.34220000000000006"
"40140000","0.3514"
"40200000","0.3633"
"40260000","0.3412"
"40320000","0.3584"
"40380000","0.3425"
"40440000","0.3516"
"40500000","0.34720000000000006"
"40560000","0.3408"
"40620000","0.339"
"40680000","0.3356"
"40740000","0.3502"
"40800000","0.3408"
"40860000","0.3416"
"40920000","0.3416"
"40980000","0.3458"
"41040000","0.3545"
"41100000","0.3559"
"41160000","0.3508"
"41220000","0.3408"
"41280000","0.3406"
"41340000","0.3519"
"41400000","0.3504"
"41460000","0.34229999999999994"
"41520000","0.3414"
"41580000","0.3489"
"41640000","0.3411"
"41700000","0.3536"
"41760000","0.3563"
"41820000","0.3556"
"41880000","0.3499"
"41940000","0.3419"
"42000000","0.3444"
"42060000","0.34279999999999994"
"42120000","0.3406"
"42180000","0.3456"
"42240000","0.3536"
"42300000","0.3499"
"42360000","0.3464"
"42420000","0.3435"
"42480000","0.3564"
"42540000","0.3528"
"42600000","0.343"
"42660000","0.3551"
"42720000","0.3537"
"42780000","0.3449"
"42840000","0.35620000000000007"
"42900000","0.3559"
"42960000","0.3626"
"43020000","0.3443"
"43080000","0.3629"
"43140000","0.3687"
"43200000","0.3674"
"43260000","0.3509"
"43320000","0.3555"
"43380000","0.3606"
"43440000","0.355"
"43500000","0.34340000000000004"
"43560000","0.356"
"43620000","0.3451"
"43680000","0.3584"
"43740000","0.3468"
"43800000","0.353"
"43860000","0.3552"
"43920000","0.3609"
"43980000","0.35370000000000007"
"44040000","0.3559"
"44100000","0.3492"
"44160000","0.3377"
"44220000","0.3478"
"44280000","0.3555"
"44340000","0.3448"
"44400000","0.352"
"44460000","0.3541"
"44520000","0.3483"
"44580000","0.3492"
"44640000","0.3611"
"44700000","0.3659"
"44760000","0.3614"
"44820000","0.3628"
"44880000","0.3559"
"44940000","0.3575"
"45000000","0.3633"
"45060000","0.3578"
"45120000","0.3552"
"45180000","0.3636"
"45240000","0.3579"
"45300000","0.358"
"45360000","0.3508"
"45420000","0.365"
"45480000","0.3553"
"45540000","0.3606"
"45600000","0.3659"
"45660000","0.3411"
"45720000","0.3486"
"45780000","0.3523"
"45840000","0.3513"
"45900000","0.34679999999999994"
"45960000","0.3475"
"46020000","0.3681"
"46080000","0.3541"
"46140000","0.3611"
"46200000","0.3589"
"46260000","0.36"
"46320000","0.3618"
"46380000","0.368"
"46440000","0.3615"
"46500000","0.3541"
"46560000","0.3575"
"46620000","0.3565"
"46680000","0.351"
"46740000","0.3511"
"46800000","0.3541"
"46860000","0.3555"
"46920000","0.354"
"46980000","0.3476"
"47040000","0.3611"
"47100000","0.361"
"47160000","0.3441"
"47220000","0.362"
"47280000","0.3635"
"47340000","0.34620000000000006"
"47400000","0.3557"
"47460000","0.3635"
"47520000","0.3693"
"47580000","0.3613"
"47640000","0.3554"
"47700000","0.3482"
"47760000","0.3473"
"47820000","0.3584"
"47880000","0.3656"
"47940000","0.35960000000000003"
"48000000","0.351"
"48060000","0.3563"
"48120000","0.352"
"48180000","0.3616"
"48240000","0.3544"
"48300000","0.3669"
"48360000","0.3501"
"48420000","0.3759"
"48480000","0.3625"
"48540000","0.3731"
"48600000","0.3701"
"48660000","0.3654"
"48720000","0.3663"
"48780000","0.3679"
"48840000","0.3679"
"48900000","0.377"
"48960000","0.3616"
"49020000","0.3669"
"49080000","0.3787"
"49140000","0.3723999999999999"
"49200000","0.357"
"49260000","0.3607"
"49320000","0.3575"
"49380000","0.3619"
"49440000","0.3619"
"49500000","0.3698"
"49560000","0.3784"
"49620000","0.374"
"49680000","0.3748"
"49740000","0.3658"
"49800000","0.3688"
"49860000","0.3466"
"49920000","0.3869"
"49980000","0.3788"
"50040000","0.3832"
"50100000","0.3735"
"50160000","0.3744"
"50220000","0.3773"
"50280000","0.3798"
"50340000","0.3698999999999999"
"50400000","0.3653"
"50460000","0.3698"
"50520000","0.3529"
"50580000","0.3733"
"50640000","0.386"
"50700000","0.3695"
"50760000","0.3903"
"50820000","0.3843"
"50880000","0.3755"
"50940000","0.3781000000000001"
"51000000","0.3733999999999999"
"51060000","0.3669"
"51120000","0.3783"
"51180000","0.3823"
"51240000","0.368"
"51300000","0.3795"
"51360000","0.3725"
"51420000","0.377"
"51480000","0.3727"
"51540000","0.3751"
"51600000","0.3925"
"51660000","0.3569"
"51720000","0.3666"
"51780000","0.3744"
"51840000","0.382"
"51900000","0.376"
"51960000","0.3808"
"52020000","0.3774"
"52080000","0.3733"
"52140000","0.3844"
"52200000","0.3685"
"52260000","0.3771000000000001"
"52320000","0.3722"
"52380000","0.377"
"52440000","0.3798"
"52500000","0.3716"
"52560000","0.386"
"52620000","0.3802"
"52680000","0.3713"
"52740000","0.3652"
"52800000","0.3866"
"52860000","0.3776000000000001"
"52920000","0.3798"
"52980000","0.3818"
"53040000","0.37"
"53100000","0.376"
"53160000","0.379"
"53220000","0.3847"
"53280000","0.3896"
"53340000","0.3842"
"53400000","0.3758"
"53460000","0.3787"
"53520000","0.3623"
"53580000","0.3802"
"53640000","0.3732"
"53700000","0.3752"
"53760000","0.3765"
"53820000","0.3886"
"53880000","0.37"
"53940000","0.3748"
"54000000","0.3788"
"54060000","0.3889"
"54120000","0.3848"
"54180000","0.3888"
"54240000","0.3633"
"54300000","0.3737"
"54360000","0.3746"
"54420000","0.3847"
"54480000","0.3786000000000001"
"54540000","0.38"
"54600000","0.3768"
"54660000","0.3847"
"54720000","0.3615"
"54780000","0.3801000000000001"
"54840000","0.39"
"54900000","0.3855"
"54960000","0.3908"
"55020000","0.3875"
"55080000","0.3792"
"55140000","0.39429999999999993"
"55200000","0.3897"
"55260000","0.3849"
"55320000","0.3851"
"55380000","0.399"
"55440000","0.4023"
"55500000","0.394"
"55560000","0.3892"
"55620000","0.3896"
"55680000","0.392"
"55740000","0.3851"
"55800000","0.3818"
"55860000","0.3952"
"55920000","0.3984"
"55980000","0.4005"
"56040000","0.39920000000000005"
"56100000","0.4032"
"56160000","0.4016"
"56220000","0.3991"
"56280000","0.3953"
"56340000","0.39379999999999993"
"56400000","0.3906"
"56460000","0.396"
"56520000","0.3998"
"56580000","0.3835"
"56640000","0.3917"
"56700000","0.3928"
"56760000","0.4085"
"56820000","0.3921"
"56880000","0.3913"
"56940000","0.386"
"57000000","0.4015"
"57060000","0.395"
"57120000","0.3927999999999999"
"57180000","0.4041"
"57240000","0.3882"
"57300000","0.3866"
"57360000","0.3996"
"57420000","0.4019"
"57480000","0.4062"
"57540000","0.3914"
"57600000","0.393"
"57660000","0.4104"
"57720000","0.4"
"57780000","0.4041"
"57840000","0.3883"
"57900000","0.4074"
"57960000","0.3968"
"58020000","0.4058"
"58080000","0.4235"
"58140000","0.4094"
"58200000","0.4047"
"58260000","0.4017"
"58320000","0.399"
"58380000","0.403"
"58440000","0.4243"
"58500000","0.405"
"58560000","0.4015"
"58620000","0.4161"
"58680000","0.4215"
"58740000","0.4194"
"58800000","0.4071"
"58860000","0.4194"
"58920000","0.414"
"58980000","0.4106"
"59040000","0.4005"
"59100000","0.416"
"59160000","0.4112"
"59220000","0.4065"
"59280000","0.4017"
"59340000","0.4079"
"59400000","0.4266"
"59460000","0.4086"
"59520000","0.409"
"59580000","0.3932"
"59640000","0.4265"
"59700000","0.4081"
"59760000","0.41570000000000007"
"59820000","0.4244"
"59880000","0.4099"
"59940000","0.4171"
"60000000","0.4141"
"60060000","0.4044"
"60120000","0.4124"
"60180000","0.4161"
"60240000","0.4165"
"60300000","0.4099"
"60360000","0.402"
"60420000","0.4215"
"60480000","0.41470000000000007"
"60540000","0.4145"
"60600000","0.4124"
"60660000","0.4107"
"60720000","0.4268"
"60780000","0.422"
"60840000","0.4225"
"60900000","0.4258"
"60960000","0.4244"
"61020000","0.3969"
"61080000","0.4185"
"61140000","0.4338"
"61200000","0.4192000000000001"
"61260000","0.415"
"61320000","0.4194"
"61380000","0.4113"
"61440000","0.4305"
"61500000","0.4213"
"61560000","0.4214"
"61620000","0.4231"
"61680000","0.4169"
"61740000","0.4204"
"61800000","0.4209"
"61860000","0.4059"
"61920000","0.409"
"61980000","0.4193"
"62040000","0.4222999999999999"
"62100000","0.4182"
"62160000","0.40570000000000006"
"62220000","0.4317"
"62280000","0.4169"
"62340000","0.4286"
"62400000","0.4201"
"62460000","0.4249"
"62520000","0.4286"
"62580000","0.4179"
"62640000","0.4287"
"62700000","0.4209"
"62760000","0.4217"
"62820000","0.4187999999999999"
"62880000","0.4201"
"62940000","0.4219"
"63000000","0.4206"
"63060000","0.4328"
"63120000","0.4134"
"63180000","0.4224"
"63240000","0.4188"
"63300000","0.422"
"63360000","0.431"
"63420000","0.4255"
"63480000","0.4198"
"63540000","0.4165"
"63600000","0.4278"
"63660000","0.4233"
"63720000","0.4273"
"63780000","0.4275"
"63840000","0.4305"
"63900000","0.4177999999999999"
"63960000","0.4228"
"64020000","0.4318"
"64080000","0.4187"
"64140000","0.4313999999999999"
"64200000","0.414"
"64260000","0.4355"
"64320000","0.43"
"64380000","0.4327"
"64440000","0.4359"
"64500000","0.407"
"64560000","0.4222"
"64620000","0.4269"
"64680000","0.4273"
"64740000","0.4225"
"64800000","0.4266"
"64860000","0.4231"
"64920000","0.4323999999999999"
"64980000","0.4222"
"65040000","0.4317"
"65100000","0.4181"
"65160000","0.4432"
"65220000","0.4346"
"65280000","0.4365"
"65340000","0.4525"
"65400000","0.431"
"65460000","0.4276"
"65520000","0.4313999999999999"
"65580000","0.4226"
"65640000","0.4294"
"65700000","0.4425"
"65760000","0.435"
"65820000","0.4276"
"65880000","0.4297"
"65940000","0.4378"
"66000000","0.4234"
"66060000","0.4406000000000001"
"66120000","0.4323"
"66180000","0.4249"
"66240000","0.442"
"66300000","0.4278"
"66360000","0.4473"
"66420000","0.4368"
"66480000","0.4248"
"66540000","0.4517"
"66600000","0.4239"
"66660000","0.4299"
"66720000","0.4394"
"66780000","0.4247"
"66840000","0.4266"
"66900000","0.4409"
"66960000","0.4259"
"67020000","0.4419"
"67080000","0.4343"
"67140000","0.4355"
"67200000","0.425"
"67260000","0.4304"
"67320000","0.4258"
"67380000","0.447"
"67440000","0.4353999999999999"
"67500000","0.4439"
"67560000","0.4308999999999999"
"67620000","0.4455"
"67680000","0.4476"
"67740000","0.4482"
"67800000","0.4168"
"67860000","0.4434"
"67920000","0.4504"
"67980000","0.4528"
"68040000","0.4471"
"68100000","0.4396000000000001"
"68160000","0.4487"
"68220000","0.4643"
"68280000","0.4477"
"68340000","0.4518"
"68400000","0.4652"
"68460000","0.4649"
"68520000","0.4597"
"68580000","0.4491"
"68640000","0.4511"
"68700000","0.4373"
"68760000","0.4554"
"68820000","0.4548"
"68880000","0.442"
"68940000","0.4484"
"69000000","0.4635"
"69060000","0.459"
"69120000","0.4634"
"69180000","0.4584"
"69240000","0.4579"
"69300000","0.463"
"69360000","0.4509"
"69420000","0.4566"
"69480000","0.4524"
"69540000","0.4691"
"69600000","0.4659"
"69660000","0.4661"
"69720000","0.4596"
"69780000","0.4488"
"69840000","0.4686"
"69900000","0.4449"
"69960000","0.4604"
"70020000","0.4503"
"70080000","0.4535"
"70140000","0.4576"
"70200000","0.4464"
"70260000","0.4539"
"70320000","0.4542"
"70380000","0.4532000000000001"
"70440000","0.4614"
"70500000","0.4704"
"70560000","0.4484"
"70620000","0.4645"
"70680000","0.4555"
"70740000","0.4503"
"70800000","0.4814000000000001"
"70860000","0.4526"
"70920000","0.4675"
"70980000","0.4693"
"71040000","0.4686"
"71100000","0.471"
"71160000","0.4471"
"71220000","0.4555"
"71280000","0.45"
"71340000","0.4726"
"71400000","0.45209999999999995"
"71460000","0.4449"
"71520000","0.4693"
"71580000","0.4511"
"71640000","0.4513"
"71700000","0.4601"
"71760000","0.4503"
"71820000","0.4571"
"71880000","0.4552999999999999"
"71940000","0.4585"
"72000000","0.4666"
"72060000","0.4575"
"72120000","0.4629"
"72180000","0.465"
"72240000","0.4624"
"72300000","0.4714"
"72360000","0.45779999999999993"
"72420000","0.455"
"72480000","0.4574"
"72540000","0.4605"
"72600000","0.47179999999999994"
"72660000","0.4621"
"72720000","0.4596"
"72780000","0.4688"
"72840000","0.4651"
