"Step","solved_sp3_leftup_rightdown_seed1 - cover_rate_5step"
"34965000","0.4831"
"35070000","0.5024000000000001"
"35175000","0.4907"
"35280000","0.4881"
"35385000","0.4914"
"35490000","0.4826"
"35595000","0.4847"
"35700000","0.4856999999999999"
"35805000","0.5027"
"35910000","0.5187"
"36015000","0.5048"
"36120000","0.4978"
"36225000","0.4997"
"36330000","0.4982"
"36435000","0.4861"
"36540000","0.4925"
"36645000","0.4847"
"36750000","0.5328999999999999"
"36855000","0.4873"
"36960000","0.47420000000000007"
"37065000","0.4937"
"37170000","0.4997"
"37275000","0.4892"
"37380000","0.5009"
"37485000","0.5067"
"37590000","0.5028"
"37695000","0.5216000000000001"
"37800000","0.5007"
"37905000","0.5081"
"38010000","0.5086"
"38115000","0.5053"
"38220000","0.5132000000000001"
"38325000","0.5061"
"38430000","0.4999"
"38535000","0.518"
"38640000","0.4987"
"38745000","0.5026"
"38850000","0.5062"
"38955000","0.4927"
"39060000","0.5067"
"39165000","0.5017999999999999"
"39270000","0.5004"
"39375000","0.4912"
"39480000","0.5071"
"39585000","0.5098"
"39690000","0.5166"
"39795000","0.5126000000000001"
"39900000","0.5165"
"40005000","0.5114000000000001"
"40110000","0.5234000000000001"
"40215000","0.5127999999999999"
"40320000","0.5384000000000001"
"40425000","0.5338"
"40530000","0.525"
"40635000","0.502"
"40740000","0.5237999999999999"
"40845000","0.5043000000000001"
"40950000","0.5232"
"41055000","0.5128"
"41160000","0.5287999999999999"
"41265000","0.5094"
"41370000","0.5081"
"41475000","0.5036"
"41580000","0.531"
"41685000","0.5308"
"41790000","0.5166000000000001"
"41895000","0.5237"
"42000000","0.5277000000000001"
"42105000","0.5266"
"42210000","0.5371"
"42315000","0.5217"
"42420000","0.5211"
"42525000","0.5407000000000001"
"42630000","0.5351"
"42735000","0.5185"
"42840000","0.5317000000000001"
"42945000","0.5314000000000001"
"43050000","0.5235"
"43155000","0.5370999999999999"
"43260000","0.5509"
"43365000","0.5372"
"43470000","0.54"
"43575000","0.5137999999999999"
"43680000","0.5271"
"43785000","0.5277000000000001"
"43890000","0.5357000000000001"
"43995000","0.5326"
"44100000","0.5207"
"44205000","0.5362"
"44310000","0.5256000000000001"
"44415000","0.5354"
"44520000","0.5392"
"44625000","0.5398999999999999"
"44730000","0.5500999999999999"
"44835000","0.5288999999999999"
"44940000","0.5446"
"45045000","0.5397000000000001"
"45150000","0.555"
"45255000","0.5555999999999999"
"45360000","0.5665"
"45465000","0.5442"
"45570000","0.5560999999999999"
"45675000","0.5567000000000001"
"45780000","0.5532"
"45885000","0.5526"
"45990000","0.5652"
"46095000","0.5383"
"46200000","0.5587"
"46305000","0.5638"
"46410000","0.5515"
"46515000","0.5504"
"46620000","0.5579"
"46725000","0.5631"
"46830000","0.5611"
"46935000","0.5615"
"47040000","0.5621999999999999"
"47145000","0.571"
"47250000","0.5729"
"47355000","0.5728"
"47460000","0.5658"
"47565000","0.5651"
"47670000","0.5457"
"47775000","0.5692999999999999"
"47880000","0.5655999999999999"
"47985000","0.5518"
"48090000","0.554"
"48195000","0.5732"
"48300000","0.5677"
"48405000","0.5737000000000001"
"48510000","0.566"
"48615000","0.5565"
"48720000","0.5614"
"48825000","0.5775999999999999"
"48930000","0.5714"
"49035000","0.5835"
"49140000","0.5779000000000001"
"49245000","0.5772"
"49350000","0.5785"
"49455000","0.564"
"49560000","0.5825"
"49665000","0.5669000000000001"
"49770000","0.5623"
"49875000","0.5678"
"49980000","0.5555"
"50085000","0.5644000000000001"
"50190000","0.5898"
"50295000","0.5736"
"50400000","0.5705"
"50505000","0.5712"
"50610000","0.5859"
"50715000","0.5572"
"50820000","0.5916"
"50925000","0.5699"
"51030000","0.5876"
"51135000","0.5794"
"51240000","0.5619000000000001"
"51345000","0.5892999999999999"
"51450000","0.5885"
"51555000","0.5758"
"51660000","0.5755"
"51765000","0.5985999999999999"
"51870000","0.6101"
"51975000","0.5765"
"52080000","0.5948"
"52185000","0.6055"
"52290000","0.605"
"52395000","0.584"
"52500000","0.5722"
"52605000","0.5871"
"52710000","0.6095999999999999"
"52815000","0.5985"
"52920000","0.5946"
"53025000","0.6048"
"53130000","0.5867"
"53235000","0.6050999999999999"
"53340000","0.6007"
"53445000","0.5936999999999999"
"53550000","0.6005"
"53655000","0.5856"
"53760000","0.5882000000000001"
"53865000","0.5771000000000001"
"53970000","0.5915"
"54075000","0.6233"
"54180000","0.6196"
"54285000","0.6090999999999999"
"54390000","0.5892999999999999"
"54495000","0.606"
"54600000","0.6000999999999999"
"54705000","0.5991000000000001"
"54810000","0.6020999999999999"
"54915000","0.617"
"55020000","0.5985999999999999"
"55125000","0.5842"
"55230000","0.6073"
"55335000","0.6092"
"55440000","0.609"
"55545000","0.6136"
"55650000","0.6211"
"55755000","0.6008"
"55860000","0.5915"
"55965000","0.6187999999999999"
"56070000","0.6033999999999999"
"56175000","0.6124"
"56280000","0.599"
"56385000","0.6156999999999999"
"56490000","0.6175"
"56595000","0.591"
"56700000","0.6042000000000001"
"56805000","0.6087"
"56910000","0.6185"
"57015000","0.6101"
"57120000","0.6144000000000001"
"57225000","0.619"
"57330000","0.6067"
"57435000","0.6043999999999999"
"57540000","0.5988000000000001"
"57645000","0.6185999999999999"
"57750000","0.6112"
"57855000","0.5954"
"57960000","0.6083"
"58065000","0.6105999999999999"
"58170000","0.6108"
"58275000","0.6177999999999999"
"58380000","0.6187999999999999"
"58485000","0.6239"
"58590000","0.6285"
"58695000","0.6284"
"58800000","0.6403"
"58905000","0.614"
"59010000","0.6082"
"59115000","0.6155"
"59220000","0.6233"
"59325000","0.6084"
"59430000","0.6200999999999999"
"59535000","0.6372000000000001"
"59640000","0.6093999999999999"
"59745000","0.6027"
"59850000","0.6187999999999999"
"59955000","0.6127"
"60060000","0.6018"
"60165000","0.6253"
"60270000","0.6255"
"60375000","0.6065999999999999"
"60480000","0.627"
"60585000","0.6103"
"60690000","0.6362000000000001"
"60795000","0.616"
"60900000","0.6227999999999999"
"61005000","0.6204"
"61110000","0.6103999999999999"
"61215000","0.6245"
"61320000","0.6155999999999999"
"61425000","0.621"
"61530000","0.6172000000000001"
"61635000","0.6142000000000001"
"61740000","0.6096999999999999"
"61845000","0.6359"
"61950000","0.6125"
"62055000","0.6359"
"62160000","0.6313"
"62265000","0.6346"
"62370000","0.626"
"62475000","0.6332000000000001"
"62580000","0.634"
"62685000","0.6259"
"62790000","0.5485"
"62895000","0.568"
"63000000","0.5686"
"63105000","0.5877"
"63210000","0.5835999999999999"
"63315000","0.5945"
"63420000","0.5908"
"63525000","0.5979"
"63630000","0.6003999999999999"
"63735000","0.6098"
"63840000","0.5956999999999999"
"63945000","0.6155"
"64050000","0.6113"
"64155000","0.6164"
"64260000","0.6204"
"64365000","0.6167"
"64470000","0.6087"
"64575000","0.6179"
"64680000","0.6301"
"64785000","0.6103"
"64890000","0.6043"
"64995000","0.6174000000000001"
"65100000","0.6178"
"65205000","0.6323"
"65310000","0.6328999999999999"
"65415000","0.6134"
"65520000","0.624"
"65625000","0.6359"
"65730000","0.6235"
"65835000","0.6287"
"65940000","0.6356999999999999"
"66045000","0.6287999999999999"
"66150000","0.6379000000000001"
"66255000","0.6357"
"66360000","0.6226"
"66465000","0.6296"
"66570000","0.6019000000000001"
"66675000","0.618"
"66780000","0.6126999999999999"
"66885000","0.6194000000000001"
"66990000","0.626"
"67095000","0.6339000000000001"
"67200000","0.6209"
"67305000","0.6401"
"67410000","0.6214"
"67515000","0.6273000000000001"
"67620000","0.6304"
"67725000","0.6366999999999999"
"67830000","0.6526000000000001"
"67935000","0.6149000000000001"
"68040000","0.6312"
"68145000","0.627"
"68250000","0.6279000000000001"
"68355000","0.6261"
"68460000","0.6204"
"68565000","0.6399000000000001"
"68670000","0.6317"
"68775000","0.6253999999999998"
"68880000","0.6270999999999999"
"68985000","0.6366999999999999"
"69090000","0.6373"
"69195000","0.6386"
"69300000","0.6444"
"69405000","0.6401"
"69510000","0.6293"
"69615000","0.6293"
"69720000","0.6342000000000001"
"69825000","0.6182"
"69930000","0.6401999999999999"
"70035000","0.635"
"70140000","0.6320999999999999"
"70245000","0.6362000000000001"
"70350000","0.6286999999999999"
"70455000","0.6549"
"70560000","0.6235999999999999"
"70665000","0.6432"
"70770000","0.6406000000000001"
"70875000","0.6425"
"70980000","0.6413"
"71085000","0.6115"
"71190000","0.6244000000000001"
"71295000","0.6411"
"71400000","0.6386000000000001"
"71505000","0.6517999999999999"
"71610000","0.6280999999999999"
"71715000","0.6439"
"71820000","0.6413"
"71925000","0.6332000000000001"
"72030000","0.6279000000000001"
"72135000","0.6318"
"72240000","0.6423"
"72345000","0.6277999999999999"
"72450000","0.6393"
"72555000","0.6354"
"72660000","0.6437"
"72765000","0.6327999999999999"
"72870000","0.6156"
"72975000","0.6410999999999999"
"73080000","0.6359000000000001"
"73185000","0.6365999999999999"
"73290000","0.6396"
"73395000","0.6399"
"73500000","0.6232000000000001"
"73605000","0.6247999999999999"
"73710000","0.6237999999999999"
"73815000","0.6295"
"73920000","0.6272000000000001"
"74025000","0.6216"
"74130000","0.6481"
"74235000","0.6425"
"74340000","0.6302000000000001"
"74445000","0.6325999999999999"
"74550000","0.6375"
"74655000","0.6285999999999999"
"74760000","0.6419000000000001"
"74865000","0.6246"
"74970000","0.6453"
"75075000","0.6242000000000001"
"75180000","0.6593"
"75285000","0.6362000000000001"
"75390000","0.6277999999999999"
"75495000","0.6286999999999999"
"75600000","0.6277999999999999"
"75705000","0.6452"
"75810000","0.6483"
"75915000","0.6214"
"76020000","0.6449000000000001"
"76125000","0.6416000000000001"
"76230000","0.6342000000000001"
"76335000","0.6305"
"76440000","0.6543"
"76545000","0.6345999999999999"
"76650000","0.6452"
"76755000","0.6293"
"76860000","0.6459000000000001"
"76965000","0.6457"
"77070000","0.6390999999999999"
"77175000","0.6604"
"77280000","0.6274"
"77385000","0.6405"
"77490000","0.6423"
"77595000","0.6479"
"77700000","0.6537999999999999"
"77805000","0.6402"
"77910000","0.6184"
"78015000","0.6311"
"78120000","0.6407"
"78225000","0.6439000000000001"
"78330000","0.6250999999999999"
"78435000","0.6343"
"78540000","0.6373"
"78645000","0.6419000000000001"
"78750000","0.6323000000000001"
"78855000","0.6326"
"78960000","0.6386000000000001"
"79065000","0.6404000000000001"
"79170000","0.6518"
"79275000","0.6615"
"79380000","0.6427"
"79485000","0.6617000000000001"
"79590000","0.6517000000000001"
"79695000","0.6443"
"79800000","0.6366"
"79905000","0.6507000000000001"
"80010000","0.6433"
"80115000","0.6507999999999999"
"80220000","0.6387"
"80325000","0.6392"
"80430000","0.6383"
"80535000","0.6465"
"80640000","0.6382000000000001"
"80745000","0.6259"
"80850000","0.6306"
"80955000","0.6622"
"81060000","0.6235"
"81165000","0.6380999999999999"
"81270000","0.6227999999999999"
"81375000","0.6425"
"81480000","0.6487"
"81585000","0.6416000000000001"
"81690000","0.6096"
"81795000","0.6262000000000001"
"81900000","0.6387"
"82005000","0.6339"
"82110000","0.6588999999999999"
"82215000","0.6316"
"82320000","0.6411999999999999"
"82425000","0.6457"
"82530000","0.6483"
"82635000","0.6336999999999999"
"82740000","0.6239"
"82845000","0.6419"
"82950000","0.6514"
"83055000","0.6285"
"83160000","0.6223"
"83265000","0.6458"
"83370000","0.632"
"83475000","0.6384"
"83580000","0.642"
"83685000","0.6400999999999999"
"83790000","0.6524"
"83895000","0.6466000000000001"
"84000000","0.6285999999999999"
"84105000","0.645"
"84210000","0.6402"
"84315000","0.6344"
"84420000","0.6452"
"84525000","0.623"
"84630000","0.6493"
"84735000","0.6444"
"84840000","0.6455"
"84945000","0.649"
"85050000","0.6494"
"85155000","0.6401"
"85260000","0.6365"
"85365000","0.6457999999999999"
"85470000","0.6527999999999999"
"85575000","0.647"
"85680000","0.6284"
"85785000","0.6444"
"85890000","0.6517999999999999"
"85995000","0.6447999999999999"
"86100000","0.642"
"86205000","0.6187999999999999"
"86310000","0.6381"
"86415000","0.6554"
"86520000","0.6399"
"86625000","0.6324"
"86730000","0.6289"
"86835000","0.6435"
"86940000","0.6296999999999999"
"87045000","0.6587999999999999"
"87150000","0.6617000000000001"
"87255000","0.6386000000000001"
"87360000","0.6373"
"87465000","0.653"
"87570000","0.6338999999999999"
"87675000","0.6542"
"87780000","0.6375"
"87885000","0.655"
"87990000","0.6564000000000001"
"88095000","0.662"
"88200000","0.6451"
"88305000","0.6467"
"88410000","0.652"
"88515000","0.6359"
"88620000","0.6365"
"88725000","0.6368"
"88830000","0.6393"
"88935000","0.6511"
"89040000","0.6457999999999999"
"89145000","0.6375"
"89250000","0.6241"
"89355000","0.6568999999999999"
"89460000","0.6543"
"89565000","0.6334"
"89670000","0.6343"
"89775000","0.6359000000000001"
"89880000","0.6424000000000001"
"89985000","0.6465"
"90090000","0.6462"
"90195000","0.6518999999999999"
"90300000","0.6507999999999999"
"90405000","0.6283"
"90510000","0.6582"
"90615000","0.661"
"90720000","0.6322000000000001"
"90825000","0.6572"
"90930000","0.6076"
"91035000","0.6557000000000001"
"91140000","0.6463000000000001"
"91245000","0.6299"
"91350000","0.6461"
"91455000","0.628"
"91560000","0.6577999999999999"
"91665000","0.6392"
"91770000","0.638"
"91875000","0.6553"
"91980000","0.6397999999999999"
"92085000","0.6362000000000001"
"92190000","0.6286"
"92295000","0.6417"
"92400000","0.636"
"92505000","0.6446"
"92610000","0.6461"
"92715000","0.6404000000000001"
"92820000","0.6688999999999999"
"92925000","0.6188"
"93030000","0.6641"
"93135000","0.647"
"93240000","0.6403"
"93345000","0.6543"
"93450000","0.6386999999999999"
"93555000","0.6317"
"93660000","0.6324000000000001"
"93765000","0.6737000000000001"
"93870000","0.6481"
"93975000","0.6454"
"94080000","0.6513"
"94185000","0.6508"
"94290000","0.64"
"94395000","0.6393"
"94500000","0.6684000000000001"
"94605000","0.6543"
"94710000","0.6409"
"94815000","0.6553000000000001"
"94920000","0.6552"
"95025000","0.6467"
"95130000","0.6389"
"95235000","0.6541"
"95340000","0.6558"
"95445000","0.6357999999999999"
"95550000","0.6360999999999999"
"95655000","0.627"
"95760000","0.6484"
"95865000","0.6443"
"95970000","0.6412"
"96075000","0.6543"
"96180000","0.6475"
"96285000","0.6486"
"96390000","0.6622"
"96495000","0.6497999999999999"
"96600000","0.6551999999999999"
"96705000","0.6583"
"96810000","0.673"
"96915000","0.6261"
"97020000","0.6383"
"97125000","0.6577999999999999"
"97230000","0.6776"
"97335000","0.6613"
"97440000","0.6788"
"97545000","0.6395"
"97650000","0.6443"
"97755000","0.6457999999999999"
"97860000","0.6553"
"97965000","0.6412"
"98070000","0.5785"
"98175000","0.6204"
"98280000","0.6257999999999999"
"98385000","0.6061"
"98490000","0.6237999999999999"
"98595000","0.6333000000000001"
"98700000","0.6286"
"98805000","0.6175"
"98910000","0.6304"
"99015000","0.6207"
"99120000","0.6155"
"99225000","0.6416"
"99330000","0.6186"
"99435000","0.6337999999999999"
"99540000","0.649"
"99645000","0.6507000000000001"
"99750000","0.6501"
"99855000","0.6334"
"99960000","0.648"
"100065000","0.6469000000000001"
"100170000","0.6492"
"100275000","0.6484"
"100380000","0.656"
"100485000","0.6390999999999999"
"100590000","0.6457"
"100695000","0.6382000000000001"
"100800000","0.6356"
"100905000","0.6556000000000001"
"101010000","0.6512"
"101115000","0.6568"
"101220000","0.667"
"101325000","0.6338"
"101430000","0.627"
"101535000","0.6417999999999999"
"101640000","0.648"
"101745000","0.6564"
"101850000","0.6446000000000001"
"101955000","0.645"
"102060000","0.6355999999999999"
"102165000","0.6483"
"102270000","0.6508999999999999"
"102375000","0.648"
"102480000","0.6562"
"102585000","0.6591"
"102690000","0.6347999999999999"
"102795000","0.6311"
"102900000","0.6457999999999999"
"103005000","0.6615"
"103110000","0.6374"
"103215000","0.6597"
"103320000","0.6605999999999999"
"103425000","0.6505"
"103530000","0.66"
"103635000","0.6332000000000001"
"103740000","0.6547999999999999"
"103845000","0.6265999999999999"
"103950000","0.6527000000000001"
"104055000","0.6464"
"104160000","0.6555"
"104265000","0.6565"
"104370000","0.6571"
"104475000","0.6475"
"104580000","0.6369"
"104685000","0.6462"
"104790000","0.6613"
"104895000","0.6433"
"105000000","0.6588999999999999"
"105105000","0.6418"
"105210000","0.6373"
"105315000","0.6561"
"105420000","0.6507999999999999"
"105525000","0.6587"
"105630000","0.6500999999999999"
"105735000","0.6643"
"105840000","0.647"
"105945000","0.6493"
"106050000","0.6574000000000001"
"106155000","0.6426"
"106260000","0.6602"
"106365000","0.6278"
"106470000","0.6495"
"106575000","0.6557999999999999"
"106680000","0.6554000000000001"
"106785000","0.6477999999999999"
"106890000","0.6688999999999999"
"106995000","0.6447999999999999"
"107100000","0.6415"
"107205000","0.6752999999999999"
"107310000","0.6644"
"107415000","0.6502"
"107520000","0.6554"
"107625000","0.6567000000000001"
"107730000","0.6607999999999999"
"107835000","0.665"
"107940000","0.6536000000000001"
"108045000","0.6433"
"108150000","0.6530999999999999"
"108255000","0.6582"
"108360000","0.6474000000000001"
"108465000","0.6613"
"108570000","0.6536000000000001"
"108675000","0.6695999999999999"
"108780000","0.6338999999999999"
"108885000","0.6487999999999999"
"108990000","0.6718999999999999"
"109095000","0.6485"
"109200000","0.6476000000000001"
"109305000","0.6429"
"109410000","0.6503"
"109515000","0.666"
"109620000","0.668"
"109725000","0.6496"
"109830000","0.6381999999999999"
"109935000","0.6617999999999999"
"110040000","0.6625999999999999"
"110145000","0.6485"
"110250000","0.6528999999999999"
"110355000","0.6597000000000001"
"110460000","0.6648000000000001"
"110565000","0.6638999999999999"
"110670000","0.6573"
"110775000","0.6535"
"110880000","0.6638"
"110985000","0.6407"
"111090000","0.6466999999999999"
"111195000","0.6482"
"111300000","0.6445"
"111405000","0.6356"
"111510000","0.6405"
"111615000","0.6594000000000001"
"111720000","0.6477999999999999"
"111825000","0.6625"
"111930000","0.6607999999999999"
"112035000","0.6415"
"112140000","0.667"
"112245000","0.665"
"112350000","0.6506000000000001"
"112455000","0.6528999999999998"
"112560000","0.6437"
"112665000","0.6763000000000001"
"112770000","0.6604"
"112875000","0.6755"
"112980000","0.6621"
"113085000","0.658"
"113190000","0.6678"
"113295000","0.6437999999999999"
"113400000","0.6402"
"113505000","0.6604000000000001"
"113610000","0.65"
"113715000","0.6678"
"113820000","0.6607000000000001"
"113925000","0.6524"
"114030000","0.6465"
"114135000","0.6513"
"114240000","0.6735999999999999"
"114345000","0.6431999999999999"
"114450000","0.6600999999999999"
"114555000","0.6608"
"114660000","0.6502"
"114765000","0.6363"
"114870000","0.6546000000000001"
"114975000","0.6514"
"115080000","0.6498999999999999"
"115185000","0.6561"
"115290000","0.6525"
"115395000","0.6714"
"115500000","0.66"
"115605000","0.6772999999999999"
"115710000","0.6527999999999999"
"115815000","0.6497999999999999"
"115920000","0.658"
"116025000","0.6459"
"116130000","0.6485"
"116235000","0.6451"
"116340000","0.6713"
"116445000","0.6648000000000001"
"116550000","0.658"
"116655000","0.6447"
"116760000","0.6597999999999999"
"116865000","0.6455"
"116970000","0.6660999999999999"
"117075000","0.6431"
"117180000","0.6570999999999999"
"117285000","0.656"
"117390000","0.6685999999999999"
"117495000","0.6307"
"117600000","0.6758"
"117705000","0.6496000000000001"
"117810000","0.6724"
"117915000","0.6667"
"118020000","0.6554000000000001"
"118125000","0.6607999999999999"
"118230000","0.666"
"118335000","0.6516000000000001"
"118440000","0.6527000000000001"
"118545000","0.6625"
"118650000","0.6504000000000001"
"118755000","0.6628999999999999"
"118860000","0.6675999999999999"
"118965000","0.6682"
"119070000","0.6589"
"119175000","0.6538999999999999"
"119280000","0.653"
"119385000","0.6422"
"119490000","0.6573"
"119595000","0.647"
"119700000","0.6627000000000001"
"119805000","0.6500999999999999"
"119910000","0.6655999999999999"
"120015000","0.6682"
"120120000","0.6586"
