"Step","mixdecay1to0_fre120_seed1 - 4cover_rate"
"351360","0.6421500000000001"
"702720","0.6382000000000001"
"1054080","0.6456000000000001"
"1405440","0.6557000000000001"
"1756800","0.6426000000000001"
"2108160","0.648"
"2459520","0.64995"
"2810880","0.66"
"3162240","0.6494500000000001"
"3513600","0.6505"
"3864960","0.6486500000000001"
"4216320","0.6534000000000001"
"4567680","0.6428499999999999"
"4919040","0.6544000000000001"
"5270400","0.65475"
"5621760","0.66125"
"5973120","0.65345"
"6324480","0.6589499999999999"
"6675840","0.651"
"7027200","0.6526500000000001"
"7378560","0.65565"
"7729920","0.6512"
"8081280","0.63925"
"8432640","0.6477"
"8784000","0.65025"
"9135360","0.65775"
"9486720","0.65365"
"9838080","0.6628"
"10189440","0.64955"
"10540800","0.66755"
"10892160","0.66535"
"11243520","0.6510499999999999"
"11594880","0.67625"
"11946240","0.65895"
"12297600","0.655"
"12648960","0.6585"
"13000320","0.671"
"13351680","0.6742"
"13703040","0.6733"
"14054400","0.67695"
"14396760","0.68155"
"14739120","0.6734"
"15081480","0.6625"
"15423840","0.6703499999999999"
"15766200","0.67975"
"16108560","0.6581499999999999"
"16450920","0.6624500000000001"
"16793280","0.67095"
"17135640","0.6645"
"17478000","0.67395"
"17820360","0.6490499999999999"
"18162720","0.66175"
"18505080","0.6627000000000001"
"18847440","0.6563"
"19189800","0.6503"
"19532160","0.6728500000000001"
"19874520","0.6585500000000001"
"20216880","0.66175"
"20559240","0.66325"
"20901600","0.66295"
"21243960","0.6742999999999999"
"21586320","0.6644500000000001"
"21928680","0.6754"
"22271040","0.6648499999999999"
"22613400","0.6816"
"22955760","0.6705"
"23298120","0.6775"
"23640480","0.6805"
"23982840","0.67025"
"24325200","0.6698999999999999"
"24667560","0.68095"
"25009920","0.67315"
"25352280","0.6789"
"25694640","0.6752999999999999"
"26037000","0.6721500000000001"
"26379360","0.6918"
"26721720","0.68775"
"27064080","0.6818500000000001"
"27406440","0.6822999999999999"
"27748800","0.6694500000000001"
"28081800","0.6743499999999999"
"28414800","0.6790499999999999"
"28747800","0.67485"
"29080800","0.6750999999999999"
"29413800","0.67885"
"29746800","0.6555"
"30079800","0.66825"
"30412800","0.67175"
"30745800","0.6653499999999999"
"31078800","0.6607999999999999"
"31411800","0.6784"
"31744800","0.66185"
"32077800","0.6733"
"32410800","0.67235"
"32743800","0.6562"
"33076800","0.65935"
"33409800","0.66155"
"33742800","0.67345"
"34075800","0.66195"
"34408800","0.6712"
"34741800","0.6646000000000002"
"35074800","0.6729499999999999"
"35407800","0.6674000000000001"
"35740800","0.6701500000000001"
"36073800","0.66575"
"36406800","0.666"
"36739800","0.6841"
"37072800","0.69765"
"37405800","0.6908"
"37738800","0.6838000000000001"
"38071800","0.6830999999999999"
"38404800","0.67975"
"38737800","0.6826500000000001"
"39070800","0.68015"
"39403800","0.69175"
"39736800","0.6824499999999999"
"40069800","0.6871499999999999"
"40402800","0.6759"
"40735800","0.68445"
"41068800","0.6894"
"41392800","0.6971499999999999"
"41716800","0.6945"
"42040800","0.6888500000000001"
"42364800","0.6918500000000001"
"42688800","0.6815"
"43012800","0.6943499999999999"
"43336800","0.68545"
"43660800","0.6989500000000001"
"43984800","0.7053"
"44308800","0.6956"
"44632800","0.7022"
"44956800","0.7088000000000001"
"45280800","0.71145"
"45604800","0.7078000000000001"
"45928800","0.71025"
"46252800","0.6681500000000001"
"46576800","0.67025"
"46900800","0.66795"
"47224800","0.6796500000000001"
"47548800","0.6815"
"47872800","0.67715"
"48196800","0.67515"
"48520800","0.677"
"48844800","0.6723499999999999"
"49168800","0.6762"
"49492800","0.687"
"49816800","0.6938"
"50140800","0.69"
"50464800","0.6735"
"50788800","0.6738"
"51112800","0.668"
"51436800","0.6738999999999999"
"51760800","0.679"
"52084800","0.67725"
"52408800","0.68125"
"52732800","0.6811499999999999"
"53056800","0.6867000000000001"
"53380800","0.66795"
"53704800","0.6778"
"54028800","0.67735"
"54343440","0.6688500000000001"
"54658080","0.66915"
"54972720","0.6676"
"55287360","0.66935"
"55602000","0.67665"
"55916640","0.6816"
"56231280","0.6602"
"56545920","0.679"
"56860560","0.67555"
"57175200","0.6648499999999999"
"57489840","0.6653"
"57804480","0.6745"
"58119120","0.6764000000000001"
"58433760","0.6775"
"58748400","0.6750499999999999"
"59063040","0.69165"
"59377680","0.66935"
"59692320","0.6802999999999999"
"60006960","0.6802"
"60321600","0.6751499999999999"
"60636240","0.67555"
"60950880","0.6716"
"61265520","0.6748500000000001"
"61580160","0.6699"
"61894800","0.6860499999999999"
"62209440","0.68745"
"62524080","0.6902"
"62838720","0.678"
"63153360","0.67015"
"63468000","0.69175"
"63782640","0.6857000000000001"
"64097280","0.6942999999999999"
"64411920","0.6795999999999999"
"64726560","0.68835"
"65041200","0.67735"
"65355840","0.6868"
"65670480","0.69325"
"65985120","0.6886"
"66299760","0.68425"
"66614400","0.68125"
"66920760","0.6823"
"67227120","0.6876"
"67533480","0.68775"
"67839840","0.6887000000000001"
"68146200","0.6861499999999999"
"68452560","0.69665"
"68758920","0.7011000000000001"
"69065280","0.6777000000000001"
"69371640","0.6772999999999999"
"69678000","0.6817000000000001"
"69984360","0.67895"
"70290720","0.697"
"70597080","0.6981"
"70903440","0.6996500000000001"
"71209800","0.6958499999999999"
"71516160","0.70735"
"71822520","0.7185999999999999"
"72128880","0.7172999999999999"
"72435240","0.69065"
"72741600","0.7105"
"73047960","0.69405"
"73354320","0.7104"
"73660680","0.7238"
"73967040","0.7159"
"74273400","0.70695"
"74579760","0.69705"
"74886120","0.6947000000000001"
"75192480","0.6951999999999999"
"75498840","0.7008"
"75805200","0.6948"
"76111560","0.68575"
"76417920","0.71185"
"76724280","0.6974000000000001"
"77030640","0.7091000000000001"
"77337000","0.71025"
"77643360","0.7171500000000001"
"77949720","0.7233999999999999"
"78256080","0.7162500000000002"
"78562440","0.71545"
"78868800","0.714"
"79165800","0.7216500000000001"
"79462800","0.7019000000000001"
"79759800","0.7118"
"80056800","0.724"
"80353800","0.72625"
"80650800","0.72865"
"80947800","0.7202000000000001"
"81244800","0.72385"
"81541800","0.7128499999999999"
"81838800","0.7088499999999999"
"82135800","0.7221000000000001"
"82432800","0.7345"
"82729800","0.72875"
"83026800","0.73295"
"83323800","0.7281"
"83620800","0.7243999999999999"
"83917800","0.7371500000000001"
"84214800","0.7359"
"84511800","0.73475"
"84808800","0.7223"
"85105800","0.72565"
"85402800","0.733"
"85699800","0.7392000000000001"
"85996800","0.73995"
"86293800","0.7341000000000001"
"86590800","0.74915"
"86887800","0.74085"
"87184800","0.74905"
"87481800","0.7526499999999999"
"87778800","0.75905"
"88075800","0.7411500000000001"
"88372800","0.76475"
"88669800","0.7437999999999999"
"88966800","0.7417"
"89263800","0.74375"
"89560800","0.7375"
"89857800","0.7313999999999998"
"90154800","0.7421500000000001"
"90451800","0.7402000000000001"
"90748800","0.7466999999999999"
"91036800","0.7383"
"91324800","0.74325"
"91612800","0.73525"
"91900800","0.73745"
"92188800","0.7474000000000001"
"92476800","0.7515499999999999"
"92764800","0.7403"
"93052800","0.7479"
"93340800","0.7522000000000001"
"93628800","0.7402000000000001"
"93916800","0.7527999999999999"
"94204800","0.7471500000000001"
"94492800","0.7417999999999999"
"94780800","0.75175"
"95068800","0.7523"
"95356800","0.75775"
"95644800","0.7546499999999999"
"95932800","0.7432000000000001"
"96220800","0.75035"
"96508800","0.7505999999999999"
"96796800","0.7457"
"97084800","0.7483"
"97372800","0.7517999999999999"
"97660800","0.7469000000000001"
"97948800","0.7585"
"98236800","0.75725"
"98524800","0.75605"
"98812800","0.7494"
"99100800","0.74125"
"99388800","0.7309500000000001"
"99676800","0.74875"
"99964800","0.7493500000000001"
"100252800","0.7491500000000001"
"100540800","0.74915"
"100828800","0.74795"
"101116800","0.7518"
"101404800","0.7645"
"101692800","0.74245"
"101980800","0.7514500000000001"
"102268800","0.7436499999999998"
"102547440","0.7343500000000001"
"102826080","0.7523"
"103104720","0.74485"
"103383360","0.74725"
"103662000","0.7375999999999999"
"103940640","0.74945"
"104219280","0.7442"
"104497920","0.7595"
"104776560","0.74705"
"105055200","0.7420999999999999"
"105333840","0.7412000000000001"
"105612480","0.7437999999999999"
"105891120","0.75195"
"106169760","0.7474500000000001"
"106448400","0.7425999999999999"
"106727040","0.73775"
"107005680","0.7469000000000001"
"107284320","0.74295"
"107562960","0.74815"
"107841600","0.7507999999999999"
"108120240","0.7450999999999999"
"108398880","0.7512"
"108677520","0.7535"
"108956160","0.7412"
"109234800","0.734"
"109513440","0.7514500000000001"
"109792080","0.73705"
"110070720","0.7447999999999999"
"110349360","0.7353000000000001"
"110628000","0.7369"
"110906640","0.7456499999999999"
"111185280","0.7577999999999999"
"111463920","0.74575"
"111742560","0.7463"
"112021200","0.74395"
"112299840","0.7415"
"112578480","0.75205"
"112857120","0.7483"
"113135760","0.7516"
"113414400","0.74315"
"113684760","0.7313999999999999"
"113955120","0.7463500000000001"
"114225480","0.7413"
"114495840","0.7607"
"114766200","0.74805"
"115036560","0.73935"
"115306920","0.74805"
"115577280","0.7455499999999999"
"115847640","0.7484500000000001"
"116118000","0.72805"
"116388360","0.7308"
"116658720","0.7298499999999999"
"116929080","0.72485"
"117199440","0.7279500000000001"
"117469800","0.7333999999999999"
"117740160","0.7245"
"118010520","0.7251500000000001"
"118280880","0.73535"
"118551240","0.7397"
"118821600","0.7390999999999999"
"119091960","0.7504"
"119362320","0.7537999999999999"
"119632680","0.7523"
"119903040","0.751"
"120173400","0.7498499999999999"
"120443760","0.74435"
"120714120","0.7447"
"120984480","0.7326999999999999"
"121254840","0.73845"
"121525200","0.74105"
"121795560","0.73575"
"122065920","0.7331500000000001"
"122336280","0.74685"
"122606640","0.7439000000000001"
"122877000","0.7426"
"123147360","0.7355499999999999"
"123417720","0.72965"
"123688080","0.7298"
"123958440","0.73185"
"124228800","0.7342000000000001"
"124489800","0.7385999999999999"
"124750800","0.73435"
"125011800","0.75"
"125272800","0.75455"
"125533800","0.74095"
"125794800","0.7525499999999999"
"126055800","0.7540999999999999"
"126316800","0.74675"
"126577800","0.744"
"126838800","0.7477999999999999"
"127099800","0.7506999999999999"
"127360800","0.7526499999999999"
"127621800","0.746"
"127882800","0.7432000000000001"
"128143800","0.7487999999999999"
"128404800","0.75485"
"128665800","0.7450999999999999"
"128926800","0.75685"
"129187800","0.7393500000000001"
"129448800","0.74895"
"129709800","0.7305499999999999"
"129970800","0.73175"
"130231800","0.73495"
"130492800","0.722"
"130753800","0.7283000000000001"
"131014800","0.7292"
"131275800","0.72705"
"131536800","0.7372000000000001"
"131797800","0.74625"
"132058800","0.7409"
"132319800","0.7432"
"132580800","0.7427"
"132841800","0.7316"
"133102800","0.7514"
"133363800","0.7517499999999999"
"133624800","0.75195"
"133885800","0.7446500000000001"
"134146800","0.7436499999999999"
"134407800","0.73875"
"134668800","0.74505"
"134920800","0.733"
"135172800","0.74515"
"135424800","0.7437999999999999"
"135676800","0.75265"
"135928800","0.72915"
"136180800","0.7393"
"136432800","0.7412000000000001"
"136684800","0.7339499999999999"
"136936800","0.7484"
