"Step","pb_gradient_sampling_h1_epsilon0.4_seed1 - 2cover_rate_5step"
"45720000","0.8433999999999999"
"45900000","0.8603999999999999"
"46080000","0.843"
"46260000","0.8582000000000001"
"46440000","0.862"
"46620000","0.8482000000000001"
"46800000","0.854"
"46980000","0.8724"
"47160000","0.8652000000000001"
"47340000","0.8465999999999999"
"47520000","0.8784000000000001"
"47700000","0.8584"
"47880000","0.8817999999999999"
"48060000","0.8513999999999999"
"48240000","0.8415999999999999"
"48420000","0.8682000000000001"
"48600000","0.8566"
"48780000","0.8406"
"48960000","0.8462000000000001"
"49140000","0.8736"
"49320000","0.8575999999999999"
"49500000","0.8308"
"49680000","0.8805999999999999"
"49860000","0.8495999999999999"
"50040000","0.8668"
"50220000","0.8532000000000001"
"50400000","0.872"
"50580000","0.8684000000000001"
"50760000","0.8338"
"50940000","0.8574"
"51120000","0.8654"
"51300000","0.8642000000000001"
"51480000","0.8532000000000001"
"51660000","0.8684"
"51840000","0.8542"
"52020000","0.8652000000000001"
"52200000","0.8682000000000001"
"52380000","0.878"
"52560000","0.8836"
"52740000","0.8596"
"52920000","0.8877999999999999"
"53100000","0.8613999999999999"
"53280000","0.873"
"53460000","0.861"
"53640000","0.869"
"53820000","0.8856"
"54000000","0.886"
"54180000","0.873"
"54360000","0.8686"
"54540000","0.8845999999999999"
"54720000","0.8742000000000001"
"54900000","0.8717999999999999"
"55080000","0.88"
"55260000","0.8997999999999999"
"55440000","0.8772"
"55620000","0.8694"
"55800000","0.8732000000000001"
"55980000","0.8984000000000001"
"56160000","0.8872000000000001"
"56340000","0.9032"
"56520000","0.8724"
"56700000","0.8924"
"56880000","0.8674"
"57060000","0.8762"
"57240000","0.8836"
"57420000","0.8986000000000001"
"57600000","0.8887999999999999"
"57780000","0.884"
"57960000","0.888"
"58140000","0.8786"
"58320000","0.8888"
"58500000","0.88"
"58680000","0.8864"
"58860000","0.8894000000000001"
"59040000","0.8934"
"59220000","0.8842000000000001"
"59400000","0.8886000000000001"
"59580000","0.8982"
"59760000","0.887"
"59940000","0.8867999999999999"
"60120000","0.879"
"60300000","0.893"
"60480000","0.8832000000000001"
"60660000","0.88"
"60840000","0.8924"
"61020000","0.9066"
"61200000","0.9018"
"61380000","0.9028"
"61560000","0.9038"
"61740000","0.8867999999999999"
"61920000","0.8834000000000001"
"62100000","0.912"
"62280000","0.8853999999999999"
"62460000","0.9014"
"62640000","0.9032"
"62820000","0.9062"
"63000000","0.9"
"63180000","0.8808"
"63360000","0.9058"
"63540000","0.9074"
"63720000","0.8902"
"63900000","0.9174"
"64080000","0.9074"
"64260000","0.907"
"64440000","0.8967999999999999"
"64620000","0.902"
"64800000","0.918"
"64980000","0.907"
"65160000","0.8782000000000001"
"65340000","0.8962"
"65520000","0.9066"
"65700000","0.9154"
"65880000","0.9342"
"66060000","0.9044"
"66240000","0.9058"
"66420000","0.8922"
"66600000","0.901"
"66780000","0.9166"
"66960000","0.901"
"67140000","0.9006"
"67320000","0.9064"
"67500000","0.9052"
"67680000","0.927"
"67860000","0.9092"
"68040000","0.8896000000000001"
"68220000","0.8994"
"68400000","0.8962"
"68580000","0.9054"
"68760000","0.8976"
"68940000","0.916"
"69120000","0.9216"
"69300000","0.9044"
"69480000","0.9034"
"69660000","0.9012"
"69840000","0.9058"
"70020000","0.9054"
"70200000","0.9128"
"70380000","0.9038"
"70560000","0.9012"
"70740000","0.9104"
"70920000","0.9024"
"71100000","0.8894000000000001"
"71280000","0.9044"
"71460000","0.917"
"71640000","0.8956000000000001"
"71820000","0.9028"
"72000000","0.922"
"72180000","0.911"
"72360000","0.9158"
"72540000","0.8992"
"72720000","0.9344"
"72900000","0.9138"
"73080000","0.897"
"73260000","0.9026"
"73440000","0.9232"
"73620000","0.9054"
"73800000","0.921"
"73980000","0.905"
"74160000","0.9014"
"74340000","0.9238"
"74520000","0.9074"
"74700000","0.9"
"74880000","0.9202"
"75060000","0.928"
"75240000","0.9212"
"75420000","0.93"
"75600000","0.9194"
"75780000","0.9266"
"75960000","0.9134"
"76140000","0.9172"
"76320000","0.9104"
"76500000","0.9184"
"76680000","0.9188"
"76860000","0.9348"
"77040000","0.9278"
"77220000","0.8782000000000001"
"77400000","0.8714000000000001"
"77580000","0.8936"
"77760000","0.882"
"77940000","0.883"
"78120000","0.8785999999999999"
"78300000","0.892"
"78480000","0.8892"
"78660000","0.8764"
"78840000","0.8755999999999999"
"79020000","0.8872000000000001"
"79200000","0.8934"
"79380000","0.903"
"79560000","0.902"
"79740000","0.898"
"79920000","0.8896"
