"Step","pb_wo_evaluation_seed2 - 2cover_rate_5step"
"21420000","0.576"
"21600000","0.5592"
"21780000","0.577"
"21960000","0.6048"
"22140000","0.5872"
"22320000","0.5973999999999999"
"22500000","0.5808"
"22680000","0.596"
"22860000","0.5955999999999999"
"23040000","0.5868"
"23220000","0.6246"
"23400000","0.6038"
"23580000","0.611"
"23760000","0.6354"
"23940000","0.606"
"24120000","0.6165999999999999"
"24300000","0.6294000000000001"
"24480000","0.622"
"24660000","0.619"
"24840000","0.6022000000000001"
"25020000","0.6277999999999999"
"25200000","0.6444000000000001"
"25380000","0.6322000000000001"
"25560000","0.6123999999999999"
"25740000","0.6551999999999999"
"25920000","0.6362000000000001"
"26100000","0.6322000000000001"
"26280000","0.6384"
"26460000","0.6317999999999999"
"26640000","0.653"
"26820000","0.641"
"27000000","0.6452"
"27180000","0.6701999999999999"
"27360000","0.6494"
"27540000","0.6217999999999999"
"27720000","0.6295999999999999"
"27900000","0.687"
"28080000","0.6399999999999999"
"28260000","0.6597999999999999"
"28440000","0.6502"
"28620000","0.6672"
"28800000","0.6968000000000001"
"28980000","0.6427999999999999"
"29160000","0.659"
"29340000","0.6776"
"29520000","0.6706"
"29700000","0.7038"
"29880000","0.6806"
"30060000","0.694"
"30240000","0.6632"
"30420000","0.6655999999999999"
"30600000","0.7026"
"30780000","0.6644"
"30960000","0.6946"
"31140000","0.6696"
"31320000","0.6834000000000001"
"31500000","0.7055999999999999"
"31680000","0.7028"
"31860000","0.7086"
"32040000","0.7155999999999999"
"32220000","0.6854"
"32400000","0.7024000000000001"
"32580000","0.729"
"32760000","0.7084"
"32940000","0.7"
"33120000","0.7133999999999999"
"33300000","0.7174"
"33480000","0.7064"
"33660000","0.7056"
"33840000","0.7065999999999999"
"34020000","0.7015999999999999"
"34200000","0.7"
"34380000","0.721"
"34560000","0.7322000000000001"
"34740000","0.7178"
"34920000","0.7236"
"35100000","0.7472000000000001"
"35280000","0.7405999999999999"
"35460000","0.7114000000000001"
"35640000","0.7214"
"35820000","0.7352000000000001"
"36000000","0.7522000000000001"
"36180000","0.7407999999999999"
"36360000","0.7454000000000001"
"36540000","0.7342000000000001"
"36720000","0.7477999999999999"
"36900000","0.7342000000000001"
"37080000","0.7396"
"37260000","0.7412000000000001"
"37440000","0.7602000000000001"
"37620000","0.7592000000000001"
"37800000","0.733"
"37980000","0.743"
"38160000","0.7248000000000001"
"38340000","0.7602000000000001"
"38520000","0.7485999999999999"
"38700000","0.7646"
"38880000","0.7414"
"39060000","0.7546"
"39240000","0.7674000000000001"
"39420000","0.7448"
"39600000","0.7727999999999999"
"39780000","0.7524000000000001"
"39960000","0.7522"
"40140000","0.752"
"40320000","0.7444"
"40500000","0.7414000000000001"
"40680000","0.75"
"40860000","0.7426"
"41040000","0.7817999999999999"
"41220000","0.7682"
"41400000","0.7592000000000001"
"41580000","0.7772"
"41760000","0.7737999999999999"
"41940000","0.7662"
"42120000","0.7532000000000001"
"42300000","0.7687999999999999"
"42480000","0.7826"
"42660000","0.781"
"42840000","0.7726000000000001"
"43020000","0.7664"
"43200000","0.7832"
"43380000","0.797"
"43560000","0.7734000000000001"
"43740000","0.7827999999999999"
"43920000","0.773"
"44100000","0.7746"
"44280000","0.7716000000000001"
"44460000","0.7817999999999999"
"44640000","0.8034"
"44820000","0.7944"
"45000000","0.7754"
"45180000","0.7836"
"45360000","0.7892"
"45540000","0.8098000000000001"
"45720000","0.792"
"45900000","0.7944000000000001"
"46080000","0.808"
"46260000","0.8048"
"46440000","0.7857999999999999"
"46620000","0.7958"
"46800000","0.7956"
"46980000","0.7974"
"47160000","0.7914000000000001"
"47340000","0.7928000000000001"
"47520000","0.7904"
"47700000","0.8072"
"47880000","0.7895999999999999"
"48060000","0.7863999999999999"
"48240000","0.8052"
"48420000","0.7817999999999999"
"48600000","0.7948"
"48780000","0.804"
"48960000","0.8166"
"49140000","0.8162"
"49320000","0.8021999999999999"
"49500000","0.8112"
"49680000","0.8025999999999999"
"49860000","0.8036"
"50040000","0.821"
"50220000","0.8174000000000001"
"50400000","0.8322"
"50580000","0.8162"
"50760000","0.8148"
"50940000","0.796"
"51120000","0.8155999999999999"
"51300000","0.8168"
"51480000","0.7976"
"51660000","0.8312"
"51840000","0.8174"
"52020000","0.8382"
"52200000","0.805"
"52380000","0.8334"
"52560000","0.81"
"52740000","0.815"
"52920000","0.8252"
"53100000","0.8388"
"53280000","0.8202"
"53460000","0.8498"
"53640000","0.835"
"53820000","0.8442000000000001"
"54000000","0.8201999999999999"
"54180000","0.8176"
"54360000","0.8354"
"54540000","0.8384000000000001"
"54720000","0.8422000000000001"
"54900000","0.8405999999999999"
"55080000","0.8462000000000001"
"55260000","0.8294000000000001"
"55440000","0.8256"
"55620000","0.8416"
"55800000","0.8385999999999999"
"55980000","0.8414"
"56160000","0.8344"
"56340000","0.8502000000000001"
"56520000","0.8382000000000001"
"56700000","0.8333999999999999"
"56880000","0.841"
"57060000","0.8258"
"57240000","0.8413999999999999"
"57420000","0.8576"
"57600000","0.861"
"57780000","0.8442000000000001"
"57960000","0.845"
"58140000","0.8498"
"58320000","0.84"
"58500000","0.8452000000000001"
"58680000","0.8492000000000001"
"58860000","0.8604"
"59040000","0.8664"
"59220000","0.877"
"59400000","0.8582000000000001"
"59580000","0.863"
"59760000","0.8524"
"59940000","0.8302"
"60120000","0.8564"
"60300000","0.8697999999999999"
"60480000","0.8513999999999999"
"60660000","0.8555999999999999"
"60840000","0.8465999999999999"
"61020000","0.8558"
"61200000","0.8684"
"61380000","0.8738"
"61560000","0.8744000000000001"
"61740000","0.8548000000000001"
"61920000","0.8712000000000001"
"62100000","0.8802000000000001"
"62280000","0.8884000000000001"
"62460000","0.873"
"62640000","0.8744"
"62820000","0.8745999999999999"
"63000000","0.891"
"63180000","0.8732000000000001"
"63360000","0.8658"
"63540000","0.8865999999999999"
"63720000","0.8752000000000001"
"63900000","0.8822000000000001"
"64080000","0.879"
"64260000","0.8734"
"64440000","0.873"
"64620000","0.8594"
"64800000","0.8756"
"64980000","0.8877999999999999"
"65160000","0.8796"
"65340000","0.8682000000000001"
"65520000","0.8712000000000001"
"65700000","0.8752000000000001"
"65880000","0.8594"
"66060000","0.8666"
"66240000","0.8676"
"66420000","0.8742000000000001"
"66600000","0.893"
"66780000","0.889"
"66960000","0.9022"
"67140000","0.8646"
"67320000","0.8822"
"67500000","0.88"
"67680000","0.8777999999999999"
"67860000","0.877"
"68040000","0.8816"
"68220000","0.8694"
"68400000","0.872"
"68580000","0.8856"
"68760000","0.8556"
"68940000","0.8956000000000001"
"69120000","0.8854"
"69300000","0.8662000000000001"
"69480000","0.8924"
"69660000","0.8872000000000001"
"69840000","0.8772000000000001"
"70020000","0.8612000000000001"
"70200000","0.8824"
"70380000","0.8878"
"70560000","0.8972"
"70740000","0.8966000000000001"
"70920000","0.89"
"71100000","0.8976000000000001"
"71280000","0.8966"
"71460000","0.8944"
"71640000","0.9004000000000001"
"71820000","0.8847999999999999"
"72000000","0.893"
"72180000","0.885"
"72360000","0.8996"
"72540000","0.8967999999999999"
"72720000","0.898"
"72900000","0.8854"
"73080000","0.8876000000000001"
"73260000","0.8934000000000001"
"73440000","0.9038"
"73620000","0.9112"
"73800000","0.8926000000000001"
"73980000","0.9184"
"74160000","0.8868"
"74340000","0.8907999999999999"
"74520000","0.895"
"74700000","0.9008"
"74880000","0.899"
"75060000","0.8992"
"75240000","0.8884000000000001"
"75420000","0.8765999999999999"
"75600000","0.9108"
"75780000","0.9054"
"75960000","0.8974000000000001"
"76140000","0.9028"
"76320000","0.91"
"76500000","0.9004"
"76680000","0.9084"
"76860000","0.9084"
"77040000","0.9082"
"77220000","0.9084"
"77400000","0.9134"
"77580000","0.9148"
"77760000","0.9016"
"77940000","0.9106"
"78120000","0.9152"
"78300000","0.8940000000000001"
"78480000","0.9126"
"78660000","0.911"
"78840000","0.926"
"79020000","0.9158"
"79200000","0.9058"
"79380000","0.9302"
"79560000","0.9192"
"79740000","0.9132"
"79920000","0.9308"
