"Step","pb_wo_evaluation_seed2 - 2cover_rate_5step"
"180000","0.0354"
"360000","0.036"
"540000","0.03"
"720000","0.031"
"900000","0.039"
"1080000","0.036"
"1260000","0.039"
"1440000","0.042"
"1620000","0.05"
"1800000","0.036"
"1980000","0.064"
"2160000","0.054"
"2340000","0.0538"
"2520000","0.0958"
"2700000","0.1208"
"2880000","0.1118"
"3060000","0.1456"
"3240000","0.164"
"3420000","0.1712"
"3600000","0.178"
"3780000","0.1976"
"3960000","0.1866"
"4140000","0.1914"
"4320000","0.1966"
"4500000","0.2064"
"4680000","0.2112"
"4860000","0.2458"
"5040000","0.242"
"5220000","0.278"
"5400000","0.25780000000000003"
"5580000","0.27679999999999993"
"5760000","0.253"
"5940000","0.276"
"6120000","0.2804"
"6300000","0.2852"
"6480000","0.31839999999999996"
"6660000","0.3122"
"6840000","0.301"
"7020000","0.34959999999999997"
"7200000","0.3358"
"7380000","0.3534"
"7560000","0.364"
"7740000","0.3518"
"7920000","0.359"
"8100000","0.3752"
"8280000","0.3364"
"8460000","0.375"
"8640000","0.392"
"8820000","0.3726"
"9000000","0.35819999999999996"
"9180000","0.3818"
"9360000","0.3824"
"9540000","0.3932"
"9720000","0.3812"
"9900000","0.426"
"10080000","0.3878"
"10260000","0.436"
"10440000","0.411"
"10620000","0.4192"
"10800000","0.4187999999999999"
"10980000","0.4398"
"11160000","0.4412"
"11340000","0.4348"
"11520000","0.4308"
"11700000","0.4346"
"11880000","0.4646"
"12060000","0.454"
"12240000","0.4536"
"12420000","0.4856"
"12600000","0.4658"
"12780000","0.4844"
"12960000","0.4556"
"13140000","0.4596"
"13320000","0.4712"
"13500000","0.47120000000000006"
"13680000","0.49"
"13860000","0.5004"
"14040000","0.4868"
"14220000","0.4774"
"14400000","0.471"
"14580000","0.5136000000000001"
"14760000","0.514"
"14940000","0.5256000000000001"
"15120000","0.5217999999999999"
"15300000","0.4774"
"15480000","0.551"
"15660000","0.5092000000000001"
"15840000","0.5204"
"16020000","0.5117999999999999"
"16200000","0.5324"
"16380000","0.502"
"16560000","0.536"
"16740000","0.5147999999999999"
"16920000","0.5432"
"17100000","0.541"
"17280000","0.5506"
"17460000","0.5127999999999999"
"17640000","0.4148"
"17820000","0.4102"
"18000000","0.4676"
"18180000","0.4644"
"18360000","0.4834"
"18540000","0.5141999999999999"
"18720000","0.5004000000000001"
"18900000","0.532"
"19080000","0.5346000000000001"
"19260000","0.498"
"19440000","0.5144"
"19620000","0.529"
"19800000","0.5381999999999999"
"19980000","0.5538"
"20160000","0.5718"
"20340000","0.5395999999999999"
"20520000","0.5464000000000001"
"20700000","0.5838"
"20880000","0.5714"
"21060000","0.5676"
"21240000","0.5786"
