"Step","gan_pb_2agents_seed1 - cover_rate_5step"
"120000","0.036"
"240000","0.032"
"360000","0.028"
"480000","0.033"
"600000","0.028"
"720000","0.024"
"840000","0.03"
"960000","0.028"
"1080000","0.033"
"1200000","0.039"
"1320000","0.033"
"1440000","0.03"
"1560000","0.04"
"1680000","0.025"
"1800000","0.037"
"1920000","0.039"
"2040000","0.043"
"2160000","0.036"
"2280000","0.03"
"2400000","0.033"
"2520000","0.038"
"2640000","0.025"
"2760000","0.032"
"2880000","0.027"
"3000000","0.039"
"3120000","0.03"
"3240000","0.023"
"3360000","0.03"
"3480000","0.032"
"3600000","0.035"
"3720000","0.024"
"3840000","0.034"
"3960000","0.032"
"4080000","0.028"
"4200000","0.031"
"4320000","0.028"
"4440000","0.028"
"4560000","0.039"
"4680000","0.037"
"4800000","0.03"
"4920000","0.027"
"5040000","0.039"
"5160000","0.037"
"5280000","0.033"
"5400000","0.044"
"5520000","0.034"
"5640000","0.037"
"5760000","0.039"
"5880000","0.026"
"6000000","0.035"
"6120000","0.038799999999999994"
"6240000","0.04"
"6360000","0.043"
"6480000","0.0428"
"6600000","0.0488"
"6720000","0.054"
"6840000","0.045"
"6960000","0.054"
"7080000","0.052"
"7200000","0.058"
"7320000","0.0528"
"7440000","0.046200000000000005"
"7560000","0.0454"
"7680000","0.0452"
"7800000","0.048"
"7920000","0.071"
"8040000","0.0508"
"8160000","0.06620000000000001"
"8280000","0.0588"
"8400000","0.049"
"8520000","0.065"
"8640000","0.0736"
"8760000","0.049"
"8880000","0.068"
"9000000","0.066"
"9120000","0.07"
"9240000","0.06459999999999999"
"9360000","0.059"
"9480000","0.0648"
"9600000","0.0788"
"9720000","0.0492"
"9840000","0.0566"
"9960000","0.0768"
"10080000","0.061799999999999994"
"10200000","0.0726"
"10320000","0.0678"
"10440000","0.0704"
"10560000","0.068"
"10680000","0.0866"
"10800000","0.062"
"10920000","0.07519999999999999"
"11040000","0.0846"
"11160000","0.0838"
"11280000","0.077"
"11400000","0.0924"
"11520000","0.08940000000000001"
"11640000","0.086"
"11760000","0.0908"
"11880000","0.0614"
"12000000","0.062200000000000005"
"12120000","0.0722"
"12240000","0.0772"
"12360000","0.0712"
"12480000","0.0778"
"12600000","0.0688"
"12720000","0.0812"
"12840000","0.059"
"12960000","0.076"
"13080000","0.079"
"13200000","0.0704"
"13320000","0.0742"
"13440000","0.077"
"13560000","0.067"
"13680000","0.0668"
"13800000","0.0698"
"13920000","0.0728"
"14040000","0.07579999999999999"
"14160000","0.07479999999999999"
"14280000","0.079"
"14400000","0.079"
"14520000","0.07640000000000001"
"14640000","0.0872"
"14760000","0.071"
"14880000","0.0756"
"15000000","0.0874"
"15120000","0.0906"
"15240000","0.0708"
"15360000","0.066"
"15480000","0.071"
"15600000","0.0798"
"15720000","0.082"
"15840000","0.08059999999999999"
"15960000","0.074"
"16080000","0.0942"
"16200000","0.07859999999999999"
"16320000","0.0854"
"16440000","0.0878"
"16560000","0.0848"
"16680000","0.0842"
"16800000","0.0644"
"16920000","0.079"
"17040000","0.0686"
"17160000","0.0712"
"17280000","0.078"
"17400000","0.08020000000000001"
"17520000","0.0674"
"17640000","0.0856"
"17760000","0.0874"
"17880000","0.098"
"18000000","0.095"
"18120000","0.0882"
"18240000","0.0972"
"18360000","0.0948"
"18480000","0.0934"
"18600000","0.107"
"18720000","0.1126"
"18840000","0.0932"
"18960000","0.0906"
"19080000","0.095"
"19200000","0.107"
"19320000","0.0932"
"19440000","0.0916"
"19560000","0.0876"
"19680000","0.086"
"19800000","0.081"
"19920000","0.0946"
"20040000","0.0824"
"20160000","0.0936"
"20280000","0.092"
"20400000","0.088"
"20520000","0.1008"
"20640000","0.0954"
"20760000","0.0956"
"20880000","0.0834"
"21000000","0.085"
"21120000","0.0956"
"21240000","0.089"
"21360000","0.1026"
"21480000","0.093"
"21600000","0.0952"
"21720000","0.1014"
"21840000","0.093"
"21960000","0.1134"
"22080000","0.099"
"22200000","0.103"
"22320000","0.1152"
"22440000","0.1346"
"22560000","0.1134"
"22680000","0.1088"
"22800000","0.1182"
"22920000","0.13019999999999998"
"23040000","0.12619999999999998"
"23160000","0.0904"
"23280000","0.1116"
"23400000","0.1166"
"23520000","0.1198"
"23640000","0.11519999999999998"
"23760000","0.12"
"23880000","0.1216"
"24000000","0.1248"
"24120000","0.1168"
"24240000","0.14620000000000002"
"24360000","0.1226"
"24480000","0.12660000000000002"
"24600000","0.1164"
"24720000","0.1384"
"24840000","0.1372"
"24960000","0.1214"
"25080000","0.121"
"25200000","0.1308"
"25320000","0.119"
"25440000","0.115"
"25560000","0.14379999999999998"
"25680000","0.11880000000000002"
"25800000","0.1062"
"25920000","0.1246"
"26040000","0.12919999999999998"
"26160000","0.1216"
"26280000","0.1396"
"26400000","0.1394"
"26520000","0.1348"
"26640000","0.1432"
"26760000","0.1378"
"26880000","0.1276"
"27000000","0.1318"
"27120000","0.11"
"27240000","0.1402"
"27360000","0.12780000000000002"
"27480000","0.158"
"27600000","0.1502"
"27720000","0.1424"
"27840000","0.1366"
"27960000","0.142"
"28080000","0.14339999999999997"
"28200000","0.1662"
"28320000","0.1564"
"28440000","0.15059999999999998"
"28560000","0.16540000000000002"
"28680000","0.1372"
"28800000","0.1628"
"28920000","0.1504"
"29040000","0.1524"
"29160000","0.1536"
"29280000","0.16660000000000005"
"29400000","0.155"
"29520000","0.1688"
"29640000","0.15880000000000002"
"29760000","0.16319999999999998"
"29880000","0.16460000000000002"
"30000000","0.149"
"30120000","0.1614"
"30240000","0.15719999999999998"
"30360000","0.163"
"30480000","0.176"
"30600000","0.1608"
"30720000","0.1902"
"30840000","0.183"
"30960000","0.1834"
"31080000","0.1918"
"31200000","0.1884"
"31320000","0.1882"
"31440000","0.2022"
"31560000","0.194"
"31680000","0.164"
"31800000","0.1802"
"31920000","0.1658"
"32040000","0.1682"
"32160000","0.2092"
"32280000","0.185"
"32400000","0.1826"
"32520000","0.203"
"32640000","0.1976"
"32760000","0.1944"
"32880000","0.189"
"33000000","0.2068"
"33120000","0.2072"
"33240000","0.16119999999999998"
"33360000","0.17959999999999998"
"33480000","0.1968"
"33600000","0.2022"
"33720000","0.1916"
"33840000","0.18320000000000003"
"33960000","0.1668"
"34080000","0.16479999999999995"
"34200000","0.1688"
"34320000","0.1692"
"34440000","0.1814"
"34560000","0.1958"
"34680000","0.1808"
"34800000","0.185"
"34920000","0.1722"
"35040000","0.179"
"35160000","0.1748"
"35280000","0.19639999999999996"
"35400000","0.1874"
"35520000","0.1884"
"35640000","0.1814"
"35760000","0.1754"
"35880000","0.15419999999999998"
"36000000","0.1896"
"36120000","0.167"
"36240000","0.1722"
"36360000","0.1666"
"36480000","0.1466"
"36600000","0.14"
"36720000","0.15059999999999998"
"36840000","0.16760000000000003"
"36960000","0.15319999999999998"
"37080000","0.162"
"37200000","0.161"
"37320000","0.15139999999999998"
"37440000","0.182"
"37560000","0.15780000000000002"
"37680000","0.168"
"37800000","0.16839999999999997"
"37920000","0.17860000000000004"
"38040000","0.1598"
"38160000","0.13539999999999996"
"38280000","0.138"
"38400000","0.1482"
"38520000","0.15519999999999998"
"38640000","0.13579999999999998"
"38760000","0.1368"
"38880000","0.1478"
"39000000","0.143"
"39120000","0.14"
"39240000","0.1404"
"39360000","0.1202"
"39480000","0.1228"
"39600000","0.1062"
"39720000","0.1232"
"39840000","0.1374"
"39960000","0.135"
"40080000","0.14880000000000002"
"40200000","0.1218"
"40320000","0.144"
"40440000","0.1342"
"40560000","0.1316"
"40680000","0.149"
"40800000","0.1432"
"40920000","0.146"
"41040000","0.13440000000000002"
"41160000","0.1376"
"41280000","0.1318"
"41400000","0.16360000000000002"
"41520000","0.151"
"41640000","0.1342"
"41760000","0.162"
"41880000","0.1468"
"42000000","0.14980000000000002"
"42120000","0.1368"
"42240000","0.1464"
"42360000","0.1384"
"42480000","0.1454"
"42600000","0.1428"
"42720000","0.1454"
"42840000","0.1666"
"42960000","0.13140000000000002"
"43080000","0.14859999999999998"
"43200000","0.146"
"43320000","0.169"
"43440000","0.1718"
"43560000","0.13"
"43680000","0.1748"
"43800000","0.1766"
"43920000","0.1676"
"44040000","0.1496"
"44160000","0.1748"
"44280000","0.16540000000000002"
"44400000","0.1514"
"44520000","0.1462"
"44640000","0.1596"
"44760000","0.16760000000000003"
"44880000","0.179"
"45000000","0.166"
"45120000","0.15419999999999998"
"45240000","0.1696"
"45360000","0.1708"
"45480000","0.156"
"45600000","0.1662"
"45720000","0.1704"
"45840000","0.1714"
"45960000","0.16119999999999998"
"46080000","0.161"
"46200000","0.1746"
"46320000","0.15760000000000002"
"46440000","0.16739999999999997"
"46560000","0.16660000000000005"
"46680000","0.163"
"46800000","0.144"
"46920000","0.16219999999999998"
"47040000","0.17560000000000003"
"47160000","0.17539999999999997"
"47280000","0.15519999999999998"
"47400000","0.1898"
"47520000","0.1732"
"47640000","0.1926"
"47760000","0.1804"
"47880000","0.1888"
"48000000","0.1982"
"48120000","0.1878"
"48240000","0.1652"
"48360000","0.1828"
"48480000","0.169"
"48600000","0.1926"
"48720000","0.188"
"48840000","0.185"
"48960000","0.212"
"49080000","0.175"
"49200000","0.1916"
"49320000","0.1818"
"49440000","0.1962"
"49560000","0.2062"
"49680000","0.1976"
"49800000","0.202"
"49920000","0.1808"
"50040000","0.199"
"50160000","0.1896"
"50280000","0.21020000000000005"
"50400000","0.1876"
"50520000","0.2144"
"50640000","0.1936"
"50760000","0.1736"
"50880000","0.1666"
"51000000","0.2106"
"51120000","0.1896"
"51240000","0.1894"
"51360000","0.196"
"51480000","0.1672"
"51600000","0.1828"
"51720000","0.1784"
"51840000","0.16"
"51960000","0.1754"
"52080000","0.1894"
"52200000","0.1818"
"52320000","0.1936"
"52440000","0.193"
"52560000","0.1892"
"52680000","0.19"
"52800000","0.1866"
"52920000","0.1742"
"53040000","0.1872"
"53160000","0.1978"
"53280000","0.1986"
"53400000","0.191"
"53520000","0.189"
"53640000","0.1918"
"53760000","0.1878"
"53880000","0.20060000000000003"
"54000000","0.1854"
"54120000","0.1862"
"54240000","0.1902"
"54360000","0.198"
"54480000","0.203"
"54600000","0.2122"
"54720000","0.213"
"54840000","0.2144"
"54960000","0.2208"
"55080000","0.2002"
"55200000","0.2148"
"55320000","0.1976"
"55440000","0.2244"
"55560000","0.2124"
"55680000","0.2072"
"55800000","0.2248"
"55920000","0.2124"
"56040000","0.23"
"56160000","0.2056"
"56280000","0.2186"
"56400000","0.1972"
"56520000","0.1958"
"56640000","0.1982"
"56760000","0.1902"
"56880000","0.2046"
"57000000","0.2126"
"57120000","0.1868"
"57240000","0.2118"
"57360000","0.1894"
"57480000","0.1834"
"57600000","0.1948"
"57720000","0.1944"
"57840000","0.194"
"57960000","0.1814"
"58080000","0.1916"
"58200000","0.20560000000000003"
"58320000","0.1866"
"58440000","0.207"
"58560000","0.2036"
"58680000","0.1848"
"58800000","0.2228"
"58920000","0.2136"
"59040000","0.1944"
"59160000","0.2236"
"59280000","0.2072"
"59400000","0.2156"
"59520000","0.225"
"59640000","0.2066"
"59760000","0.188"
"59880000","0.1996"
"60000000","0.2232"
"60120000","0.1922"
"60240000","0.213"
"60360000","0.228"
"60480000","0.23639999999999997"
"60600000","0.2138"
"60720000","0.2252"
"60840000","0.2288"
"60960000","0.2184"
"61080000","0.1778"
"61200000","0.194"
"61320000","0.19"
"61440000","0.21"
"61560000","0.2238"
"61680000","0.2078"
"61800000","0.2032"
"61920000","0.1972"
"62040000","0.1954"
"62160000","0.20439999999999997"
"62280000","0.2122"
"62400000","0.1976"
"62520000","0.2014"
"62640000","0.208"
"62760000","0.2216"
"62880000","0.232"
"63000000","0.2154"
"63120000","0.2188"
"63240000","0.2286"
"63360000","0.2178"
"63480000","0.2104"
"63600000","0.227"
"63720000","0.228"
"63840000","0.23239999999999997"
"63960000","0.2266"
"64080000","0.2404"
"64200000","0.2398"
"64320000","0.2466"
"64440000","0.23039999999999997"
"64560000","0.2224"
"64680000","0.1996"
"64800000","0.21"
"64920000","0.2106"
"65040000","0.2138"
"65160000","0.2446"
"65280000","0.2086"
"65400000","0.212"
"65520000","0.2088"
"65640000","0.2008"
"65760000","0.2324"
"65880000","0.24039999999999995"
"66000000","0.2368"
"66120000","0.2206"
"66240000","0.256"
"66360000","0.2388"
"66480000","0.2302"
"66600000","0.2234"
"66720000","0.2218"
"66840000","0.2068"
"66960000","0.2418"
"67080000","0.2386"
"67200000","0.26220000000000004"
"67320000","0.23939999999999995"
"67440000","0.25260000000000005"
"67560000","0.2514"
"67680000","0.2308"
"67800000","0.25780000000000003"
"67920000","0.232"
"68040000","0.242"
"68160000","0.2388"
"68280000","0.2232"
"68400000","0.2308"
"68520000","0.221"
"68640000","0.2268"
"68760000","0.2206"
"68880000","0.2396"
"69000000","0.228"
"69120000","0.248"
"69240000","0.2182"
"69360000","0.2206"
"69480000","0.228"
"69600000","0.245"
"69720000","0.2204"
"69840000","0.2162"
"69960000","0.2288"
"70080000","0.23639999999999997"
"70200000","0.25160000000000005"
"70320000","0.2274"
"70440000","0.2486"
"70560000","0.2476"
"70680000","0.2012"
"70800000","0.2302"
"70920000","0.2352"
"71040000","0.237"
"71160000","0.22379999999999997"
"71280000","0.234"
