"Step","mixdecay4n8_finalversion_seed3 - 8cover_rate"
"23089290","0.837625"
"23288580","0.825025"
"23487870","0.826525"
"23687160","0.8309749999999999"
"23886450","0.83815"
"24085740","0.8469249999999999"
"24285030","0.852275"
"24484320","0.8359249999999999"
"24683610","0.83945"
"24882900","0.814275"
"25077150","0.82665"
"25271400","0.8114"
"25465650","0.7873"
"25659900","0.8012250000000001"
"25854150","0.797125"
"26048400","0.7948999999999999"
"26242650","0.8038"
"26436900","0.812875"
"26631150","0.8111499999999999"
"26825400","0.8163499999999999"
"27014400","0.79745"
"27203400","0.793525"
"27392400","0.804125"
"27581400","0.80795"
"27770400","0.804125"
"27959400","0.808625"
"28148400","0.8259749999999999"
"28337400","0.834375"
"28526400","0.82045"
"28715400","0.8352249999999999"
"28898940","0.838525"
"29082480","0.8326749999999999"
"29266020","0.8341"
"29449560","0.840275"
"29633100","0.84025"
"29816640","0.8501749999999999"
"30000180","0.851375"
"30183720","0.833125"
"30367260","0.8262"
"30550800","0.8268999999999999"
"30729510","0.8439"
"30908220","0.83435"
"31086930","0.8151249999999999"
"31265640","0.82245"
"31444350","0.82945"
"31623060","0.8313250000000001"
"31801770","0.8389749999999999"
"31980480","0.835075"
"32159190","0.8408"
"32337900","0.835075"
"32511150","0.8284000000000001"
"32684400","0.8581500000000001"
"32857650","0.85515"
"33030900","0.8579749999999999"
"33204150","0.8688999999999999"
"33377400","0.856875"
"33550650","0.866575"
"33723900","0.8733000000000001"
"33897150","0.8785749999999999"
"34070400","0.8685499999999999"
"34238400","0.854775"
"34406400","0.8695499999999999"
"34574400","0.881"
"34742400","0.8707"
"34910400","0.8847750000000001"
"35078400","0.90445"
"35246400","0.906125"
"35414400","0.88995"
"35582400","0.896875"
"35750400","0.895875"
"35912940","0.89775"
"36075480","0.8977999999999999"
"36238020","0.91525"
"36400560","0.918475"
"36563100","0.8994"
"36725640","0.9093"
"36888180","0.910575"
"37050720","0.903175"
"37213260","0.912575"
"37375800","0.915175"
"37533510","0.912075"
"37691220","0.902875"
"37848930","0.912425"
"38006640","0.908525"
"38164350","0.924425"
"38322060","0.922225"
"38479770","0.91955"
"38637480","0.916475"
"38795190","0.91765"
"38952900","0.917175"
"39105150","0.91575"
"39257400","0.920175"
"39409650","0.90645"
"39561900","0.910325"
"39714150","0.9234"
"39866400","0.9254"
"40018650","0.908475"
"40170900","0.91715"
"40323150","0.9231"
"40475400","0.9283"
"40622400","0.889025"
"40769400","0.89425"
"40916400","0.88005"
"41063400","0.8675"
"41210400","0.8558250000000001"
"41357400","0.8677999999999999"
"41504400","0.8626"
"41651400","0.8784500000000001"
"41798400","0.873525"
"41945400","0.879825"
"42086940","0.874925"
"42228480","0.864575"
"42370020","0.8744500000000001"
"42511560","0.8690249999999999"
"42653100","0.8733500000000001"
"42794640","0.8892249999999999"
"42936180","0.8953499999999999"
"43077720","0.8919000000000001"
"43219260","0.8892249999999999"
"43360800","0.897525"
"43497510","0.8870750000000001"
"43634220","0.8863999999999999"
"43770930","0.8964749999999999"
"43907640","0.884725"
"44044350","0.875375"
"44181060","0.8824249999999999"
"44317770","0.886125"
"44454480","0.879225"
"44591190","0.8864500000000001"
"44727900","0.8979499999999999"
"44859150","0.9053"
"44990400","0.900325"
"45121650","0.8956"
"45252900","0.891525"
"45384150","0.8933999999999999"
"45515400","0.8877"
"45646650","0.888075"
"45777900","0.8926"
"45909150","0.901275"
"46040400","0.90535"
"46166400","0.9008"
"46292400","0.888325"
"46418400","0.885675"
"46544400","0.891325"
"46670400","0.8964249999999999"
"46796400","0.89075"
"46922400","0.8974249999999999"
"47048400","0.8671749999999999"
"47174400","0.86525"
"47300400","0.8696"
"47420940","0.8713"
"47541480","0.8794249999999999"
"47662020","0.883625"
"47782560","0.864375"
"47903100","0.8718250000000001"
"48023640","0.8867999999999999"
"48144180","0.8809"
"48264720","0.8785499999999999"
"48385260","0.8888749999999999"
"48505800","0.8857249999999999"
"48621510","0.882975"
"48737220","0.880125"
"48852930","0.8891749999999999"
"48968640","0.841425"
"49084350","0.851275"
"49200060","0.839275"
"49315770","0.8513999999999999"
"49431480","0.850625"
"49547190","0.8634"
"49662900","0.8471749999999999"
"49773150","0.8496"
"49883400","0.843275"
"49993650","0.8489999999999999"
"50103900","0.84515"
"50214150","0.8679"
"50324400","0.858075"
"50434650","0.84425"
"50544900","0.8619749999999999"
"50655150","0.848425"
"50765400","0.8707999999999999"
"50870400","0.8737"
"50975400","0.884"
"51080400","0.889575"
"51185400","0.903775"
"51290400","0.8893"
"51395400","0.8917249999999999"
"51500400","0.8785749999999999"
"51605400","0.867125"
"51710400","0.8838250000000001"
"51815400","0.86505"
"51920400","0.882525"
"52025400","0.8798499999999999"
"52130400","0.8692000000000001"
"52235400","0.88285"
"52340400","0.8877999999999999"
"52445400","0.889675"
"52550400","0.878575"
"52655400","0.87715"
"52760400","0.8704749999999999"
"52865400","0.869"
"52970400","0.883675"
"53075400","0.8750999999999999"
"53180400","0.907825"
"53285400","0.905375"
"53390400","0.91785"
"53495400","0.92915"
"53600400","0.92485"
"53705400","0.920975"
"53810400","0.93005"
"53915400","0.91995"
"54020400","0.926125"
"54125400","0.923675"
"54230400","0.919625"
"54335400","0.907025"
"54440400","0.919425"
"54545400","0.91945"
"54650400","0.93005"
"54755400","0.930225"
"54860400","0.936825"
"54965400","0.946825"
"55070400","0.942325"
"55175400","0.940975"
"55280400","0.9458"
"55385400","0.932125"
"55490400","0.9358"
"55595400","0.9264"
"55700400","0.8794500000000001"
"55805400","0.8932"
"55910400","0.898"
"56015400","0.8897999999999999"
"56120400","0.894675"
"56225400","0.878"
"56330400","0.886325"
"56435400","0.901125"
"56540400","0.90925"
"56645400","0.904725"
"56750400","0.91635"
"56855400","0.92075"
"56960400","0.91755"
"57065400","0.92295"
"57170400","0.9195249999999998"
"57275400","0.9234"
"57380400","0.775975"
"57485400","0.7877000000000001"
"57590400","0.8189249999999999"
"57695400","0.8272"
"57800400","0.8348"
"57905400","0.8424499999999999"
"58010400","0.837"
"58115400","0.840825"
"58220400","0.8345"
"58325400","0.8384749999999999"
"58430400","0.8406"
"58535400","0.8425999999999999"
"58640400","0.8480999999999999"
"58745400","0.84305"
"58850400","0.8341999999999999"
"58955400","0.834425"
"59060400","0.8221499999999998"
"59165400","0.8278"
"59270400","0.84765"
"59375400","0.85535"
"59480400","0.85705"
"59585400","0.8553999999999999"
"59690400","0.8599249999999999"
"59795400","0.88105"
"59900400","0.870325"
"60005400","0.857375"
"60110400","0.87"
"60215400","0.8681"
"60320400","0.86705"
"60425400","0.8632750000000001"
"60530400","0.862875"
"60635400","0.8773"
"60740400","0.86815"
"60845400","0.869375"
"60950400","0.855425"
"61055400","0.8485999999999999"
"61160400","0.839"
"61265400","0.8530249999999999"
"61370400","0.85915"
"61475400","0.8650749999999999"
"61580400","0.88215"
"61685400","0.905625"
"61790400","0.8973"
"61895400","0.9075"
"62000400","0.902725"
"62105400","0.902425"
"62210400","0.90545"
"62315400","0.88385"
"62420400","0.8943499999999999"
"62525400","0.89155"
"62630400","0.9059"
"62735400","0.910825"
"62840400","0.92565"
"62945400","0.913775"
"63050400","0.91"
"63155400","0.923575"
"63260400","0.9265"
"63365400","0.93455"
"63470400","0.9292"
"63575400","0.920625"
"63680400","0.923125"
"63785400","0.9332"
"63890400","0.934275"
"63995400","0.938425"
"64100400","0.9321499999999998"
"64205400","0.928125"
"64310400","0.91805"
"64415400","0.926825"
"64520400","0.93675"
"64625400","0.93315"
"64730400","0.93605"
"64835400","0.94375"
"64940400","0.947425"
"65045400","0.9527749999999998"
"65150400","0.950675"
"65255400","0.94145"
"65360400","0.94905"
"65465400","0.95065"
"65570400","0.949625"
"65675400","0.9532"
"65780400","0.95145"
"65885400","0.95515"
"65990400","0.95665"
