"Step","tech2_sp3_small_asym_seed3 - cover_rate_5step"
"105000","0"
"210000","0"
"315000","0"
"420000","0"
"525000","0"
"630000","0"
"735000","0"
"840000","0"
"945000","0"
"1050000","0"
"1155000","0"
"1260000","0"
"1365000","0"
"1470000","0"
"1575000","0"
"1680000","0"
"1785000","0"
"1890000","0"
"1995000","0"
"2100000","0"
"2205000","0"
"2310000","0"
"2415000","0"
"2520000","0"
"2625000","0"
"2730000","0"
"2835000","0"
"2940000","0"
"3045000","0.0040999999999999995"
"3150000","0.0026"
"3255000","0.0028"
"3360000","0.0035999999999999995"
"3465000","0.005"
"3570000","0.0031"
"3675000","0.0029"
"3780000","0.0017"
"3885000","0.001"
"3990000","0.0029"
"4095000","0.0015"
"4200000","0.0026"
"4305000","0.0032"
"4410000","0.004"
"4515000","0.0021000000000000003"
"4620000","0.0022"
"4725000","0.002099999999999999"
"4830000","0.004699999999999999"
"4935000","0.0019"
"5040000","0.0040999999999999995"
"5145000","0.0032"
"5250000","0.0016"
"5355000","0.0044"
"5460000","0.0044"
"5565000","0.001"
"5670000","0.0029"
"5775000","0.004"
"5880000","0.0036"
"5985000","0.0023"
"6090000","0.0021999999999999997"
"6195000","0.0019"
"6300000","0.0033"
"6405000","0.0045"
"6510000","0.0028000000000000004"
"6615000","0.0060999999999999995"
"6720000","0.0040999999999999995"
"6825000","0.0016"
"6930000","0.004200000000000001"
"7035000","0.0015"
"7140000","0.0028000000000000004"
"7245000","0.002"
"7350000","0.0024"
"7455000","0.0028000000000000004"
"7560000","0.0025"
"7665000","0.0031"
"7770000","0.005"
"7875000","0.0048"
"7980000","0.0025"
"8085000","0.0018"
"8190000","0.0028"
"8295000","0.0019"
"8400000","0.0026"
"8505000","0.0056"
"8610000","0.0075"
"8715000","0.0062"
"8820000","0.0036"
"8925000","0.0023"
"9030000","0.0034"
"9135000","0.007199999999999999"
"9240000","0.003"
"9345000","0.006"
"9450000","0.0064"
"9555000","0.0050999999999999995"
"9660000","0.0069"
"9765000","0.0054"
"9870000","0.004199999999999999"
"9975000","0.0055"
"10080000","0.004"
"10185000","0.0057"
"10290000","0.0095"
"10395000","0.0113"
"10500000","0.008700000000000001"
"10605000","0.011"
"10710000","0.0077"
"10815000","0.0092"
"10920000","0.006"
"11025000","0.0111"
"11130000","0.0089"
"11235000","0.0112"
"11340000","0.0097"
"11445000","0.0141"
"11550000","0.0091"
"11655000","0.0091"
"11760000","0.0161"
"11865000","0.0097"
"11970000","0.0165"
"12075000","0.0195"
"12180000","0.0237"
"12285000","0.0233"
"12390000","0.0297"
"12495000","0.0255"
"12600000","0.054299999999999994"
"12705000","0.0544"
"12810000","0.0438"
"12915000","0.0528"
"13020000","0.0205"
"13125000","0.0095"
"13230000","0.0045"
"13335000","0.0546"
"13440000","0.0466"
"13545000","0.0443"
"13650000","0.0454"
"13755000","0.0125"
"13860000","0.007"
"13965000","0.011900000000000004"
"14070000","0.0517"
"14175000","0.0823"
"14280000","0.0936"
"14385000","0.0892"
"14490000","0.0873"
"14595000","0.0858"
"14700000","0.07529999999999998"
"14805000","0.0734"
"14910000","0.07210000000000001"
"15015000","0.0859"
"15120000","0.1034"
"15225000","0.0897"
"15330000","0.0395"
"15435000","0.0064"
"15540000","0.0033"
"15645000","0.007600000000000001"
"15750000","0.0147"
"15855000","0.0101"
"15960000","0.0017999999999999995"
"16065000","0.0005"
"16170000","0"
"16275000","0"
"16380000","0.0005"
"16485000","0.0006"
"16590000","0.0139"
"16695000","0.0066"
"16800000","0.0132"
"16905000","0.0155"
"17010000","0.0249"
"17115000","0.0234"
"17220000","0.033900000000000007"
"17325000","0.0246"
"17430000","0.0321"
"17535000","0.0156"
"17640000","0.0045"
"17745000","0.0008"
"17850000","0.003"
"17955000","0.005900000000000001"
"18060000","0.0024"
"18165000","0.0001"
"18270000","0.0008"
"18375000","0.004"
"18480000","0.0039"
"18585000","0.006"
"18690000","0.0012999999999999995"
"18795000","0.002"
"18900000","0.005900000000000001"
"19005000","0.0058000000000000005"
"19110000","0.0038"
"19215000","0.0040999999999999995"
"19320000","0.0097"
"19425000","0.0175"
"19530000","0.001"
"19635000","0.0033"
"19740000","0.0040999999999999995"
"19845000","0.004199999999999999"
"19950000","0.0019"
"20055000","0.0244"
"20160000","0.0263"
"20265000","0.016"
"20370000","0.008199999999999999"
