"Step","gan_pb_4agents_seed2 - cover_rate_1step"
"120000","0.058"
"240000","0.0635"
"360000","0.0615"
"480000","0.048"
"600000","0.058"
"720000","0.058"
"840000","0.0695"
"960000","0.0625"
"1080000","0.059"
"1200000","0.059"
"1320000","0.063"
"1440000","0.061"
"1560000","0.0555"
"1680000","0.06"
"1800000","0.066"
"1920000","0.0615"
"2040000","0.0595"
"2160000","0.0535"
"2280000","0.0635"
"2400000","0.0735"
"2520000","0.062"
"2640000","0.066"
"2760000","0.059"
"2880000","0.063"
"3000000","0.063"
"3120000","0.065"
"3240000","0.059"
"3360000","0.0725"
"3480000","0.071"
"3600000","0.0655"
"3720000","0.0575"
"3840000","0.062"
"3960000","0.0645"
"4080000","0.0675"
"4200000","0.0605"
"4320000","0.072"
"4440000","0.063"
"4560000","0.059"
"4680000","0.0645"
"4800000","0.064"
"4920000","0.063"
"5040000","0.0575"
"5160000","0.058"
"5280000","0.0535"
"5400000","0.0605"
"5520000","0.069"
"5640000","0.0615"
"5760000","0.063"
"5880000","0.0565"
"6000000","0.064"
"6120000","0.0665"
"6240000","0.067"
"6360000","0.068"
"6480000","0.0625"
"6600000","0.0665"
"6720000","0.0615"
"6840000","0.069"
"6960000","0.062"
"7080000","0.065"
"7200000","0.0545"
"7320000","0.0545"
"7440000","0.056"
"7560000","0.067"
"7680000","0.072"
"7800000","0.06"
"7920000","0.0685"
"8040000","0.0595"
"8160000","0.076"
"8280000","0.0625"
"8400000","0.0695"
"8520000","0.058"
"8640000","0.0725"
"8760000","0.061"
"8880000","0.064"
"9000000","0.0635"
"9120000","0.059"
"9240000","0.07"
"9360000","0.054"
"9480000","0.064"
"9600000","0.071"
"9720000","0.0615"
"9840000","0.0695"
"9960000","0.061"
"10080000","0.0615"
"10200000","0.067"
"10320000","0.0655"
"10440000","0.0625"
"10560000","0.0635"
"10680000","0.0705"
"10800000","0.065"
"10920000","0.0575"
"11040000","0.0695"
"11160000","0.0565"
"11280000","0.0535"
"11400000","0.0595"
"11520000","0.0725"
"11640000","0.077"
"11760000","0.059"
"11880000","0.0675"
"12000000","0.0615"
"12120000","0.07"
"12240000","0.0685"
"12360000","0.0605"
"12480000","0.059"
"12600000","0.0755"
"12720000","0.0635"
"12840000","0.0685"
"12960000","0.072"
"13080000","0.056"
"13200000","0.0705"
"13320000","0.0745"
"13440000","0.0595"
"13560000","0.0535"
"13680000","0.0625"
"13800000","0.067"
"13920000","0.0695"
"14040000","0.0805"
"14160000","0.0705"
"14280000","0.0675"
"14400000","0.066"
"14520000","0.0715"
"14640000","0.0625"
"14760000","0.071"
"14880000","0.072"
"15000000","0.0645"
"15120000","0.066"
"15240000","0.067"
"15360000","0.078"
"15480000","0.0635"
"15600000","0.069"
"15720000","0.062"
"15840000","0.083"
"15960000","0.0645"
"16080000","0.068"
"16200000","0.067"
"16320000","0.0625"
"16440000","0.068"
"16560000","0.065"
"16680000","0.064"
"16800000","0.073"
"16920000","0.0775"
"17040000","0.0715"
"17160000","0.0655"
"17280000","0.0745"
"17400000","0.061"
"17520000","0.0735"
"17640000","0.075"
"17760000","0.0765"
"17880000","0.069"
"18000000","0.073"
"18120000","0.073"
"18240000","0.072"
"18360000","0.075"
"18480000","0.0725"
"18600000","0.0765"
"18720000","0.0685"
"18840000","0.0765"
"18960000","0.077"
"19080000","0.073"
"19200000","0.0825"
"19320000","0.076"
"19440000","0.0755"
"19560000","0.069"
"19680000","0.0705"
"19800000","0.0655"
"19920000","0.08"
"20040000","0.073"
"20160000","0.0745"
"20280000","0.0775"
"20400000","0.075"
"20520000","0.072"
"20640000","0.0725"
"20760000","0.0665"
"20880000","0.0775"
"21000000","0.072"
"21120000","0.0745"
"21240000","0.0775"
"21360000","0.065"
"21480000","0.081"
"21600000","0.0735"
"21720000","0.074"
"21840000","0.0705"
"21960000","0.0725"
"22080000","0.071"
"22200000","0.07"
"22320000","0.0705"
"22440000","0.078"
"22560000","0.091"
"22680000","0.087"
"22800000","0.0925"
"22920000","0.0695"
"23040000","0.072"
"23160000","0.079"
"23280000","0.081"
"23400000","0.0895"
"23520000","0.0715"
"23640000","0.088"
"23760000","0.0775"
"23880000","0.078"
"24000000","0.075"
"24120000","0.0875"
"24240000","0.07"
"24360000","0.086"
"24480000","0.077"
"24600000","0.0795"
"24720000","0.0795"
"24840000","0.0885"
"24960000","0.0725"
"25080000","0.083"
"25200000","0.0765"
"25320000","0.0815"
"25440000","0.0865"
"25560000","0.0785"
"25680000","0.069"
"25800000","0.0755"
"25920000","0.081"
"26040000","0.0795"
"26160000","0.079"
"26280000","0.076"
"26400000","0.091"
"26520000","0.0745"
"26640000","0.0755"
"26760000","0.0785"
"26880000","0.0805"
"27000000","0.0915"
"27120000","0.0835"
"27240000","0.086"
"27360000","0.086"
"27480000","0.079"
"27600000","0.074"
"27720000","0.0755"
"27840000","0.0805"
"27960000","0.0885"
"28080000","0.09"
"28200000","0.082"
"28320000","0.0705"
"28440000","0.0765"
"28560000","0.079"
"28680000","0.078"
"28800000","0.0845"
"28920000","0.0765"
"29040000","0.083"
"29160000","0.0775"
"29280000","0.062"
"29400000","0.0765"
"29520000","0.0815"
"29640000","0.0855"
"29760000","0.0795"
"29880000","0.081"
"30000000","0.0825"
"30120000","0.0845"
"30240000","0.0955"
"30360000","0.0795"
"30480000","0.076"
"30600000","0.0825"
"30720000","0.087"
"30840000","0.08"
"30960000","0.0805"
"31080000","0.0795"
"31200000","0.0805"
"31320000","0.078"
"31440000","0.0745"
"31560000","0.0785"
"31680000","0.084"
"31800000","0.0775"
"31920000","0.0845"
"32040000","0.0925"
"32160000","0.0835"
"32280000","0.081"
"32400000","0.0795"
"32520000","0.073"
"32640000","0.1025"
"32760000","0.089"
"32880000","0.085"
"33000000","0.0855"
"33120000","0.08"
"33240000","0.085"
"33360000","0.076"
"33480000","0.081"
"33600000","0.084"
"33720000","0.0765"
"33840000","0.079"
"33960000","0.0815"
"34080000","0.0875"
"34200000","0.092"
"34320000","0.0835"
"34440000","0.0845"
"34560000","0.0945"
"34680000","0.0845"
"34800000","0.076"
"34920000","0.085"
"35040000","0.084"
"35160000","0.0775"
"35280000","0.086"
"35400000","0.0915"
"35520000","0.0725"
"35640000","0.0865"
"35760000","0.075"
"35880000","0.0975"
"36000000","0.081"
"36120000","0.0835"
"36240000","0.08"
"36360000","0.09"
"36480000","0.0825"
"36600000","0.0875"
"36720000","0.089"
"36840000","0.0865"
"36960000","0.0805"
"37080000","0.0815"
"37200000","0.0925"
"37320000","0.098"
"37440000","0.0905"
"37560000","0.078"
"37680000","0.076"
"37800000","0.076"
"37920000","0.076"
"38040000","0.091"
"38160000","0.079"
"38280000","0.0845"
"38400000","0.082"
"38520000","0.0865"
"38640000","0.071"
"38760000","0.088"
"38880000","0.0835"
"39000000","0.08"
"39120000","0.0905"
"39240000","0.0845"
"39360000","0.076"
"39480000","0.082"
"39600000","0.0795"
"39720000","0.0935"
"39840000","0.089"
"39960000","0.0735"
"40080000","0.094"
"40200000","0.092"
"40320000","0.088"
"40440000","0.082"
"40560000","0.08"
"40680000","0.088"
"40800000","0.0885"
"40920000","0.081"
"41040000","0.0875"
"41160000","0.0915"
"41280000","0.0795"
"41400000","0.095"
"41520000","0.0855"
"41640000","0.0865"
"41760000","0.1025"
"41880000","0.083"
"42000000","0.099"
"42120000","0.0845"
"42240000","0.095"
"42360000","0.0845"
"42480000","0.089"
"42600000","0.0845"
"42720000","0.0885"
"42840000","0.0995"
"42960000","0.087"
"43080000","0.098"
"43200000","0.094"
"43320000","0.1075"
"43440000","0.1"
"43560000","0.09"
"43680000","0.093"
"43800000","0.0895"
"43920000","0.087"
"44040000","0.0885"
