Step,decay_fre300_pb_minibatch8_woclip_seed3 - 4cover_rate
76673880,0.8193
76980240,0.8229
77286600,0.8277
77592960,0.817
77899320,0.8183
78205680,0.8215
78512040,0.8352
78818400,0.8329
79124760,0.8147
79431120,0.8222
79737480,0.8266
80043840,0.8401
80350200,0.8225
80656560,0.8185
80962920,0.8288
81269280,0.8224
81575640,0.8254
81882000,0.8133
82188360,0.8221
82494720,0.8234
82801080,0.7965
83107440,0.8261
83413800,0.7969
83720160,0.8022
84026520,0.8294
84332880,0.8466
84639240,0.8219
84945600,0.8255
85251960,0.8151
85558320,0.822
85864680,0.8205
86171040,0.8375
86477400,0.8409
86783760,0.8334
87090120,0.8355
87396480,0.8381
87702840,0.8489
88009200,0.8286
88315560,0.8167
88621920,0.8213
88928280,0.8281
89234640,0.8223
89541000,0.8477
89847360,0.829
90153720,0.8195
90460080,0.8266
90766440,0.8218
91072800,0.8304
91379160,0.8337
91685520,0.8368
91991880,0.8346
92298240,0.8328
92604600,0.8429
92910960,0.8244
93217320,0.8233
93523680,0.829
93830040,0.8317
94136400,0.8234
94442760,0.834
94749120,0.83
95055480,0.8337
95361840,0.8362
95668200,0.8373
95974560,0.8343
96280920,0.85
96587280,0.8405
96893640,0.825
97200000,0.8399
97488000,0.8382
97776000,0.8347
98064000,0.8426
98352000,0.8353
98640000,0.8401
98928000,0.8298
99216000,0.8446
99504000,0.843
99792000,0.8311
100080000,0.8436
100368000,0.8535
100656000,0.8519
100944000,0.8484
101232000,0.8462
101520000,0.8505
101808000,0.8371
102096000,0.8455
102384000,0.8398
102672000,0.838
102960000,0.8374
103248000,0.8383
103536000,0.8416
103824000,0.8449
104112000,0.8367
104400000,0.8182
104688000,0.8307
104976000,0.8354
105264000,0.8267
105552000,0.8294
105840000,0.8345
106128000,0.8391
106416000,0.8077
106704000,0.8021
106992000,0.8154
107280000,0.8234
107568000,0.8271
107856000,0.8331
108144000,0.8422
108432000,0.8346
108720000,0.8215
109008000,0.8273
109296000,0.8293
109584000,0.8238
109872000,0.8399
110160000,0.8089
110448000,0.8091
110736000,0.8158
111024000,0.8201
111312000,0.8091
111600000,0.8159
111888000,0.8313
112176000,0.8171
112464000,0.8231
112752000,0.8144
113040000,0.8353
113328000,0.8209
113616000,0.8209
113904000,0.8257
114192000,0.8243
114480000,0.8275
114768000,0.8058
115056000,0.8218
115344000,0.826
115632000,0.8295
115920000,0.8494
116208000,0.8315
116496000,0.8376
116784000,0.8535
117072000,0.8433
117360000,0.8493
117648000,0.8414
117936000,0.8355
118224000,0.848
118512000,0.8564
118800000,0.8484
119088000,0.8345
119376000,0.8418
119664000,0.8412
119952000,0.8445
120240000,0.8462
120528000,0.8317
120816000,0.8326
121104000,0.8411
121392000,0.8508
121680000,0.8452
121968000,0.856
122256000,0.8428
122544000,0.8401
122832000,0.8625
123120000,0.8511
123408000,0.8669
123696000,0.8409
123984000,0.8488
124272000,0.8429
124560000,0.851
124848000,0.8571
125136000,0.8418
125424000,0.8569
125712000,0.8686
126000000,0.8598
126269640,0.8667
126539280,0.8643
126808920,0.8532
127078560,0.8508
127348200,0.8624
127617840,0.8544
127887480,0.8561
128157120,0.8704
128426760,0.861
128696400,0.8528
128966040,0.862
129235680,0.8504
129505320,0.8525
129774960,0.8612
130044600,0.8515
130314240,0.8594
130583880,0.8443
130853520,0.8797
131123160,0.8595
131392800,0.862
131662440,0.8712
131932080,0.8581
132201720,0.8666
132471360,0.8617
132741000,0.8695
133010640,0.8709
133280280,0.8723
133549920,0.8683
133819560,0.8678
134089200,0.8649
134358840,0.8481
134628480,0.8658
134898120,0.853
135167760,0.8627
135437400,0.8595
135707040,0.8687
135976680,0.8758
136246320,0.8535
136515960,0.8463
136785600,0.8527
137055240,0.8596
137324880,0.8533
137594520,0.8557
137864160,0.8549
138133800,0.8499
138403440,0.8568
138673080,0.8571
138942720,0.8392
139212360,0.846
139482000,0.8401
139751640,0.85
140021280,0.8455
140290920,0.8535
140560560,0.8489
140830200,0.8499
141099840,0.8446
141369480,0.8564
141639120,0.8513
141908760,0.8366
142178400,0.833
142448040,0.828
142717680,0.838
142987320,0.8236
143256960,0.8497
143526600,0.8452
143796240,0.846
144065880,0.8536
144335520,0.8545
144605160,0.8421
144874800,0.8485
145144440,0.8377
145414080,0.8387
145683720,0.8359
145953360,0.8357
146223000,0.848
146492640,0.8427
146762280,0.8392
147031920,0.843
147301560,0.8426
147571200,0.8408
147840840,0.8374
148110480,0.8363
148380120,0.8443
148649760,0.8421
148919400,0.838
149189040,0.8428
149458680,0.8284
149728320,0.8404
149997960,0.8467
150267600,0.8402
150537240,0.8355
150806880,0.8276
151076520,0.8362
151346160,0.8381
151615800,0.8452
151885440,0.8378
152155080,0.8597
152424720,0.8493
152694360,0.8311
152964000,0.8361
153216000,0.8349
153468000,0.8267
153720000,0.8349
153972000,0.8337
154224000,0.8527
154476000,0.8383
154728000,0.8381
154980000,0.8319
155232000,0.8253
155484000,0.8439
155736000,0.8402
155988000,0.8373
156240000,0.8374
156492000,0.8347
156744000,0.825
156996000,0.85
157248000,0.8508
157500000,0.8446
157752000,0.8464
158004000,0.8457
158256000,0.8421
158508000,0.8417
158760000,0.8347
159012000,0.8442
159264000,0.8331
159516000,0.8406
159768000,0.8448
160020000,0.8315
160272000,0.8485
160524000,0.843
160776000,0.8261
161028000,0.8306
161280000,0.8441
161532000,0.8256
161784000,0.8528
162036000,0.8331
162288000,0.8452
162540000,0.8348
162792000,0.8358
163044000,0.8504
163296000,0.8474
163548000,0.8447
163800000,0.852
164052000,0.8365
164304000,0.857
164556000,0.8355
164808000,0.8336
165060000,0.8582
165312000,0.8497
165564000,0.8547
165816000,0.8532
166068000,0.8499
166320000,0.8632
166572000,0.841
166824000,0.8346
167076000,0.8279
167328000,0.8248
167580000,0.8291
167832000,0.8199
168084000,0.8322
168336000,0.8379
168588000,0.8404
168840000,0.8249
169092000,0.8363
169344000,0.8418
169596000,0.8345
169848000,0.8366
170100000,0.8359
170352000,0.8417
170604000,0.8275
170856000,0.839
171108000,0.8248
171360000,0.8313
171612000,0.8356
171864000,0.8343
172116000,0.8304
172368000,0.8319
172620000,0.8429
172872000,0.8398
173124000,0.8352
173376000,0.8429
173628000,0.8199
173880000,0.8355
174132000,0.8479
174384000,0.8351
174636000,0.8385
174888000,0.8531
175140000,0.8177
175392000,0.836
175644000,0.8301
175896000,0.8283
176148000,0.8349
176400000,0.8432
176652000,0.8376
176904000,0.8227
177156000,0.8447
177408000,0.8226
177660000,0.8506
177912000,0.8202
178164000,0.8228
178398000,0.8242
178632000,0.8309
178866000,0.8359
179100000,0.8381
179334000,0.8297
179568000,0.8467
179802000,0.84
180036000,0.8444
180270000,0.847
180504000,0.8531
180738000,0.8384
180972000,0.856
181206000,0.857
181440000,0.86
181674000,0.8613
181908000,0.8582
182142000,0.8673
182376000,0.8584
182610000,0.8574
182844000,0.8649
183078000,0.8637
183312000,0.8695
183546000,0.8567
183780000,0.8623
184014000,0.8526
184248000,0.8563
184482000,0.8477
184716000,0.8569
184950000,0.8471
185184000,0.8641
185418000,0.8599
185652000,0.8529
185886000,0.8627
186120000,0.8595
186354000,0.8716
186588000,0.8676
186822000,0.8685
187056000,0.8591
187290000,0.8567
187524000,0.8759
187758000,0.8547
187992000,0.873
188226000,0.8576
188460000,0.8591
188694000,0.8661
188928000,0.8787
189162000,0.8749
189396000,0.8628
189630000,0.8742
189864000,0.8653
190098000,0.8946
190332000,0.884
190566000,0.8804
190800000,0.877
191034000,0.8809
191268000,0.8764
191502000,0.896
191736000,0.8942
191970000,0.8833
192204000,0.8806
192438000,0.8855
192672000,0.8797
192906000,0.8765
193140000,0.885
193374000,0.8783
193608000,0.8762
193842000,0.866
194076000,0.8734
194310000,0.896
194544000,0.8676
194778000,0.8719
195012000,0.8898
195246000,0.8775
195480000,0.8779
195714000,0.8879
195948000,0.8727
196182000,0.8693
196416000,0.8916
196650000,0.8753
196884000,0.8812
197118000,0.8781
197352000,0.8801
197586000,0.8752
197820000,0.8875
198054000,0.8893
198288000,0.8863
198522000,0.89
198756000,0.9051
198990000,0.8959
199224000,0.8943
199458000,0.8996
199692000,0.9054
199926000,0.887
200160000,0.8982
200394000,0.8931
200628000,0.8893
200862000,0.8889
201096000,0.899
201330000,0.9042
201564000,0.8938
201780000,0.8939
201996000,0.896
202212000,0.8943
202428000,0.9022
202644000,0.8841
202860000,0.8929
203076000,0.8904
203292000,0.8976
203508000,0.8903
203724000,0.8883
203940000,0.8962
204156000,0.8802
204372000,0.8956
204588000,0.9036
204804000,0.9002
205020000,0.8916
205236000,0.8892
205452000,0.8864
205668000,0.8907
205884000,0.8875
206100000,0.8982
206316000,0.9017
206532000,0.8841
206748000,0.8909
206964000,0.8929
207180000,0.8981
207396000,0.8987
207612000,0.8983
207828000,0.8957
208044000,0.8982
208260000,0.8884
208476000,0.9008
208692000,0.8965
208908000,0.8915
209124000,0.8994
209340000,0.8971
209556000,0.8918
209772000,0.9001
209988000,0.8881
210204000,0.8999
210420000,0.8888
210636000,0.8909
210852000,0.9027
211068000,0.9004
211284000,0.8951
211500000,0.8902
211716000,0.8827
211932000,0.8812
212148000,0.8755
212364000,0.8883
212580000,0.8803
212796000,0.8846
213012000,0.8876
213228000,0.8747
213444000,0.8851
213660000,0.8786
213876000,0.89
214092000,0.8961
214308000,0.8894
214524000,0.8903
214740000,0.886
214956000,0.88
215172000,0.9055
215388000,0.8767
215604000,0.8929
215820000,0.896
216036000,0.8991
216252000,0.8849
216468000,0.8992
216684000,0.9038
216900000,0.9165
217116000,0.9073
217332000,0.9035
217548000,0.908
217764000,0.9153
217980000,0.9006
218196000,0.9161
218412000,0.914
218628000,0.9065
218844000,0.8961
219060000,0.9028
219276000,0.9153
219492000,0.9072
219708000,0.9131
219924000,0.905
220140000,0.9049
220356000,0.9012
220572000,0.9062
220788000,0.9038
221004000,0.8992
221220000,0.9038
221436000,0.9033
221652000,0.9121
221868000,0.9025
222084000,0.9052
222300000,0.9125
222516000,0.8953
222732000,0.901
222948000,0.9007
223164000,0.8899
223361640,0.8965
223559280,0.896
223756920,0.8892
223954560,0.8926
224152200,0.8966
224349840,0.9106
224547480,0.9011
224745120,0.9007
224942760,0.9056
225140400,0.8932
225338040,0.8931
225535680,0.9013
225733320,0.9052
225930960,0.9042
226128600,0.9046
226326240,0.8999
226523880,0.909
226721520,0.9037
226919160,0.8863
227116800,0.8994
227314440,0.8957
227512080,0.9105
227709720,0.9013
227907360,0.8925
228105000,0.909
228302640,0.9088
228500280,0.9095
228697920,0.9098
228895560,0.8983
229093200,0.888
229290840,0.9077
229488480,0.9021
229686120,0.9078
229883760,0.8985
230081400,0.8914
230279040,0.899
230476680,0.8947
230674320,0.9001
230871960,0.8947
231069600,0.882
231267240,0.9008
231464880,0.905
231662520,0.8964
231860160,0.8959
232057800,0.8989
232255440,0.9092
232453080,0.9039
232650720,0.9049
232848360,0.9048
233046000,0.9033
233243640,0.8968
233441280,0.9017
233638920,0.8877
233836560,0.8898
234034200,0.8966
234231840,0.9086
234429480,0.9102
234627120,0.9132
234824760,0.9049
235022400,0.897
235220040,0.9067
235417680,0.9082
235615320,0.9041
235812960,0.9094
236010600,0.9079
236208240,0.9016
236405880,0.9025
236603520,0.9052
236801160,0.8987
236998800,0.911
237196440,0.8932
237394080,0.8975
237591720,0.893
237789360,0.9031
237987000,0.9074
238184640,0.8939
238382280,0.8948
238579920,0.8859
238777560,0.8963
238975200,0.8845
239172840,0.8856
239370480,0.8941
239568120,0.8845
239765760,0.9011
239963400,0.9019
240161040,0.9043
240358680,0.9131
240556320,0.9109
240753960,0.8893
240951600,0.8848
241149240,0.8939
241346880,0.8962
241544520,0.9079
241742160,0.8948
241939800,0.8991
242137440,0.8992
242335080,0.8956
242532720,0.9008
242730360,0.9023
242928000,0.8916
243108000,0.9065
243288000,0.9035
243468000,0.8914
243648000,0.904
243828000,0.8971
244008000,0.8887
244188000,0.9063
244368000,0.9004
244548000,0.9055
244728000,0.9042
244908000,0.8938
245088000,0.902
245268000,0.8933
245448000,0.8974
245628000,0.9049
245808000,0.8996
245988000,0.8991
246168000,0.8862
246348000,0.8841
246528000,0.8878
246708000,0.8889
246888000,0.8921
247068000,0.8968
247248000,0.8891
247428000,0.8907
247608000,0.8821
247788000,0.8729
247968000,0.8832
248148000,0.89
248328000,0.8852
248508000,0.8805
248688000,0.883
248868000,0.886
249048000,0.8859
249228000,0.883
249408000,0.8769
249588000,0.8728
249768000,0.881
249948000,0.8796
250128000,0.8839
250308000,0.8724
250488000,0.8793
250668000,0.8804
250848000,0.8816
251028000,0.8797
251208000,0.8884
251388000,0.8866
251568000,0.8827
251748000,0.8667
251928000,0.8709
252108000,0.882
252288000,0.884
252468000,0.8805
252648000,0.8732
252828000,0.8821
253008000,0.8821
253188000,0.8741
253368000,0.8672
253548000,0.869
253728000,0.8652
253908000,0.8721
254088000,0.8837
254268000,0.8783
254448000,0.8759
254628000,0.8676
254808000,0.8642
254988000,0.8862
255168000,0.8684
255348000,0.8663
255528000,0.8691
255708000,0.8795
255888000,0.8787
256068000,0.879
256248000,0.8708
256428000,0.8764
256608000,0.8876
256788000,0.8744
256968000,0.8671
257148000,0.8786
257328000,0.8743
257508000,0.8732
257688000,0.8768
257868000,0.8761
258048000,0.8765
258228000,0.878
258408000,0.8855
258588000,0.8905
258768000,0.8877
258948000,0.8734
259128000,0.886
259308000,0.8776
259488000,0.8862
259668000,0.8749
259848000,0.888
260028000,0.8767
260208000,0.8876
260388000,0.8861
260568000,0.8854
260748000,0.8788
260928000,0.8838
261108000,0.879
261288000,0.884
261468000,0.8734
261648000,0.8732
261828000,0.8659
262008000,0.8557
262188000,0.8768
262368000,0.872
262548000,0.873
262728000,0.89
262908000,0.8775
263088000,0.8838
263268000,0.878
263448000,0.8723
263628000,0.8808
263808000,0.8833
263988000,0.8833
264168000,0.8638
264348000,0.8693
264528000,0.8721
264708000,0.8681
264888000,0.862
265068000,0.8798
265248000,0.8613
265428000,0.8682
265608000,0.866
265788000,0.8733
265968000,0.8759
266148000,0.8795
266328000,0.8811
266508000,0.8732
266688000,0.8707
266868000,0.883
267048000,0.8809
267228000,0.883
267408000,0.8744
267588000,0.8739
267768000,0.8761
267948000,0.8776
268128000,0.8798
268308000,0.8712
268488000,0.8715
268668000,0.8805
268848000,0.8848
269028000,0.8649
269208000,0.8679
269388000,0.8761
269568000,0.8803
269748000,0.8821
269928000,0.8786
270108000,0.8894
270288000,0.8907
270468000,0.8883
270648000,0.879
270828000,0.8874
271008000,0.8853
271188000,0.8785
271368000,0.8839
271548000,0.8755
271728000,0.8766
271908000,0.88
272088000,0.8897
272268000,0.8854
272448000,0.8838
272628000,0.8941
272808000,0.8833
272988000,0.8802
273168000,0.8922
273348000,0.8897
273528000,0.8927
273708000,0.8941
273888000,0.8917
274068000,0.8886
274248000,0.8805
274428000,0.879
274608000,0.8927
274788000,0.891
274968000,0.8929
275148000,0.8889
275328000,0.8909
275508000,0.8971
275688000,0.8933
275868000,0.8996
276048000,0.8838
276228000,0.9003
276408000,0.8987
276588000,0.8961
276768000,0.8942
276948000,0.877
277128000,0.8777
277308000,0.8858
277488000,0.8902
277668000,0.8754
277848000,0.8921
278028000,0.8868
278208000,0.8728
278388000,0.8817
278568000,0.8958
278748000,0.882
278928000,0.8714
279108000,0.8887
279288000,0.8825
279468000,0.8828
279648000,0.8846
279828000,0.8925
280008000,0.8914
280188000,0.8693
280368000,0.8846
280548000,0.8747
280728000,0.8815
280908000,0.8818
281088000,0.8949
281268000,0.8921
281448000,0.8946
281628000,0.8929
281808000,0.8858
281988000,0.8909
282168000,0.896
282348000,0.9003
282528000,0.8847
282708000,0.893
282888000,0.8919
283068000,0.8952
283248000,0.8887
283428000,0.889
283608000,0.8913
283788000,0.901
283968000,0.904
284148000,0.899
284328000,0.9054
284508000,0.9006
284688000,0.8827
284868000,0.8984
285048000,0.9015
285228000,0.9076
285408000,0.8926
285588000,0.8978
285768000,0.895
285948000,0.8875
286128000,0.9026
286308000,0.8995
286488000,0.9092
286668000,0.8987
286848000,0.902
287028000,0.8955
287208000,0.9045
287388000,0.8906
287568000,0.893
287748000,0.8835
287928000,0.8887
288108000,0.8858
288288000,0.8812
288468000,0.8805
288648000,0.8882
288828000,0.8734
289008000,0.8758
289188000,0.8773
289368000,0.8809
289548000,0.8882
289728000,0.8838
289908000,0.8912
290088000,0.8896
290268000,0.8994
290448000,0.8878
290628000,0.8831
290808000,0.8777
290988000,0.8779
291168000,0.8798
291348000,0.8766
291528000,0.8742
291708000,0.8759
291888000,0.8804
292068000,0.8884
292248000,0.884
292428000,0.8846
292608000,0.8761
292788000,0.8861
292968000,0.8852
293148000,0.8823
293328000,0.8887
293508000,0.8741
293688000,0.8708
293868000,0.877
294048000,0.8686
294228000,0.8777
294408000,0.8789
294588000,0.8791
294768000,0.8766
294948000,0.871
295128000,0.8755
295308000,0.8786
295488000,0.8827
295668000,0.8787
295848000,0.8852
296028000,0.8861
296208000,0.8685
296388000,0.8676
296568000,0.8755
296748000,0.8742
296928000,0.8844
297108000,0.8829
297288000,0.8738
297468000,0.8809
297648000,0.879
297828000,0.8876
298008000,0.8817
298188000,0.8685
298368000,0.8833
298548000,0.8724
298728000,0.8828
298908000,0.8927
299088000,0.8807
299268000,0.8827
299448000,0.8929
299628000,0.8898
299808000,0.8971
299988000,0.8814
300168000,0.8845
300348000,0.8884
300528000,0.8901
300708000,0.8943
300888000,0.8881
301068000,0.8879
301248000,0.8931
301428000,0.8912
301608000,0.897
301788000,0.894
301968000,0.8967
302148000,0.891
302328000,0.8873
302508000,0.8903
302688000,0.882
302868000,0.8802
303048000,0.8893
303228000,0.8884
303408000,0.8908
303588000,0.8824
303768000,0.8794
303948000,0.8814
304128000,0.8818
304308000,0.8902
304488000,0.8851
304668000,0.8879
304848000,0.8844
305028000,0.8727
305208000,0.871
305388000,0.8762
305568000,0.874
305748000,0.8717
305928000,0.8774
306108000,0.8803
306288000,0.8807
306468000,0.8713
306648000,0.8782
306828000,0.8763
307008000,0.8826
307188000,0.8795
307368000,0.88
307548000,0.8733
307728000,0.8803
