"Step","mixdecay1to0_fre3_seed3 - 8cover_rate"
"204960","0.845375"
"404670","0.8367"
"598920","0.8298499999999999"
"787920","0.8262"
"971460","0.823475"
"1150170","0.8213250000000001"
"1323420","0.8240749999999999"
"1491420","0.82155"
"1653960","0.819625"
"1811670","0.8261"
"1963920","0.8333250000000001"
"2110920","0.83525"
"2252460","0.834175"
"2389170","0.8387749999999999"
"2520420","0.8350749999999999"
"2646420","0.8359249999999999"
"2766960","0.8324750000000001"
"2882670","0.8362999999999999"
"2992920","0.8317749999999999"
"3097920","0.8355499999999999"
"3202920","0.83025"
"3307920","0.824025"
"3412920","0.8179249999999999"
"3517920","0.826175"
"3622920","0.8315499999999999"
"3727920","0.8152750000000001"
"3832920","0.8258499999999999"
"3937920","0.8156749999999999"
"4042920","0.8094750000000001"
"4147920","0.8189"
"4252920","0.8033250000000001"
"4357920","0.800475"
"4462920","0.8175"
"4567920","0.8179249999999999"
"4672920","0.8075"
"4777920","0.806825"
"4882920","0.8103499999999999"
"4987920","0.825825"
"5092920","0.8329749999999999"
"5197920","0.8328249999999999"
"5302920","0.8335"
"5407920","0.82975"
"5512920","0.834225"
"5617920","0.8321"
"5722920","0.830425"
"5827920","0.824125"
"5932920","0.8307749999999999"
"6037920","0.83845"
"6142920","0.829375"
"6247920","0.8352999999999999"
"6352920","0.8289500000000001"
"6457920","0.8352999999999999"
"6562920","0.839275"
"6667920","0.8395"
"6772920","0.839275"
"6877920","0.8322999999999999"
"6982920","0.8339749999999999"
"7087920","0.8359500000000001"
"7192920","0.8377249999999999"
"7297920","0.835675"
"7402920","0.82125"
"7507920","0.828175"
"7612920","0.7765"
"7717920","0.78165"
"7822920","0.777625"
"7927920","0.7687999999999999"
"8032920","0.771575"
"8137920","0.771575"
"8242920","0.7705749999999999"
"8347920","0.7769000000000001"
"8452920","0.7812"
"8557920","0.780075"
"8662920","0.7843"
"8767920","0.7894749999999999"
"8872920","0.794325"
"8977920","0.7985249999999999"
"9082920","0.7950999999999999"
"9187920","0.7992"
"9292920","0.814175"
"9397920","0.81175"
"9502920","0.8119749999999999"
"9607920","0.81275"
"9712920","0.8082999999999999"
"9817920","0.8040249999999999"
"9922920","0.8089749999999999"
"10027920","0.7956749999999999"
"10132920","0.7965249999999999"
"10237920","0.790925"
"10342920","0.80035"
"10447920","0.795"
"10552920","0.8039749999999999"
"10657920","0.8060499999999999"
"10762920","0.8092249999999999"
"10867920","0.80955"
"10972920","0.8165249999999998"
"11077920","0.80325"
"11182920","0.798775"
"11287920","0.8083499999999999"
"11392920","0.800025"
"11497920","0.8126749999999999"
"11602920","0.8065249999999999"
"11707920","0.8097000000000001"
"11812920","0.8139999999999998"
"11917920","0.81925"
"12022920","0.82705"
"12127920","0.81225"
"12232920","0.8233499999999999"
"12337920","0.806575"
"12442920","0.7957749999999999"
"12547920","0.8030249999999999"
"12652920","0.795925"
"12757920","0.7944749999999999"
"12862920","0.791175"
"12967920","0.797175"
"13072920","0.798125"
"13177920","0.796575"
"13282920","0.8086499999999999"
"13387920","0.805625"
"13492920","0.82175"
"13597920","0.832625"
"13702920","0.828575"
"13807920","0.8278"
"13912920","0.82325"
"14017920","0.822175"
"14122920","0.8397"
"14227920","0.8348"
"14332920","0.8319"
"14437920","0.8299"
"14542920","0.836225"
"14647920","0.8318"
"14752920","0.830325"
"14857920","0.8447"
"14962920","0.829375"
"15067920","0.821125"
"15172920","0.833375"
"15277920","0.8254750000000001"
"15382920","0.8257749999999999"
"15487920","0.834125"
"15592920","0.8450749999999999"
"15697920","0.8472000000000001"
"15802920","0.8417"
"15907920","0.842625"
"16012920","0.841675"
"16117920","0.8372249999999999"
