"Step","VACL_sp_4agents_act2000_sol2000_seed1 - cover_rate_5step"
"105000","0"
"210000","0.0015"
"315000","0.0065"
"420000","0.005"
"525000","0.0065"
"630000","0.0105"
"735000","0.008"
"840000","0.0129"
"945000","0.025299999999999996"
"1050000","0.0517"
"1155000","0.053700000000000005"
"1260000","0.05040000000000001"
"1365000","0.0704"
"1470000","0.133"
"1575000","0.2391"
"1680000","0.2475"
"1785000","0.2632"
"1890000","0.27990000000000004"
"1995000","0.2741"
"2100000","0.2802"
"2205000","0.3054"
"2310000","0.2869"
"2415000","0.2597"
"2520000","0.2553"
"2625000","0.2253"
"2730000","0.2075"
"2835000","0.2273"
"2940000","0.2491"
"3045000","0.2211"
"3150000","0.23110000000000003"
"3255000","0.248"
"3360000","0.26380000000000003"
"3465000","0.27"
"3570000","0.2942000000000001"
"3675000","0.3165"
"3780000","0.2995"
"3885000","0.3207"
"3990000","0.338"
"4095000","0.33479999999999993"
"4200000","0.3708999999999999"
"4305000","0.361"
"4410000","0.40620000000000006"
"4515000","0.4091"
"4620000","0.4165"
"4725000","0.40980000000000005"
"4830000","0.4291"
"4935000","0.438"
"5040000","0.4375"
"5145000","0.4417"
"5250000","0.4258"
"5355000","0.46"
"5460000","0.4465"
"5565000","0.4573"
"5670000","0.4789000000000001"
"5775000","0.4824"
"5880000","0.46319999999999995"
"5985000","0.4878"
"6090000","0.4826"
"6195000","0.5162"
"6300000","0.5314000000000001"
"6405000","0.5277000000000001"
"6510000","0.5134"
"6615000","0.5312"
"6720000","0.5548"
"6825000","0.5598"
"6930000","0.5592"
"7035000","0.5607000000000001"
"7140000","0.5806"
"7245000","0.5807"
"7350000","0.606"
"7455000","0.6027"
"7560000","0.6088"
"7665000","0.6212"
"7770000","0.6131"
"7875000","0.6251"
"7980000","0.6213"
"8085000","0.6325000000000001"
"8190000","0.6396000000000001"
"8295000","0.6257999999999999"
"8400000","0.6192000000000001"
"8505000","0.6515"
"8610000","0.6635"
"8715000","0.6406"
"8820000","0.6681000000000001"
"8925000","0.6727000000000001"
"9030000","0.6637000000000001"
"9135000","0.6765"
"9240000","0.6862"
"9345000","0.6800999999999999"
"9450000","0.6876"
"9555000","0.6961"
"9660000","0.6942"
"9765000","0.6988000000000001"
"9870000","0.7098"
"9975000","0.697"
"10080000","0.7025"
"10185000","0.7242999999999999"
"10290000","0.7212"
"10395000","0.7115"
"10500000","0.7181"
"10605000","0.716"
"10710000","0.7144000000000001"
"10815000","0.7189"
"10920000","0.7142999999999999"
"11025000","0.727"
"11130000","0.7223"
"11235000","0.743"
"11340000","0.7507"
"11445000","0.7552000000000001"
"11550000","0.7619000000000001"
"11655000","0.7329"
"11760000","0.7492000000000001"
"11865000","0.7577"
"11970000","0.7489"
"12075000","0.7384"
"12180000","0.7509000000000001"
"12285000","0.7456"
"12390000","0.7570999999999999"
"12495000","0.7505"
"12600000","0.7597"
"12705000","0.7631"
"12810000","0.7681"
"12915000","0.7623"
"13020000","0.7603"
"13125000","0.7697"
"13230000","0.7839"
"13335000","0.7800999999999999"
"13440000","0.7737999999999999"
"13545000","0.7736000000000001"
"13650000","0.7796000000000001"
"13755000","0.7487999999999999"
"13860000","0.7791"
"13965000","0.7657999999999999"
"14070000","0.77"
"14175000","0.7895"
"14280000","0.7873"
"14385000","0.7707"
"14490000","0.8124"
"14595000","0.7848"
"14700000","0.7785"
"14805000","0.789"
"14910000","0.7853000000000001"
"15015000","0.7846"
"15120000","0.7933"
"15225000","0.785"
"15330000","0.7832"
"15435000","0.7956"
"15540000","0.795"
"15645000","0.7955999999999999"
"15750000","0.8114000000000001"
"15855000","0.8122"
"15960000","0.798"
"16065000","0.7982"
"16170000","0.8072999999999999"
"16275000","0.8141"
"16380000","0.8291000000000001"
"16485000","0.8431000000000001"
"16590000","0.8180999999999999"
"16695000","0.7917000000000001"
"16800000","0.8198"
"16905000","0.8057000000000001"
"17010000","0.7897000000000001"
"17115000","0.8187000000000001"
"17220000","0.8159"
"17325000","0.8016"
"17430000","0.8055999999999999"
"17535000","0.8162999999999999"
"17640000","0.7913"
"17745000","0.7825"
"17850000","0.8002"
"17955000","0.8136"
"18060000","0.8022999999999999"
"18165000","0.804"
"18270000","0.7986"
"18375000","0.7913"
"18480000","0.805"
"18585000","0.8201"
"18690000","0.8324"
"18795000","0.8523999999999999"
"18900000","0.8338"
"19005000","0.8417"
"19110000","0.8393"
"19215000","0.8386999999999999"
"19320000","0.8447"
"19425000","0.841"
"19530000","0.833"
"19635000","0.8409"
"19740000","0.8510999999999999"
"19845000","0.8490999999999999"
"19950000","0.8441000000000001"
"20055000","0.8670999999999999"
"20160000","0.8649"
"20265000","0.8528"
"20370000","0.864"
"20475000","0.8542000000000001"
"20580000","0.8723"
"20685000","0.8713"
"20790000","0.865"
"20895000","0.8622"
"21000000","0.8672000000000001"
"21105000","0.8655"
"21210000","0.8540999999999999"
"21315000","0.8589"
"21420000","0.8722000000000001"
"21525000","0.872"
"21630000","0.8654000000000001"
"21735000","0.8609000000000001"
"21840000","0.8629000000000001"
"21945000","0.8482000000000001"
"22050000","0.8551"
"22155000","0.8651"
"22260000","0.8613000000000001"
"22365000","0.8677999999999999"
"22470000","0.8771"
"22575000","0.8871999999999999"
"22680000","0.8867999999999999"
"22785000","0.8631"
"22890000","0.8725"
"22995000","0.8790999999999999"
"23100000","0.894"
"23205000","0.8817999999999999"
"23310000","0.8890999999999999"
"23415000","0.8749"
"23520000","0.88"
"23625000","0.8736999999999999"
"23730000","0.8954"
"23835000","0.8799000000000001"
"23940000","0.8795"
"24045000","0.8799"
"24150000","0.8783"
"24255000","0.8712000000000001"
"24360000","0.8833"
"24465000","0.8884"
"24570000","0.8947"
"24675000","0.8863"
"24780000","0.8802000000000001"
"24885000","0.8890999999999999"
"24990000","0.8805999999999999"
"25095000","0.8851"
"25200000","0.895"
"25305000","0.9024"
"25410000","0.8957999999999999"
"25515000","0.8875"
"25620000","0.8954000000000001"
"25725000","0.8874000000000001"
"25830000","0.8753"
"25935000","0.8850999999999999"
"26040000","0.8901"
"26145000","0.8956000000000001"
"26250000","0.9016"
"26355000","0.8913"
"26460000","0.8915"
"26565000","0.8819"
"26670000","0.8985"
"26775000","0.893"
"26880000","0.8844"
"26985000","0.8967999999999999"
"27090000","0.8999000000000001"
"27195000","0.8985"
"27300000","0.902"
"27405000","0.8989000000000001"
"27510000","0.901"
"27615000","0.8907999999999999"
"27720000","0.8887"
"27825000","0.8947"
"27930000","0.9007000000000001"
"28035000","0.9097"
"28140000","0.9163"
"28245000","0.9095"
"28350000","0.9162"
"28455000","0.9156"
"28560000","0.9094"
"28665000","0.9144"
"28770000","0.9178999999999998"
"28875000","0.9148"
"28980000","0.915"
"29085000","0.9159"
"29190000","0.8990999999999999"
"29295000","0.9172"
"29400000","0.9132"
"29505000","0.9283"
"29610000","0.9245"
"29715000","0.917"
"29820000","0.9258"
"29925000","0.9205"
"30030000","0.912"
"30135000","0.9104"
"30240000","0.9252"
"30345000","0.9232"
"30450000","0.9409"
"30555000","0.9135"
"30660000","0.9346"
"30765000","0.9267"
"30870000","0.9256"
"30975000","0.9296"
"31080000","0.9283"
"31185000","0.921"
"31290000","0.9234"
"31395000","0.9198"
"31500000","0.9304"
"31605000","0.9386"
"31710000","0.9443"
"31815000","0.9312"
"31920000","0.9384"
"32025000","0.9387"
"32130000","0.9396"
"32235000","0.9347"
"32340000","0.9333"
"32445000","0.9389"
"32550000","0.9308"
"32655000","0.9305"
"32760000","0.9424"
"32865000","0.9304"
"32970000","0.9306"
"33075000","0.9383"
"33180000","0.941"
"33285000","0.9476"
"33390000","0.9392"
"33495000","0.9364"
"33600000","0.931"
"33705000","0.9409"
"33810000","0.9263"
"33915000","0.9218"
"34020000","0.9317"
"34125000","0.9428"
"34230000","0.9281"
"34335000","0.937"
"34440000","0.9372"
"34545000","0.9371"
"34650000","0.938"
"34755000","0.9426"
"34860000","0.938"
"34965000","0.9426"
"35070000","0.9393"
"35175000","0.9445"
"35280000","0.952"
"35385000","0.9532"
"35490000","0.9633"
"35595000","0.9568"
"35700000","0.9642"
"35805000","0.9627"
"35910000","0.965"
"36015000","0.9743"
"36120000","0.9662"
"36225000","0.9583"
"36330000","0.9655"
"36435000","0.9676"
"36540000","0.9707"
"36645000","0.9639"
"36750000","0.9654"
"36855000","0.9602"
"36960000","0.9636"
"37065000","0.9632"
"37170000","0.963"
"37275000","0.9606"
"37380000","0.9559"
