"Step","reverse_pb_4agents_seed2 - 4cover_rate_5step"
"6060000","0.068"
"6120000","0.072"
"6180000","0.0715"
"6240000","0.0705"
"6300000","0.082"
"6360000","0.06"
"6420000","0.0699"
"6480000","0.0745"
"6540000","0.0705"
"6600000","0.0745"
"6660000","0.064"
"6720000","0.064"
"6780000","0.0635"
"6840000","0.065"
"6900000","0.064"
"6960000","0.0665"
"7020000","0.061"
"7080000","0.069"
"7140000","0.057"
"7200000","0.0655"
"7260000","0.0655"
"7320000","0.0635"
"7380000","0.0655"
"7440000","0.0625"
"7500000","0.0825"
"7560000","0.0655"
"7620000","0.072"
"7680000","0.066"
"7740000","0.063"
"7800000","0.0595"
"7860000","0.0705"
"7920000","0.0615"
"7980000","0.063"
"8040000","0.0615"
"8100000","0.07"
"8160000","0.068"
"8220000","0.0645"
"8280000","0.06570000000000001"
"8340000","0.0638"
"8400000","0.07579999999999999"
"8460000","0.0689"
"8520000","0.061"
"8580000","0.0674"
"8640000","0.0685"
"8700000","0.0635"
"8760000","0.0733"
"8820000","0.0655"
"8880000","0.0655"
"8940000","0.0645"
"9000000","0.0637"
"9060000","0.068"
"9120000","0.077"
"9180000","0.075"
"9240000","0.0605"
"9300000","0.0689"
"9360000","0.0591"
"9420000","0.0721"
"9480000","0.067"
"9540000","0.068"
"9600000","0.075"
"9660000","0.067"
"9720000","0.0705"
"9780000","0.0609"
"9840000","0.0685"
"9900000","0.0665"
"9960000","0.0675"
"10020000","0.0731"
"10080000","0.06420000000000001"
"10140000","0.06559999999999999"
"10200000","0.064"
"10260000","0.0654"
"10320000","0.071"
"10380000","0.0565"
"10440000","0.068"
"10500000","0.0685"
"10560000","0.0635"
"10620000","0.0715"
"10680000","0.0645"
"10740000","0.0715"
"10800000","0.0705"
"10860000","0.065"
"10920000","0.0586"
"10980000","0.0691"
"11040000","0.066"
"11100000","0.07"
"11160000","0.0665"
"11220000","0.0695"
"11280000","0.076"
"11340000","0.0635"
"11400000","0.0616"
"11460000","0.0603"
"11520000","0.074"
"11580000","0.0637"
"11640000","0.0669"
"11700000","0.0697"
"11760000","0.0686"
"11820000","0.066"
"11880000","0.0877"
"11940000","0.071"
"12000000","0.077"
"12060000","0.0693"
"12120000","0.0705"
"12180000","0.0775"
"12240000","0.0675"
"12300000","0.0659"
"12360000","0.0805"
"12420000","0.069"
"12480000","0.0762"
"12540000","0.0718"
"12600000","0.0713"
"12660000","0.0603"
"12720000","0.0705"
"12780000","0.077"
"12840000","0.0734"
"12900000","0.0719"
"12960000","0.0682"
"13020000","0.0659"
"13080000","0.0805"
"13140000","0.07130000000000002"
"13200000","0.0715"
"13260000","0.06769999999999998"
"13320000","0.0747"
"13380000","0.0712"
"13440000","0.08209999999999999"
"13500000","0.0765"
"13560000","0.0851"
"13620000","0.07809999999999999"
"13680000","0.08"
"13740000","0.0705"
"13800000","0.085"
"13860000","0.077"
"13920000","0.08109999999999999"
"13980000","0.0724"
"14040000","0.0704"
"14100000","0.0805"
"14160000","0.0765"
"14220000","0.08020000000000001"
"14280000","0.072"
"14340000","0.0681"
"14400000","0.0841"
"14460000","0.07759999999999999"
"14520000","0.06620000000000001"
"14580000","0.072"
"14640000","0.0635"
"14700000","0.0634"
"14760000","0.0785"
"14820000","0.0762"
"14880000","0.0785"
"14940000","0.0695"
"15000000","0.0703"
"15060000","0.0733"
"15120000","0.0731"
"15180000","0.0695"
"15240000","0.0689"
"15300000","0.07790000000000001"
"15360000","0.0752"
"15420000","0.0765"
"15480000","0.0701"
"15540000","0.0814"
"15600000","0.0795"
"15660000","0.0795"
"15720000","0.087"
"15780000","0.08109999999999999"
"15840000","0.0708"
"15900000","0.091"
"15960000","0.0741"
"16020000","0.068"
"16080000","0.0708"
"16140000","0.07909999999999999"
"16200000","0.07840000000000001"
"16260000","0.075"
"16320000","0.06459999999999999"
"16380000","0.0669"
"16440000","0.0746"
"16500000","0.08220000000000001"
"16560000","0.07690000000000001"
"16620000","0.07659999999999999"
"16680000","0.067"
"16740000","0.07169999999999999"
"16800000","0.0745"
"16860000","0.0733"
"16920000","0.0813"
"16980000","0.0851"
"17040000","0.0742"
"17100000","0.087"
"17160000","0.0772"
"17220000","0.0841"
"17280000","0.0702"
"17340000","0.0732"
"17400000","0.0782"
"17460000","0.0835"
"17520000","0.0778"
"17580000","0.07840000000000001"
"17640000","0.0775"
"17700000","0.07629999999999999"
"17760000","0.0836"
"17820000","0.0746"
"17880000","0.07940000000000001"
"17940000","0.07390000000000001"
"18000000","0.0711"
"18060000","0.0834"
"18120000","0.07930000000000001"
"18180000","0.0839"
"18240000","0.0795"
"18300000","0.08159999999999999"
"18360000","0.077"
"18420000","0.0876"
"18480000","0.091"
"18540000","0.08059999999999999"
"18600000","0.0815"
"18660000","0.0853"
"18720000","0.0746"
"18780000","0.082"
"18840000","0.0712"
"18900000","0.0846"
"18960000","0.0705"
"19020000","0.0815"
"19080000","0.083"
"19140000","0.07"
"19200000","0.07959999999999999"
"19260000","0.0726"
"19320000","0.07740000000000001"
"19380000","0.0729"
"19440000","0.078"
"19500000","0.08259999999999999"
"19560000","0.0757"
"19620000","0.0805"
"19680000","0.08"
"19740000","0.081"
"19800000","0.081"
"19860000","0.07940000000000001"
"19920000","0.0805"
"19980000","0.0735"
"20040000","0.0855"
"20100000","0.07479999999999999"
"20160000","0.083"
"20220000","0.0798"
"20280000","0.0841"
"20340000","0.0872"
"20400000","0.091"
"20460000","0.086"
"20520000","0.081"
"20580000","0.0886"
"20640000","0.0824"
"20700000","0.0695"
"20760000","0.0725"
"20820000","0.0905"
"20880000","0.0845"
"20940000","0.069"
"21000000","0.0663"
"21060000","0.086"
"21120000","0.07940000000000001"
"21180000","0.084"
"21240000","0.0719"
"21300000","0.0813"
"21360000","0.0792"
"21420000","0.0832"
"21480000","0.0875"
"21540000","0.07809999999999999"
"21600000","0.07629999999999999"
"21660000","0.0745"
"21720000","0.0866"
"21780000","0.0707"
"21840000","0.0937"
"21900000","0.0715"
"21960000","0.0685"
"22020000","0.0939"
"22080000","0.0845"
"22140000","0.08969999999999999"
"22200000","0.0705"
"22260000","0.0792"
"22320000","0.0874"
"22380000","0.0803"
"22440000","0.0805"
"22500000","0.0869"
"22560000","0.0875"
"22620000","0.08270000000000001"
"22680000","0.092"
"22740000","0.08170000000000001"
"22800000","0.0851"
"22860000","0.0895"
"22920000","0.0795"
"22980000","0.0855"
"23040000","0.08719999999999999"
"23100000","0.0844"
"23160000","0.0808"
"23220000","0.0814"
"23280000","0.0783"
"23340000","0.083"
"23400000","0.0847"
"23460000","0.08230000000000001"
"23520000","0.0941"
"23580000","0.0922"
"23640000","0.091"
"23700000","0.08220000000000001"
"23760000","0.0846"
"23820000","0.0884"
"23880000","0.0993"
"23940000","0.0948"
"24000000","0.0926"
"24060000","0.0939"
"24120000","0.0847"
"24180000","0.0839"
"24240000","0.0845"
"24300000","0.0982"
"24360000","0.0984"
"24420000","0.091"
"24480000","0.10169999999999998"
"24540000","0.0995"
"24600000","0.09"
"24660000","0.109"
"24720000","0.0935"
"24780000","0.1047"
"24840000","0.0932"
"24900000","0.08719999999999999"
"24960000","0.0959"
"25020000","0.0837"
"25080000","0.088"
"25140000","0.0809"
"25200000","0.0983"
"25260000","0.1014"
"25320000","0.0964"
"25380000","0.0934"
"25440000","0.1039"
"25500000","0.0925"
"25560000","0.091"
"25620000","0.0802"
"25680000","0.0916"
"25740000","0.0842"
"25800000","0.1004"
"25860000","0.0919"
"25920000","0.0994"
"25980000","0.0948"
"26040000","0.098"
"26100000","0.0901"
"26160000","0.08170000000000001"
"26220000","0.0891"
"26280000","0.0877"
"26340000","0.0853"
"26400000","0.0905"
"26460000","0.1036"
"26520000","0.07730000000000001"
"26580000","0.0851"
"26640000","0.082"
"26700000","0.0923"
"26760000","0.0876"
"26820000","0.088"
"26880000","0.0881"
"26940000","0.0863"
"27000000","0.10280000000000002"
"27060000","0.0995"
"27120000","0.0819"
"27180000","0.0915"
"27240000","0.0916"
"27300000","0.0965"
"27360000","0.0904"
"27420000","0.0981"
"27480000","0.0935"
"27540000","0.095"
"27600000","0.0925"
"27660000","0.091"
"27720000","0.094"
"27780000","0.0966"
"27840000","0.0934"
"27900000","0.0835"
"27960000","0.0898"
"28020000","0.0961"
"28080000","0.0976"
"28140000","0.09"
"28200000","0.0954"
"28260000","0.08330000000000001"
"28320000","0.0914"
"28380000","0.0978"
"28440000","0.08"
"28500000","0.1012"
"28560000","0.0968"
"28620000","0.0925"
"28680000","0.0968"
"28740000","0.0961"
"28800000","0.0978"
"28860000","0.1032"
"28920000","0.0933"
"28980000","0.0873"
"29040000","0.0968"
"29100000","0.0946"
"29160000","0.0951"
"29220000","0.1085"
"29280000","0.0969"
"29340000","0.0879"
"29400000","0.0993"
"29460000","0.104"
"29520000","0.088"
"29580000","0.0926"
"29640000","0.08940000000000001"
"29700000","0.08530000000000001"
"29760000","0.0918"
"29820000","0.07719999999999999"
"29880000","0.0915"
"29940000","0.0917"
"30000000","0.0855"
"30060000","0.10180000000000002"
"30120000","0.0959"
"30180000","0.08780000000000002"
"30240000","0.0859"
"30300000","0.0927"
"30360000","0.0897"
"30420000","0.0847"
"30480000","0.0963"
"30540000","0.0874"
"30600000","0.0915"
"30660000","0.0987"
"30720000","0.0983"
"30780000","0.0908"
"30840000","0.0999"
"30900000","0.0862"
"30960000","0.0879"
"31020000","0.095"
"31080000","0.0963"
"31140000","0.0864"
"31200000","0.08270000000000001"
"31260000","0.0946"
"31320000","0.0965"
"31380000","0.089"
"31440000","0.08979999999999999"
"31500000","0.0956"
"31560000","0.0972"
"31620000","0.0886"
"31680000","0.0977"
"31740000","0.07709999999999999"
"31800000","0.0865"
"31860000","0.0848"
"31920000","0.0937"
"31980000","0.0877"
"32040000","0.09"
"32100000","0.0892"
"32160000","0.0916"
"32220000","0.0964"
"32280000","0.0908"
"32340000","0.093"
"32400000","0.0912"
"32460000","0.0799"
"32520000","0.089"
"32580000","0.0959"
"32640000","0.0972"
"32700000","0.0861"
"32760000","0.091"
"32820000","0.085"
"32880000","0.0991"
"32940000","0.0993"
"33000000","0.0943"
"33060000","0.1001"
"33120000","0.1122"
"33180000","0.0922"
"33240000","0.1029"
"33300000","0.0994"
"33360000","0.0958"
"33420000","0.0992"
"33480000","0.0958"
"33540000","0.0964"
"33600000","0.08869999999999999"
"33660000","0.097"
"33720000","0.0912"
"33780000","0.0923"
"33840000","0.097"
"33900000","0.0904"
"33960000","0.0828"
"34020000","0.0909"
"34080000","0.0854"
"34140000","0.0997"
"34200000","0.0976"
"34260000","0.0973"
"34320000","0.09969999999999998"
"34380000","0.08259999999999999"
"34440000","0.08990000000000001"
"34500000","0.0944"
"34560000","0.0876"
"34620000","0.1007"
"34680000","0.0906"
"34740000","0.0968"
"34800000","0.08990000000000001"
"34860000","0.08979999999999999"
"34920000","0.0961"
"34980000","0.0979"
"35040000","0.1041"
"35100000","0.0976"
"35160000","0.1035"
"35220000","0.1055"
"35280000","0.10380000000000002"
"35340000","0.1198"
"35400000","0.104"
"35460000","0.102"
"35520000","0.1098"
"35580000","0.0998"
"35640000","0.0891"
"35700000","0.1038"
"35760000","0.1067"
"35820000","0.0922"
"35880000","0.1022"
"35940000","0.1115"
"36000000","0.1012"
"36060000","0.1021"
"36120000","0.0942"
"36180000","0.0917"
"36240000","0.0995"
"36300000","0.0986"
"36360000","0.0975"
"36420000","0.0993"
"36480000","0.101"
"36540000","0.102"
"36600000","0.1089"
"36660000","0.0949"
"36720000","0.0922"
"36780000","0.105"
"36840000","0.094"
"36900000","0.0849"
"36960000","0.1137"
"37020000","0.1045"
"37080000","0.1179"
"37140000","0.1153"
"37200000","0.0914"
"37260000","0.0996"
"37320000","0.106"
"37380000","0.1038"
"37440000","0.0964"
"37500000","0.1051"
"37560000","0.0891"
"37620000","0.1056"
"37680000","0.113"
"37740000","0.0933"
"37800000","0.1021"
"37860000","0.103"
"37920000","0.1028"
"37980000","0.1024"
"38040000","0.1068"
"38100000","0.1044"
"38160000","0.1036"
"38220000","0.1079"
"38280000","0.0987"
"38340000","0.10430000000000002"
"38400000","0.1111"
"38460000","0.1014"
"38520000","0.0871"
"38580000","0.1079"
"38640000","0.107"
"38700000","0.1022"
"38760000","0.1065"
"38820000","0.1043"
"38880000","0.1138"
"38940000","0.1048"
"39000000","0.10180000000000002"
"39060000","0.114"
"39120000","0.1061"
"39180000","0.0929"
"39240000","0.1056"
"39300000","0.1061"
"39360000","0.1001"
"39420000","0.1013"
"39480000","0.1096"
"39540000","0.1045"
"39600000","0.1096"
"39660000","0.1104"
"39720000","0.1149"
"39780000","0.1081"
"39840000","0.1192"
"39900000","0.1246"
"39960000","0.1097"
"40020000","0.1163"
"40080000","0.1129"
"40140000","0.092"
"40200000","0.1052"
"40260000","0.1227"
"40320000","0.119"
"40380000","0.12630000000000002"
"40440000","0.114"
"40500000","0.109"
"40560000","0.1169"
"40620000","0.1176"
"40680000","0.1176"
"40740000","0.10480000000000002"
"40800000","0.0978"
"40860000","0.1226"
"40920000","0.1145"
"40980000","0.1092"
"41040000","0.1108"
"41100000","0.122"
"41160000","0.1094"
"41220000","0.12760000000000002"
"41280000","0.1013"
"41340000","0.1137"
"41400000","0.1204"
"41460000","0.1083"
"41520000","0.1109"
"41580000","0.1082"
"41640000","0.1201"
"41700000","0.1047"
"41760000","0.1106"
"41820000","0.1148"
"41880000","0.1106"
"41940000","0.1097"
"42000000","0.12869999999999998"
"42060000","0.1148"
"42120000","0.1057"
"42180000","0.12129999999999998"
"42240000","0.1174"
"42300000","0.116"
"42360000","0.1263"
"42420000","0.116"
"42480000","0.1271"
"42540000","0.1137"
"42600000","0.1219"
"42660000","0.1326"
"42720000","0.1185"
"42780000","0.1163"
"42840000","0.13119999999999998"
"42900000","0.1105"
"42960000","0.1148"
"43020000","0.1316"
"43080000","0.1174"
"43140000","0.1352"
"43200000","0.1187"
"43260000","0.1133"
"43320000","0.1258"
"43380000","0.1236"
"43440000","0.1269"
"43500000","0.1295"
"43560000","0.1272"
"43620000","0.1237"
"43680000","0.1217"
"43740000","0.1351"
"43800000","0.1102"
"43860000","0.1168"
"43920000","0.1217"
"43980000","0.1161"
"44040000","0.1285"
"44100000","0.1205"
"44160000","0.1131"
"44220000","0.12630000000000002"
"44280000","0.1174"
"44340000","0.1241"
"44400000","0.12510000000000002"
"44460000","0.1166"
"44520000","0.118"
"44580000","0.11419999999999998"
"44640000","0.1182"
"44700000","0.1159"
"44760000","0.1211"
"44820000","0.1221"
"44880000","0.1158"
"44940000","0.1295"
"45000000","0.1227"
"45060000","0.1205"
"45120000","0.1245"
"45180000","0.1242"
"45240000","0.115"
"45300000","0.1127"
"45360000","0.1172"
"45420000","0.1251"
"45480000","0.13190000000000002"
"45540000","0.131"
"45600000","0.1239"
"45660000","0.1248"
"45720000","0.13069999999999998"
"45780000","0.1382"
"45840000","0.126"
"45900000","0.1224"
"45960000","0.127"
"46020000","0.1221"
"46080000","0.1281"
"46140000","0.126"
"46200000","0.1267"
"46260000","0.12990000000000002"
"46320000","0.1232"
"46380000","0.1289"
"46440000","0.1214"
"46500000","0.13190000000000002"
"46560000","0.12560000000000002"
"46620000","0.13939999999999997"
"46680000","0.129"
"46740000","0.12769999999999998"
"46800000","0.1318"
"46860000","0.122"
"46920000","0.1166"
"46980000","0.1227"
"47040000","0.1336"
"47100000","0.1138"
"47160000","0.11719999999999998"
"47220000","0.1147"
"47280000","0.13"
"47340000","0.1107"
"47400000","0.11"
"47460000","0.1249"
"47520000","0.1247"
"47580000","0.1243"
"47640000","0.1158"
"47700000","0.1129"
"47760000","0.1234"
"47820000","0.1058"
"47880000","0.12869999999999998"
"47940000","0.1171"
"48000000","0.1295"
"48060000","0.1244"
"48120000","0.1182"
"48180000","0.1255"
"48240000","0.1205"
"48300000","0.13510000000000005"
"48360000","0.1219"
"48420000","0.1096"
"48480000","0.1222"
"48540000","0.11880000000000002"
"48600000","0.12"
"48660000","0.1358"
"48720000","0.13260000000000002"
"48780000","0.113"
"48840000","0.1117"
"48900000","0.1195"
"48960000","0.1319"
"49020000","0.132"
"49080000","0.1373"
"49140000","0.1243"
"49200000","0.1298"
"49260000","0.1321"
"49320000","0.1279"
"49380000","0.1383"
"49440000","0.1316"
"49500000","0.1182"
"49560000","0.12349999999999998"
"49620000","0.1225"
"49680000","0.1273"
"49740000","0.1276"
"49800000","0.1367"
"49860000","0.1221"
"49920000","0.124"
"49980000","0.1177"
"50040000","0.10130000000000002"
"50100000","0.11730000000000002"
"50160000","0.12"
"50220000","0.1167"
"50280000","0.1134"
"50340000","0.11880000000000002"
"50400000","0.1131"
"50460000","0.13090000000000002"
"50520000","0.1181"
"50580000","0.1132"
"50640000","0.1231"
"50700000","0.1291"
"50760000","0.1184"
"50820000","0.1367"
"50880000","0.1252"
"50940000","0.11880000000000002"
"51000000","0.1217"
"51060000","0.12969999999999998"
"51120000","0.1207"
"51180000","0.1208"
"51240000","0.1057"
"51300000","0.1189"
"51360000","0.1221"
"51420000","0.1217"
"51480000","0.1382"
"51540000","0.1338"
"51600000","0.127"
"51660000","0.12619999999999998"
"51720000","0.122"
"51780000","0.1188"
"51840000","0.1134"
"51900000","0.1206"
"51960000","0.1207"
"52020000","0.1226"
"52080000","0.1202"
"52140000","0.12990000000000002"
"52200000","0.13069999999999998"
"52260000","0.1325"
"52320000","0.12360000000000002"
"52380000","0.134"
"52440000","0.1205"
"52500000","0.1231"
"52560000","0.1308"
"52620000","0.1378"
"52680000","0.13140000000000002"
"52740000","0.1276"
"52800000","0.1425"
"52860000","0.11780000000000002"
"52920000","0.1272"
"52980000","0.1347"
"53040000","0.13539999999999996"
"53100000","0.1315"
"53160000","0.1333"
"53220000","0.1388"
"53280000","0.1306"
"53340000","0.1341"
"53400000","0.12990000000000002"
"53460000","0.1234"
"53520000","0.1303"
"53580000","0.1379"
"53640000","0.136"
"53700000","0.1316"
"53760000","0.12719999999999998"
"53820000","0.1325"
"53880000","0.1274"
"53940000","0.1211"
"54000000","0.138"
"54060000","0.1248"
"54120000","0.1192"
"54180000","0.127"
"54240000","0.1316"
"54300000","0.1246"
"54360000","0.13119999999999998"
"54420000","0.13090000000000002"
"54480000","0.1315"
"54540000","0.1468"
"54600000","0.1266"
"54660000","0.1398"
"54720000","0.1371"
"54780000","0.1398"
"54840000","0.1402"
"54900000","0.1218"
"54960000","0.1413"
"55020000","0.1485"
"55080000","0.1478"
"55140000","0.1371"
"55200000","0.12940000000000002"
"55260000","0.1265"
"55320000","0.1381"
"55380000","0.14830000000000002"
"55440000","0.1437"
"55500000","0.1516"
"55560000","0.13389999999999996"
"55620000","0.15030000000000002"
"55680000","0.1418"
"55740000","0.13620000000000002"
"55800000","0.1295"
"55860000","0.1427"
"55920000","0.1389"
"55980000","0.154"
"56040000","0.1438"
"56100000","0.1516"
"56160000","0.13069999999999998"
"56220000","0.1509"
"56280000","0.1522"
"56340000","0.15080000000000002"
"56400000","0.1415"
"56460000","0.1453"
"56520000","0.14160000000000003"
"56580000","0.148"
"56640000","0.1412"
"56700000","0.1482"
"56760000","0.13539999999999996"
"56820000","0.143"
"56880000","0.139"
"56940000","0.15619999999999998"
"57000000","0.1606"
"57060000","0.1508"
"57120000","0.158"
"57180000","0.1549"
"57240000","0.1338"
"57300000","0.14709999999999998"
"57360000","0.135"
"57420000","0.1445"
"57480000","0.15319999999999998"
"57540000","0.1358"
"57600000","0.14360000000000003"
"57660000","0.1436"
"57720000","0.13939999999999997"
"57780000","0.1368"
"57840000","0.13739999999999997"
"57900000","0.1437"
"57960000","0.13960000000000003"
"58020000","0.1472"
"58080000","0.1569"
"58140000","0.13839999999999997"
"58200000","0.142"
"58260000","0.14510000000000003"
"58320000","0.14389999999999997"
"58380000","0.1398"
"58440000","0.1354"
"58500000","0.15189999999999998"
"58560000","0.1438"
"58620000","0.14089999999999997"
"58680000","0.14520000000000002"
"58740000","0.1541"
"58800000","0.1482"
"58860000","0.1433"
"58920000","0.1486"
"58980000","0.14139999999999997"
"59040000","0.1468"
"59100000","0.1452"
"59160000","0.14560000000000003"
"59220000","0.15389999999999998"
"59280000","0.14360000000000003"
"59340000","0.1439"
"59400000","0.1535"
"59460000","0.1323"
"59520000","0.14"
"59580000","0.1455"
"59640000","0.13440000000000002"
"59700000","0.1455"
"59760000","0.1422"
"59820000","0.1479"
"59880000","0.1389"
"59940000","0.145"
"60000000","0.1491"
"60060000","0.15619999999999998"
"60120000","0.1382"
"60180000","0.1417"
"60240000","0.1387"
"60300000","0.1418"
"60360000","0.15330000000000002"
"60420000","0.14759999999999998"
"60480000","0.1561"
"60540000","0.1571"
"60600000","0.1475"
"60660000","0.15639999999999998"
"60720000","0.1594"
"60780000","0.15519999999999998"
"60840000","0.1505"
"60900000","0.1556"
"60960000","0.16010000000000002"
"61020000","0.1472"
"61080000","0.16"
"61140000","0.16169999999999998"
"61200000","0.1631"
"61260000","0.167"
"61320000","0.15109999999999998"
"61380000","0.1601"
"61440000","0.15469999999999998"
"61500000","0.1598"
"61560000","0.1413"
"61620000","0.16069999999999998"
"61680000","0.16"
"61740000","0.15619999999999998"
"61800000","0.1644"
"61860000","0.15919999999999998"
"61920000","0.1642"
"61980000","0.15530000000000002"
"62040000","0.1524"
"62100000","0.15419999999999998"
"62160000","0.1542"
"62220000","0.1465"
"62280000","0.15630000000000002"
"62340000","0.15059999999999998"
"62400000","0.14339999999999997"
"62460000","0.1566"
"62520000","0.15810000000000002"
"62580000","0.1673"
"62640000","0.1675"
"62700000","0.1684"
"62760000","0.1628"
"62820000","0.1685"
"62880000","0.1732"
"62940000","0.16029999999999997"
"63000000","0.1673"
"63060000","0.178"
"63120000","0.159"
"63180000","0.1631"
"63240000","0.169"
"63300000","0.15319999999999998"
"63360000","0.15880000000000002"
"63420000","0.16190000000000002"
"63480000","0.16340000000000002"
"63540000","0.15919999999999998"
"63600000","0.1546"
"63660000","0.1643"
"63720000","0.1468"
"63780000","0.1594"
"63840000","0.1575"
"63900000","0.1652"
"63960000","0.15630000000000002"
"64020000","0.16760000000000003"
"64080000","0.1526"
"64140000","0.15869999999999998"
"64200000","0.1685"
"64260000","0.1682"
"64320000","0.1697"
"64380000","0.15569999999999998"
"64440000","0.17210000000000003"
"64500000","0.1772"
"64560000","0.1672"
"64620000","0.1604"
"64680000","0.1732"
"64740000","0.16310000000000002"
"64800000","0.1725"
"64860000","0.1721"
"64920000","0.1826"
"64980000","0.1639"
"65040000","0.16119999999999998"
"65100000","0.1816"
"65160000","0.1728"
"65220000","0.1635"
"65280000","0.1696"
"65340000","0.1712"
"65400000","0.1796"
"65460000","0.1715"
"65520000","0.16960000000000003"
"65580000","0.1769"
"65640000","0.177"
"65700000","0.1753"
"65760000","0.1768"
"65820000","0.17810000000000004"
"65880000","0.167"
"65940000","0.1757"
"66000000","0.17039999999999997"
"66060000","0.1731"
"66120000","0.161"
"66180000","0.1736"
"66240000","0.1693"
"66300000","0.1809"
"66360000","0.1628"
"66420000","0.1845"
"66480000","0.1695"
"66540000","0.1755"
"66600000","0.1722"
"66660000","0.1782"
"66720000","0.17020000000000002"
"66780000","0.16410000000000002"
"66840000","0.1771"
"66900000","0.1853"
"66960000","0.185"
"67020000","0.1838"
"67080000","0.176"
"67140000","0.1847"
"67200000","0.18120000000000003"
"67260000","0.1802"
"67320000","0.1747"
"67380000","0.17939999999999998"
"67440000","0.2002"
"67500000","0.176"
"67560000","0.1887"
"67620000","0.1858"
"67680000","0.1828"
"67740000","0.1812"
"67800000","0.1685"
"67860000","0.183"
"67920000","0.1869"
"67980000","0.19760000000000005"
"68040000","0.182"
"68100000","0.184"
"68160000","0.187"
"68220000","0.1937"
"68280000","0.1866"
"68340000","0.1922"
"68400000","0.2047"
"68460000","0.1869"
"68520000","0.1765"
"68580000","0.1793"
"68640000","0.1819"
"68700000","0.1808"
"68760000","0.1835"
"68820000","0.187"
"68880000","0.1887"
"68940000","0.1876"
"69000000","0.1905"
"69060000","0.1934"
"69120000","0.1835"
"69180000","0.1878"
"69240000","0.1799"
"69300000","0.1934"
"69360000","0.1958"
"69420000","0.1855"
"69480000","0.187"
"69540000","0.1914"
"69600000","0.1849"
"69660000","0.1872"
"69720000","0.188"
"69780000","0.1888"
"69840000","0.1956"
"69900000","0.1918"
"69960000","0.2027"
"70020000","0.2007"
"70080000","0.1976"
"70140000","0.1901"
"70200000","0.196"
"70260000","0.2068"
"70320000","0.19760000000000005"
"70380000","0.1928"
"70440000","0.2081"
"70500000","0.1966"
"70560000","0.1914"
"70620000","0.1952"
"70680000","0.2111"
"70740000","0.1998"
"70800000","0.2039"
"70860000","0.1964"
"70920000","0.1898"
"70980000","0.1903"
"71040000","0.2135"
"71100000","0.1997"
"71160000","0.2101"
"71220000","0.2007"
"71280000","0.2038"
"71340000","0.2091"
"71400000","0.2059"
"71460000","0.1961"
"71520000","0.198"
"71580000","0.2138"
"71640000","0.1998"
"71700000","0.2149"
"71760000","0.1935"
"71820000","0.1885"
"71880000","0.2011"
"71940000","0.2047"
"72000000","0.2068"
"72060000","0.2049"
"72120000","0.214"
"72180000","0.2071"
"72240000","0.2006"
"72300000","0.202"
"72360000","0.1916"
"72420000","0.2002"
"72480000","0.2028"
"72540000","0.2101"
"72600000","0.1977"
"72660000","0.2095"
"72720000","0.1896"
"72780000","0.2101"
"72840000","0.2047"
"72900000","0.194"
"72960000","0.1952"
"73020000","0.2141"
"73080000","0.2049"
"73140000","0.2046"
"73200000","0.2011"
"73260000","0.1982"
"73320000","0.205"
