"Step","mixdecay_sp_fre6_seed2 - 8cover_rate"
"157290","0.8874500000000001"
"314580","0.8706"
"466620","0.8861999999999999"
"618660","0.875"
"765660","0.87045"
"912660","0.8808499999999999"
"1054410","0.881"
"1196160","0.8852"
"1332660","0.8659"
"1469160","0.8503499999999999"
"1600620","0.8640999999999999"
"1732080","0.8609"
"1858080","0.8549000000000001"
"1984080","0.8781499999999999"
"2104830","0.8755499999999999"
"2225580","0.87085"
"2340870","0.8635999999999999"
"2456160","0.86775"
"2566620","0.8694"
"2677080","0.845"
"2782080","0.8722000000000001"
"2887080","0.85025"
"2992080","0.85025"
"3097080","0.8653999999999998"
"3202080","0.8544"
"3307080","0.84265"
"3412080","0.8503999999999998"
"3517080","0.8289"
"3622080","0.8462999999999999"
"3727080","0.8249500000000001"
"3832080","0.8403999999999999"
"3937080","0.81525"
"4042080","0.8288000000000001"
"4147080","0.8154"
"4252080","0.8072"
"4357080","0.71105"
"4462080","0.7306499999999999"
"4567080","0.7188"
"4672080","0.67125"
"4777080","0.6695"
"4882080","0.7064"
"4987080","0.6776"
"5092080","0.7163999999999999"
"5197080","0.71105"
"5302080","0.7127"
"5407080","0.7146499999999999"
"5512080","0.7171"
"5617080","0.71705"
"5722080","0.76305"
"5827080","0.6114499999999999"
"5932080","0.6101"
"6037080","0.6135499999999999"
"6142080","0.61575"
"6247080","0.61385"
"6352080","0.63555"
"6457080","0.6429000000000001"
"6562080","0.652"
"6667080","0.6286"
"6772080","0.6340999999999999"
"6877080","0.646"
"6982080","0.6437"
"7087080","0.6362000000000001"
"7192080","0.59825"
"7297080","0.6314500000000001"
"7402080","0.6114"
"7507080","0.60225"
"7612080","0.6222000000000001"
"7717080","0.6484500000000001"
"7822080","0.65485"
"7927080","0.66"
"8032080","0.6617999999999999"
"8137080","0.6787000000000001"
"8242080","0.67195"
"8347080","0.67765"
"8452080","0.669"
"8557080","0.66055"
"8662080","0.6497999999999999"
"8767080","0.67475"
"8872080","0.67655"
"8977080","0.69345"
"9082080","0.7132999999999999"
"9187080","0.7052999999999999"
"9292080","0.6915"
"9397080","0.7192000000000001"
"9502080","0.6748"
"9607080","0.6851"
"9712080","0.67295"
"9817080","0.6686"
"9922080","0.68955"
"10027080","0.70815"
"10132080","0.71555"
"10237080","0.71"
"10342080","0.7092999999999999"
"10447080","0.7313"
"10552080","0.6926500000000001"
"10657080","0.686"
"10762080","0.6999"
"10867080","0.7096500000000001"
"10972080","0.6991499999999999"
"11077080","0.7169000000000001"
"11182080","0.7193499999999999"
"11287080","0.69805"
"11392080","0.7218499999999999"
"11497080","0.7174"
"11602080","0.71845"
"11707080","0.69315"
"11812080","0.69835"
"11917080","0.6955999999999999"
"12022080","0.6916"
"12127080","0.7014"
"12232080","0.6927000000000001"
"12337080","0.7232999999999999"
"12442080","0.7622000000000001"
"12547080","0.74475"
"12652080","0.75005"
"12757080","0.7784500000000001"
"12862080","0.75195"
"12967080","0.77475"
"13072080","0.7538499999999999"
"13177080","0.7816499999999998"
"13282080","0.7823"
"13387080","0.7750499999999999"
"13492080","0.79055"
"13597080","0.7553"
"13702080","0.77475"
"13807080","0.7433"
"13912080","0.7777000000000001"
"14017080","0.7688499999999999"
"14122080","0.7787000000000001"
"14227080","0.8015"
"14332080","0.7831"
"14437080","0.7774500000000001"
"14542080","0.7686499999999999"
"14647080","0.7447999999999999"
"14752080","0.7598499999999999"
"14857080","0.74775"
"14962080","0.76"
"15067080","0.77065"
"15172080","0.7851"
"15277080","0.8168499999999999"
"15382080","0.8105999999999999"
"15487080","0.822"
"15592080","0.7897"
"15697080","0.7081500000000001"
"15802080","0.7013499999999999"
"15907080","0.72325"
"16012080","0.7415"
"16117080","0.7337"
"16222080","0.7518499999999999"
"16327080","0.7425"
"16432080","0.7445999999999999"
"16537080","0.7667"
"16642080","0.75585"
"16747080","0.75745"
"16852080","0.72805"
"16957080","0.7579499999999999"
"17062080","0.77635"
"17167080","0.7525"
"17272080","0.7700499999999999"
"17377080","0.77775"
"17482080","0.7910999999999999"
"17587080","0.79835"
"17692080","0.80355"
"17797080","0.80275"
"17902080","0.81295"
"18007080","0.8305499999999999"
"18112080","0.8151"
"18217080","0.8224000000000001"
"18322080","0.81675"
"18427080","0.8136"
"18532080","0.7958999999999999"
"18637080","0.8227"
"18742080","0.8188500000000001"
"18847080","0.808"
"18952080","0.7910999999999999"
"19057080","0.7893"
"19162080","0.80325"
"19267080","0.7978"
"19372080","0.7980499999999999"
"19477080","0.808"
"19582080","0.7811999999999999"
"19687080","0.7897000000000001"
"19792080","0.80045"
"19897080","0.80435"
"20002080","0.8393"
"20107080","0.8217000000000001"
"20212080","0.8145"
"20317080","0.82175"
"20422080","0.8261"
"20527080","0.8082999999999999"
"20632080","0.8259500000000001"
"20737080","0.8349000000000001"
"20842080","0.81975"
"20947080","0.8335499999999999"
"21052080","0.8508"
"21157080","0.84955"
"21262080","0.8436500000000001"
"21367080","0.83945"
"21472080","0.8501500000000001"
"21577080","0.8418"
"21682080","0.8499000000000001"
"21787080","0.8407"
"21892080","0.8473999999999999"
"21997080","0.8455999999999999"
"22102080","0.8385"
"22207080","0.8675"
"22312080","0.8755999999999999"
"22417080","0.87425"
"22522080","0.85675"
"22627080","0.8686499999999999"
"22732080","0.85915"
"22837080","0.8575999999999999"
"22942080","0.8645999999999999"
"23047080","0.8564499999999999"
"23152080","0.8716499999999999"
"23257080","0.8584499999999999"
