"Step","mixdecay_0.5_fre120_pb_seed2 - 4cover_rate"
"269640","0.6387"
"539280","0.6655"
"808920","0.6524"
"1078560","0.6407999999999999"
"1348200","0.6625"
"1617840","0.6725"
"1887480","0.6547000000000001"
"2157120","0.6642"
"2426760","0.6725"
"2696400","0.6715999999999999"
"2966040","0.6632"
"3235680","0.6817000000000001"
"3505320","0.6684"
"3774960","0.6792"
"4044600","0.667"
"4314240","0.6879000000000001"
"4583880","0.6633000000000001"
"4853520","0.6714000000000001"
"5123160","0.6800999999999999"
"5392800","0.6682"
"5662440","0.6755999999999999"
"5932080","0.6872"
"6201720","0.6664000000000001"
"6471360","0.67"
"6741000","0.6724"
"7010640","0.6759000000000001"
"7280280","0.6771"
"7549920","0.6540999999999999"
"7819560","0.6647000000000001"
"8089200","0.6822"
"8358840","0.679"
"8628480","0.6637000000000001"
"8898120","0.6879"
"9167760","0.6919"
"9437400","0.6731"
"9707040","0.6627000000000001"
"9976680","0.6658"
"10246320","0.6842999999999999"
"10515960","0.6744"
"10785600","0.6681"
"11046240","0.6584"
"11306880","0.6752"
"11567520","0.6730999999999999"
"11828160","0.6769"
"12088800","0.6729"
"12349440","0.6895"
"12610080","0.673"
"12870720","0.6805999999999999"
"13131360","0.6925"
"13392000","0.6902"
"13652640","0.6845"
"13913280","0.7134000000000001"
"14173920","0.6766"
"14434560","0.6808000000000001"
"14695200","0.6887000000000001"
"14955840","0.6804"
"15216480","0.6747"
"15477120","0.6858"
"15737760","0.6932999999999999"
"15998400","0.7"
"16259040","0.6884"
"16519680","0.6785"
"16780320","0.6942"
"17040960","0.6865"
"17301600","0.6954"
"17562240","0.6778000000000001"
"17822880","0.6810999999999999"
"18083520","0.6938"
"18344160","0.7041"
"18604800","0.6779"
"18865440","0.7006"
"19126080","0.6819"
"19386720","0.6871"
"19647360","0.6878"
"19908000","0.6991999999999999"
"20168640","0.7061000000000001"
"20429280","0.6942999999999999"
"20689920","0.6914"
"20950560","0.6858"
"21211200","0.6891"
"21463200","0.6965999999999999"
"21715200","0.6636"
"21967200","0.6690999999999999"
"22219200","0.6772"
"22471200","0.6834000000000001"
"22723200","0.6678"
"22975200","0.6870999999999999"
"23227200","0.689"
"23479200","0.6976"
"23731200","0.687"
"23983200","0.7062"
"24235200","0.6909000000000001"
"24487200","0.6948"
"24739200","0.6987000000000001"
"24991200","0.7001000000000001"
"25243200","0.6916"
"25495200","0.6952999999999999"
"25747200","0.7001000000000001"
"25999200","0.6941"
"26251200","0.6915999999999999"
"26503200","0.7087"
"26755200","0.6944000000000001"
"27007200","0.7025999999999999"
"27259200","0.7018000000000001"
"27511200","0.6895999999999999"
"27763200","0.698"
"28015200","0.707"
"28267200","0.7102999999999999"
"28519200","0.6970999999999999"
"28771200","0.7002"
"29023200","0.7061"
"29275200","0.6928"
"29527200","0.704"
"29779200","0.7162999999999999"
"30031200","0.6872999999999999"
"30283200","0.7282000000000001"
"30535200","0.7242000000000001"
"30787200","0.7096"
"31039200","0.7065"
"31291200","0.6909000000000001"
"31534200","0.6822999999999999"
"31777200","0.6919"
"32020200","0.6918"
"32263200","0.6951"
"32506200","0.697"
"32749200","0.6939"
"32992200","0.6991"
"33235200","0.7022999999999999"
"33478200","0.676"
"33721200","0.6908"
"33964200","0.6965999999999999"
"34207200","0.6865"
"34450200","0.688"
"34693200","0.687"
"34936200","0.6939"
"35179200","0.6997000000000001"
"35422200","0.6931"
"35665200","0.7045"
"35908200","0.7127"
"36151200","0.6902"
"36394200","0.6895"
"36637200","0.6969"
"36880200","0.6827000000000001"
"37123200","0.6925"
"37366200","0.6902999999999999"
"37609200","0.6982999999999999"
"37852200","0.7015"
"38095200","0.6862"
"38338200","0.687"
"38581200","0.6927000000000001"
"38824200","0.6828"
"39067200","0.6832"
"39310200","0.6883999999999999"
"39553200","0.6892"
"39796200","0.7132999999999999"
"40039200","0.6989"
"40282200","0.7335"
"40525200","0.7198000000000001"
"40768200","0.7105"
"41011200","0.6972"
"41245200","0.7167"
"41479200","0.6962999999999999"
"41713200","0.7032999999999999"
"41947200","0.7034000000000001"
"42181200","0.7135"
"42415200","0.7008"
"42649200","0.694"
"42883200","0.7098"
"43117200","0.7038"
"43351200","0.6962"
"43585200","0.7144000000000001"
"43819200","0.6932"
"44053200","0.7164"
"44287200","0.6969000000000001"
"44521200","0.7227"
"44755200","0.7106"
"44989200","0.6995999999999999"
"45223200","0.7012999999999999"
"45457200","0.7048"
"45691200","0.6895999999999999"
"45925200","0.6922999999999999"
"46159200","0.7075999999999999"
"46393200","0.7082"
"46627200","0.7192000000000001"
"46861200","0.6979"
"47095200","0.6977000000000001"
"47329200","0.7212"
"47563200","0.7091000000000001"
"47797200","0.7081000000000001"
"48031200","0.7105"
"48265200","0.7192"
"48499200","0.7145"
"48733200","0.7307"
"48967200","0.7181000000000002"
"49201200","0.7221"
"49435200","0.7273"
"49669200","0.7197"
"49903200","0.7256999999999999"
"50137200","0.7218"
"50371200","0.7152000000000001"
"50596560","0.716"
"50821920","0.7232000000000001"
"51047280","0.7222000000000001"
"51272640","0.7267"
"51498000","0.7235"
"51723360","0.7211000000000001"
"51948720","0.7262"
"52174080","0.7355"
"52399440","0.723"
"52624800","0.7277"
"52850160","0.7211"
"53075520","0.7431"
"53300880","0.7301"
"53526240","0.7212000000000001"
"53751600","0.7122999999999999"
"53976960","0.7321"
"54202320","0.7270999999999999"
"54427680","0.7385"
"54653040","0.7352000000000001"
"54878400","0.7263"
"55103760","0.7206"
"55329120","0.7192999999999999"
"55554480","0.7115"
"55779840","0.7307"
"56005200","0.7292"
"56230560","0.7313000000000001"
"56455920","0.7359000000000001"
"56681280","0.7239"
"56906640","0.7215"
"57132000","0.7383"
"57357360","0.716"
"57582720","0.7156"
"57808080","0.7367"
"58033440","0.7199000000000001"
"58258800","0.7165"
"58484160","0.7306"
"58709520","0.706"
"58934880","0.7171"
"59160240","0.701"
"59385600","0.7015999999999999"
"59601600","0.7503"
"59817600","0.7366"
"60033600","0.7405999999999999"
"60249600","0.7335"
"60465600","0.7513"
"60681600","0.7479"
"60897600","0.7425"
"61113600","0.739"
"61329600","0.7450999999999999"
"61545600","0.7161000000000001"
"61761600","0.732"
"61977600","0.7039"
"62193600","0.7300999999999999"
"62409600","0.7329"
"62625600","0.7122"
"62841600","0.7483"
"63057600","0.7192999999999999"
"63273600","0.7270999999999999"
"63489600","0.7196"
"63705600","0.7279"
"63921600","0.7464"
"64137600","0.7298000000000001"
"64353600","0.7441"
"64569600","0.7339"
"64785600","0.7248"
"65001600","0.7304"
"65217600","0.7274"
"65433600","0.7369"
"65649600","0.7367999999999999"
"65865600","0.7263999999999999"
"66081600","0.7281"
"66297600","0.7128"
"66513600","0.7152999999999999"
"66729600","0.7451"
"66945600","0.7369"
"67161600","0.7445999999999999"
"67377600","0.7422000000000001"
"67593600","0.7298"
"67809600","0.7332000000000001"
"68025600","0.7358"
"68232600","0.7370999999999999"
"68439600","0.753"
"68646600","0.7357"
"68853600","0.7395999999999999"
"69060600","0.7419"
"69267600","0.7580999999999999"
"69474600","0.7112"
"69681600","0.7188"
"69888600","0.7322000000000001"
"70095600","0.7401"
"70302600","0.7533"
"70509600","0.7284"
"70716600","0.7355"
"70923600","0.7363"
"71130600","0.7412000000000001"
"71337600","0.7514"
"71544600","0.7370999999999999"
"71751600","0.7447"
"71958600","0.7509"
"72165600","0.7422000000000001"
"72372600","0.7313"
"72579600","0.7473000000000001"
"72786600","0.7289"
"72993600","0.7232000000000001"
"73200600","0.7453"
"73407600","0.7152999999999999"
"73614600","0.7451"
"73821600","0.755"
"74028600","0.7537999999999999"
"74235600","0.7321"
"74442600","0.7437999999999999"
"74649600","0.744"
"74856600","0.7580999999999999"
"75063600","0.7630999999999999"
"75270600","0.7484"
"75477600","0.7551"
"75684600","0.7255"
"75891600","0.75"
"76098600","0.7179000000000001"
"76305600","0.7285999999999999"
"76503240","0.7434"
"76700880","0.7444"
"76898520","0.7433"
"77096160","0.7432"
"77293800","0.7328999999999999"
"77491440","0.7415"
"77689080","0.7293000000000001"
"77886720","0.7417999999999999"
"78084360","0.7524"
"78282000","0.735"
"78479640","0.7278"
"78677280","0.7288"
"78874920","0.7385"
"79072560","0.7407"
"79270200","0.7245"
"79467840","0.7184"
"79665480","0.7284"
"79863120","0.7218"
"80060760","0.7486999999999999"
"80258400","0.7607999999999999"
"80456040","0.7389"
"80653680","0.7355999999999999"
"80851320","0.7435999999999999"
"81048960","0.7205999999999999"
"81246600","0.7485999999999999"
"81444240","0.7567999999999999"
"81641880","0.7529"
"81839520","0.7599000000000001"
"82037160","0.7385"
"82234800","0.7513"
"82432440","0.7332"
"82630080","0.7519"
"82827720","0.7317"
"83025360","0.7302"
"83223000","0.7350999999999999"
"83420640","0.7305"
"83618280","0.7291"
"83815920","0.7359"
"84013560","0.7591"
"84211200","0.7357"
"84400560","0.7537999999999999"
"84589920","0.7554"
"84779280","0.7602000000000001"
"84968640","0.7460999999999999"
"85158000","0.7553"
"85347360","0.7422000000000001"
"85536720","0.7567999999999999"
"85726080","0.7566"
"85915440","0.7421"
"86104800","0.7401"
"86294160","0.7575"
"86483520","0.7566999999999999"
"86672880","0.7435"
"86862240","0.7369000000000001"
"87051600","0.7277"
"87240960","0.7252000000000001"
"87430320","0.7346"
"87619680","0.7328"
"87809040","0.7165"
"87998400","0.7276"
"88187760","0.727"
"88377120","0.7108"
"88566480","0.7348"
"88755840","0.7128"
"88945200","0.7315"
"89134560","0.7256"
"89323920","0.7322000000000001"
"89513280","0.7288"
"89702640","0.7303"
"89892000","0.7348"
"90081360","0.7215"
"90270720","0.7322000000000001"
"90460080","0.7269000000000001"
"90649440","0.7328000000000001"
"90838800","0.7318"
"91028160","0.7453000000000001"
"91217520","0.7572000000000001"
"91406880","0.7665"
"91596240","0.7546"
"91785600","0.7587999999999999"
"91965600","0.7607999999999999"
"92145600","0.7758999999999999"
"92325600","0.7606"
"92505600","0.7511"
"92685600","0.7336"
"92865600","0.755"
"93045600","0.7333999999999999"
"93225600","0.7460999999999999"
"93405600","0.7521"
"93585600","0.7426"
"93765600","0.7209"
"93945600","0.7453"
"94125600","0.7555"
"94305600","0.7682"
"94485600","0.7497999999999999"
"94665600","0.7595"
"94845600","0.7302000000000001"
"95025600","0.7395"
"95205600","0.7522000000000001"
"95385600","0.7427"
"95565600","0.7605999999999999"
"95745600","0.7737999999999999"
"95925600","0.7482000000000001"
"96105600","0.7533"
"96285600","0.7447999999999999"
"96465600","0.723"
"96645600","0.7574000000000001"
"96825600","0.7537"
"97005600","0.7467"
"97185600","0.7416"
"97365600","0.7498"
"97545600","0.7356"
"97725600","0.7519"
"97905600","0.7426"
"98085600","0.7305"
"98265600","0.7499"
"98445600","0.7576"
"98625600","0.7267"
"98805600","0.7177"
"98985600","0.7025"
"99165600","0.7223999999999999"
"99345600","0.7237"
"99525600","0.7525"
"99705600","0.7360999999999999"
"99885600","0.7247"
"100065600","0.736"
"100245600","0.7417"
"100425600","0.7455"
"100605600","0.7332000000000001"
"100785600","0.7404"
"100965600","0.7288"
"101145600","0.7547999999999999"
"101325600","0.7502000000000001"
"101505600","0.7627"
"101685600","0.7887000000000001"
"101865600","0.7792"
"102045600","0.7948"
