"Step","diversified_sp3_leftup_rightdown_seed1 - cover_rate_5step"
"105000","0.0095"
"210000","0.0121"
"315000","0.0145"
"420000","0.0209"
"525000","0.022"
"630000","0.0353"
"735000","0.0321"
"840000","0.0387"
"945000","0.0401"
"1050000","0.046"
"1155000","0.06380000000000001"
"1260000","0.0677"
"1365000","0.065"
"1470000","0.08919999999999999"
"1575000","0.1055"
"1680000","0.1166"
"1785000","0.1341"
"1890000","0.1362"
"1995000","0.1521"
"2100000","0.15159999999999998"
"2205000","0.1768"
"2310000","0.1813"
"2415000","0.1992"
"2520000","0.2066"
"2625000","0.2047"
"2730000","0.22860000000000005"
"2835000","0.217"
"2940000","0.2199"
"3045000","0.2385"
"3150000","0.2332"
"3255000","0.249"
"3360000","0.2426"
"3465000","0.2388"
"3570000","0.24110000000000004"
"3675000","0.2375"
"3780000","0.2548"
"3885000","0.248"
"3990000","0.26170000000000004"
"4095000","0.25880000000000003"
"4200000","0.2593"
"4305000","0.2515"
"4410000","0.2777"
"4515000","0.26589999999999997"
"4620000","0.27279999999999993"
"4725000","0.2917"
"4830000","0.2742"
"4935000","0.2799"
"5040000","0.28390000000000004"
"5145000","0.2813"
"5250000","0.2682"
"5355000","0.2891"
"5460000","0.29990000000000006"
"5565000","0.294"
"5670000","0.3015"
"5775000","0.2861"
"5880000","0.2701"
"5985000","0.2924"
"6090000","0.27370000000000005"
"6195000","0.2853"
"6300000","0.298"
"6405000","0.298"
"6510000","0.30939999999999995"
"6615000","0.32989999999999997"
"6720000","0.29579999999999995"
"6825000","0.3222"
"6930000","0.30670000000000003"
"7035000","0.31010000000000004"
"7140000","0.29930000000000007"
"7245000","0.2992"
"7350000","0.2928"
"7455000","0.2873"
"7560000","0.3014"
"7665000","0.3246"
"7770000","0.30010000000000003"
"7875000","0.3182"
"7980000","0.3211"
"8085000","0.3197"
"8190000","0.3205"
"8295000","0.3138"
"8400000","0.31260000000000004"
"8505000","0.3257"
"8610000","0.32220000000000004"
"8715000","0.31710000000000005"
"8820000","0.3285"
"8925000","0.31880000000000003"
"9030000","0.3391"
"9135000","0.33520000000000005"
"9240000","0.3283"
"9345000","0.32880000000000004"
"9450000","0.3556"
"9555000","0.33790000000000003"
"9660000","0.3394"
"9765000","0.32570000000000005"
"9870000","0.344"
"9975000","0.3219"
"10080000","0.32689999999999997"
"10185000","0.3376"
"10290000","0.33820000000000006"
"10395000","0.3332"
"10500000","0.334"
"10605000","0.3175"
"10710000","0.3403"
"10815000","0.3394"
"10920000","0.328"
"11025000","0.31930000000000003"
"11130000","0.32"
"11235000","0.35290000000000005"
"11340000","0.3162"
"11445000","0.33179999999999993"
"11550000","0.33970000000000006"
"11655000","0.332"
"11760000","0.32320000000000004"
"11865000","0.3506"
"11970000","0.332"
"12075000","0.3642"
"12180000","0.346"
"12285000","0.325"
"12390000","0.30939999999999995"
"12495000","0.3365"
"12600000","0.3638"
"12705000","0.32689999999999997"
"12810000","0.33070000000000005"
"12915000","0.3491"
"13020000","0.34370000000000006"
"13125000","0.34420000000000006"
"13230000","0.3556"
"13335000","0.33790000000000003"
"13440000","0.3352"
"13545000","0.3399"
"13650000","0.3474"
"13755000","0.3381"
"13860000","0.3289"
"13965000","0.3408"
"14070000","0.34229999999999994"
"14175000","0.348"
"14280000","0.34"
"14385000","0.3495"
"14490000","0.352"
"14595000","0.3364"
"14700000","0.34920000000000007"
"14805000","0.3291"
"14910000","0.3395"
"15015000","0.3441"
"15120000","0.34229999999999994"
"15225000","0.3632"
"15330000","0.3552"
"15435000","0.3406"
"15540000","0.3721"
"15645000","0.347"
"15750000","0.3482"
"15855000","0.3478"
"15960000","0.3438"
"16065000","0.3618"
"16170000","0.34459999999999996"
"16275000","0.337"
"16380000","0.34409999999999996"
"16485000","0.3635"
"16590000","0.3437"
"16695000","0.34179999999999994"
"16800000","0.3484"
"16905000","0.3374"
"17010000","0.3404"
"17115000","0.345"
"17220000","0.3564"
"17325000","0.35229999999999995"
"17430000","0.3414"
"17535000","0.3536"
"17640000","0.3576"
"17745000","0.35919999999999996"
"17850000","0.3675"
"17955000","0.3676"
"18060000","0.3483"
"18165000","0.3631"
"18270000","0.3542"
"18375000","0.35440000000000005"
"18480000","0.3523"
"18585000","0.37"
"18690000","0.35710000000000003"
"18795000","0.3644"
"18900000","0.365"
"19005000","0.3461"
"19110000","0.35420000000000007"
"19215000","0.3637"
"19320000","0.3681"
"19425000","0.3721"
"19530000","0.36280000000000007"
"19635000","0.3499"
"19740000","0.3646"
"19845000","0.3561"
"19950000","0.343"
"20055000","0.3607"
"20160000","0.3759"
"20265000","0.3707"
"20370000","0.3616"
"20475000","0.3823"
"20580000","0.3548"
"20685000","0.35379999999999995"
"20790000","0.3525"
"20895000","0.3708"
"21000000","0.3611"
"21105000","0.33920000000000006"
"21210000","0.3657"
"21315000","0.3561"
"21420000","0.3643"
"21525000","0.3695"
"21630000","0.3543"
"21735000","0.35290000000000005"
"21840000","0.3723"
"21945000","0.35869999999999996"
"22050000","0.36030000000000006"
"22155000","0.3631"
"22260000","0.3637"
"22365000","0.364"
"22470000","0.379"
"22575000","0.366"
"22680000","0.3636"
"22785000","0.3635"
"22890000","0.3763"
"22995000","0.3743"
"23100000","0.3631"
"23205000","0.3813"
"23310000","0.3635"
"23415000","0.3752"
"23520000","0.3643"
"23625000","0.3525"
"23730000","0.37"
"23835000","0.3637"
"23940000","0.3644"
"24045000","0.3787"
"24150000","0.3754"
"24255000","0.4013"
"24360000","0.3726"
"24465000","0.3718999999999999"
"24570000","0.3794"
"24675000","0.3712"
"24780000","0.3833"
"24885000","0.3733"
"24990000","0.3837"
"25095000","0.3823"
"25200000","0.3839"
"25305000","0.3783"
"25410000","0.3785"
"25515000","0.39729999999999993"
"25620000","0.3794"
"25725000","0.3698999999999999"
"25830000","0.3848"
"25935000","0.3615"
"26040000","0.3826"
"26145000","0.3954"
"26250000","0.3798"
"26355000","0.3769"
"26460000","0.402"
"26565000","0.3895"
"26670000","0.3713999999999999"
"26775000","0.3776000000000001"
"26880000","0.4029"
"26985000","0.3839"
"27090000","0.3617"
"27195000","0.4135"
"27300000","0.3902"
"27405000","0.3871"
"27510000","0.40820000000000006"
"27615000","0.3859"
"27720000","0.388"
"27825000","0.3851"
"27930000","0.425"
"28035000","0.40670000000000006"
"28140000","0.4154000000000001"
"28245000","0.4355"
"28350000","0.4276"
"28455000","0.4252"
"28560000","0.4279"
"28665000","0.4362"
"28770000","0.4066"
"28875000","0.415"
"28980000","0.4446"
"29085000","0.4556"
"29190000","0.4427"
"29295000","0.4492"
"29400000","0.4570999999999999"
"29505000","0.449"
"29610000","0.4427"
"29715000","0.428"
"29820000","0.4351"
"29925000","0.4296"
"30030000","0.422"
"30135000","0.4371"
"30240000","0.4368"
"30345000","0.4601"
"30450000","0.4549"
"30555000","0.4458000000000001"
"30660000","0.4459"
"30765000","0.4404"
"30870000","0.457"
"30975000","0.4684"
"31080000","0.4535"
"31185000","0.46629999999999994"
"31290000","0.4968"
"31395000","0.46720000000000006"
"31500000","0.4785"
"31605000","0.4632"
"31710000","0.4696"
"31815000","0.4563"
"31920000","0.4694"
"32025000","0.4779"
"32130000","0.4539"
"32235000","0.47470000000000007"
"32340000","0.4614"
"32445000","0.4695"
"32550000","0.4784"
"32655000","0.4633"
"32760000","0.4914"
"32865000","0.4837999999999999"
"32970000","0.4988"
"33075000","0.4668"
"33180000","0.4868"
"33285000","0.4862999999999999"
"33390000","0.4813"
"33495000","0.5055"
"33600000","0.4932"
"33705000","0.47"
"33810000","0.4849"
"33915000","0.5109"
"34020000","0.4948999999999999"
"34125000","0.485"
"34230000","0.5088"
"34335000","0.5067"
"34440000","0.5"
"34545000","0.5164000000000001"
"34650000","0.5282"
"34755000","0.5247"
"34860000","0.5246000000000001"
"34965000","0.5071"
"35070000","0.5321"
"35175000","0.513"
"35280000","0.5392"
"35385000","0.5341"
