"Step","sl_unif_seed1 - 2cover_rate"
"2324000","0.392"
"2331000","0.464"
"2338000","0.4059999999999999"
"2345000","0.382"
"2352000","0.46"
"2359000","0.388"
"2366000","0.37"
"2373000","0.42"
"2380000","0.36"
"2387000","0.458"
"2394000","0.3"
"2401000","0.39"
"2408000","0.384"
"2415000","0.394"
"2422000","0.426"
"2429000","0.476"
"2436000","0.41"
"2443000","0.414"
"2450000","0.392"
"2457000","0.354"
"2464000","0.35200000000000004"
"2471000","0.428"
"2478000","0.37"
"2485000","0.3559999999999999"
"2492000","0.35"
"2499000","0.412"
"2506000","0.39"
"2513000","0.41"
"2520000","0.31"
"2527000","0.37"
"2534000","0.37"
"2541000","0.39"
"2548000","0.29"
"2555000","0.38"
"2562000","0.35"
"2569000","0.49"
"2576000","0.44"
"2583000","0.366"
"2590000","0.37"
"2597000","0.324"
"2604000","0.282"
"2611000","0.384"
"2618000","0.38"
"2625000","0.368"
"2632000","0.398"
"2639000","0.3"
"2646000","0.46"
"2653000","0.4"
"2660000","0.37"
"2667000","0.39"
"2674000","0.36"
"2681000","0.42"
"2688000","0.31"
"2695000","0.34"
"2702000","0.38"
"2709000","0.43"
"2716000","0.38"
"2723000","0.42"
"2730000","0.36"
"2737000","0.34"
"2744000","0.57"
"2751000","0.44"
"2758000","0.41"
"2765000","0.36"
"2772000","0.31"
"2779000","0.43"
"2786000","0.37"
"2793000","0.362"
"2800000","0.39"
"2807000","0.36"
"2814000","0.366"
"2821000","0.416"
"2828000","0.35"
"2835000","0.518"
"2842000","0.29600000000000004"
"2849000","0.404"
"2856000","0.4320000000000001"
"2863000","0.452"
"2870000","0.342"
"2877000","0.34"
"2884000","0.284"
"2891000","0.464"
"2898000","0.42"
"2905000","0.344"
"2912000","0.406"
"2919000","0.454"
"2926000","0.342"
"2933000","0.354"
"2940000","0.324"
"2947000","0.41"
"2954000","0.434"
"2961000","0.398"
"2968000","0.51"
"2975000","0.4"
"2982000","0.394"
"2989000","0.354"
"2996000","0.41"
"3003000","0.37"
"3010000","0.484"
"3017000","0.38"
"3024000","0.446"
"3031000","0.422"
"3038000","0.36"
"3045000","0.332"
"3052000","0.354"
"3059000","0.45"
"3066000","0.416"
"3073000","0.32599999999999996"
"3080000","0.38"
"3087000","0.37799999999999995"
"3094000","0.368"
"3101000","0.454"
"3108000","0.366"
"3115000","0.414"
"3122000","0.426"
"3129000","0.402"
"3136000","0.42"
"3143000","0.4759999999999999"
"3150000","0.35600000000000004"
"3157000","0.38400000000000006"
"3164000","0.43"
"3171000","0.376"
"3178000","0.392"
"3185000","0.37200000000000005"
"3192000","0.33"
"3199000","0.364"
"3206000","0.3859999999999999"
"3213000","0.508"
"3220000","0.34"
"3227000","0.3940000000000001"
"3234000","0.332"
"3241000","0.43799999999999994"
"3248000","0.37"
"3255000","0.4040000000000001"
"3262000","0.33399999999999996"
"3269000","0.45400000000000007"
"3276000","0.366"
"3283000","0.414"
"3290000","0.38"
"3297000","0.43"
"3304000","0.51"
"3311000","0.386"
"3318000","0.458"
"3325000","0.354"
"3332000","0.35"
"3339000","0.502"
"3346000","0.36599999999999994"
"3353000","0.37200000000000005"
"3360000","0.234"
"3367000","0.31"
"3374000","0.4040000000000001"
"3381000","0.332"
"3388000","0.28600000000000003"
"3395000","0.336"
"3402000","0.428"
"3409000","0.49"
"3416000","0.392"
"3423000","0.288"
"3430000","0.324"
"3437000","0.37200000000000005"
"3444000","0.412"
"3451000","0.394"
"3458000","0.412"
"3465000","0.358"
"3472000","0.454"
"3479000","0.376"
"3486000","0.376"
"3493000","0.434"
"3500000","0.39"
"3507000","0.33"
"3514000","0.4"
"3521000","0.42"
"3528000","0.42"
"3535000","0.414"
"3542000","0.376"
"3549000","0.376"
"3556000","0.364"
"3563000","0.36"
"3570000","0.34"
"3577000","0.402"
"3584000","0.4"
"3591000","0.35"
"3598000","0.434"
"3605000","0.42"
"3612000","0.46"
"3619000","0.344"
"3626000","0.394"
"3633000","0.396"
"3640000","0.4000000000000001"
"3647000","0.446"
"3654000","0.39"
"3661000","0.398"
"3668000","0.34"
"3675000","0.34"
"3682000","0.534"
"3689000","0.382"
"3696000","0.35400000000000004"
"3703000","0.414"
"3710000","0.514"
"3717000","0.46"
"3724000","0.344"
"3731000","0.33399999999999996"
"3738000","0.33799999999999997"
"3745000","0.362"
"3752000","0.35400000000000004"
"3759000","0.42"
"3766000","0.422"
"3773000","0.35600000000000004"
"3780000","0.49"
"3787000","0.35"
"3794000","0.36"
"3801000","0.4059999999999999"
"3808000","0.36"
"3815000","0.33"
"3822000","0.398"
"3829000","0.384"
"3836000","0.33599999999999997"
"3843000","0.422"
"3850000","0.3"
"3857000","0.33"
"3864000","0.434"
"3871000","0.398"
"3878000","0.386"
"3885000","0.384"
"3892000","0.4"
"3899000","0.416"
"3906000","0.472"
"3913000","0.42"
"3920000","0.48599999999999993"
"3927000","0.384"
"3934000","0.394"
"3941000","0.4459999999999999"
"3948000","0.41"
"3955000","0.37"
"3962000","0.43"
"3969000","0.33"
"3976000","0.38"
"3983000","0.35"
"3990000","0.35"
"3997000","0.39"
"4004000","0.348"
"4011000","0.428"
"4018000","0.386"
"4025000","0.392"
"4032000","0.412"
"4039000","0.374"
"4046000","0.386"
"4053000","0.326"
"4060000","0.36"
"4067000","0.322"
"4074000","0.402"
"4081000","0.316"
"4088000","0.394"
"4095000","0.408"
"4102000","0.332"
"4109000","0.392"
"4116000","0.466"
"4123000","0.364"
"4130000","0.33"
"4137000","0.358"
"4144000","0.376"
"4151000","0.474"
"4158000","0.28"
"4165000","0.38"
"4172000","0.41"
"4179000","0.44"
"4186000","0.3"
"4193000","0.348"
"4200000","0.424"
"4207000","0.37"
"4214000","0.368"
"4221000","0.344"
"4228000","0.42"
"4235000","0.26"
"4242000","0.37799999999999995"
"4249000","0.41"
"4256000","0.36"
"4263000","0.42"
"4270000","0.34"
"4277000","0.33"
"4284000","0.344"
"4291000","0.498"
"4298000","0.336"
"4305000","0.46"
"4312000","0.44"
"4319000","0.36"
"4326000","0.34"
"4333000","0.46"
"4340000","0.32"
"4347000","0.43"
"4354000","0.398"
"4361000","0.37"
"4368000","0.47"
"4375000","0.42"
"4382000","0.43"
"4389000","0.35"
"4396000","0.43"
"4403000","0.47"
"4410000","0.45"
"4417000","0.37"
"4424000","0.4"
"4431000","0.39"
"4438000","0.48"
"4445000","0.37"
"4452000","0.31"
"4459000","0.466"
"4466000","0.46"
"4473000","0.46"
"4480000","0.38"
"4487000","0.41"
"4494000","0.33"
"4501000","0.28"
"4508000","0.45"
"4515000","0.42"
"4522000","0.41"
"4529000","0.33"
"4536000","0.41"
"4543000","0.33"
"4550000","0.364"
"4557000","0.36"
"4564000","0.4"
"4571000","0.44"
"4578000","0.388"
"4585000","0.358"
"4592000","0.402"
"4599000","0.424"
"4606000","0.42"
"4613000","0.37"
"4620000","0.4059999999999999"
"4627000","0.392"
"4634000","0.386"
"4641000","0.462"
"4648000","0.31"
"4655000","0.382"
"4662000","0.37"
"4669000","0.47"
"4676000","0.354"
"4683000","0.31"
"4690000","0.254"
"4697000","0.44"
"4704000","0.33"
"4711000","0.35"
"4718000","0.44"
"4725000","0.43"
"4732000","0.34"
"4739000","0.466"
"4746000","0.404"
"4753000","0.388"
"4760000","0.3640000000000001"
"4767000","0.398"
"4774000","0.368"
"4781000","0.392"
"4788000","0.528"
"4795000","0.3940000000000001"
"4802000","0.33"
"4809000","0.36"
"4816000","0.306"
"4823000","0.34"
"4830000","0.402"
"4837000","0.384"
"4844000","0.368"
"4851000","0.46"
"4858000","0.348"
"4865000","0.472"
"4872000","0.324"
"4879000","0.38"
"4886000","0.29"
"4893000","0.396"
"4900000","0.314"
"4907000","0.41"
"4914000","0.39"
"4921000","0.394"
"4928000","0.4320000000000001"
"4935000","0.48599999999999993"
"4942000","0.344"
"4949000","0.45400000000000007"
"4956000","0.498"
"4963000","0.454"
"4970000","0.314"
"4977000","0.456"
"4984000","0.38"
"4991000","0.35600000000000004"
"4998000","0.35400000000000004"
"5005000","0.42"
"5012000","0.368"
"5019000","0.35600000000000004"
"5026000","0.456"
"5033000","0.414"
"5040000","0.3440000000000001"
"5047000","0.368"
"5054000","0.35600000000000004"
"5061000","0.312"
"5068000","0.368"
"5075000","0.344"
"5082000","0.37"
"5089000","0.382"
"5096000","0.464"
"5103000","0.36"
"5110000","0.43"
"5117000","0.38400000000000006"
"5124000","0.458"
"5131000","0.424"
"5138000","0.34"
"5145000","0.29"
"5152000","0.494"
"5159000","0.38"
"5166000","0.36"
"5173000","0.35"
"5180000","0.41"
"5187000","0.38"
"5194000","0.37"
"5201000","0.38"
"5208000","0.39"
"5215000","0.45"
"5222000","0.46"
"5229000","0.38"
"5236000","0.39"
"5243000","0.51"
"5250000","0.34"
"5257000","0.4"
"5264000","0.42"
"5271000","0.42"
"5278000","0.4"
"5285000","0.34"
"5292000","0.36"
"5299000","0.38"
"5306000","0.35"
"5313000","0.35"
"5320000","0.35"
"5327000","0.36"
"5334000","0.42"
"5341000","0.44"
"5348000","0.34"
"5355000","0.41"
"5362000","0.42"
"5369000","0.48"
"5376000","0.36"
"5383000","0.4"
"5390000","0.35"
"5397000","0.38"
"5404000","0.39"
"5411000","0.28"
"5418000","0.4"
"5425000","0.4"
"5432000","0.38"
"5439000","0.36"
"5446000","0.36"
"5453000","0.32"
"5460000","0.34"
"5467000","0.34"
"5474000","0.44"
"5481000","0.5"
"5488000","0.34"
"5495000","0.43"
"5502000","0.406"
"5509000","0.478"
"5516000","0.4"
"5523000","0.412"
"5530000","0.506"
"5537000","0.45"
"5544000","0.318"
"5551000","0.428"
"5558000","0.392"
"5565000","0.472"
"5572000","0.366"
"5579000","0.37"
"5586000","0.368"
"5593000","0.37"
"5600000","0.38"
"5607000","0.354"
"5614000","0.406"
"5621000","0.388"
"5628000","0.39"
"5635000","0.38800000000000007"
"5642000","0.41"
"5649000","0.39"
"5656000","0.418"
"5663000","0.42"
"5670000","0.446"
"5677000","0.35600000000000004"
"5684000","0.41"
"5691000","0.28600000000000003"
"5698000","0.348"
"5705000","0.426"
"5712000","0.43799999999999994"
"5719000","0.42"
"5726000","0.362"
"5733000","0.482"
"5740000","0.522"
"5747000","0.326"
"5754000","0.43"
"5761000","0.362"
"5768000","0.414"
"5775000","0.528"
"5782000","0.35200000000000004"
"5789000","0.39"
"5796000","0.514"
"5803000","0.42"
"5810000","0.3"
"5817000","0.388"
"5824000","0.33399999999999996"
"5831000","0.46"
"5838000","0.39"
"5845000","0.43"
"5852000","0.368"
"5859000","0.43"
"5866000","0.426"
"5873000","0.37200000000000005"
"5880000","0.406"
"5887000","0.454"
"5894000","0.418"
"5901000","0.386"
"5908000","0.36"
"5915000","0.27399999999999997"
"5922000","0.442"
"5929000","0.39"
"5936000","0.4940000000000001"
"5943000","0.39"
"5950000","0.386"
"5957000","0.28800000000000003"
"5964000","0.36"
"5971000","0.43799999999999994"
"5978000","0.294"
"5985000","0.384"
"5992000","0.43"
"5999000","0.394"
"6006000","0.32400000000000007"
"6013000","0.426"
"6020000","0.314"
"6027000","0.354"
"6034000","0.52"
"6041000","0.434"
"6048000","0.42"
"6055000","0.418"
"6062000","0.476"
"6069000","0.4320000000000001"
"6076000","0.38"
"6083000","0.388"
"6090000","0.37"
"6097000","0.294"
"6104000","0.37200000000000005"
"6111000","0.46"
"6118000","0.348"
"6125000","0.412"
"6132000","0.3"
"6139000","0.406"
"6146000","0.354"
"6153000","0.418"
"6160000","0.4479999999999999"
"6167000","0.3"
"6174000","0.436"
"6181000","0.5359999999999999"
"6188000","0.408"
"6195000","0.386"
"6202000","0.35"
"6209000","0.36"
"6216000","0.32"
"6223000","0.39"
"6230000","0.41"
"6237000","0.26"
"6244000","0.27"
"6251000","0.33799999999999997"
"6258000","0.41"
"6265000","0.46"
"6272000","0.51"
"6279000","0.41"
"6286000","0.426"
"6293000","0.44"
"6300000","0.42"
"6307000","0.35"
"6314000","0.42"
"6321000","0.36"
"6328000","0.39"
"6335000","0.38"
"6342000","0.35"
"6349000","0.37799999999999995"
"6356000","0.45"
"6363000","0.46"
"6370000","0.33"
"6377000","0.42"
"6384000","0.3"
"6391000","0.33"
"6398000","0.34"
"6405000","0.41"
"6412000","0.41"
"6419000","0.42"
"6426000","0.33"
"6433000","0.32"
"6440000","0.32"
"6447000","0.41"
"6454000","0.44"
"6461000","0.4"
"6468000","0.39"
"6475000","0.33"
"6482000","0.43"
"6489000","0.38"
"6496000","0.37"
"6503000","0.34"
"6510000","0.36"
"6517000","0.39"
"6524000","0.4"
"6531000","0.418"
"6538000","0.33"
"6545000","0.42"
"6552000","0.32"
"6559000","0.28"
"6566000","0.354"
"6573000","0.344"
"6580000","0.392"
"6587000","0.436"
"6594000","0.394"
"6601000","0.45"
"6608000","0.414"
"6615000","0.37"
"6622000","0.316"
"6629000","0.384"
"6636000","0.36"
"6643000","0.386"
"6650000","0.37"
"6657000","0.46"
"6664000","0.392"
"6671000","0.374"
"6678000","0.366"
"6685000","0.404"
"6692000","0.304"
"6699000","0.386"
"6706000","0.342"
"6713000","0.364"
"6720000","0.364"
"6727000","0.3"
"6734000","0.42"
"6741000","0.318"
"6748000","0.37"
"6755000","0.33"
"6762000","0.34600000000000003"
"6769000","0.41"
"6776000","0.35"
"6783000","0.41"
"6790000","0.382"
"6797000","0.36"
"6804000","0.39"
"6811000","0.36"
"6818000","0.41"
"6825000","0.4"
"6832000","0.37"
"6839000","0.42"
"6846000","0.37"
"6853000","0.45"
"6860000","0.43"
"6867000","0.46"
"6874000","0.35"
"6881000","0.37"
"6888000","0.41"
"6895000","0.36"
"6902000","0.37"
"6909000","0.38"
"6916000","0.43"
"6923000","0.42"
"6930000","0.38"
"6937000","0.41"
"6944000","0.38"
"6951000","0.34"
"6958000","0.41"
"6965000","0.32"
"6972000","0.32"
"6979000","0.34"
"6986000","0.428"
"6993000","0.37200000000000005"
"7000000","0.422"
"7007000","0.408"
"7014000","0.342"
"7021000","0.416"
"7028000","0.414"
"7035000","0.45"
"7042000","0.362"
"7049000","0.368"
"7056000","0.446"
"7063000","0.324"
"7070000","0.37"
"7077000","0.47"
"7084000","0.29600000000000004"
"7091000","0.462"
"7098000","0.424"
"7105000","0.33399999999999996"
"7112000","0.506"
"7119000","0.43599999999999994"
"7126000","0.426"
"7133000","0.37"
"7140000","0.332"
"7147000","0.476"
"7154000","0.33"
"7161000","0.32"
"7168000","0.39"
"7175000","0.36"
"7182000","0.374"
"7189000","0.452"
"7196000","0.38"
"7203000","0.42"
"7210000","0.42"
"7217000","0.414"
"7224000","0.284"
"7231000","0.494"
"7238000","0.38"
"7245000","0.43"
"7252000","0.41"
"7259000","0.37400000000000005"
"7266000","0.386"
"7273000","0.4"
"7280000","0.384"
"7287000","0.4"
"7294000","0.412"
"7301000","0.366"
"7308000","0.374"
"7315000","0.402"
"7322000","0.4"
"7329000","0.45"
"7336000","0.398"
"7343000","0.36"
"7350000","0.43799999999999994"
"7357000","0.392"
"7364000","0.33"
"7371000","0.4"
"7378000","0.3"
"7385000","0.392"
"7392000","0.39"
"7399000","0.418"
"7406000","0.42"
"7413000","0.39"
"7420000","0.43"
"7427000","0.42"
"7434000","0.42"
"7441000","0.33"
"7448000","0.42"
"7455000","0.34600000000000003"
"7462000","0.38"
"7469000","0.478"
"7476000","0.294"
"7483000","0.398"
"7490000","0.4320000000000001"
"7497000","0.45"
"7504000","0.26"
"7511000","0.402"
"7518000","0.424"
"7525000","0.442"
"7532000","0.38"
"7539000","0.424"
"7546000","0.418"
"7553000","0.37"
"7560000","0.4640000000000001"
"7567000","0.37"
"7574000","0.31"
"7581000","0.362"
"7588000","0.546"
"7595000","0.4479999999999999"
"7602000","0.31"
"7609000","0.37200000000000005"
"7616000","0.416"
"7623000","0.318"
"7630000","0.38"
"7637000","0.35"
"7644000","0.43"
"7651000","0.382"
"7658000","0.45"
"7665000","0.4"
"7672000","0.33"
"7679000","0.38"
"7686000","0.322"
"7693000","0.37200000000000005"
"7700000","0.42"
"7707000","0.428"
"7714000","0.43"
"7721000","0.35"
"7728000","0.396"
"7735000","0.414"
"7742000","0.45"
"7749000","0.29"
"7756000","0.36"
"7763000","0.46"
"7770000","0.376"
"7777000","0.344"
"7784000","0.35400000000000004"
"7791000","0.39"
"7798000","0.466"
"7805000","0.422"
"7812000","0.412"
"7819000","0.43"
"7826000","0.4"
"7833000","0.37"
"7840000","0.5"
"7847000","0.43"
"7854000","0.446"
"7861000","0.37"
"7868000","0.35600000000000004"
"7875000","0.35600000000000004"
"7882000","0.37"
"7889000","0.35"
"7896000","0.376"
"7903000","0.38"
"7910000","0.41"
"7917000","0.4"
"7924000","0.46"
"7931000","0.45"
"7938000","0.336"
"7945000","0.41"
"7952000","0.4320000000000001"
"7959000","0.39"
"7966000","0.36"
"7973000","0.41"
"7980000","0.41"
"7987000","0.32"
"7994000","0.33"
"8001000","0.39"
"8008000","0.364"
"8015000","0.344"
"8022000","0.38"
"8029000","0.314"
"8036000","0.47"
"8043000","0.35200000000000004"
"8050000","0.38"
"8057000","0.398"
"8064000","0.42"
"8071000","0.388"
"8078000","0.398"
"8085000","0.37"
"8092000","0.44"
"8099000","0.35"
"8106000","0.398"
"8113000","0.398"
"8120000","0.35"
"8127000","0.35600000000000004"
"8134000","0.41"
"8141000","0.396"
"8148000","0.374"
"8155000","0.398"
"8162000","0.4479999999999999"
"8169000","0.43800000000000006"
"8176000","0.396"
"8183000","0.396"
"8190000","0.368"
"8197000","0.42"
"8204000","0.33399999999999996"
"8211000","0.394"
"8218000","0.38"
"8225000","0.38"
"8232000","0.414"
"8239000","0.42"
"8246000","0.386"
"8253000","0.386"
"8260000","0.36599999999999994"
"8267000","0.404"
"8274000","0.37"
"8281000","0.46"
"8288000","0.42"
"8295000","0.43799999999999994"
"8302000","0.35200000000000004"
"8309000","0.39"
"8316000","0.43799999999999994"
"8323000","0.384"
"8330000","0.44"
"8337000","0.33399999999999996"
"8344000","0.364"
"8351000","0.354"
"8358000","0.35"
"8365000","0.41"
"8372000","0.41"
"8379000","0.348"
"8386000","0.46"
"8393000","0.37"
"8400000","0.35"
"8407000","0.376"
"8414000","0.482"
"8421000","0.462"
"8428000","0.48"
"8435000","0.39"
"8442000","0.472"
"8449000","0.43"
"8456000","0.32"
"8463000","0.36"
"8470000","0.406"
"8477000","0.408"
"8484000","0.31"
"8491000","0.422"
"8498000","0.382"
"8505000","0.46"
"8512000","0.49"
"8519000","0.47"
"8526000","0.416"
"8533000","0.418"
"8540000","0.28600000000000003"
"8547000","0.35"
"8554000","0.43"
"8561000","0.466"
"8568000","0.34"
"8575000","0.4"
"8582000","0.33799999999999997"
"8589000","0.46"
"8596000","0.388"
"8603000","0.422"
"8610000","0.42599999999999993"
"8617000","0.518"
"8624000","0.414"
"8631000","0.39"
"8638000","0.386"
"8645000","0.35600000000000004"
"8652000","0.324"
"8659000","0.342"
"8666000","0.368"
"8673000","0.364"
"8680000","0.48"
"8687000","0.39"
"8694000","0.444"
"8701000","0.386"
"8708000","0.412"
"8715000","0.35400000000000004"
"8722000","0.396"
"8729000","0.43"
"8736000","0.466"
"8743000","0.394"
"8750000","0.37"
"8757000","0.472"
"8764000","0.41"
"8771000","0.46"
"8778000","0.436"
"8785000","0.404"
"8792000","0.342"
"8799000","0.39"
"8806000","0.37"
"8813000","0.46"
"8820000","0.39"
"8827000","0.358"
"8834000","0.306"
"8841000","0.396"
"8848000","0.39"
"8855000","0.388"
"8862000","0.504"
"8869000","0.406"
"8876000","0.47"
"8883000","0.402"
"8890000","0.46"
"8897000","0.402"
"8904000","0.35200000000000004"
"8911000","0.404"
"8918000","0.39"
"8925000","0.34"
"8932000","0.402"
"8939000","0.418"
"8946000","0.37"
"8953000","0.44"
"8960000","0.408"
"8967000","0.472"
"8974000","0.386"
"8981000","0.45"
"8988000","0.46"
"8995000","0.37"
"9002000","0.384"
"9009000","0.368"
"9016000","0.482"
"9023000","0.27399999999999997"
"9030000","0.424"
"9037000","0.37799999999999995"
"9044000","0.324"
"9051000","0.39"
"9058000","0.37200000000000005"
"9065000","0.348"
"9072000","0.332"
"9079000","0.404"
"9086000","0.386"
"9093000","0.308"
"9100000","0.444"
"9107000","0.32799999999999996"
"9114000","0.47"
"9121000","0.458"
"9128000","0.332"
"9135000","0.318"
"9142000","0.454"
"9149000","0.442"
"9156000","0.426"
"9163000","0.434"
"9170000","0.4459999999999999"
"9177000","0.382"
"9184000","0.36"
"9191000","0.414"
"9198000","0.39"
"9205000","0.364"
"9212000","0.34600000000000003"
"9219000","0.37200000000000005"
"9226000","0.424"
"9233000","0.394"
"9240000","0.34"
"9247000","0.37"
"9254000","0.43"
"9261000","0.418"
"9268000","0.504"
"9275000","0.31"
"9282000","0.44"
"9289000","0.37799999999999995"
"9296000","0.478"
"9303000","0.358"
"9310000","0.33399999999999996"
"9317000","0.46"
"9324000","0.39"
"9331000","0.36"
"9338000","0.51"
"9345000","0.3"
"9352000","0.27"
"9359000","0.402"
"9366000","0.39"
"9373000","0.39"
"9380000","0.4"
"9387000","0.38"
"9394000","0.428"
"9401000","0.43800000000000006"
"9408000","0.326"
"9415000","0.478"
