"Step","solved_sp3_leftup_rightdown_seed3 - cover_rate_5step"
"105000","0.0040999999999999995"
"210000","0.004"
"315000","0.0107"
"420000","0.0115"
"525000","0.0098"
"630000","0.0104"
"735000","0.019"
"840000","0.0209"
"945000","0.032100000000000004"
"1050000","0.0432"
"1155000","0.0609"
"1260000","0.0581"
"1365000","0.0861"
"1470000","0.087"
"1575000","0.1032"
"1680000","0.1009"
"1785000","0.1177"
"1890000","0.11780000000000002"
"1995000","0.1332"
"2100000","0.1437"
"2205000","0.14389999999999997"
"2310000","0.15289999999999998"
"2415000","0.1647"
"2520000","0.1662"
"2625000","0.1764"
"2730000","0.1907"
"2835000","0.1705"
"2940000","0.1745"
"3045000","0.1697"
"3150000","0.181"
"3255000","0.1895"
"3360000","0.181"
"3465000","0.199"
"3570000","0.1884"
"3675000","0.1925"
"3780000","0.1885"
"3885000","0.17980000000000002"
"3990000","0.1902"
"4095000","0.1766"
"4200000","0.1739"
"4305000","0.19"
"4410000","0.2035"
"4515000","0.1846"
"4620000","0.2074"
"4725000","0.1929"
"4830000","0.1835"
"4935000","0.1927"
"5040000","0.18270000000000003"
"5145000","0.1969"
"5250000","0.2099"
"5355000","0.1665"
"5460000","0.1737"
"5565000","0.1746"
"5670000","0.168"
"5775000","0.1789"
"5880000","0.1962"
"5985000","0.2031"
"6090000","0.2007"
"6195000","0.1871"
"6300000","0.186"
"6405000","0.19140000000000004"
"6510000","0.1909"
"6615000","0.1896"
"6720000","0.2059"
"6825000","0.2093"
"6930000","0.2208"
"7035000","0.1924"
"7140000","0.1987"
"7245000","0.1982"
"7350000","0.1721"
"7455000","0.2015"
"7560000","0.1986"
"7665000","0.1855"
"7770000","0.1872"
"7875000","0.1554"
"7980000","0.168"
"8085000","0.1843"
"8190000","0.1918"
"8295000","0.19810000000000005"
"8400000","0.2194"
"8505000","0.2008"
"8610000","0.2072"
"8715000","0.2267"
"8820000","0.236"
"8925000","0.239"
"9030000","0.2233"
"9135000","0.2339"
"9240000","0.23489999999999997"
"9345000","0.2281"
"9450000","0.2357"
"9555000","0.236"
"9660000","0.2342"
"9765000","0.2195"
"9870000","0.2337"
"9975000","0.2361"
"10080000","0.25349999999999995"
"10185000","0.22090000000000004"
"10290000","0.2044"
"10395000","0.23260000000000003"
"10500000","0.2236"
"10605000","0.2129"
"10710000","0.2256"
"10815000","0.2275"
"10920000","0.247"
"11025000","0.24669999999999995"
"11130000","0.2392"
"11235000","0.2454"
"11340000","0.2633"
"11445000","0.23840000000000003"
"11550000","0.2604"
"11655000","0.26"
"11760000","0.26020000000000004"
"11865000","0.261"
"11970000","0.2504"
"12075000","0.277"
"12180000","0.2722"
"12285000","0.26039999999999996"
"12390000","0.26270000000000004"
"12495000","0.2805"
"12600000","0.2719"
"12705000","0.2863"
"12810000","0.2673"
"12915000","0.27770000000000006"
"13020000","0.2676"
"13125000","0.2791"
"13230000","0.26730000000000004"
"13335000","0.27670000000000006"
"13440000","0.29240000000000005"
"13545000","0.2837"
"13650000","0.2797"
"13755000","0.2697"
"13860000","0.2646"
"13965000","0.27970000000000006"
"14070000","0.2785"
"14175000","0.2806"
"14280000","0.2847"
"14385000","0.2952"
"14490000","0.28420000000000006"
"14595000","0.3115"
"14700000","0.29719999999999996"
"14805000","0.2825"
"14910000","0.2851"
"15015000","0.28940000000000005"
"15120000","0.3068"
"15225000","0.28929999999999995"
"15330000","0.30739999999999995"
"15435000","0.2925"
"15540000","0.3196"
"15645000","0.3083000000000001"
"15750000","0.309"
"15855000","0.30180000000000007"
"15960000","0.3394"
"16065000","0.3207"
"16170000","0.3384"
"16275000","0.3254"
"16380000","0.33109999999999995"
"16485000","0.3253000000000001"
"16590000","0.31279999999999997"
"16695000","0.31910000000000005"
"16800000","0.31970000000000004"
"16905000","0.31610000000000005"
"17010000","0.32330000000000003"
"17115000","0.3409"
"17220000","0.3152"
"17325000","0.3455"
"17430000","0.3493"
"17535000","0.3414"
"17640000","0.3411"
"17745000","0.357"
"17850000","0.35719999999999996"
"17955000","0.37"
"18060000","0.3854"
"18165000","0.3822"
"18270000","0.3621"
"18375000","0.3492"
"18480000","0.3702"
"18585000","0.3651"
"18690000","0.3867"
"18795000","0.3879"
"18900000","0.3837"
"19005000","0.3637"
"19110000","0.3933"
"19215000","0.3839"
"19320000","0.3869"
"19425000","0.4048"
"19530000","0.39879999999999993"
"19635000","0.388"
"19740000","0.3924"
"19845000","0.4084"
"19950000","0.4055"
"20055000","0.40820000000000006"
"20160000","0.4462"
"20265000","0.42"
"20370000","0.4376"
"20475000","0.4202"
"20580000","0.4211"
"20685000","0.4684"
"20790000","0.4688000000000001"
"20895000","0.4664"
"21000000","0.4564"
"21105000","0.4462"
"21210000","0.4706"
"21315000","0.445"
"21420000","0.4659"
"21525000","0.4547000000000001"
"21630000","0.474"
"21735000","0.4574"
"21840000","0.4948000000000001"
"21945000","0.4992"
"22050000","0.5319"
"22155000","0.5005"
"22260000","0.5105"
"22365000","0.5207"
"22470000","0.5157"
"22575000","0.5293"
"22680000","0.5175"
"22785000","0.5137999999999999"
"22890000","0.5345"
"22995000","0.5288999999999999"
"23100000","0.5245"
"23205000","0.5331"
"23310000","0.5025"
"23415000","0.5115999999999999"
"23520000","0.5467000000000001"
"23625000","0.5227999999999999"
"23730000","0.5135"
"23835000","0.523"
"23940000","0.5303"
"24045000","0.52"
"24150000","0.5308"
"24255000","0.5287000000000001"
"24360000","0.5546"
"24465000","0.5576"
"24570000","0.5674"
"24675000","0.5630999999999999"
"24780000","0.5685"
"24885000","0.5552"
"24990000","0.5623"
"25095000","0.5619"
"25200000","0.5731"
"25305000","0.57"
"25410000","0.5782"
"25515000","0.5635"
"25620000","0.5861"
"25725000","0.5948"
"25830000","0.5745"
"25935000","0.5997"
"26040000","0.592"
"26145000","0.5706"
"26250000","0.5972999999999999"
"26355000","0.6035"
"26460000","0.5923"
"26565000","0.6098"
"26670000","0.6026"
"26775000","0.5864"
"26880000","0.6064"
"26985000","0.577"
"27090000","0.591"
"27195000","0.6062000000000001"
"27300000","0.5932999999999999"
"27405000","0.6003"
"27510000","0.5907"
"27615000","0.6109"
