"Step","pb_uniform_noise_seed1 - 2cover_rate_5step"
"47880000","0.7412000000000001"
"48060000","0.7855999999999999"
"48240000","0.7674"
"48420000","0.7802"
"48600000","0.7781999999999999"
"48780000","0.7784000000000001"
"48960000","0.7724000000000001"
"49140000","0.7924000000000001"
"49320000","0.7772"
"49500000","0.7864000000000001"
"49680000","0.7918"
"49860000","0.811"
"50040000","0.7766000000000001"
"50220000","0.7898"
"50400000","0.805"
"50580000","0.8058"
"50760000","0.7886"
"50940000","0.795"
"51120000","0.7918"
"51300000","0.7955999999999999"
"51480000","0.8094"
"51660000","0.7998"
"51840000","0.8018"
"52020000","0.8193999999999999"
"52200000","0.7832"
"52380000","0.8204"
"52560000","0.813"
"52740000","0.7852"
"52920000","0.8188"
"53100000","0.8236"
"53280000","0.812"
"53460000","0.8136"
"53640000","0.8338"
"53820000","0.8223999999999999"
"54000000","0.8252"
"54180000","0.8144000000000001"
"54360000","0.817"
"54540000","0.8364"
"54720000","0.843"
"54900000","0.8488"
"55080000","0.8393999999999999"
"55260000","0.8338"
"55440000","0.8403999999999999"
"55620000","0.8358000000000001"
"55800000","0.8264"
"55980000","0.843"
"56160000","0.8485999999999999"
"56340000","0.8376"
"56520000","0.8344"
"56700000","0.8362"
"56880000","0.813"
"57060000","0.8272"
"57240000","0.8512000000000001"
"57420000","0.8496"
"57600000","0.8388"
"57780000","0.843"
"57960000","0.842"
"58140000","0.8468"
"58320000","0.8564"
"58500000","0.865"
"58680000","0.8424"
"58860000","0.8356"
"59040000","0.8475999999999999"
"59220000","0.8526"
"59400000","0.8372"
"59580000","0.8512000000000001"
"59760000","0.85"
"59940000","0.8552"
"60120000","0.8452000000000001"
"60300000","0.8508"
"60480000","0.8576"
"60660000","0.858"
"60840000","0.8533999999999999"
"61020000","0.8404"
"61200000","0.8403999999999999"
"61380000","0.84"
"61560000","0.8552"
"61740000","0.8488"
"61920000","0.865"
"62100000","0.8606"
"62280000","0.8334"
"62460000","0.8593999999999999"
"62640000","0.856"
"62820000","0.8528"
"63000000","0.8572000000000001"
"63180000","0.8388000000000001"
"63360000","0.87"
"63540000","0.875"
"63720000","0.8812000000000001"
"63900000","0.8774000000000001"
"64080000","0.8834"
"64260000","0.872"
"64440000","0.8697999999999999"
"64620000","0.8667999999999999"
"64800000","0.8667999999999999"
"64980000","0.8682000000000001"
"65160000","0.8522"
"65340000","0.8612000000000001"
"65520000","0.8575999999999999"
"65700000","0.871"
"65880000","0.8796"
"66060000","0.8794"
"66240000","0.8754000000000001"
"66420000","0.8612000000000001"
"66600000","0.871"
"66780000","0.8784"
"66960000","0.8734"
"67140000","0.8814"
"67320000","0.8798"
"67500000","0.876"
"67680000","0.873"
"67860000","0.8687999999999999"
"68040000","0.8702"
"68220000","0.8724"
"68400000","0.8632000000000001"
"68580000","0.8936000000000001"
"68760000","0.909"
"68940000","0.869"
"69120000","0.8886"
"69300000","0.8822000000000001"
"69480000","0.8857999999999999"
"69660000","0.8902"
"69840000","0.8856"
"70020000","0.8786"
"70200000","0.8774"
"70380000","0.8887999999999999"
"70560000","0.8744"
"70740000","0.8976"
"70920000","0.8987999999999999"
"71100000","0.8794"
"71280000","0.8837999999999999"
"71460000","0.8946"
"71640000","0.901"
"71820000","0.8932"
"72000000","0.913"
"72180000","0.8844"
"72360000","0.8704"
"72540000","0.8847999999999999"
"72720000","0.9022"
"72900000","0.904"
"73080000","0.8867999999999999"
"73260000","0.8887999999999999"
"73440000","0.921"
"73620000","0.9052"
"73800000","0.9052"
"73980000","0.8977999999999999"
"74160000","0.9088"
"74340000","0.9132"
"74520000","0.8912"
"74700000","0.9042"
"74880000","0.892"
"75060000","0.9076"
"75240000","0.896"
"75420000","0.9186"
"75600000","0.9294"
"75780000","0.9114"
"75960000","0.9048"
"76140000","0.9236"
"76320000","0.9088"
"76500000","0.9116"
"76680000","0.9102"
"76860000","0.915"
"77040000","0.908"
"77220000","0.9232"
"77400000","0.9206"
"77580000","0.923"
"77760000","0.9028"
"77940000","0.913"
"78120000","0.924"
"78300000","0.921"
"78480000","0.9264"
"78660000","0.8922"
"78840000","0.9148"
"79020000","0.9228"
"79200000","0.9072"
"79380000","0.9054"
"79560000","0.9338"
"79740000","0.9296"
"79920000","0.9258"
