"Step","pb_uniform_noise_seed1 - 2cover_rate_5step"
"180000","0.03"
"360000","0.036"
"540000","0.029"
"720000","0.03"
"900000","0.03"
"1080000","0.024"
"1260000","0.032"
"1440000","0.035"
"1620000","0.033"
"1800000","0.032"
"1980000","0.034"
"2160000","0.0454"
"2340000","0.034"
"2520000","0.044"
"2700000","0.05"
"2880000","0.0506"
"3060000","0.053"
"3240000","0.0536"
"3420000","0.0534"
"3600000","0.0698"
"3780000","0.06620000000000001"
"3960000","0.07959999999999999"
"4140000","0.0824"
"4320000","0.072"
"4500000","0.07659999999999999"
"4680000","0.0938"
"4860000","0.086"
"5040000","0.0782"
"5220000","0.0868"
"5400000","0.0908"
"5580000","0.07640000000000001"
"5760000","0.0866"
"5940000","0.0962"
"6120000","0.1116"
"6300000","0.1164"
"6480000","0.132"
"6660000","0.14360000000000003"
"6840000","0.128"
"7020000","0.14439999999999997"
"7200000","0.146"
"7380000","0.1616"
"7560000","0.15919999999999998"
"7740000","0.1676"
"7920000","0.1792"
"8100000","0.1902"
"8280000","0.1918"
"8460000","0.1998"
"8640000","0.1922"
"8820000","0.20139999999999997"
"9000000","0.2258"
"9180000","0.2146"
"9360000","0.2154"
"9540000","0.2254"
"9720000","0.2142"
"9900000","0.2238"
"10080000","0.247"
"10260000","0.227"
"10440000","0.2478"
"10620000","0.2494"
"10800000","0.2726"
"10980000","0.24420000000000003"
"11160000","0.26139999999999997"
"11340000","0.2606"
"11520000","0.2732"
"11700000","0.29419999999999996"
"11880000","0.2846"
"12060000","0.28820000000000007"
"12240000","0.2822"
"12420000","0.27520000000000006"
"12600000","0.2994"
"12780000","0.29159999999999997"
"12960000","0.3024"
"13140000","0.2784"
"13320000","0.299"
"13500000","0.2934"
"13680000","0.2898"
"13860000","0.2962"
"14040000","0.3054"
"14220000","0.31339999999999996"
"14400000","0.3082"
"14580000","0.32339999999999997"
"14760000","0.3118"
"14940000","0.338"
"15120000","0.31919999999999993"
"15300000","0.353"
"15480000","0.339"
"15660000","0.3396"
"15840000","0.3614"
"16020000","0.3556"
"16200000","0.3578"
"16380000","0.346"
"16560000","0.3674"
"16740000","0.3794"
"16920000","0.3594"
"17100000","0.3834"
"17280000","0.3726"
"17460000","0.3718"
"17640000","0.3778"
"17820000","0.3838"
"18000000","0.4048"
"18180000","0.413"
"18360000","0.4316"
"18540000","0.4156"
"18720000","0.4158"
"18900000","0.4156"
"19080000","0.449"
"19260000","0.414"
"19440000","0.423"
"19620000","0.4522"
"19800000","0.413"
"19980000","0.452"
"20160000","0.483"
"20340000","0.4644"
"20520000","0.482"
"20700000","0.4746"
"20880000","0.4808"
"21060000","0.4592"
"21240000","0.46579999999999994"
"21420000","0.47079999999999994"
"21600000","0.4518"
"21780000","0.465"
"21960000","0.4392"
"22140000","0.5132000000000001"
"22320000","0.4924"
"22500000","0.46020000000000005"
"22680000","0.49799999999999994"
"22860000","0.533"
"23040000","0.5357999999999999"
"23220000","0.5186"
"23400000","0.5002"
"23580000","0.5216000000000001"
"23760000","0.524"
"23940000","0.539"
"24120000","0.5354"
"24300000","0.5276"
"24480000","0.5288"
"24660000","0.5197999999999999"
"24840000","0.5494000000000001"
"25020000","0.5596"
"25200000","0.5658000000000001"
"25380000","0.5636"
"25560000","0.5592"
"25740000","0.5424"
"25920000","0.5436"
"26100000","0.543"
"26280000","0.535"
"26460000","0.549"
"26640000","0.5558"
"26820000","0.5572"
"27000000","0.5097999999999999"
"27180000","0.5604"
"27360000","0.5436000000000001"
"27540000","0.5908"
"27720000","0.5554"
"27900000","0.5776"
"28080000","0.5665999999999999"
"28260000","0.5674000000000001"
"28440000","0.5402"
"28620000","0.5688"
"28800000","0.5694000000000001"
"28980000","0.581"
"29160000","0.583"
"29340000","0.5708"
"29520000","0.58"
"29700000","0.5948"
"29880000","0.596"
"30060000","0.6053999999999999"
"30240000","0.5822"
"30420000","0.609"
"30600000","0.6056"
"30780000","0.6356"
"30960000","0.6212000000000001"
"31140000","0.6157999999999999"
"31320000","0.6116"
"31500000","0.6142000000000001"
"31680000","0.6414"
"31860000","0.6432"
"32040000","0.6172"
"32220000","0.623"
"32400000","0.635"
"32580000","0.6582"
"32760000","0.6426000000000001"
"32940000","0.653"
"33120000","0.6384"
"33300000","0.6642"
"33480000","0.663"
"33660000","0.6444000000000001"
"33840000","0.6342000000000001"
"34020000","0.6811999999999999"
"34200000","0.6698"
"34380000","0.6477999999999999"
"34560000","0.668"
"34740000","0.6562"
"34920000","0.6527999999999999"
"35100000","0.6407999999999999"
"35280000","0.6788"
"35460000","0.647"
"35640000","0.6678"
"35820000","0.6487999999999999"
"36000000","0.6812"
"36180000","0.6946"
"36360000","0.673"
"36540000","0.6452"
"36720000","0.6772"
"36900000","0.7064"
"37080000","0.6738"
"37260000","0.7154"
"37440000","0.678"
"37620000","0.7"
"37800000","0.705"
"37980000","0.6938000000000001"
"38160000","0.6786"
"38340000","0.7185999999999999"
"38520000","0.6954"
"38700000","0.6932"
"38880000","0.725"
"39060000","0.7213999999999999"
"39240000","0.7386"
"39420000","0.718"
"39600000","0.6978"
"39780000","0.7262000000000001"
"39960000","0.7248"
"40140000","0.7376"
"40320000","0.7402000000000001"
"40500000","0.7222"
"40680000","0.7556"
"40860000","0.7042"
"41040000","0.7295999999999999"
"41220000","0.7356"
"41400000","0.7526"
"41580000","0.7377999999999999"
"41760000","0.7408"
"41940000","0.7397999999999999"
"42120000","0.7452000000000001"
"42300000","0.7414000000000001"
"42480000","0.7236"
"42660000","0.768"
"42840000","0.767"
"43020000","0.7444000000000001"
"43200000","0.7626000000000001"
"43380000","0.7502000000000001"
"43560000","0.7696000000000001"
"43740000","0.773"
"43920000","0.7614"
"44100000","0.7671999999999999"
"44280000","0.764"
"44460000","0.7482000000000001"
"44640000","0.7552000000000001"
"44820000","0.7767999999999999"
"45000000","0.7586"
"45180000","0.7772"
"45360000","0.7856000000000001"
"45540000","0.76"
"45720000","0.7912"
"45900000","0.7734000000000001"
"46080000","0.7626000000000001"
"46260000","0.7646"
"46440000","0.755"
"46620000","0.7546"
"46800000","0.7984"
"46980000","0.7582000000000001"
"47160000","0.795"
"47340000","0.7638"
"47520000","0.7908"
"47700000","0.7754"
